ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,,,
20181218,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-12-18,2018-12-24,1,,
20181211,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-12-11,2018-12-17,1,,
20181204,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-12-04,2018-12-10,1,,
20181127,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-11-27,2018-12-03,1,,
20181120,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-11-20,2018-11-26,1,,
20181113,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-11-13,2018-11-19,1,,
20181106,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-11-06,2018-11-12,1,,
20181030,41019,Douglas,County,OR,0,100,100,100,83.76,0,2018-10-30,2018-11-05,1,,
20181225,41021,Gilliam,County,OR,0,100,100,96.47,0,0,2018-12-25,2018-12-31,1,,
20181218,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-12-18,2018-12-24,1,,
20181211,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-12-11,2018-12-17,1,,
20181204,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-12-04,2018-12-10,1,,
20181127,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-11-27,2018-12-03,1,,
20181120,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-11-20,2018-11-26,1,,
20181113,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-11-13,2018-11-19,1,,
20181106,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-11-06,2018-11-12,1,,
20181030,41021,Gilliam,County,OR,0,100,100,97.01,0,0,2018-10-30,2018-11-05,1,,
20181225,41023,Grant,County,OR,0,100,100,87.12,20.01,0,2018-12-25,2018-12-31,1,,
20181218,41023,Grant,County,OR,0,100,100,85.78,20.01,0,2018-12-18,2018-12-24,1,,
20181211,41023,Grant,County,OR,0,100,100,85.78,20.01,0,2018-12-11,2018-12-17,1,,
20181204,41023,Grant,County,OR,0,100,100,85.78,20.01,0,2018-12-04,2018-12-10,1,,
20181127,41023,Grant,County,OR,0,100,100,85.78,20.01,0,2018-11-27,2018-12-03,1,,
20181120,41023,Grant,County,OR,0,100,100,85.78,20.01,0,2018-11-20,2018-11-26,1,,
20181113,41023,Grant,County,OR,0,100,100,85.79,20.01,0,2018-11-13,2018-11-19,1,,
20181106,41023,Grant,County,OR,0,100,100,85.79,20.01,0,2018-11-06,2018-11-12,1,,
20181030,41023,Grant,County,OR,0,100,100,85.79,20.01,0,2018-10-30,2018-11-05,1,,
20181225,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-12-25,2018-12-31,1,,
20181218,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-12-18,2018-12-24,1,,
20181211,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-12-11,2018-12-17,1,,
20181204,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-12-04,2018-12-10,1,,
20181127,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-11-27,2018-12-03,1,,
20181120,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-11-20,2018-11-26,1,,
20181113,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-11-13,2018-11-19,1,,
20181106,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-11-06,2018-11-12,1,,
20181030,41025,Harney,County,OR,0,100,100,100,42.32,0,2018-10-30,2018-11-05,1,,
20181225,41027,Hood,River,County,OR,0,100,100,82.33,0,0,2018-12-25,2018-12-31,1,
20181218,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-12-18,2018-12-24,1,
20181211,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-12-11,2018-12-17,1,
20181204,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-12-04,2018-12-10,1,
20181127,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-11-27,2018-12-03,1,
20181120,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-11-20,2018-11-26,1,
20181113,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-11-13,2018-11-19,1,
20181106,41027,Hood,River,County,OR,0,100,100,93.26,0,0,2018-11-06,2018-11-12,1,
20181030,41027,Hood,River,County,OR,0,100,100,94.77,0,0,2018-10-30,2018-11-05,1,
20181225,41029,Jackson,County,OR,0,100,100,100,12.57,0,2018-12-25,2018-12-31,1,,
20181218,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-12-18,2018-12-24,1,,
20181211,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-12-11,2018-12-17,1,,
20181204,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-12-04,2018-12-10,1,,
20181127,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-11-27,2018-12-03,1,,
20181120,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-11-20,2018-11-26,1,,
20181113,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-11-13,2018-11-19,1,,
20181106,41029,Jackson,County,OR,0,100,100,100,13.62,0,2018-11-06,2018-11-12,1,,
20181030,41029,Jackson,County,OR,0,100,100,100,4.46,0,2018-10-30,2018-11-05,1,,
20181225,41031,Jefferson,County,OR,0,100,100,100,47.11,0,2018-12-25,2018-12-31,1,,
20181218,41031,Jefferson,County,OR,0,100,100,100,51.32,0,2018-12-18,2018-12-24,1,,
20181211,41031,Jefferson,County,OR,0,100,100,100,51.32,0,2018-12-11,2018-12-17,1,,
20181204,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-12-04,2018-12-10,1,,
20181127,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-11-27,2018-12-03,1,,
20181120,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-11-20,2018-11-26,1,,
20181113,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-11-13,2018-11-19,1,,
20181106,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-11-06,2018-11-12,1,,
20181030,41031,Jefferson,County,OR,0,100,100,100,51,0,2018-10-30,2018-11-05,1,,
20181225,41033,Josephine,County,OR,0,100,100,87.96,0,0,2018-12-25,2018-12-31,1,,
20181218,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-12-18,2018-12-24,1,,
20181211,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-12-11,2018-12-17,1,,
20181204,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-12-04,2018-12-10,1,,
20181127,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-11-27,2018-12-03,1,,
20181120,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-11-20,2018-11-26,1,,
20181113,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-11-13,2018-11-19,1,,
20181106,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-11-06,2018-11-12,1,,
20181030,41033,Josephine,County,OR,0,100,100,100,11.53,0,2018-10-30,2018-11-05,1,,
20181225,41035,Klamath,County,OR,0,100,100,100,44.95,0,2018-12-25,2018-12-31,1,,
20181218,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-12-18,2018-12-24,1,,
20181211,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-12-11,2018-12-17,1,,
20181204,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-12-04,2018-12-10,1,,
20181127,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-11-27,2018-12-03,1,,
20181120,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-11-20,2018-11-26,1,,
20181113,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-11-13,2018-11-19,1,,
20181106,41035,Klamath,County,OR,0,100,100,100,45.13,0,2018-11-06,2018-11-12,1,,
20181030,41035,Klamath,County,OR,0,100,100,100,39.74,0,2018-10-30,2018-11-05,1,,
20181225,41037,Lake,County,OR,0,100,100,100,12,0,2018-12-25,2018-12-31,1,,
20181218,41037,Lake,County,OR,0,100,100,100,12,0,2018-12-18,2018-12-24,1,,
20181211,41037,Lake,County,OR,0,100,100,100,12,0,2018-12-11,2018-12-17,1,,
20181204,41037,Lake,County,OR,0,100,100,100,12,0,2018-12-04,2018-12-10,1,,
20181127,41037,Lake,County,OR,0,100,100,100,12,0,2018-11-27,2018-12-03,1,,
20181120,41037,Lake,County,OR,0,100,100,100,12,0,2018-11-20,2018-11-26,1,,
20181113,41037,Lake,County,OR,0,100,100,100,12,0,2018-11-13,2018-11-19,1,,
20181106,41037,Lake,County,OR,0,100,100,100,12,0,2018-11-06,2018-11-12,1,,
20181030,41037,Lake,County,OR,0,100,100,100,12,0,2018-10-30,2018-11-05,1,,
20181225,41039,Lane,County,OR,0,100,100,100,20.89,0,2018-12-25,2018-12-31,1,,
20181218,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-12-18,2018-12-24,1,,
20181211,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-12-11,2018-12-17,1,,
20181204,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-12-04,2018-12-10,1,,
20181127,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-11-27,2018-12-03,1,,
20181120,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-11-20,2018-11-26,1,,
20181113,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-11-13,2018-11-19,1,,
20181106,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-11-06,2018-11-12,1,,
20181030,41039,Lane,County,OR,0,100,100,100,74.35,0,2018-10-30,2018-11-05,1,,
20181225,41041,Lincoln,County,OR,0,100,100,43.39,0,0,2018-12-25,2018-12-31,1,,
20181218,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-12-18,2018-12-24,1,,
20181211,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-12-11,2018-12-17,1,,
20181204,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-12-04,2018-12-10,1,,
20181127,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-11-27,2018-12-03,1,,
20181120,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-11-20,2018-11-26,1,,
20181113,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-11-13,2018-11-19,1,,
20181106,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-11-06,2018-11-12,1,,
20181030,41041,Lincoln,County,OR,0,100,100,98.07,0,0,2018-10-30,2018-11-05,1,,
20181225,41043,Linn,County,OR,0,100,100,99.73,0,0,2018-12-25,2018-12-31,1,,
20181218,41043,Linn,County,OR,0,100,100,100,68.04,0,2018-12-18,2018-12-24,1,,
20181211,41043,Linn,County,OR,0,100,100,100,68.04,0,2018-12-11,2018-12-17,1,,
20181204,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-12-04,2018-12-10,1,,
20181127,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-11-27,2018-12-03,1,,
20181120,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-11-20,2018-11-26,1,,
20181113,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-11-13,2018-11-19,1,,
20181106,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-11-06,2018-11-12,1,,
20181030,41043,Linn,County,OR,0,100,100,100,33.04,0,2018-10-30,2018-11-05,1,,
20181225,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-12-25,2018-12-31,1,,
20181218,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-12-18,2018-12-24,1,,
20181211,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-12-11,2018-12-17,1,,
20181204,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-12-04,2018-12-10,1,,
20181127,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-11-27,2018-12-03,1,,
20181120,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-11-20,2018-11-26,1,,
20181113,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-11-13,2018-11-19,1,,
20181106,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-11-06,2018-11-12,1,,
20181030,41045,Malheur,County,OR,0,100,100,100,71.49,0,2018-10-30,2018-11-05,1,,
20181225,41047,Marion,County,OR,0,100,100,73.66,0,0,2018-12-25,2018-12-31,1,,
20181218,41047,Marion,County,OR,0,100,100,100,40.39,0,2018-12-18,2018-12-24,1,,
20181211,41047,Marion,County,OR,0,100,100,100,40.39,0,2018-12-11,2018-12-17,1,,
20181204,41047,Marion,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41047,Marion,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41047,Marion,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41047,Marion,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41047,Marion,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41047,Marion,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,41049,Morrow,County,OR,0,100,100,39.2,0,0,2018-12-25,2018-12-31,1,,
20181218,41049,Morrow,County,OR,0,100,100,38.41,0,0,2018-12-18,2018-12-24,1,,
20181211,41049,Morrow,County,OR,0,100,100,38.41,0,0,2018-12-11,2018-12-17,1,,
20181204,41049,Morrow,County,OR,0,100,100,38.41,0,0,2018-12-04,2018-12-10,1,,
20181127,41049,Morrow,County,OR,0,100,100,38.41,0,0,2018-11-27,2018-12-03,1,,
20181120,41049,Morrow,County,OR,0,100,100,38.41,0,0,2018-11-20,2018-11-26,1,,
20181113,41049,Morrow,County,OR,0,100,91.97,39.23,0,0,2018-11-13,2018-11-19,1,,
20181106,41049,Morrow,County,OR,0,100,91.97,39.23,0,0,2018-11-06,2018-11-12,1,,
20181030,41049,Morrow,County,OR,0,100,91.98,39.23,0,0,2018-10-30,2018-11-05,1,,
20181225,41051,Multnomah,County,OR,0,100,100,46.55,0,0,2018-12-25,2018-12-31,1,,
20181218,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-12-18,2018-12-24,1,,
20181211,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-12-11,2018-12-17,1,,
20181204,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41051,Multnomah,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,41053,Polk,County,OR,0,100,100,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41053,Polk,County,OR,0,100,100,100,0,0,2018-12-18,2018-12-24,1,,
20181211,41053,Polk,County,OR,0,100,100,100,0,0,2018-12-11,2018-12-17,1,,
20181204,41053,Polk,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41053,Polk,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41053,Polk,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41053,Polk,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41053,Polk,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41053,Polk,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,41055,Sherman,County,OR,0,100,100,75.71,0,0,2018-12-25,2018-12-31,1,,
20181218,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-12-18,2018-12-24,1,,
20181211,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-12-11,2018-12-17,1,,
20181204,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-12-04,2018-12-10,1,,
20181127,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-11-27,2018-12-03,1,,
20181120,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-11-20,2018-11-26,1,,
20181113,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-11-13,2018-11-19,1,,
20181106,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-11-06,2018-11-12,1,,
20181030,41055,Sherman,County,OR,0,100,100,76.01,0,0,2018-10-30,2018-11-05,1,,
20181225,41057,Tillamook,County,OR,0,100,100,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-12-18,2018-12-24,1,,
20181211,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-12-11,2018-12-17,1,,
20181204,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-12-04,2018-12-10,1,,
20181127,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-11-27,2018-12-03,1,,
20181120,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-11-20,2018-11-26,1,,
20181113,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-11-13,2018-11-19,1,,
20181106,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-11-06,2018-11-12,1,,
20181030,41057,Tillamook,County,OR,0,100,100,38.64,0,0,2018-10-30,2018-11-05,1,,
20181225,41059,Umatilla,County,OR,0,100,36.7,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41059,Umatilla,County,OR,0,100,93.64,0,0,0,2018-12-18,2018-12-24,1,,
20181211,41059,Umatilla,County,OR,0,100,93.64,0,0,0,2018-12-11,2018-12-17,1,,
20181204,41059,Umatilla,County,OR,0,100,93.64,0,0,0,2018-12-04,2018-12-10,1,,
20181127,41059,Umatilla,County,OR,0,100,93.64,0,0,0,2018-11-27,2018-12-03,1,,
20181120,41059,Umatilla,County,OR,0,100,93.64,0,0,0,2018-11-20,2018-11-26,1,,
20181113,41059,Umatilla,County,OR,0,100,64.11,0.01,0,0,2018-11-13,2018-11-19,1,,
20181106,41059,Umatilla,County,OR,0,100,64.11,0.01,0,0,2018-11-06,2018-11-12,1,,
20181030,41059,Umatilla,County,OR,0,100,64.11,0.01,0,0,2018-10-30,2018-11-05,1,,
20181225,41061,Union,County,OR,0,100,30.33,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41061,Union,County,OR,0,100,90.33,0,0,0,2018-12-18,2018-12-24,1,,
20181211,41061,Union,County,OR,0,100,90.33,0,0,0,2018-12-11,2018-12-17,1,,
20181204,41061,Union,County,OR,0,100,90.33,0,0,0,2018-12-04,2018-12-10,1,,
20181127,41061,Union,County,OR,0,100,90.33,0,0,0,2018-11-27,2018-12-03,1,,
20181120,41061,Union,County,OR,0,100,90.33,0,0,0,2018-11-20,2018-11-26,1,,
20181113,41061,Union,County,OR,0,100,91.35,0,0,0,2018-11-13,2018-11-19,1,,
20181106,41061,Union,County,OR,0,100,91.35,0,0,0,2018-11-06,2018-11-12,1,,
20181030,41061,Union,County,OR,0,100,91.35,0,0,0,2018-10-30,2018-11-05,1,,
20181225,41063,Wallowa,County,OR,0,100,7.4,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41063,Wallowa,County,OR,0,100,73.1,0,0,0,2018-12-18,2018-12-24,1,,
20181211,41063,Wallowa,County,OR,0,100,73.1,0,0,0,2018-12-11,2018-12-17,1,,
20181204,41063,Wallowa,County,OR,0,100,73.1,0,0,0,2018-12-04,2018-12-10,1,,
20181127,41063,Wallowa,County,OR,0,100,73.1,0,0,0,2018-11-27,2018-12-03,1,,
20181120,41063,Wallowa,County,OR,0,100,73.1,0,0,0,2018-11-20,2018-11-26,1,,
20181113,41063,Wallowa,County,OR,0,100,76.61,0,0,0,2018-11-13,2018-11-19,1,,
20181106,41063,Wallowa,County,OR,0,100,76.61,0,0,0,2018-11-06,2018-11-12,1,,
20181030,41063,Wallowa,County,OR,0,100,76.61,0,0,0,2018-10-30,2018-11-05,1,,
20181225,41065,Wasco,County,OR,0,100,100,78.75,0,0,2018-12-25,2018-12-31,1,,
20181218,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-12-18,2018-12-24,1,,
20181211,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-12-11,2018-12-17,1,,
20181204,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-12-04,2018-12-10,1,,
20181127,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-11-27,2018-12-03,1,,
20181120,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-11-20,2018-11-26,1,,
20181113,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-11-13,2018-11-19,1,,
20181106,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-11-06,2018-11-12,1,,
20181030,41065,Wasco,County,OR,0,100,100,78.88,0,0,2018-10-30,2018-11-05,1,,
20181225,41067,Washington,County,OR,0,100,100,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41067,Washington,County,OR,0,100,100,100,0,0,2018-12-18,2018-12-24,1,,
20181211,41067,Washington,County,OR,0,100,100,100,0,0,2018-12-11,2018-12-17,1,,
20181204,41067,Washington,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41067,Washington,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41067,Washington,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41067,Washington,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41067,Washington,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41067,Washington,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-12-25,2018-12-31,1,,
20181218,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-12-18,2018-12-24,1,,
20181211,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-12-11,2018-12-17,1,,
20181204,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41069,Wheeler,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,41071,Yamhill,County,OR,0,100,100,0,0,0,2018-12-25,2018-12-31,1,,
20181218,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-12-18,2018-12-24,1,,
20181211,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-12-11,2018-12-17,1,,
20181204,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-12-04,2018-12-10,1,,
20181127,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-11-27,2018-12-03,1,,
20181120,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-11-20,2018-11-26,1,,
20181113,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-11-13,2018-11-19,1,,
20181106,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-11-06,2018-11-12,1,,
20181030,41071,Yamhill,County,OR,0,100,100,100,0,0,2018-10-30,2018-11-05,1,,
20181225,48001,Anderson,County,TX,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,48001,Anderson,County,TX,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,48001,Anderson,County,TX,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,48001,Anderson,County,TX,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,48001,Anderson,County,TX,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,48001,Anderson,County,TX,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,48001,Anderson,County,TX,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,48001,Anderson,County,TX,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,48001,Anderson,County,TX,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,48003,Andrews,County,TX,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,48003,Andrews,County,TX,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,48003,Andrews,County,TX,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,48003,Andrews,County,TX,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,48003,Andrews,County,TX,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,48003,Andrews,County,TX,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,48003,Andrews,County,TX,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,48003,Andrews,County,TX,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,48003,Andrews,County,TX,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,48005,Angelina,County,TX,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,48005,Angelina,County,TX,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,48005,Angelina,County,TX,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,48005,Angelina,County,TX,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,48005,Angelina,County,TX,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,48005,Angelina,County,TX,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,48005,Angelina,County,TX,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,48005,Angelina,County,TX,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,48005,Angelina,County,TX,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,48007,Aransas,County,TX,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,48007,Aransas,County,TX,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,48007,Aransas,County,TX,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,48007,Aransas,County,TX,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,48007,Aransas,County,TX,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,48007,Aransas,County,TX,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,48007,Aransas,County,TX,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,48007,Aransas,County,TX,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,48007,Aransas,County,TX,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,48009,Archer,County,TX,100,0,0,0,0,0,2018-12-25,2018-12-31,1,,
20181218,48009,Archer,County,TX,100,0,0,0,0,0,2018-12-18,2018-12-24,1,,
20181211,48009,Archer,County,TX,100,0,0,0,0,0,2018-12-11,2018-12-17,1,,
20181204,48009,Archer,County,TX,100,0,0,0,0,0,2018-12-04,2018-12-10,1,,
20181127,48009,Archer,County,TX,100,0,0,0,0,0,2018-11-27,2018-12-03,1,,
20181120,48009,Archer,County,TX,100,0,0,0,0,0,2018-11-20,2018-11-26,1,,
20181113,48009,Archer,County,TX,100,0,0,0,0,0,2018-11-13,2018-11-19,1,,
20181106,48009,Archer,County,TX,100,0,0,0,0,0,2018-11-06,2018-11-12,1,,
20181030,48009,Archer,County,TX,100,0,0,0,0,0,2018-10-30,2018-11-05,1,,
20181225,48011,Armstrong,County,TX,0,100,62.25,0,0,0,2018-12-25,2018-12-31,1,,
