ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190430,48491,Williamson County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48491,Williamson County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48491,Williamson County,TX,74.13,25.87,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48491,Williamson County,TX,23.58,76.42,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48491,Williamson County,TX,0,100,41.9,0,0,0,2019-04-02,2019-04-08,1
20190326,48491,Williamson County,TX,0,100,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48491,Williamson County,TX,16.79,83.21,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48491,Williamson County,TX,16.79,83.21,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48491,Williamson County,TX,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,48491,Williamson County,TX,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48491,Williamson County,TX,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48491,Williamson County,TX,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48491,Williamson County,TX,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48491,Williamson County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48491,Williamson County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48491,Williamson County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48491,Williamson County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48491,Williamson County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48493,Wilson County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48493,Wilson County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48493,Wilson County,TX,0,100,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48493,Wilson County,TX,0,100,48.41,0,0,0,2019-04-09,2019-04-15,1
20190402,48493,Wilson County,TX,0,100,100,46.83,0,0,2019-04-02,2019-04-08,1
20190326,48493,Wilson County,TX,0,100,97.84,0,0,0,2019-03-26,2019-04-01,1
20190319,48493,Wilson County,TX,0,100,92.98,0,0,0,2019-03-19,2019-03-25,1
20190312,48493,Wilson County,TX,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48493,Wilson County,TX,27.99,72.01,0,0,0,0,2019-03-05,2019-03-11,1
20190226,48493,Wilson County,TX,43.4,56.6,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48493,Wilson County,TX,74.06,25.94,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48493,Wilson County,TX,99.97,0.03,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48493,Wilson County,TX,99.97,0.03,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48493,Wilson County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48493,Wilson County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48493,Wilson County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48493,Wilson County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48493,Wilson County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48495,Winkler County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48495,Winkler County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48495,Winkler County,TX,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48495,Winkler County,TX,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48495,Winkler County,TX,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48495,Winkler County,TX,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48495,Winkler County,TX,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48495,Winkler County,TX,41.6,58.4,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48495,Winkler County,TX,0,100,0,0,0,0,2019-03-05,2019-03-11,1
20190226,48495,Winkler County,TX,0,100,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48495,Winkler County,TX,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48495,Winkler County,TX,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48495,Winkler County,TX,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48495,Winkler County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48495,Winkler County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48495,Winkler County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48495,Winkler County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48495,Winkler County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48497,Wise County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48497,Wise County,TX,97.03,2.97,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48497,Wise County,TX,64.65,35.35,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48497,Wise County,TX,0,100,35.35,0,0,0,2019-04-09,2019-04-15,1
20190402,48497,Wise County,TX,0,100,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48497,Wise County,TX,32.08,67.92,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48497,Wise County,TX,64.7,35.3,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48497,Wise County,TX,64.7,35.3,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48497,Wise County,TX,5.26,94.74,0.07,0,0,0,2019-03-05,2019-03-11,1
20190226,48497,Wise County,TX,77.49,22.51,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48497,Wise County,TX,90.7,9.3,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48497,Wise County,TX,92.41,7.59,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48497,Wise County,TX,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48497,Wise County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48497,Wise County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48497,Wise County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48497,Wise County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48497,Wise County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48499,Wood County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48499,Wood County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48499,Wood County,TX,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48499,Wood County,TX,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48499,Wood County,TX,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48499,Wood County,TX,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48499,Wood County,TX,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48499,Wood County,TX,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48499,Wood County,TX,100,0,0,0,0,0,2019-03-05,2019-03-11,1
20190226,48499,Wood County,TX,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48499,Wood County,TX,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48499,Wood County,TX,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48499,Wood County,TX,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48499,Wood County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48499,Wood County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48499,Wood County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48499,Wood County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48499,Wood County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48501,Yoakum County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48501,Yoakum County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48501,Yoakum County,TX,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48501,Yoakum County,TX,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48501,Yoakum County,TX,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48501,Yoakum County,TX,57.01,42.99,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48501,Yoakum County,TX,11.43,88.57,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48501,Yoakum County,TX,0,100,65.87,0,0,0,2019-03-12,2019-03-18,1
20190305,48501,Yoakum County,TX,0,100,65.87,0,0,0,2019-03-05,2019-03-11,1
20190226,48501,Yoakum County,TX,0,100,52.62,0,0,0,2019-02-26,2019-03-04,1
20190219,48501,Yoakum County,TX,0,100,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48501,Yoakum County,TX,0,100,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48501,Yoakum County,TX,89.29,10.71,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48501,Yoakum County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48501,Yoakum County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48501,Yoakum County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48501,Yoakum County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48501,Yoakum County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48503,Young County,TX,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48503,Young County,TX,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48503,Young County,TX,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48503,Young County,TX,68.9,31.1,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48503,Young County,TX,69.37,30.63,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48503,Young County,TX,94.11,5.89,0,0,0,0,2019-03-26,2019-04-01,1
20190319,48503,Young County,TX,100,0,0,0,0,0,2019-03-19,2019-03-25,1
20190312,48503,Young County,TX,100,0,0,0,0,0,2019-03-12,2019-03-18,1
20190305,48503,Young County,TX,90.32,9.68,0,0,0,0,2019-03-05,2019-03-11,1
20190226,48503,Young County,TX,100,0,0,0,0,0,2019-02-26,2019-03-04,1
20190219,48503,Young County,TX,100,0,0,0,0,0,2019-02-19,2019-02-25,1
20190212,48503,Young County,TX,100,0,0,0,0,0,2019-02-12,2019-02-18,1
20190205,48503,Young County,TX,100,0,0,0,0,0,2019-02-05,2019-02-11,1
20190129,48503,Young County,TX,100,0,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48503,Young County,TX,100,0,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48503,Young County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48503,Young County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48503,Young County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,48505,Zapata County,TX,18.5,81.5,0,0,0,0,2019-04-30,2019-05-06,1
20190423,48505,Zapata County,TX,18.5,81.5,0,0,0,0,2019-04-23,2019-04-29,1
20190416,48505,Zapata County,TX,18.5,81.5,0,0,0,0,2019-04-16,2019-04-22,1
20190409,48505,Zapata County,TX,19.04,80.96,0,0,0,0,2019-04-09,2019-04-15,1
20190402,48505,Zapata County,TX,0,100,0,0,0,0,2019-04-02,2019-04-08,1
20190326,48505,Zapata County,TX,0,100,100,1.64,0,0,2019-03-26,2019-04-01,1
20190319,48505,Zapata County,TX,0,100,100,1.32,0,0,2019-03-19,2019-03-25,1
20190312,48505,Zapata County,TX,0,100,100,0,0,0,2019-03-12,2019-03-18,1
20190305,48505,Zapata County,TX,0,100,100,0,0,0,2019-03-05,2019-03-11,1
20190226,48505,Zapata County,TX,0,100,95.31,0,0,0,2019-02-26,2019-03-04,1
20190219,48505,Zapata County,TX,0.89,99.11,65.51,0,0,0,2019-02-19,2019-02-25,1
20190212,48505,Zapata County,TX,0.89,99.11,39.61,0,0,0,2019-02-12,2019-02-18,1
20190205,48505,Zapata County,TX,14.85,85.15,0.07,0,0,0,2019-02-05,2019-02-11,1
20190129,48505,Zapata County,TX,64.67,35.33,0.07,0,0,0,2019-01-29,2019-02-04,1
20190122,48505,Zapata County,TX,2.03,97.97,8.18,0,0,0,2019-01-22,2019-01-28,1
20190115,48505,Zapata County,TX,2.03,97.97,0.07,0,0,0,2019-01-15,2019-01-21,1
20190108,48505,Zapata County,TX,2.03,97.97,0.07,0,0,0,2019-01-08,2019-01-14,1
20190101,48505,Zapata County,TX,2.08,97.92,0.07,0,0,0,2019-01-01,2019-01-07,1
20190430,48507,Zavala County,TX,0,100,59.78,0,0,0,2019-04-30,2019-05-06,1
20190423,48507,Zavala County,TX,0,100,59.78,0,0,0,2019-04-23,2019-04-29,1
20190416,48507,Zavala County,TX,0,100,100,0,0,0,2019-04-16,2019-04-22,1
20190409,48507,Zavala County,TX,0,100,100,0,0,0,2019-04-09,2019-04-15,1
20190402,48507,Zavala County,TX,0,100,100,100,0,0,2019-04-02,2019-04-08,1
20190326,48507,Zavala County,TX,0,100,100,93.99,0,0,2019-03-26,2019-04-01,1
20190319,48507,Zavala County,TX,0,100,100,83.39,0,0,2019-03-19,2019-03-25,1
20190312,48507,Zavala County,TX,0,100,100,0,0,0,2019-03-12,2019-03-18,1
20190305,48507,Zavala County,TX,0,100,100,0,0,0,2019-03-05,2019-03-11,1
20190226,48507,Zavala County,TX,0,100,100,0,0,0,2019-02-26,2019-03-04,1
20190219,48507,Zavala County,TX,0,100,76.18,0,0,0,2019-02-19,2019-02-25,1
20190212,48507,Zavala County,TX,0,100,13.12,0,0,0,2019-02-12,2019-02-18,1
20190205,48507,Zavala County,TX,0,100,6.88,0,0,0,2019-02-05,2019-02-11,1
20190129,48507,Zavala County,TX,66.11,33.89,0,0,0,0,2019-01-29,2019-02-04,1
20190122,48507,Zavala County,TX,84.53,15.47,0,0,0,0,2019-01-22,2019-01-28,1
20190115,48507,Zavala County,TX,100,0,0,0,0,0,2019-01-15,2019-01-21,1
20190108,48507,Zavala County,TX,100,0,0,0,0,0,2019-01-08,2019-01-14,1
20190101,48507,Zavala County,TX,100,0,0,0,0,0,2019-01-01,2019-01-07,1
20190430,49001,Beaver County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49001,Beaver County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49001,Beaver County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49001,Beaver County,UT,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49001,Beaver County,UT,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49001,Beaver County,UT,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49001,Beaver County,UT,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49001,Beaver County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49001,Beaver County,UT,0,100,100,0,0,0,2019-03-05,2019-03-11,1
20190226,49001,Beaver County,UT,0,100,100,0,0,0,2019-02-26,2019-03-04,1
20190219,49001,Beaver County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49001,Beaver County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49001,Beaver County,UT,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,49001,Beaver County,UT,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,49001,Beaver County,UT,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,49001,Beaver County,UT,0,100,100,0,0,0,2019-01-15,2019-01-21,1
20190108,49001,Beaver County,UT,0,100,100,0,0,0,2019-01-08,2019-01-14,1
20190101,49001,Beaver County,UT,0,100,100,0,0,0,2019-01-01,2019-01-07,1
20190430,49003,Box Elder County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49003,Box Elder County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49003,Box Elder County,UT,99.15,0.85,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49003,Box Elder County,UT,38.89,61.11,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49003,Box Elder County,UT,38.98,61.02,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49003,Box Elder County,UT,38.98,61.02,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49003,Box Elder County,UT,39.04,60.96,33.73,0,0,0,2019-03-19,2019-03-25,1
20190312,49003,Box Elder County,UT,4.17,95.83,47.81,0,0,0,2019-03-12,2019-03-18,1
20190305,49003,Box Elder County,UT,0,100,95.79,0,0,0,2019-03-05,2019-03-11,1
20190226,49003,Box Elder County,UT,0,100,95.79,0,0,0,2019-02-26,2019-03-04,1
20190219,49003,Box Elder County,UT,0,100,100,38.86,0,0,2019-02-19,2019-02-25,1
20190212,49003,Box Elder County,UT,0,100,100,64.82,0,0,2019-02-12,2019-02-18,1
20190205,49003,Box Elder County,UT,0,100,100,63.3,0,0,2019-02-05,2019-02-11,1
20190129,49003,Box Elder County,UT,0,100,100,63.3,0,0,2019-01-29,2019-02-04,1
20190122,49003,Box Elder County,UT,0,100,100,99.71,0,0,2019-01-22,2019-01-28,1
20190115,49003,Box Elder County,UT,0,100,100,99.71,0,0,2019-01-15,2019-01-21,1
20190108,49003,Box Elder County,UT,0,100,100,99.71,0,0,2019-01-08,2019-01-14,1
20190101,49003,Box Elder County,UT,0,100,100,99.71,0,0,2019-01-01,2019-01-07,1
20190430,49005,Cache County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49005,Cache County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49005,Cache County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49005,Cache County,UT,0,100,16.59,0,0,0,2019-04-09,2019-04-15,1
20190402,49005,Cache County,UT,0,100,16.95,0,0,0,2019-04-02,2019-04-08,1
20190326,49005,Cache County,UT,0,100,16.95,0,0,0,2019-03-26,2019-04-01,1
20190319,49005,Cache County,UT,0,100,92.73,0,0,0,2019-03-19,2019-03-25,1
20190312,49005,Cache County,UT,0,100,99.77,0,0,0,2019-03-12,2019-03-18,1
20190305,49005,Cache County,UT,0,100,99.77,0,0,0,2019-03-05,2019-03-11,1
20190226,49005,Cache County,UT,0,100,99.77,0,0,0,2019-02-26,2019-03-04,1
20190219,49005,Cache County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49005,Cache County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49005,Cache County,UT,0,100,100,14.84,0,0,2019-02-05,2019-02-11,1
20190129,49005,Cache County,UT,0,100,100,14.84,0,0,2019-01-29,2019-02-04,1
20190122,49005,Cache County,UT,0,100,100,85.71,0,0,2019-01-22,2019-01-28,1
20190115,49005,Cache County,UT,0,100,100,85.71,0,0,2019-01-15,2019-01-21,1
20190108,49005,Cache County,UT,0,100,100,85.71,0,0,2019-01-08,2019-01-14,1
20190101,49005,Cache County,UT,0,100,100,85.71,0,0,2019-01-01,2019-01-07,1
20190430,49007,Carbon County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49007,Carbon County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49007,Carbon County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49007,Carbon County,UT,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49007,Carbon County,UT,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49007,Carbon County,UT,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49007,Carbon County,UT,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49007,Carbon County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49007,Carbon County,UT,0,100,50.72,0,0,0,2019-03-05,2019-03-11,1
20190226,49007,Carbon County,UT,0,100,50.72,0,0,0,2019-02-26,2019-03-04,1
20190219,49007,Carbon County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49007,Carbon County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49007,Carbon County,UT,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,49007,Carbon County,UT,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,49007,Carbon County,UT,0,100,100,63.85,0,0,2019-01-22,2019-01-28,1
20190115,49007,Carbon County,UT,0,100,100,100,0,0,2019-01-15,2019-01-21,1
20190108,49007,Carbon County,UT,0,100,100,100,0,0,2019-01-08,2019-01-14,1
20190101,49007,Carbon County,UT,0,100,100,100,0,0,2019-01-01,2019-01-07,1
20190430,49009,Daggett County,UT,64.24,35.76,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49009,Daggett County,UT,64.25,35.75,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49009,Daggett County,UT,64.25,35.75,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49009,Daggett County,UT,52.28,47.72,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49009,Daggett County,UT,49.43,50.57,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49009,Daggett County,UT,49.43,50.57,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49009,Daggett County,UT,26.1,73.9,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49009,Daggett County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49009,Daggett County,UT,0,100,0,0,0,0,2019-03-05,2019-03-11,1
20190226,49009,Daggett County,UT,0,100,0,0,0,0,2019-02-26,2019-03-04,1
20190219,49009,Daggett County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49009,Daggett County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49009,Daggett County,UT,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,49009,Daggett County,UT,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,49009,Daggett County,UT,0,100,100,0,0,0,2019-01-22,2019-01-28,1
20190115,49009,Daggett County,UT,0,100,100,18.65,0,0,2019-01-15,2019-01-21,1
20190108,49009,Daggett County,UT,0,100,100,18.65,0,0,2019-01-08,2019-01-14,1
20190101,49009,Daggett County,UT,0,100,100,18.65,0,0,2019-01-01,2019-01-07,1
20190430,49011,Davis County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49011,Davis County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49011,Davis County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49011,Davis County,UT,0,100,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49011,Davis County,UT,0,100,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49011,Davis County,UT,0,100,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49011,Davis County,UT,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49011,Davis County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49011,Davis County,UT,0,100,100,0,0,0,2019-03-05,2019-03-11,1
20190226,49011,Davis County,UT,0,100,100,0,0,0,2019-02-26,2019-03-04,1
20190219,49011,Davis County,UT,0,100,100,51.52,0,0,2019-02-19,2019-02-25,1
20190212,49011,Davis County,UT,0,100,100,99.11,0,0,2019-02-12,2019-02-18,1
20190205,49011,Davis County,UT,0,100,100,100,0,0,2019-02-05,2019-02-11,1
20190129,49011,Davis County,UT,0,100,100,100,0,0,2019-01-29,2019-02-04,1
20190122,49011,Davis County,UT,0,100,100,100,0,0,2019-01-22,2019-01-28,1
20190115,49011,Davis County,UT,0,100,100,100,0,0,2019-01-15,2019-01-21,1
20190108,49011,Davis County,UT,0,100,100,100,0,0,2019-01-08,2019-01-14,1
20190101,49011,Davis County,UT,0,100,100,100,0,0,2019-01-01,2019-01-07,1
20190430,49013,Duchesne County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49013,Duchesne County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49013,Duchesne County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49013,Duchesne County,UT,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49013,Duchesne County,UT,99.99,0.01,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49013,Duchesne County,UT,99.99,0.01,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49013,Duchesne County,UT,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49013,Duchesne County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49013,Duchesne County,UT,0,100,0,0,0,0,2019-03-05,2019-03-11,1
20190226,49013,Duchesne County,UT,0,100,0,0,0,0,2019-02-26,2019-03-04,1
20190219,49013,Duchesne County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49013,Duchesne County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49013,Duchesne County,UT,0,100,100,6.65,0,0,2019-02-05,2019-02-11,1
20190129,49013,Duchesne County,UT,0,100,100,6.65,0,0,2019-01-29,2019-02-04,1
20190122,49013,Duchesne County,UT,0,100,100,57.9,0,0,2019-01-22,2019-01-28,1
20190115,49013,Duchesne County,UT,0,100,100,92.91,0,0,2019-01-15,2019-01-21,1
20190108,49013,Duchesne County,UT,0,100,100,92.91,0,0,2019-01-08,2019-01-14,1
20190101,49013,Duchesne County,UT,0,100,100,92.91,0,0,2019-01-01,2019-01-07,1
20190430,49015,Emery County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49015,Emery County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49015,Emery County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49015,Emery County,UT,100,0,0,0,0,0,2019-04-09,2019-04-15,1
20190402,49015,Emery County,UT,100,0,0,0,0,0,2019-04-02,2019-04-08,1
20190326,49015,Emery County,UT,100,0,0,0,0,0,2019-03-26,2019-04-01,1
20190319,49015,Emery County,UT,0,100,0,0,0,0,2019-03-19,2019-03-25,1
20190312,49015,Emery County,UT,0,100,0,0,0,0,2019-03-12,2019-03-18,1
20190305,49015,Emery County,UT,0,100,62.9,0,0,0,2019-03-05,2019-03-11,1
20190226,49015,Emery County,UT,0,100,62.9,0,0,0,2019-02-26,2019-03-04,1
20190219,49015,Emery County,UT,0,100,100,0,0,0,2019-02-19,2019-02-25,1
20190212,49015,Emery County,UT,0,100,100,0,0,0,2019-02-12,2019-02-18,1
20190205,49015,Emery County,UT,0,100,100,0,0,0,2019-02-05,2019-02-11,1
20190129,49015,Emery County,UT,0,100,100,0,0,0,2019-01-29,2019-02-04,1
20190122,49015,Emery County,UT,0,100,100,8.33,0,0,2019-01-22,2019-01-28,1
20190115,49015,Emery County,UT,0,100,100,100,0,0,2019-01-15,2019-01-21,1
20190108,49015,Emery County,UT,0,100,100,100,0,0,2019-01-08,2019-01-14,1
20190101,49015,Emery County,UT,0,100,100,100,0,0,2019-01-01,2019-01-07,1
20190430,49017,Garfield County,UT,100,0,0,0,0,0,2019-04-30,2019-05-06,1
20190423,49017,Garfield County,UT,100,0,0,0,0,0,2019-04-23,2019-04-29,1
20190416,49017,Garfield County,UT,100,0,0,0,0,0,2019-04-16,2019-04-22,1
20190409,49017,Garfield County,UT,100,0,0,0,0,0,2019-04-09,2019-04-15,1
