reservoir,storage,capacity,pct_capacity,date
"San Andreas",14298,19000,75.3,09/1995
"San Andreas",14248,19000,75,10/1995
"San Andreas",14579,19000,76.7,11/1995
"San Andreas",14487,19000,76.2,12/1995
"San Andreas",15009,19000,79,01/1996
"San Andreas",18496,19000,97.3,02/1996
"San Andreas",18517,19000,97.5,03/1996
"San Andreas",15628,19000,82.3,04/1996
"San Andreas",15684,19000,82.5,05/1996
"San Andreas",14469,19000,76.2,06/1996
"San Andreas",13347,19000,70.2,07/1996
"San Andreas",12110,19000,63.7,08/1996
"San Andreas",13831,19000,72.8,09/1996
"San Andreas",13903,19000,73.2,10/1996
"San Andreas",15259,19000,80.3,11/1996
"San Andreas",12853,19000,67.6,12/1996
"San Andreas",13561,19000,71.4,01/1997
"San Andreas",14469,19000,76.2,02/1997
"San Andreas",12643,19000,66.5,03/1997
"San Andreas",14978,19000,78.8,04/1997
"San Andreas",16818,19000,88.5,05/1997
"San Andreas",16818,19000,88.5,06/1997
"San Andreas",15552,19000,81.9,07/1997
"San Andreas",15175,19000,79.9,08/1997
"San Andreas",15172,19000,79.9,09/1997
"San Andreas",13507,19000,71.1,10/1997
"San Andreas",12574,19000,66.2,11/1997
"San Andreas",14049,19000,73.9,12/1997
"San Andreas",15268,19000,80.4,01/1998
"San Andreas",14377,19000,75.7,02/1998
"San Andreas",13383,19000,70.4,03/1998
"San Andreas",14598,19000,76.8,04/1998
"San Andreas",18577,19000,97.8,05/1998
"San Andreas",19227,19000,101.2,06/1998
"San Andreas",18477,19000,97.2,07/1998
"San Andreas",16798,19000,88.4,08/1998
"San Andreas",17287,19000,91,09/1998
"San Andreas",16740,19000,88.1,10/1998
"San Andreas",15779,19000,83,11/1998
"San Andreas",17346,19000,91.3,12/1998
"San Andreas",15026,19000,79.1,01/1999
"San Andreas",17012,19000,89.5,02/1999
"San Andreas",16837,19000,88.6,03/1999
"San Andreas",18840,19000,99.2,04/1999
"San Andreas",16469,19000,86.7,05/1999
"San Andreas",14395,19000,75.8,06/1999
"San Andreas",12229,19000,64.4,07/1999
"San Andreas",13436,19000,70.7,08/1999
"San Andreas",14546,19000,76.6,09/1999
"San Andreas",15119,19000,79.6,10/1999
"San Andreas",16084,19000,84.7,11/1999
"San Andreas",16103,19000,84.8,12/1999
"San Andreas",16935,19000,89.1,01/2000
"San Andreas",18457,19000,97.1,02/2000
"San Andreas",16546,19000,87.1,03/2000
"San Andreas",17425,19000,91.7,04/2000
"San Andreas",18557,19000,97.7,05/2000
"San Andreas",18537,19000,97.6,06/2000
"San Andreas",18638,19000,98.1,07/2000
"San Andreas",18457,19000,97.1,08/2000
"San Andreas",18257,19000,96.1,09/2000
"San Andreas",17880,19000,94.1,10/2000
"San Andreas",15704,19000,82.7,11/2000
"San Andreas",14796,19000,77.9,12/2000
"San Andreas",14947,19000,78.7,01/2001
"San Andreas",18363,19000,96.6,02/2001
"San Andreas",16820,19000,88.5,03/2001
"San Andreas",19882,19000,104.6,04/2001
"San Andreas",19063,19000,100.3,05/2001
"San Andreas",18078,19000,95.1,06/2001
"San Andreas",18820,19000,99.1,07/2001
"San Andreas",18097,19000,95.2,08/2001
"San Andreas",18477,19000,97.2,09/2001
"San Andreas",18517,19000,97.5,10/2001
"San Andreas",16623,19000,87.5,11/2001
"San Andreas",17602,19000,92.6,12/2001
"San Andreas",17602,19000,92.6,01/2002
"San Andreas",15913,19000,83.8,02/2002
"San Andreas",18108,19000,95.3,03/2002
"San Andreas",17939,19000,94.4,04/2002
"San Andreas",18018,19000,94.8,05/2002
"San Andreas",18118,19000,95.4,06/2002
"San Andreas",18397,19000,96.8,07/2002
"San Andreas",17523,19000,92.2,08/2002
"San Andreas",16027,19000,84.4,09/2002
"San Andreas",15514,19000,81.7,10/2002
