reservoir,storage,capacity,pct_capacity,date
"Saddlebag Lake Reservoir",9068,9800,92.5,09/1995
"Saddlebag Lake Reservoir",8492,9800,86.7,10/1995
"Saddlebag Lake Reservoir",7503,9800,76.6,11/1995
"Saddlebag Lake Reservoir",6054,9800,61.8,12/1995
"Saddlebag Lake Reservoir",4844,9800,49.4,01/1996
"Saddlebag Lake Reservoir",3610,9800,36.8,02/1996
"Saddlebag Lake Reservoir",1865,9800,19,03/1996
"Saddlebag Lake Reservoir",1654,9800,16.9,04/1996
"Saddlebag Lake Reservoir",2864,9800,29.2,05/1996
"Saddlebag Lake Reservoir",5823,9800,59.4,06/1996
"Saddlebag Lake Reservoir",7780,9800,79.4,07/1996
"Saddlebag Lake Reservoir",8142,9800,83.1,08/1996
"Saddlebag Lake Reservoir",8017,9800,81.8,09/1996
"Saddlebag Lake Reservoir",7990,9800,81.5,10/1996
"Saddlebag Lake Reservoir",6500,9800,66.3,11/1996
"Saddlebag Lake Reservoir",5087,9800,51.9,12/1996
"Saddlebag Lake Reservoir",3637,9800,37.1,01/1997
"Saddlebag Lake Reservoir",3688,9800,37.6,02/1997
"Saddlebag Lake Reservoir",2100,9800,21.4,03/1997
"Saddlebag Lake Reservoir",850,9800,8.7,04/1997
"Saddlebag Lake Reservoir",2100,9800,21.4,05/1997
"Saddlebag Lake Reservoir",4500,9800,45.9,06/1997
"Saddlebag Lake Reservoir",5990,9800,61.1,07/1997
"Saddlebag Lake Reservoir",5800,9800,59.2,08/1997
"Saddlebag Lake Reservoir",5600,9800,57.1,09/1997
"Saddlebag Lake Reservoir",6000,9800,61.2,10/1997
"Saddlebag Lake Reservoir",5400,9800,55.1,11/1997
"Saddlebag Lake Reservoir",4100,9800,41.8,12/1997
"Saddlebag Lake Reservoir",3500,9800,35.7,01/1998
"Saddlebag Lake Reservoir",3300,9800,33.7,02/1998
"Saddlebag Lake Reservoir",2100,9800,21.4,03/1998
"Saddlebag Lake Reservoir",950,9800,9.7,04/1998
"Saddlebag Lake Reservoir",1000,9800,10.2,05/1998
"Saddlebag Lake Reservoir",3200,9800,32.7,06/1998
"Saddlebag Lake Reservoir",5860,9800,59.8,07/1998
"Saddlebag Lake Reservoir",6570,9800,67,08/1998
"Saddlebag Lake Reservoir",6340,9800,64.7,09/1998
"Saddlebag Lake Reservoir",5300,9800,54.1,10/1998
"Saddlebag Lake Reservoir",4100,9800,41.8,11/1998
"Saddlebag Lake Reservoir",3100,9800,31.6,12/1998
"Saddlebag Lake Reservoir",3000,9800,30.6,01/1999
"Saddlebag Lake Reservoir",2000,9800,20.4,02/1999
"Saddlebag Lake Reservoir",3261,9800,33.3,03/1999
"Saddlebag Lake Reservoir",1600,9800,16.3,04/1999
"Saddlebag Lake Reservoir",2300,9800,23.5,05/1999
"Saddlebag Lake Reservoir",5600,9800,57.1,06/1999
"Saddlebag Lake Reservoir",6500,9800,66.3,07/1999
"Saddlebag Lake Reservoir",6680,9800,68.2,08/1999
"Saddlebag Lake Reservoir",6320,9800,64.5,09/1999
"Saddlebag Lake Reservoir",5858,9800,59.8,10/1999
"Saddlebag Lake Reservoir",5344,9800,54.5,11/1999
"Saddlebag Lake Reservoir",4385,9800,44.7,12/1999
"Saddlebag Lake Reservoir",3749,9800,38.3,01/2000
"Saddlebag Lake Reservoir",3234,9800,33,02/2000
"Saddlebag Lake Reservoir",2450,9800,25,03/2000
