reservoir,storage,capacity,pct_capacity,date
"San Antonio Reservoir",44497,50500,88.1,09/1995
"San Antonio Reservoir",42090,50500,83.3,10/1995
"San Antonio Reservoir",39943,50500,79.1,11/1995
"San Antonio Reservoir",40334,50500,79.9,12/1995
"San Antonio Reservoir",44662,50500,88.4,01/1996
"San Antonio Reservoir",47428,50500,93.9,02/1996
"San Antonio Reservoir",49627,50500,98.3,03/1996
"San Antonio Reservoir",49627,50500,98.3,04/1996
"San Antonio Reservoir",49461,50500,97.9,05/1996
"San Antonio Reservoir",48567,50500,96.2,06/1996
"San Antonio Reservoir",47186,50500,93.4,07/1996
"San Antonio Reservoir",46455,50500,92,08/1996
"San Antonio Reservoir",45442,50500,90,09/1996
"San Antonio Reservoir",44015,50500,87.2,10/1996
"San Antonio Reservoir",43778,50500,86.7,11/1996
"San Antonio Reservoir",44828,50500,88.8,12/1996
"San Antonio Reservoir",47103,50500,93.3,01/1997
"San Antonio Reservoir",43459,50500,86.1,02/1997
"San Antonio Reservoir",39456,50500,78.1,03/1997
"San Antonio Reservoir",38685,50500,76.6,04/1997
"San Antonio Reservoir",38543,50500,76.3,05/1997
"San Antonio Reservoir",38056,50500,75.4,06/1997
"San Antonio Reservoir",38056,50500,75.4,07/1997
"San Antonio Reservoir",42176,50500,83.5,08/1997
"San Antonio Reservoir",42376,50500,83.9,09/1997
"San Antonio Reservoir",41856,50500,82.9,10/1997
"San Antonio Reservoir",42016,50500,83.2,11/1997
"San Antonio Reservoir",42255,50500,83.7,12/1997
"San Antonio Reservoir",42977,50500,85.1,01/1998
"San Antonio Reservoir",44094,50500,87.3,02/1998
"San Antonio Reservoir",45881,50500,90.9,03/1998
"San Antonio Reservoir",50769,50500,100.5,04/1998
"San Antonio Reservoir",50931,50500,100.9,05/1998
"San Antonio Reservoir",50188,50500,99.4,06/1998
"San Antonio Reservoir",49544,50500,98.1,07/1998
"San Antonio Reservoir",48796,50500,96.6,08/1998
"San Antonio Reservoir",47020,50500,93.1,09/1998
"San Antonio Reservoir",43539,50500,86.2,10/1998
"San Antonio Reservoir",43219,50500,85.6,11/1998
