reservoir,storage,capacity,pct_capacity,date
"Oroville Dam",2897173,3537600,81.9,09/1995
"Oroville Dam",2800576,3537600,79.2,10/1995
"Oroville Dam",2775753,3537600,78.5,11/1995
"Oroville Dam",2702081,3537600,76.4,12/1995
"Oroville Dam",2750028,3537600,77.7,01/1996
"Oroville Dam",2729463,3537600,77.2,02/1996
"Oroville Dam",2985016,3537600,84.4,03/1996
"Oroville Dam",3243172,3537600,91.7,04/1996
"Oroville Dam",3504341,3537600,99.1,05/1996
"Oroville Dam",3441019,3537600,97.3,06/1996
"Oroville Dam",3052191,3537600,86.3,07/1996
"Oroville Dam",2743821,3537600,77.6,08/1996
"Oroville Dam",2735516,3537600,77.3,09/1996
"Oroville Dam",2683587,3537600,75.9,10/1996
"Oroville Dam",2715028,3537600,76.7,11/1996
"Oroville Dam",2929103,3537600,82.8,12/1996
"Oroville Dam",2860051,3537600,80.8,01/1997
"Oroville Dam",2675667,3537600,75.6,02/1997
"Oroville Dam",2962255,3537600,83.7,03/1997
"Oroville Dam",3222432,3537600,91.1,04/1997
"Oroville Dam",3187389,3537600,90.1,05/1997
"Oroville Dam",2970340,3537600,84,06/1997
"Oroville Dam",2441723,3537600,69,07/1997
"Oroville Dam",2201798,3537600,62.2,08/1997
"Oroville Dam",2139728,3537600,60.5,09/1997
"Oroville Dam",2032123,3537600,57.4,10/1997
"Oroville Dam",2061894,3537600,58.3,11/1997
"Oroville Dam",2224172,3537600,62.9,12/1997
"Oroville Dam",2654963,3537600,75,01/1998
"Oroville Dam",2713849,3537600,76.7,02/1998
"Oroville Dam",2812374,3537600,79.5,03/1998
"Oroville Dam",3025675,3537600,85.5,04/1998
"Oroville Dam",3301917,3537600,93.3,05/1998
"Oroville Dam",3524003,3537600,99.6,06/1998
"Oroville Dam",3340440,3537600,94.4,07/1998
"Oroville Dam",3059166,3537600,86.5,08/1998
"Oroville Dam",2831485,3537600,80,09/1998
"Oroville Dam",2721845,3537600,76.9,10/1998
"Oroville Dam",2889913,3537600,81.7,11/1998
"Oroville Dam",2687877,3537600,76,12/1998
"Oroville Dam",2767779,3537600,78.2,01/1999
"Oroville Dam",2791483,3537600,78.9,02/1999
"Oroville Dam",2941141,3537600,83.1,03/1999
"Oroville Dam",3246589,3537600,91.8,04/1999
"Oroville Dam",3454519,3537600,97.7,05/1999
"Oroville Dam",3419375,3537600,96.7,06/1999
"Oroville Dam",2865217,3537600,81,07/1999
"Oroville Dam",2577812,3537600,72.9,08/1999
"Oroville Dam",2427271,3537600,68.6,09/1999
"Oroville Dam",2294809,3537600,64.9,10/1999
"Oroville Dam",2287827,3537600,64.7,11/1999
"Oroville Dam",2186332,3537600,61.8,12/1999
"Oroville Dam",2345401,3537600,66.3,01/2000
"Oroville Dam",2765788,3537600,78.2,02/2000
"Oroville Dam",2838641,3537600,80.2,03/2000
"Oroville Dam",3107588,3537600,87.8,04/2000
"Oroville Dam",3127657,3537600,88.4,05/2000
"Oroville Dam",2874068,3537600,81.2,06/2000
"Oroville Dam",2413006,3537600,68.2,07/2000
"Oroville Dam",2033621,3537600,57.5,08/2000
"Oroville Dam",1919813,3537600,54.3,09/2000
"Oroville Dam",1834794,3537600,51.9,10/2000
"Oroville Dam",1761851,3537600,49.8,11/2000
"Oroville Dam",1724943,3537600,48.8,12/2000
"Oroville Dam",1737247,3537600,49.1,01/2001
"Oroville Dam",1842156,3537600,52.1,02/2001
"Oroville Dam",2048313,3537600,57.9,03/2001
"Oroville Dam",2188360,3537600,61.9,04/2001
"Oroville Dam",2118837,3537600,59.9,05/2001
"Oroville Dam",1918269,3537600,54.2,06/2001
"Oroville Dam",1730944,3537600,48.9,07/2001
"Oroville Dam",1539412,3537600,43.5,08/2001
"Oroville Dam",1487684,3537600,42.1,09/2001
"Oroville Dam",1433405,3537600,40.5,10/2001
"Oroville Dam",1416920,3537600,40.1,11/2001
"Oroville Dam",1595882,3537600,45.1,12/2001
"Oroville Dam",1915916,3537600,54.2,01/2002
"Oroville Dam",2120160,3537600,59.9,02/2002
"Oroville Dam",2414816,3537600,68.3,03/2002
"Oroville Dam",2659095,3537600,75.2,04/2002
"Oroville Dam",2639503,3537600,74.6,05/2002
"Oroville Dam",2353690,3537600,66.5,06/2002
"Oroville Dam",1883126,3537600,53.2,07/2002
"Oroville Dam",1539412,3537600,43.5,08/2002
"Oroville Dam",1399662,3537600,39.6,09/2002
"Oroville Dam",1280304,3537600,36.2,10/2002
"Oroville Dam",1227434,3537600,34.7,11/2002
"Oroville Dam",1624336,3537600,45.9,12/2002
"Oroville Dam",2153511,3537600,60.9,01/2003
"Oroville Dam",2259701,3537600,63.9,02/2003
"Oroville Dam",2634628,3537600,74.5,03/2003
"Oroville Dam",3073436,3537600,86.9,04/2003
"Oroville Dam",3512826,3537600,99.3,05/2003
"Oroville Dam",3461356,3537600,97.8,06/2003
"Oroville Dam",2850416,3537600,80.6,07/2003
"Oroville Dam",2458192,3537600,69.5,08/2003
"Oroville Dam",2283761,3537600,64.6,09/2003
"Oroville Dam",2185994,3537600,61.8,10/2003
"Oroville Dam",2072284,3537600,58.6,11/2003
"Oroville Dam",2248197,3537600,63.6,12/2003
"Oroville Dam",2458925,3537600,69.5,01/2004
"Oroville Dam",2862905,3537600,80.9,02/2004
"Oroville Dam",3066010,3537600,86.7,03/2004
"Oroville Dam",3048779,3537600,86.2,04/2004
"Oroville Dam",3041820,3537600,86,05/2004
"Oroville Dam",2757705,3537600,78,06/2004
"Oroville Dam",2265364,3537600,64,07/2004
"Oroville Dam",1885961,3537600,53.3,08/2004
"Oroville Dam",1752980,3537600,49.6,09/2004
"Oroville Dam",1665639,3537600,47.1,10/2004
"Oroville Dam",1604002,3537600,45.3,11/2004
"Oroville Dam",1644209,3537600,46.5,12/2004
"Oroville Dam",1814709,3537600,51.3,01/2005
"Oroville Dam",2023476,3537600,57.2,02/2005
"Oroville Dam",2457576,3537600,69.5,03/2005
"Oroville Dam",2841886,3537600,80.3,04/2005
"Oroville Dam",3495082,3537600,98.8,05/2005
"Oroville Dam",3480532,3537600,98.4,06/2005
"Oroville Dam",3255959,3537600,92,07/2005
"Oroville Dam",3032324,3537600,85.7,08/2005
"Oroville Dam",2877345,3537600,81.3,09/2005
"Oroville Dam",2740131,3537600,77.5,10/2005
"Oroville Dam",2615801,3537600,73.9,11/2005
"Oroville Dam",2924550,3537600,82.7,12/2005
"Oroville Dam",2790281,3537600,78.9,01/2006
"Oroville Dam",3007906,3537600,85,02/2006
"Oroville Dam",2898959,3537600,81.9,03/2006
"Oroville Dam",3136502,3537600,88.7,04/2006
"Oroville Dam",3479595,3537600,98.4,05/2006
"Oroville Dam",3476472,3537600,98.3,06/2006
"Oroville Dam",3258938,3537600,92.1,07/2006
"Oroville Dam",3014386,3537600,85.2,08/2006
"Oroville Dam",2832969,3537600,80.1,09/2006
"Oroville Dam",2759691,3537600,78,10/2006
"Oroville Dam",2679694,3537600,75.7,11/2006
"Oroville Dam",2792688,3537600,78.9,12/2006
"Oroville Dam",2794559,3537600,79,01/2007
"Oroville Dam",3009314,3537600,85.1,02/2007
"Oroville Dam",3123325,3537600,88.3,03/2007
"Oroville Dam",3077733,3537600,87,04/2007
"Oroville Dam",2965185,3537600,83.8,05/2007
"Oroville Dam",2643746,3537600,74.7,06/2007
"Oroville Dam",2194341,3537600,62,07/2007
"Oroville Dam",1823397,3537600,51.5,08/2007
"Oroville Dam",1568222,3537600,44.3,09/2007
"Oroville Dam",1446394,3537600,40.9,10/2007
