reservoir,storage,capacity,pct_capacity,date
"Soulajule Dam",8904,10700,83.2,09/1995
"Soulajule Dam",8578,10700,80.2,10/1995
"Soulajule Dam",7996,10700,74.7,11/1995
"Soulajule Dam",9660,10700,90.3,12/1995
"Soulajule Dam",10572,10700,98.8,01/1996
"Soulajule Dam",10572,10700,98.8,02/1996
"Soulajule Dam",10534,10700,98.4,03/1996
"Soulajule Dam",10398,10700,97.2,04/1996
"Soulajule Dam",10171,10700,95.1,05/1996
"Soulajule Dam",9714,10700,90.8,06/1996
"Soulajule Dam",9228,10700,86.2,07/1996
"Soulajule Dam",8781,10700,82.1,08/1996
"Soulajule Dam",8369,10700,78.2,09/1996
"Soulajule Dam",7973,10700,74.5,10/1996
"Soulajule Dam",7787,10700,72.8,11/1996
"Soulajule Dam",10572,10700,98.8,12/1996
"Soulajule Dam",10572,10700,98.8,01/1997
"Soulajule Dam",10398,10700,97.2,02/1997
"Soulajule Dam",9846,10700,92,03/1997
"Soulajule Dam",9343,10700,87.3,04/1997
"Soulajule Dam",8901,10700,83.2,05/1997
"Soulajule Dam",8481,10700,79.3,06/1997
"Soulajule Dam",8017,10700,74.9,07/1997
"Soulajule Dam",7615,10700,71.2,08/1997
"Soulajule Dam",7286,10700,68.1,09/1997
"Soulajule Dam",6864,10700,64.1,10/1997
"Soulajule Dam",7041,10700,65.8,11/1997
"Soulajule Dam",8112,10700,75.8,12/1997
"Soulajule Dam",10572,10700,98.8,01/1998
"Soulajule Dam",10572,10700,98.8,02/1998
"Soulajule Dam",10572,10700,98.8,03/1998
"Soulajule Dam",10552,10700,98.6,04/1998
"Soulajule Dam",10534,10700,98.4,05/1998
"Soulajule Dam",10239,10700,95.7,06/1998
"Soulajule Dam",9534,10700,89.1,07/1998
"Soulajule Dam",9449,10700,88.3,08/1998
"Soulajule Dam",9085,10700,84.9,09/1998
"Soulajule Dam",8550,10700,79.9,10/1998
"Soulajule Dam",8499,10700,79.4,11/1998
"Soulajule Dam",8402,10700,78.5,12/1998
"Soulajule Dam",9953,10700,93,01/1999
"Soulajule Dam",10572,10700,98.8,02/1999
"Soulajule Dam",10572,10700,98.8,03/1999
"Soulajule Dam",10528,10700,98.4,04/1999
"Soulajule Dam",10203,10700,95.4,05/1999
"Soulajule Dam",9501,10700,88.8,06/1999
"Soulajule Dam",9014,10700,84.2,07/1999
"Soulajule Dam",8581,10700,80.2,08/1999
"Soulajule Dam",8428,10700,78.8,09/1999
"Soulajule Dam",8049,10700,75.2,10/1999
"Soulajule Dam",7839,10700,73.3,11/1999
"Soulajule Dam",7524,10700,70.3,12/1999
"Soulajule Dam",8487,10700,79.3,01/2000
"Soulajule Dam",10572,10700,98.8,02/2000
"Soulajule Dam",10363,10700,96.9,03/2000
"Soulajule Dam",10070,10700,94.1,04/2000
"Soulajule Dam",9743,10700,91.1,05/2000
"Soulajule Dam",9271,10700,86.6,06/2000
"Soulajule Dam",8892,10700,83.1,07/2000
"Soulajule Dam",8422,10700,78.7,08/2000
"Soulajule Dam",8000,10700,74.8,09/2000
"Soulajule Dam",7655,10700,71.5,10/2000
