reservoir,storage,capacity,pct_capacity,date
"Gibraltar Dam",6559,10000,65.6,09/1995
"Gibraltar Dam",5886,10000,58.9,10/1995
"Gibraltar Dam",5403,10000,54,11/1995
"Gibraltar Dam",5261,10000,52.6,12/1995
"Gibraltar Dam",5774,10000,57.7,01/1996
"Gibraltar Dam",7624,10000,76.2,02/1996
"Gibraltar Dam",7592,10000,75.9,03/1996
"Gibraltar Dam",7600,10000,76,04/1996
"Gibraltar Dam",7240,10000,72.4,05/1996
"Gibraltar Dam",6652,10000,66.5,06/1996
"Gibraltar Dam",5937,10000,59.4,07/1996
"Gibraltar Dam",5791,10000,57.9,08/1996
"Gibraltar Dam",5607,10000,56.1,09/1996
"Gibraltar Dam",5224,10000,52.2,10/1996
"Gibraltar Dam",5804,10000,58,11/1996
"Gibraltar Dam",8530,10000,85.3,12/1996
"Gibraltar Dam",7609,10000,76.1,01/1997
"Gibraltar Dam",7587,10000,75.9,02/1997
"Gibraltar Dam",7600,10000,76,03/1997
"Gibraltar Dam",7551,10000,75.5,04/1997
"Gibraltar Dam",7600,10000,76,05/1997
"Gibraltar Dam",6436,10000,64.4,06/1997
"Gibraltar Dam",6156,10000,61.6,07/1997
"Gibraltar Dam",5609,10000,56.1,08/1997
"Gibraltar Dam",5422,10000,54.2,09/1997
"Gibraltar Dam",4835,10000,48.4,10/1997
"Gibraltar Dam",4454,10000,44.5,11/1997
"Gibraltar Dam",7578,10000,75.8,12/1997
"Gibraltar Dam",7433,10000,74.3,01/1998
"Gibraltar Dam",7687,10000,76.9,02/1998
"Gibraltar Dam",7700,10000,77,03/1998
"Gibraltar Dam",7506,10000,75.1,04/1998
"Gibraltar Dam",7565,10000,75.7,05/1998
"Gibraltar Dam",7529,10000,75.3,06/1998
"Gibraltar Dam",7553,10000,75.5,07/1998
"Gibraltar Dam",7586,10000,75.9,08/1998
"Gibraltar Dam",7565,10000,75.7,09/1998
"Gibraltar Dam",7411,10000,74.1,10/1998
"Gibraltar Dam",7098,10000,71,11/1998
"Gibraltar Dam",7145,10000,71.5,12/1998
"Gibraltar Dam",7506,10000,75.1,01/1999
"Gibraltar Dam",7194,10000,71.9,02/1999
"Gibraltar Dam",7199,10000,72,03/1999
"Gibraltar Dam",7196,10000,72,04/1999
"Gibraltar Dam",7054,10000,70.5,05/1999
"Gibraltar Dam",5870,10000,58.7,06/1999
"Gibraltar Dam",3927,10000,39.3,07/1999
"Gibraltar Dam",3070,10000,30.7,08/1999
"Gibraltar Dam",3017,10000,30.2,09/1999
"Gibraltar Dam",2954,10000,29.5,10/1999
"Gibraltar Dam",2951,10000,29.5,11/1999
"Gibraltar Dam",2936,10000,29.4,12/1999
"Gibraltar Dam",2975,10000,29.8,01/2000
"Gibraltar Dam",6729,10000,67.3,02/2000
"Gibraltar Dam",7126,10000,71.3,03/2000
"Gibraltar Dam",7090,10000,70.9,04/2000
"Gibraltar Dam",7098,10000,71,05/2000
"Gibraltar Dam",7102,10000,71,06/2000
"Gibraltar Dam",6492,10000,64.9,07/2000
"Gibraltar Dam",5132,10000,51.3,08/2000
"Gibraltar Dam",4222,10000,42.2,09/2000
"Gibraltar Dam",3325,10000,33.3,10/2000
"Gibraltar Dam",2880,10000,28.8,11/2000
"Gibraltar Dam",2392,10000,23.9,12/2000
"Gibraltar Dam",4317,10000,43.2,01/2001
"Gibraltar Dam",6995,10000,70,02/2001
"Gibraltar Dam",7177,10000,71.8,03/2001
"Gibraltar Dam",7153,10000,71.5,04/2001
"Gibraltar Dam",7203,10000,72,05/2001
"Gibraltar Dam",7054,10000,70.5,06/2001
"Gibraltar Dam",6435,10000,64.4,07/2001
"Gibraltar Dam",5274,10000,52.7,08/2001
"Gibraltar Dam",4216,10000,42.2,09/2001
"Gibraltar Dam",2962,10000,29.6,10/2001
"Gibraltar Dam",2620,10000,26.2,11/2001
"Gibraltar Dam",2267,10000,22.7,12/2001
"Gibraltar Dam",2036,10000,20.4,01/2002
"Gibraltar Dam",2338,10000,23.4,02/2002
"Gibraltar Dam",2636,10000,26.4,03/2002
"Gibraltar Dam",2763,10000,27.6,04/2002
"Gibraltar Dam",2750,10000,27.5,05/2002
"Gibraltar Dam",2660,10000,26.6,06/2002
"Gibraltar Dam",2477,10000,24.8,07/2002
"Gibraltar Dam",2053,10000,20.5,08/2002
"Gibraltar Dam",1253,10000,12.5,09/2002
"Gibraltar Dam",823,10000,8.2,10/2002
"Gibraltar Dam",858,10000,8.6,11/2002
"Gibraltar Dam",1020,10000,10.2,12/2002
"Gibraltar Dam",1172,10000,11.7,01/2003
"Gibraltar Dam",2487,10000,24.9,02/2003
"Gibraltar Dam",6037,10000,60.4,03/2003
"Gibraltar Dam",7031,10000,70.3,04/2003
"Gibraltar Dam",7043,10000,70.4,05/2003
"Gibraltar Dam",6677,10000,66.8,06/2003
"Gibraltar Dam",5563,10000,55.6,07/2003
"Gibraltar Dam",4802,10000,48,08/2003
"Gibraltar Dam",4128,10000,41.3,09/2003
"Gibraltar Dam",3780,10000,37.8,10/2003
"Gibraltar Dam",3506,10000,35.1,11/2003
"Gibraltar Dam",3574,10000,35.7,12/2003
"Gibraltar Dam",3559,10000,35.6,01/2004
"Gibraltar Dam",5970,10000,59.7,02/2004
"Gibraltar Dam",6530,10000,65.3,03/2004
"Gibraltar Dam",6532,10000,65.3,04/2004
"Gibraltar Dam",5935,10000,59.4,05/2004
"Gibraltar Dam",5306,10000,53.1,06/2004
"Gibraltar Dam",4626,10000,46.3,07/2004
"Gibraltar Dam",3801,10000,38,08/2004
"Gibraltar Dam",3040,10000,30.4,09/2004
"Gibraltar Dam",2991,10000,29.9,10/2004
"Gibraltar Dam",3023,10000,30.2,11/2004
"Gibraltar Dam",7341,10000,73.4,12/2004
"Gibraltar Dam",7027,10000,70.3,01/2005
"Gibraltar Dam",7113,10000,71.1,02/2005
"Gibraltar Dam",6997,10000,70,03/2005
"Gibraltar Dam",7000,10000,70,04/2005
"Gibraltar Dam",7004,10000,70,05/2005
"Gibraltar Dam",7032,10000,70.3,06/2005
"Gibraltar Dam",6627,10000,66.3,07/2005
"Gibraltar Dam",5342,10000,53.4,08/2005
"Gibraltar Dam",4715,10000,47.2,09/2005
"Gibraltar Dam",4199,10000,42,10/2005
"Gibraltar Dam",3798,10000,38,11/2005
"Gibraltar Dam",3772,10000,37.7,12/2005
"Gibraltar Dam",6910,10000,69.1,01/2006
"Gibraltar Dam",7176,10000,71.8,02/2006
"Gibraltar Dam",6933,10000,69.3,03/2006
"Gibraltar Dam",6979,10000,69.8,04/2006
"Gibraltar Dam",6967,10000,69.7,05/2006
"Gibraltar Dam",6960,10000,69.6,06/2006
"Gibraltar Dam",6426,10000,64.3,07/2006
"Gibraltar Dam",5379,10000,53.8,08/2006
"Gibraltar Dam",4546,10000,45.5,09/2006
"Gibraltar Dam",4049,10000,40.5,10/2006
"Gibraltar Dam",3560,10000,35.6,11/2006
"Gibraltar Dam",3330,10000,33.3,12/2006
"Gibraltar Dam",3204,10000,32,01/2007
"Gibraltar Dam",3314,10000,33.1,02/2007
"Gibraltar Dam",3283,10000,32.8,03/2007
"Gibraltar Dam",3352,10000,33.5,04/2007
"Gibraltar Dam",3045,10000,30.5,05/2007
"Gibraltar Dam",2947,10000,29.5,06/2007
"Gibraltar Dam",2839,10000,28.4,07/2007
"Gibraltar Dam",2741,10000,27.4,08/2007
"Gibraltar Dam",2665,10000,26.7,09/2007
"Gibraltar Dam",2608,10000,26.1,10/2007
"Gibraltar Dam",2568,10000,25.7,11/2007
"Gibraltar Dam",2798,10000,28,12/2007
"Gibraltar Dam",7018,10000,70.2,01/2008
"Gibraltar Dam",6965,10000,69.7,02/2008
"Gibraltar Dam",6974,10000,69.7,03/2008
"Gibraltar Dam",6756,10000,67.6,04/2008
"Gibraltar Dam",6749,10000,67.5,05/2008
"Gibraltar Dam",5862,10000,58.6,06/2008
"Gibraltar Dam",5735,10000,57.4,07/2008
"Gibraltar Dam",5596,10000,56,08/2008
"Gibraltar Dam",5403,10000,54,09/2008
"Gibraltar Dam",3389,10000,33.9,10/2008
"Gibraltar Dam",3111,10000,31.1,11/2008
"Gibraltar Dam",3389,10000,33.9,12/2008
"Gibraltar Dam",3452,10000,34.5,01/2009
"Gibraltar Dam",5089,10000,50.9,02/2009
"Gibraltar Dam",5098,10000,51,03/2009
"Gibraltar Dam",5145,10000,51.5,04/2009
"Gibraltar Dam",4806,10000,48.1,05/2009
"Gibraltar Dam",4388,10000,43.9,06/2009
"Gibraltar Dam",3872,10000,38.7,07/2009
"Gibraltar Dam",3354,10000,33.5,08/2009
"Gibraltar Dam",2865,10000,28.7,09/2009
"Gibraltar Dam",2770,10000,27.7,10/2009
"Gibraltar Dam",2677,10000,26.8,11/2009
"Gibraltar Dam",3438,10000,34.4,12/2009
"Gibraltar Dam",5326,10000,53.3,01/2010
"Gibraltar Dam",5337,10000,53.4,02/2010
"Gibraltar Dam",5316,10000,53.2,03/2010
