reservoir,storage,capacity,pct_capacity,date
"Folsom Lake",466149,977000,47.7,09/1995
"Folsom Lake",386400,977000,39.5,10/1995
"Folsom Lake",307000,977000,31.4,11/1995
"Folsom Lake",317700,977000,32.5,12/1995
"Folsom Lake",504000,977000,51.6,01/1996
"Folsom Lake",361900,977000,37,02/1996
"Folsom Lake",626900,977000,64.2,03/1996
"Folsom Lake",781700,977000,80,04/1996
"Folsom Lake",936300,977000,95.8,05/1996
"Folsom Lake",902900,977000,92.4,06/1996
"Folsom Lake",836500,977000,85.6,07/1996
"Folsom Lake",762800,977000,78.1,08/1996
"Folsom Lake",726300,977000,74.3,09/1996
"Folsom Lake",635400,977000,65,10/1996
"Folsom Lake",564900,977000,57.8,11/1996
"Folsom Lake",496900,977000,50.9,12/1996
"Folsom Lake",376200,977000,38.5,01/1997
"Folsom Lake",403900,977000,41.3,02/1997
"Folsom Lake",469700,977000,48.1,03/1997
"Folsom Lake",553000,977000,56.6,04/1997
"Folsom Lake",623400,977000,63.8,05/1997
"Folsom Lake",614800,977000,62.9,06/1997
"Folsom Lake",566100,977000,57.9,07/1997
"Folsom Lake",545900,977000,55.9,08/1997
"Folsom Lake",556100,977000,56.9,09/1997
"Folsom Lake",490952,977000,50.3,10/1997
"Folsom Lake",433278,977000,44.3,11/1997
"Folsom Lake",421185,977000,43.1,12/1997
"Folsom Lake",542030,977000,55.5,01/1998
"Folsom Lake",558821,977000,57.2,02/1998
"Folsom Lake",680299,977000,69.6,03/1998
"Folsom Lake",760124,977000,77.8,04/1998
"Folsom Lake",752089,977000,77,05/1998
"Folsom Lake",908659,977000,93,06/1998
"Folsom Lake",926916,977000,94.9,07/1998
"Folsom Lake",833931,977000,85.4,08/1998
"Folsom Lake",712911,977000,73,09/1998
"Folsom Lake",613800,977000,62.8,10/1998
"Folsom Lake",555300,977000,56.8,11/1998
"Folsom Lake",563000,977000,57.6,12/1998
"Folsom Lake",533200,977000,54.6,01/1999
"Folsom Lake",495600,977000,50.7,02/1999
"Folsom Lake",615400,977000,63,03/1999
"Folsom Lake",755600,977000,77.3,04/1999
"Folsom Lake",910300,977000,93.2,05/1999
"Folsom Lake",934800,977000,95.7,06/1999
"Folsom Lake",787300,977000,80.6,07/1999
"Folsom Lake",752500,977000,77,08/1999
"Folsom Lake",721600,977000,73.9,09/1999
"Folsom Lake",634800,977000,65,10/1999
"Folsom Lake",580100,977000,59.4,11/1999
"Folsom Lake",530200,977000,54.3,12/1999
"Folsom Lake",568000,977000,58.1,01/2000
"Folsom Lake",599000,977000,61.3,02/2000
"Folsom Lake",674300,977000,69,03/2000
"Folsom Lake",697300,977000,71.4,04/2000
"Folsom Lake",775700,977000,79.4,05/2000
"Folsom Lake",772907,977000,79.1,06/2000
"Folsom Lake",659600,977000,67.5,07/2000
"Folsom Lake",655900,977000,67.1,08/2000
"Folsom Lake",660700,977000,67.6,09/2000
"Folsom Lake",579500,977000,59.3,10/2000
"Folsom Lake",560900,977000,57.4,11/2000
"Folsom Lake",532900,977000,54.5,12/2000
"Folsom Lake",491800,977000,50.3,01/2001
"Folsom Lake",524600,977000,53.7,02/2001
"Folsom Lake",602195,977000,61.6,03/2001
"Folsom Lake",667500,977000,68.3,04/2001
"Folsom Lake",695800,977000,71.2,05/2001
"Folsom Lake",586100,977000,60,06/2001
"Folsom Lake",488900,977000,50,07/2001
"Folsom Lake",430500,977000,44.1,08/2001
"Folsom Lake",367600,977000,37.6,09/2001
"Folsom Lake",287404,977000,29.4,10/2001
"Folsom Lake",261932,977000,26.8,11/2001
"Folsom Lake",337281,977000,34.5,12/2001
"Folsom Lake",481044,977000,49.2,01/2002
"Folsom Lake",602372,977000,61.7,02/2002
"Folsom Lake",720553,977000,73.8,03/2002
"Folsom Lake",759131,977000,77.7,04/2002
"Folsom Lake",822211,977000,84.2,05/2002
"Folsom Lake",766500,977000,78.5,06/2002
"Folsom Lake",610358,977000,62.5,07/2002
"Folsom Lake",546701,977000,56,08/2002
"Folsom Lake",509754,977000,52.2,09/2002
"Folsom Lake",456772,977000,46.8,10/2002
"Folsom Lake",446483,977000,45.7,11/2002
"Folsom Lake",537546,977000,55,12/2002
"Folsom Lake",601048,977000,61.5,01/2003
"Folsom Lake",531361,977000,54.4,02/2003
"Folsom Lake",619747,977000,63.4,03/2003
"Folsom Lake",830606,977000,85,04/2003
"Folsom Lake",962364,977000,98.5,05/2003
"Folsom Lake",923969,977000,94.6,06/2003
"Folsom Lake",800125,977000,81.9,07/2003
"Folsom Lake",699947,977000,71.6,08/2003
"Folsom Lake",658100,977000,67.4,09/2003
"Folsom Lake",561872,977000,57.5,10/2003
"Folsom Lake",498994,977000,51.1,11/2003
"Folsom Lake",532500,977000,54.5,12/2003
"Folsom Lake",554000,977000,56.7,01/2004
"Folsom Lake",617300,977000,63.2,02/2004
"Folsom Lake",706553,977000,72.3,03/2004
"Folsom Lake",630205,977000,64.5,04/2004
"Folsom Lake",634746,977000,65,05/2004
"Folsom Lake",565029,977000,57.8,06/2004
"Folsom Lake",430309,977000,44,07/2004
"Folsom Lake",390008,977000,39.9,08/2004
"Folsom Lake",376439,977000,38.5,09/2004
"Folsom Lake",355407,977000,36.4,10/2004
"Folsom Lake",326481,977000,33.4,11/2004
"Folsom Lake",391157,977000,40,12/2004
"Folsom Lake",583360,977000,59.7,01/2005
"Folsom Lake",609202,977000,62.4,02/2005
"Folsom Lake",673908,977000,69,03/2005
"Folsom Lake",830086,977000,85,04/2005
"Folsom Lake",959148,977000,98.2,05/2005
"Folsom Lake",932812,977000,95.5,06/2005
"Folsom Lake",847402,977000,86.7,07/2005
"Folsom Lake",743110,977000,76.1,08/2005
"Folsom Lake",652327,977000,66.8,09/2005
"Folsom Lake",566821,977000,58,10/2005
"Folsom Lake",516683,977000,52.9,11/2005
"Folsom Lake",648549,977000,66.4,12/2005
"Folsom Lake",425054,977000,43.5,01/2006
"Folsom Lake",445373,977000,45.6,02/2006
"Folsom Lake",710214,977000,72.7,03/2006
"Folsom Lake",766500,977000,78.5,04/2006
"Folsom Lake",927571,977000,94.9,05/2006
"Folsom Lake",919072,977000,94.1,06/2006
"Folsom Lake",819628,977000,83.9,07/2006
"Folsom Lake",733596,977000,75.1,08/2006
"Folsom Lake",638842,977000,65.4,09/2006
"Folsom Lake",537961,977000,55.1,10/2006
"Folsom Lake",487700,977000,49.9,11/2006
"Folsom Lake",481588,977000,49.3,12/2006
"Folsom Lake",468362,977000,47.9,01/2007
"Folsom Lake",589367,977000,60.3,02/2007
"Folsom Lake",693272,977000,71,03/2007
"Folsom Lake",739574,977000,75.7,04/2007
"Folsom Lake",787214,977000,80.6,05/2007
"Folsom Lake",655931,977000,67.1,06/2007
"Folsom Lake",489539,977000,50.1,07/2007
"Folsom Lake",375647,977000,38.4,08/2007
"Folsom Lake",323046,977000,33.1,09/2007
"Folsom Lake",284151,977000,29.1,10/2007
"Folsom Lake",237321,977000,24.3,11/2007
"Folsom Lake",222474,977000,22.8,12/2007
"Folsom Lake",277762,977000,28.4,01/2008
"Folsom Lake",371436,977000,38,02/2008
"Folsom Lake",451461,977000,46.2,03/2008
"Folsom Lake",536798,977000,54.9,04/2008
"Folsom Lake",617057,977000,63.2,05/2008
"Folsom Lake",472791,977000,48.4,06/2008
"Folsom Lake",348372,977000,35.7,07/2008
"Folsom Lake",300287,977000,30.7,08/2008
"Folsom Lake",269825,977000,27.6,09/2008
"Folsom Lake",234433,977000,24,10/2008
"Folsom Lake",209395,977000,21.4,11/2008
"Folsom Lake",217975,977000,22.3,12/2008
"Folsom Lake",245599,977000,25.1,01/2009
"Folsom Lake",422261,977000,43.2,02/2009
"Folsom Lake",745863,977000,76.3,03/2009
"Folsom Lake",780450,977000,79.9,04/2009
"Folsom Lake",933141,977000,95.5,05/2009
"Folsom Lake",855287,977000,87.5,06/2009
"Folsom Lake",601048,977000,61.5,07/2009
"Folsom Lake",451610,977000,46.2,08/2009
"Folsom Lake",411575,977000,42.1,09/2009
"Folsom Lake",347298,977000,35.5,10/2009
"Folsom Lake",284372,977000,29.1,11/2009
"Folsom Lake",264286,977000,27.1,12/2009
"Folsom Lake",321671,977000,32.9,01/2010
"Folsom Lake",418632,977000,42.8,02/2010
"Folsom Lake",562043,977000,57.5,03/2010
"Folsom Lake",823244,977000,84.3,04/2010
"Folsom Lake",905419,977000,92.7,05/2010
"Folsom Lake",923096,977000,94.5,06/2010
"Folsom Lake",753671,977000,77.1,07/2010
"Folsom Lake",656485,977000,67.2,08/2010
"Folsom Lake",624242,977000,63.9,09/2010
"Folsom Lake",601842,977000,61.6,10/2010
"Folsom Lake",550473,977000,56.3,11/2010
"Folsom Lake",442338,977000,45.3,12/2010
"Folsom Lake",479495,977000,49.1,01/2011
"Folsom Lake",613472,977000,62.8,02/2011
"Folsom Lake",634655,977000,65,03/2011
"Folsom Lake",750607,977000,76.8,04/2011
"Folsom Lake",880086,977000,90.1,05/2011
"Folsom Lake",928445,977000,95,06/2011
