reservoir,storage,capacity,pct_capacity,date
"Grand Coulee/FDR Lake",3444095,9562000,36,01/2000,wa
"Grand Coulee/FDR Lake",3004301,9562000,31.4,02/2000,wa
"Grand Coulee/FDR Lake",3211836,9562000,33.6,03/2000,wa
"Grand Coulee/FDR Lake",2550831,9562000,26.7,04/2000,wa
"Grand Coulee/FDR Lake",1667977,9562000,17.4,05/2000,wa
"Grand Coulee/FDR Lake",3482998,9562000,36.4,06/2000,wa
"Grand Coulee/FDR Lake",4709831,9562000,49.3,07/2000,wa
"Grand Coulee/FDR Lake",4610114,9562000,48.2,08/2000,wa
"Grand Coulee/FDR Lake",4674018,9562000,48.9,09/2000,wa
"Grand Coulee/FDR Lake",4870218,9562000,50.9,10/2000,wa
"Grand Coulee/FDR Lake",4593736,9562000,48,11/2000,wa
"Grand Coulee/FDR Lake",3826784,9562000,40,12/2000,wa
"Grand Coulee/FDR Lake",2449576,9562000,25.6,01/2001,wa
"Grand Coulee/FDR Lake",1399347,9562000,14.6,02/2001,wa
"Grand Coulee/FDR Lake",743192,9562000,7.8,03/2001,wa
"Grand Coulee/FDR Lake",542398,9562000,5.7,04/2001,wa
"Grand Coulee/FDR Lake",2097586,9562000,21.9,05/2001,wa
"Grand Coulee/FDR Lake",4383894,9562000,45.8,06/2001,wa
"Grand Coulee/FDR Lake",4570672,9562000,47.8,07/2001,wa
"Grand Coulee/FDR Lake",4391927,9562000,45.9,08/2001,wa
"Grand Coulee/FDR Lake",4473778,9562000,46.8,09/2001,wa
"Grand Coulee/FDR Lake",4805818,9562000,50.3,10/2001,wa
"Grand Coulee/FDR Lake",4876584,9562000,51,11/2001,wa
"Grand Coulee/FDR Lake",4850308,9562000,50.7,12/2001,wa
"Grand Coulee/FDR Lake",4386015,9562000,45.9,01/2002,wa
"Grand Coulee/FDR Lake",3185698,9562000,33.3,02/2002,wa
"Grand Coulee/FDR Lake",2790118,9562000,29.2,03/2002,wa
"Grand Coulee/FDR Lake",2766050,9562000,28.9,04/2002,wa
"Grand Coulee/FDR Lake",1985957,9562000,20.8,05/2002,wa
"Grand Coulee/FDR Lake",4294117,9562000,44.9,06/2002,wa
"Grand Coulee/FDR Lake",5027757,9562000,52.6,07/2002,wa
"Grand Coulee/FDR Lake",4548019,9562000,47.6,08/2002,wa
"Grand Coulee/FDR Lake",4861976,9562000,50.8,09/2002,wa
"Grand Coulee/FDR Lake",4961110,9562000,51.9,10/2002,wa
"Grand Coulee/FDR Lake",4807954,9562000,50.3,11/2002,wa
"Grand Coulee/FDR Lake",4778798,9562000,50,12/2002,wa
"Grand Coulee/FDR Lake",4962712,9562000,51.9,01/2003,wa
"Grand Coulee/FDR Lake",5048441,9562000,52.8,02/2003,wa
"Grand Coulee/FDR Lake",4743329,9562000,49.6,03/2003,wa
"Grand Coulee/FDR Lake",4559299,9562000,47.7,04/2003,wa
"Grand Coulee/FDR Lake",3775269,9562000,39.5,05/2003,wa
"Grand Coulee/FDR Lake",4629142,9562000,48.4,06/2003,wa
"Grand Coulee/FDR Lake",4800137,9562000,50.2,07/2003,wa
"Grand Coulee/FDR Lake",4481484,9562000,46.9,08/2003,wa
"Grand Coulee/FDR Lake",4519752,9562000,47.3,09/2003,wa
"Grand Coulee/FDR Lake",5005107,9562000,52.3,10/2003,wa
"Grand Coulee/FDR Lake",4867683,9562000,50.9,11/2003,wa
"Grand Coulee/FDR Lake",4907529,9562000,51.3,12/2003,wa
"Grand Coulee/FDR Lake",4026251,9562000,42.1,01/2004,wa
"Grand Coulee/FDR Lake",3341476,9562000,34.9,02/2004,wa
"Grand Coulee/FDR Lake",2960167,9562000,31,03/2004,wa
"Grand Coulee/FDR Lake",3592455,9562000,37.6,04/2004,wa
"Grand Coulee/FDR Lake",3923657,9562000,41,05/2004,wa
"Grand Coulee/FDR Lake",4779517,9562000,50,06/2004,wa
"Grand Coulee/FDR Lake",4964610,9562000,51.9,07/2004,wa
"Grand Coulee/FDR Lake",4452274,9562000,46.6,08/2004,wa
"Grand Coulee/FDR Lake",4633730,9562000,48.5,09/2004,wa
"Grand Coulee/FDR Lake",4898313,9562000,51.2,10/2004,wa
"Grand Coulee/FDR Lake",4924077,9562000,51.5,11/2004,wa
"Grand Coulee/FDR Lake",4980918,9562000,52.1,12/2004,wa
"Grand Coulee/FDR Lake",4738506,9562000,49.6,01/2005,wa
"Grand Coulee/FDR Lake",4505178,9562000,47.1,02/2005,wa
"Grand Coulee/FDR Lake",3264919,9562000,34.1,03/2005,wa
"Grand Coulee/FDR Lake",2554476,9562000,26.7,04/2005,wa
"Grand Coulee/FDR Lake",2885467,9562000,30.2,05/2005,wa
"Grand Coulee/FDR Lake",4551784,9562000,47.6,06/2005,wa
"Grand Coulee/FDR Lake",5006977,9562000,52.4,07/2005,wa
"Grand Coulee/FDR Lake",4562703,9562000,47.7,08/2005,wa
"Grand Coulee/FDR Lake",4570269,9562000,47.8,09/2005,wa
"Grand Coulee/FDR Lake",4946663,9562000,51.7,10/2005,wa
"Grand Coulee/FDR Lake",4822303,9562000,50.4,11/2005,wa
"Grand Coulee/FDR Lake",4532652,9562000,47.4,12/2005,wa
"Grand Coulee/FDR Lake",4837290,9562000,50.6,01/2006,wa
"Grand Coulee/FDR Lake",3529542,9562000,36.9,02/2006,wa
"Grand Coulee/FDR Lake",2525018,9562000,26.4,03/2006,wa
"Grand Coulee/FDR Lake",1879300,9562000,19.7,04/2006,wa
"Grand Coulee/FDR Lake",2023074,9562000,21.2,05/2006,wa
"Grand Coulee/FDR Lake",4534823,9562000,47.4,06/2006,wa
"Grand Coulee/FDR Lake",4970923,9562000,52,07/2006,wa
"Grand Coulee/FDR Lake",4574852,9562000,47.8,08/2006,wa
"Grand Coulee/FDR Lake",4655984,9562000,48.7,09/2006,wa
"Grand Coulee/FDR Lake",4911010,9562000,51.4,10/2006,wa
"Grand Coulee/FDR Lake",4930514,9562000,51.6,11/2006,wa
"Grand Coulee/FDR Lake",4694102,9562000,49.1,12/2006,wa
"Grand Coulee/FDR Lake",4567922,9562000,47.8,01/2007,wa
"Grand Coulee/FDR Lake",4007059,9562000,41.9,02/2007,wa
"Grand Coulee/FDR Lake",4097855,9562000,42.9,03/2007,wa
"Grand Coulee/FDR Lake",2737138,9562000,28.6,04/2007,wa
"Grand Coulee/FDR Lake",2742171,9562000,28.7,05/2007,wa
"Grand Coulee/FDR Lake",4448560,9562000,46.5,06/2007,wa
"Grand Coulee/FDR Lake",4976411,9562000,52,07/2007,wa
"Grand Coulee/FDR Lake",4553361,9562000,47.6,08/2007,wa
"Grand Coulee/FDR Lake",4551040,9562000,47.6,09/2007,wa
"Grand Coulee/FDR Lake",4947025,9562000,51.7,10/2007,wa
"Grand Coulee/FDR Lake",4827735,9562000,50.5,11/2007,wa
"Grand Coulee/FDR Lake",4858154,9562000,50.8,12/2007,wa
"Grand Coulee/FDR Lake",4375175,9562000,45.8,01/2008,wa
"Grand Coulee/FDR Lake",3310056,9562000,34.6,02/2008,wa
"Grand Coulee/FDR Lake",2570246,9562000,26.9,03/2008,wa
"Grand Coulee/FDR Lake",1699114,9562000,17.8,04/2008,wa
"Grand Coulee/FDR Lake",1663691,9562000,17.4,05/2008,wa
"Grand Coulee/FDR Lake",4388030,9562000,45.9,06/2008,wa
"Grand Coulee/FDR Lake",4963176,9562000,51.9,07/2008,wa
"Grand Coulee/FDR Lake",4623688,9562000,48.4,08/2008,wa
"Grand Coulee/FDR Lake",4538944,9562000,47.5,09/2008,wa
"Grand Coulee/FDR Lake",4955316,9562000,51.8,10/2008,wa
"Grand Coulee/FDR Lake",4884288,9562000,51.1,11/2008,wa
"Grand Coulee/FDR Lake",4557035,9562000,47.7,12/2008,wa
"Grand Coulee/FDR Lake",4797295,9562000,50.2,01/2009,wa
"Grand Coulee/FDR Lake",4433478,9562000,46.4,02/2009,wa
"Grand Coulee/FDR Lake",4674793,9562000,48.9,03/2009,wa
"Grand Coulee/FDR Lake",3805705,9562000,39.8,04/2009,wa
"Grand Coulee/FDR Lake",3030704,9562000,31.7,05/2009,wa
"Grand Coulee/FDR Lake",4674555,9562000,48.9,06/2009,wa
"Grand Coulee/FDR Lake",5010444,9562000,52.4,07/2009,wa
"Grand Coulee/FDR Lake",4555083,9562000,47.6,08/2009,wa
"Grand Coulee/FDR Lake",4395004,9562000,46,09/2009,wa
"Grand Coulee/FDR Lake",4927713,9562000,51.5,10/2009,wa
"Grand Coulee/FDR Lake",4834693,9562000,50.6,11/2009,wa
"Grand Coulee/FDR Lake",4595634,9562000,48.1,12/2009,wa
"Grand Coulee/FDR Lake",4852718,9562000,50.8,01/2010,wa
"Grand Coulee/FDR Lake",4635280,9562000,48.5,02/2010,wa
"Grand Coulee/FDR Lake",4195888,9562000,43.9,03/2010,wa
"Grand Coulee/FDR Lake",3890370,9562000,40.7,04/2010,wa
"Grand Coulee/FDR Lake",3289983,9562000,34.4,05/2010,wa
"Grand Coulee/FDR Lake",4793797,9562000,50.1,06/2010,wa
"Grand Coulee/FDR Lake",5029683,9562000,52.6,07/2010,wa
"Grand Coulee/FDR Lake",4597798,9562000,48.1,08/2010,wa
"Grand Coulee/FDR Lake",4473315,9562000,46.8,09/2010,wa
"Grand Coulee/FDR Lake",5028314,9562000,52.6,10/2010,wa
"Grand Coulee/FDR Lake",4773408,9562000,49.9,11/2010,wa
"Grand Coulee/FDR Lake",4575390,9562000,47.8,12/2010,wa
"Grand Coulee/FDR Lake",4704677,9562000,49.2,01/2011,wa
"Grand Coulee/FDR Lake",3880726,9562000,40.6,02/2011,wa
"Grand Coulee/FDR Lake",2610856,9562000,27.3,03/2011,wa
"Grand Coulee/FDR Lake",1310344,9562000,13.7,04/2011,wa
"Grand Coulee/FDR Lake",787437,9562000,8.2,05/2011,wa
"Grand Coulee/FDR Lake",2634904,9562000,27.6,06/2011,wa
"Grand Coulee/FDR Lake",5060345,9562000,52.9,07/2011,wa
"Grand Coulee/FDR Lake",4880634,9562000,51,08/2011,wa
"Grand Coulee/FDR Lake",4584965,9562000,47.9,09/2011,wa
"Grand Coulee/FDR Lake",4903316,9562000,51.3,10/2011,wa
"Grand Coulee/FDR Lake",4951282,9562000,51.8,11/2011,wa
"Grand Coulee/FDR Lake",4466174,9562000,46.7,12/2011,wa
"Grand Coulee/FDR Lake",4447241,9562000,46.5,01/2012,wa
"Grand Coulee/FDR Lake",4256469,9562000,44.5,02/2012,wa
"Grand Coulee/FDR Lake",3560923,9562000,37.2,03/2012,wa
"Grand Coulee/FDR Lake",1733477,9562000,18.1,04/2012,wa
"Grand Coulee/FDR Lake",1899543,9562000,19.9,05/2012,wa
"Grand Coulee/FDR Lake",4056530,9562000,42.4,06/2012,wa
"Grand Coulee/FDR Lake",5103797,9562000,53.4,07/2012,wa
"Grand Coulee/FDR Lake",4638070,9562000,48.5,08/2012,wa
"Grand Coulee/FDR Lake",4636865,9562000,48.5,09/2012,wa
"Grand Coulee/FDR Lake",4814521,9562000,50.4,10/2012,wa
"Grand Coulee/FDR Lake",4820366,9562000,50.4,11/2012,wa
"Grand Coulee/FDR Lake",4834229,9562000,50.6,12/2012,wa
"Grand Coulee/FDR Lake",4131835,9562000,43.2,01/2013,wa
"Grand Coulee/FDR Lake",3327262,9562000,34.8,02/2013,wa
"Grand Coulee/FDR Lake",4270288,9562000,44.7,03/2013,wa
"Grand Coulee/FDR Lake",3773305,9562000,39.5,04/2013,wa
"Grand Coulee/FDR Lake",3248274,9562000,34,05/2013,wa
"Grand Coulee/FDR Lake",4805225,9562000,50.3,06/2013,wa
"Grand Coulee/FDR Lake",5039286,9562000,52.7,07/2013,wa
"Grand Coulee/FDR Lake",4533181,9562000,47.4,08/2013,wa
"Grand Coulee/FDR Lake",4503636,9562000,47.1,09/2013,wa
"Grand Coulee/FDR Lake",4852309,9562000,50.7,10/2013,wa
"Grand Coulee/FDR Lake",4734886,9562000,49.5,11/2013,wa
"Grand Coulee/FDR Lake",4478025,9562000,46.8,12/2013,wa
"Grand Coulee/FDR Lake",4209426,9562000,44,01/2014,wa
"Grand Coulee/FDR Lake",3848826,9562000,40.3,02/2014,wa
"Grand Coulee/FDR Lake",3575750,9562000,37.4,03/2014,wa
"Grand Coulee/FDR Lake",1955260,9562000,20.4,04/2014,wa
"Grand Coulee/FDR Lake",1886151,9562000,19.7,05/2014,wa
"Grand Coulee/FDR Lake",4544086,9562000,47.5,06/2014,wa
"Grand Coulee/FDR Lake",5034673,9562000,52.7,07/2014,wa
"Grand Coulee/FDR Lake",4785511,9562000,50,08/2014,wa
"Grand Coulee/FDR Lake",4474624,9562000,46.8,09/2014,wa
"Grand Coulee/FDR Lake",4840357,9562000,50.6,10/2014,wa
"Grand Coulee/FDR Lake",4777272,9562000,50,11/2014,wa
"Grand Coulee/FDR Lake",4931398,9562000,51.6,12/2014,wa
"Grand Coulee/FDR Lake",4497140,9562000,47,01/2015,wa
"Grand Coulee/FDR Lake",3640235,9562000,38.1,02/2015,wa
"Grand Coulee/FDR Lake",2672434,9562000,27.9,03/2015,wa
"Grand Coulee/FDR Lake",2452532,9562000,25.6,04/2015,wa
"Grand Coulee/FDR Lake",2254265,9562000,23.6,05/2015,wa
"Grand Coulee/FDR Lake",3824768,9562000,40,06/2015,wa
"Grand Coulee/FDR Lake",1410987,9562000,14.8,07/2015,wa
"Grand Coulee/FDR Lake",4532966,9562000,47.4,08/2015,wa
"Grand Coulee/FDR Lake",4636251,9562000,48.5,09/2015,wa
"Grand Coulee/FDR Lake",4839884,9562000,50.6,10/2015,wa
"Grand Coulee/FDR Lake",5149780,9562000,53.9,11/2015,wa
"Grand Coulee/FDR Lake",5028889,9562000,52.6,12/2015,wa
"Grand Coulee/FDR Lake",4677346,9562000,48.9,01/2016,wa
"Grand Coulee/FDR Lake",4010720,9562000,41.9,02/2016,wa
"Grand Coulee/FDR Lake",2739205,9562000,28.6,03/2016,wa
"Grand Coulee/FDR Lake",2315548,9562000,24.2,04/2016,wa
"Grand Coulee/FDR Lake",3012126,9562000,31.5,05/2016,wa
"Grand Coulee/FDR Lake",4863345,9562000,50.9,06/2016,wa
"Grand Coulee/FDR Lake",5135514,9562000,53.7,07/2016,wa
"Grand Coulee/FDR Lake",4765647,9562000,49.8,08/2016,wa
"Grand Coulee/FDR Lake",4540693,9562000,47.5,09/2016,wa
"Grand Coulee/FDR Lake",4930092,9562000,51.6,10/2016,wa
"Grand Coulee/FDR Lake",5028188,9562000,52.6,11/2016,wa
"Grand Coulee/FDR Lake",4748239,9562000,49.7,12/2016,wa
"Grand Coulee/FDR Lake",4672042,9562000,48.9,01/2017,wa
"Grand Coulee/FDR Lake",4375501,9562000,45.8,02/2017,wa
"Grand Coulee/FDR Lake",2733098,9562000,28.6,03/2017,wa
"Grand Coulee/FDR Lake",1539748,9562000,16.1,04/2017,wa
"Grand Coulee/FDR Lake",1863409,9562000,19.5,05/2017,wa
"Grand Coulee/FDR Lake",4440560,9562000,46.4,06/2017,wa
"Grand Coulee/FDR Lake",5118356,9562000,53.5,07/2017,wa
"Grand Coulee/FDR Lake",4774904,9562000,49.9,08/2017,wa
"Grand Coulee/FDR Lake",4712799,9562000,49.3,09/2017,wa
"Grand Coulee/FDR Lake",4978296,9562000,52.1,10/2017,wa
"Grand Coulee/FDR Lake",4984794,9562000,52.1,11/2017,wa
"Grand Coulee/FDR Lake",4941804,9562000,51.7,12/2017,wa
"Grand Coulee/FDR Lake",4707539,9562000,49.2,01/2018,wa
"Grand Coulee/FDR Lake",3889111,9562000,40.7,02/2018,wa
"Grand Coulee/FDR Lake",2620689,9562000,27.4,03/2018,wa
"Grand Coulee/FDR Lake",1438077,9562000,15,04/2018,wa
"Grand Coulee/FDR Lake",1752868,9562000,18.3,05/2018,wa
"Grand Coulee/FDR Lake",4606843,9562000,48.2,06/2018,wa
"Grand Coulee/FDR Lake",5076518,9562000,53.1,07/2018,wa
"Grand Coulee/FDR Lake",4710617,9562000,49.3,08/2018,wa
"Grand Coulee/FDR Lake",4649817,9562000,48.6,09/2018,wa
"Grand Coulee/FDR Lake",4950074,9562000,51.8,10/2018,wa
"Grand Coulee/FDR Lake",4671424,9562000,48.9,11/2018,wa
"Grand Coulee/FDR Lake",4230961,9562000,44.2,12/2018,wa
"Grand Coulee/FDR Lake",4468762,9562000,46.7,01/2019,wa
"Grand Coulee/FDR Lake",4182009,9562000,43.7,02/2019,wa
"Grand Coulee/FDR Lake",3214194,9562000,33.6,03/2019,wa
"Grand Coulee/FDR Lake",3540308,9562000,37,04/2019,wa
"Grand Coulee/FDR Lake",4112249,9562000,43,05/2019,wa
"Grand Coulee/FDR Lake",4883935,9562000,51.1,06/2019,wa
"Grand Coulee/FDR Lake",5216447,9562000,54.6,07/2019,wa
"Grand Coulee/FDR Lake",4706896,9562000,49.2,08/2019,wa
"Grand Coulee/FDR Lake",4526571,9562000,47.3,09/2019,wa
"Grand Coulee/FDR Lake",4854858,9562000,50.8,10/2019,wa
"Grand Coulee/FDR Lake",4512157,9562000,47.2,11/2019,wa
"Grand Coulee/FDR Lake",4164248,9562000,43.5,12/2019,wa
"Grand Coulee/FDR Lake",4742425,9562000,49.6,01/2020,wa
"Grand Coulee/FDR Lake",3874084,9562000,40.5,02/2020,wa
"Grand Coulee/FDR Lake",2759356,9562000,28.9,03/2020,wa
"Grand Coulee/FDR Lake",2339260,9562000,24.5,04/2020,wa
"Grand Coulee/FDR Lake",2808005,9562000,29.4,05/2020,wa
"Grand Coulee/FDR Lake",4634045,9562000,48.5,06/2020,wa
"Grand Coulee/FDR Lake",5251486,9562000,54.9,07/2020,wa
"Grand Coulee/FDR Lake",5043308,9562000,52.7,08/2020,wa
"Grand Coulee/FDR Lake",4638329,9562000,48.5,09/2020,wa
"Grand Coulee/FDR Lake",4922181,9562000,51.5,10/2020,wa
"Grand Coulee/FDR Lake",4761635,9562000,49.8,11/2020,wa
"Grand Coulee/FDR Lake",4688470,9562000,49,12/2020,wa
"Grand Coulee/FDR Lake",4883974,9562000,51.1,01/2021,wa
"Grand Coulee/FDR Lake",4362119,9562000,45.6,02/2021,wa
"Grand Coulee/FDR Lake",4035403,9562000,42.2,03/2021,wa
"Grand Coulee/FDR Lake",3783825,9562000,39.6,04/2021,wa
"Grand Coulee/FDR Lake",4031823,9562000,42.2,05/2021,wa
"Grand Coulee/FDR Lake",5076950,9562000,53.1,06/2021,wa
