reservoir,storage,capacity,pct_capacity,date
Austin,22852,23972,95.3,01/2000
Austin,22828,23972,95.2,02/2000
Austin,22706,23972,94.7,03/2000
Austin,22588,23972,94.2,04/2000
Austin,22427,23972,93.6,05/2000
Austin,22546,23972,94.1,06/2000
Austin,22628,23972,94.4,07/2000
Austin,22694,23972,94.7,08/2000
Austin,22646,23972,94.5,09/2000
Austin,22563,23972,94.1,10/2000
Austin,22588,23972,94.2,11/2000
Austin,22610,23972,94.3,12/2000
Austin,9935,23972,41.4,01/2001
Austin,15702,23972,65.5,02/2001
Austin,22757,23972,94.9,03/2001
Austin,22622,23972,94.4,04/2001
Austin,22646,23972,94.5,05/2001
Austin,22714,23972,94.8,06/2001
Austin,22746,23972,94.9,07/2001
Austin,22777,23972,95,08/2001
Austin,22769,23972,95,09/2001
Austin,22663,23972,94.5,10/2001
Austin,22697,23972,94.7,11/2001
Austin,22691,23972,94.7,12/2001
Austin,9824,23972,41,01/2002
Austin,15447,23972,64.4,02/2002
Austin,22691,23972,94.7,03/2002
Austin,22686,23972,94.6,04/2002
Austin,22761,23972,94.9,05/2002
Austin,22770,23972,95,06/2002
Austin,22258,23972,92.8,07/2002
Austin,22674,23972,94.6,08/2002
Austin,22669,23972,94.6,09/2002
Austin,22721,23972,94.8,10/2002
Austin,22768,23972,95,11/2002
Austin,22816,23972,95.2,12/2002
Austin,9832,23972,41,01/2003
Austin,14877,23972,62.1,02/2003
Austin,22690,23972,94.7,03/2003
Austin,22763,23972,95,04/2003
Austin,22843,23972,95.3,05/2003
Austin,22932,23972,95.7,06/2003
Austin,22949,23972,95.7,07/2003
Austin,22877,23972,95.4,08/2003
Austin,22893,23972,95.5,09/2003
Austin,22988,23972,95.9,10/2003
Austin,23096,23972,96.3,11/2003
Austin,22920,23972,95.6,12/2003
Austin,14390,23972,60,01/2004
Austin,15915,23972,66.4,02/2004
Austin,22924,23972,95.6,03/2004
Austin,22879,23972,95.4,04/2004
Austin,22875,23972,95.4,05/2004
Austin,22805,23972,95.1,06/2004
Austin,22839,23972,95.3,07/2004
Austin,22949,23972,95.7,08/2004
Austin,23005,23972,96,09/2004
Austin,22949,23972,95.7,10/2004
Austin,22855,23972,95.3,11/2004
Austin,22797,23972,95.1,12/2004
Austin,10500,23972,43.8,01/2005
Austin,16515,23972,68.9,02/2005
Austin,22970,23972,95.8,03/2005
Austin,22814,23972,95.2,04/2005
Austin,22926,23972,95.6,05/2005
Austin,23010,23972,96,06/2005
Austin,22905,23972,95.5,07/2005
Austin,22956,23972,95.8,08/2005
Austin,23164,23972,96.6,09/2005
Austin,22986,23972,95.9,10/2005
Austin,22863,23972,95.4,11/2005
Austin,23039,23972,96.1,12/2005
Austin,23092,23972,96.3,01/2006
Austin,23040,23972,96.1,02/2006
Austin,23100,23972,96.4,03/2006
Austin,23156,23972,96.6,04/2006
Austin,23080,23972,96.3,05/2006
Austin,23142,23972,96.5,06/2006
Austin,23019,23972,96,07/2006
Austin,23156,23972,96.6,08/2006
