reservoir,storage,capacity,pct_capacity,date
"Elephant Butte",1695579,1960900,86.5,01/2000
"Elephant Butte",1672429,1960900,85.3,02/2000
"Elephant Butte",1617888,1960900,82.5,03/2000
"Elephant Butte",1566416,1960900,79.9,04/2000
"Elephant Butte",1518436,1960900,77.4,05/2000
"Elephant Butte",1442601,1960900,73.6,06/2000
"Elephant Butte",1370629,1960900,69.9,07/2000
"Elephant Butte",1279531,1960900,65.3,08/2000
"Elephant Butte",1206708,1960900,61.5,09/2000
"Elephant Butte",1169930,1960900,59.7,10/2000
"Elephant Butte",1208218,1960900,61.6,11/2000
"Elephant Butte",1243406,1960900,63.4,12/2000
"Elephant Butte",1282065,1960900,65.4,01/2001
"Elephant Butte",1270289,1960900,64.8,02/2001
"Elephant Butte",1219554,1960900,62.2,03/2001
"Elephant Butte",1165236,1960900,59.4,04/2001
"Elephant Butte",1110550,1960900,56.6,05/2001
"Elephant Butte",1078507,1960900,55,06/2001
"Elephant Butte",985582,1960900,50.3,07/2001
"Elephant Butte",899470,1960900,45.9,08/2001
"Elephant Butte",851083,1960900,43.4,09/2001
"Elephant Butte",834311,1960900,42.5,10/2001
"Elephant Butte",849777,1960900,43.3,11/2001
"Elephant Butte",877425,1960900,44.7,12/2001
"Elephant Butte",897802,1960900,45.8,01/2002
"Elephant Butte",899307,1960900,45.9,02/2002
"Elephant Butte",848703,1960900,43.3,03/2002
"Elephant Butte",771479,1960900,39.3,04/2002
"Elephant Butte",681426,1960900,34.8,05/2002
"Elephant Butte",580226,1960900,29.6,06/2002
"Elephant Butte",469673,1960900,24,07/2002
"Elephant Butte",383010,1960900,19.5,08/2002
"Elephant Butte",311374,1960900,15.9,09/2002
"Elephant Butte",278280,1960900,14.2,10/2002
"Elephant Butte",293444,1960900,15,11/2002
"Elephant Butte",323236,1960900,16.5,12/2002
"Elephant Butte",356592,1960900,18.2,01/2003
"Elephant Butte",386447,1960900,19.7,02/2003
"Elephant Butte",389463,1960900,19.9,03/2003
"Elephant Butte",370845,1960900,18.9,04/2003
"Elephant Butte",349602,1960900,17.8,05/2003
"Elephant Butte",295914,1960900,15.1,06/2003
"Elephant Butte",232958,1960900,11.9,07/2003
"Elephant Butte",178317,1960900,9.1,08/2003
"Elephant Butte",148438,1960900,7.6,09/2003
"Elephant Butte",155245,1960900,7.9,10/2003
"Elephant Butte",165445,1960900,8.4,11/2003
"Elephant Butte",189140,1960900,9.6,12/2003
"Elephant Butte",220892,1960900,11.3,01/2004
"Elephant Butte",251377,1960900,12.8,02/2004
"Elephant Butte",237923,1960900,12.1,03/2004
"Elephant Butte",247131,1960900,12.6,04/2004
"Elephant Butte",288512,1960900,14.7,05/2004
"Elephant Butte",278556,1960900,14.2,06/2004
"Elephant Butte",178486,1960900,9.1,07/2004
"Elephant Butte",125923,1960900,6.4,08/2004
"Elephant Butte",99966,1960900,5.1,09/2004
"Elephant Butte",100771,1960900,5.1,10/2004
"Elephant Butte",119507,1960900,6.1,11/2004
"Elephant Butte",162529,1960900,8.3,12/2004
"Elephant Butte",212231,1960900,10.8,01/2005
"Elephant Butte",259796,1960900,13.2,02/2005
"Elephant Butte",306705,1960900,15.6,03/2005
"Elephant Butte",286617,1960900,14.6,04/2005
"Elephant Butte",377583,1960900,19.3,05/2005
"Elephant Butte",513864,1960900,26.2,06/2005
"Elephant Butte",506771,1960900,25.8,07/2005
"Elephant Butte",409285,1960900,20.9,08/2005
"Elephant Butte",360722,1960900,18.4,09/2005
"Elephant Butte",330111,1960900,16.8,10/2005
"Elephant Butte",355298,1960900,18.1,11/2005
"Elephant Butte",395851,1960900,20.2,12/2005
"Elephant Butte",438172,1960900,22.3,01/2006
"Elephant Butte",471328,1960900,24,02/2006
"Elephant Butte",469727,1960900,24,03/2006
"Elephant Butte",405413,1960900,20.7,04/2006
"Elephant Butte",334627,1960900,17.1,05/2006
"Elephant Butte",253893,1960900,12.9,06/2006
"Elephant Butte",197983,1960900,10.1,07/2006
"Elephant Butte",255844,1960900,13,08/2006
"Elephant Butte",335380,1960900,17.1,09/2006
"Elephant Butte",362991,1960900,18.5,10/2006
"Elephant Butte",417621,1960900,21.3,11/2006
"Elephant Butte",475186,1960900,24.2,12/2006
"Elephant Butte",523788,1960900,26.7,01/2007
"Elephant Butte",565786,1960900,28.9,02/2007
"Elephant Butte",594637,1960900,30.3,03/2007
"Elephant Butte",568964,1960900,29,04/2007
"Elephant Butte",556009,1960900,28.4,05/2007
"Elephant Butte",585096,1960900,29.8,06/2007
"Elephant Butte",495017,1960900,25.2,07/2007
"Elephant Butte",413803,1960900,21.1,08/2007
"Elephant Butte",366556,1960900,18.7,09/2007
"Elephant Butte",324927,1960900,16.6,10/2007
"Elephant Butte",326060,1960900,16.6,11/2007
"Elephant Butte",369499,1960900,18.8,12/2007
"Elephant Butte",419774,1960900,21.4,01/2008
"Elephant Butte",461241,1960900,23.5,02/2008
"Elephant Butte",475093,1960900,24.2,03/2008
"Elephant Butte",497860,1960900,25.4,04/2008
"Elephant Butte",561669,1960900,28.6,05/2008
"Elephant Butte",620654,1960900,31.7,06/2008
"Elephant Butte",604895,1960900,30.8,07/2008
"Elephant Butte",588342,1960900,30,08/2008
"Elephant Butte",568946,1960900,29,09/2008
"Elephant Butte",571271,1960900,29.1,10/2008
"Elephant Butte",593500,1960900,30.3,11/2008
"Elephant Butte",627099,1960900,32,12/2008
"Elephant Butte",659312,1960900,33.6,01/2009
"Elephant Butte",693872,1960900,35.4,02/2009
"Elephant Butte",658263,1960900,33.6,03/2009
"Elephant Butte",603382,1960900,30.8,04/2009
"Elephant Butte",617857,1960900,31.5,05/2009
"Elephant Butte",663404,1960900,33.8,06/2009
"Elephant Butte",596671,1960900,30.4,07/2009
"Elephant Butte",499736,1960900,25.5,08/2009
"Elephant Butte",453732,1960900,23.1,09/2009
"Elephant Butte",450413,1960900,23,10/2009
"Elephant Butte",469136,1960900,23.9,11/2009
"Elephant Butte",500868,1960900,25.5,12/2009
"Elephant Butte",539979,1960900,27.5,01/2010
"Elephant Butte",567284,1960900,28.9,02/2010
"Elephant Butte",559265,1960900,28.5,03/2010
"Elephant Butte",520623,1960900,26.6,04/2010
"Elephant Butte",569679,1960900,29.1,05/2010
"Elephant Butte",579590,1960900,29.6,06/2010
"Elephant Butte",478099,1960900,24.4,07/2010
"Elephant Butte",417118,1960900,21.3,08/2010
"Elephant Butte",369695,1960900,18.9,09/2010
"Elephant Butte",369227,1960900,18.8,10/2010
"Elephant Butte",380622,1960900,19.4,11/2010
"Elephant Butte",412132,1960900,21,12/2010
"Elephant Butte",456269,1960900,23.3,01/2011
"Elephant Butte",488505,1960900,24.9,02/2011
"Elephant Butte",494476,1960900,25.2,03/2011
"Elephant Butte",421220,1960900,21.5,04/2011
"Elephant Butte",369380,1960900,18.8,05/2011
"Elephant Butte",323211,1960900,16.5,06/2011
"Elephant Butte",242530,1960900,12.4,07/2011
"Elephant Butte",216962,1960900,11.1,08/2011
"Elephant Butte",196244,1960900,10,09/2011
"Elephant Butte",201953,1960900,10.3,10/2011
"Elephant Butte",220605,1960900,11.3,11/2011
"Elephant Butte",267028,1960900,13.6,12/2011
"Elephant Butte",313770,1960900,16,01/2012
"Elephant Butte",349650,1960900,17.8,02/2012
"Elephant Butte",379611,1960900,19.4,03/2012
"Elephant Butte",384326,1960900,19.6,04/2012
"Elephant Butte",365796,1960900,18.7,05/2012
"Elephant Butte",318347,1960900,16.2,06/2012
"Elephant Butte",215819,1960900,11,07/2012
"Elephant Butte",140056,1960900,7.1,08/2012
"Elephant Butte",111062,1960900,5.7,09/2012
"Elephant Butte",113543,1960900,5.8,10/2012
"Elephant Butte",117024,1960900,6,11/2012
"Elephant Butte",141254,1960900,7.2,12/2012
"Elephant Butte",171999,1960900,8.8,01/2013
"Elephant Butte",195120,1960900,10,02/2013
"Elephant Butte",215069,1960900,11,03/2013
"Elephant Butte",221716,1960900,11.3,04/2013
"Elephant Butte",220102,1960900,11.2,05/2013
"Elephant Butte",138678,1960900,7.1,06/2013
"Elephant Butte",64928,1960900,3.3,07/2013
"Elephant Butte",85191,1960900,4.3,08/2013
"Elephant Butte",120660,1960900,6.2,09/2013
"Elephant Butte",173961,1960900,8.9,10/2013
"Elephant Butte",211630,1960900,10.8,11/2013
"Elephant Butte",258563,1960900,13.2,12/2013
"Elephant Butte",295942,1960900,15.1,01/2014
"Elephant Butte",325582,1960900,16.6,02/2014
"Elephant Butte",354365,1960900,18.1,03/2014
"Elephant Butte",362862,1960900,18.5,04/2014
"Elephant Butte",368615,1960900,18.8,05/2014
"Elephant Butte",295080,1960900,15,06/2014
"Elephant Butte",174638,1960900,8.9,07/2014
"Elephant Butte",142389,1960900,7.3,08/2014
"Elephant Butte",160668,1960900,8.2,09/2014
"Elephant Butte",179116,1960900,9.1,10/2014
"Elephant Butte",183065,1960900,9.3,11/2014
"Elephant Butte",234957,1960900,12,12/2014
"Elephant Butte",272650,1960900,13.9,01/2015
"Elephant Butte",309139,1960900,15.8,02/2015
"Elephant Butte",345252,1960900,17.6,03/2015
"Elephant Butte",385517,1960900,19.7,04/2015
"Elephant Butte",392471,1960900,20,05/2015
"Elephant Butte",372055,1960900,19,06/2015
"Elephant Butte",312758,1960900,15.9,07/2015
"Elephant Butte",239645,1960900,12.2,08/2015
"Elephant Butte",171902,1960900,8.8,09/2015
"Elephant Butte",172372,1960900,8.8,10/2015
"Elephant Butte",201214,1960900,10.3,11/2015
"Elephant Butte",278585,1960900,14.2,12/2015
"Elephant Butte",342773,1960900,17.5,01/2016
"Elephant Butte",378571,1960900,19.3,02/2016
"Elephant Butte",418457,1960900,21.3,03/2016
"Elephant Butte",365803,1960900,18.7,04/2016
"Elephant Butte",310964,1960900,15.9,05/2016
"Elephant Butte",320861,1960900,16.4,06/2016
"Elephant Butte",242566,1960900,12.4,07/2016
"Elephant Butte",155981,1960900,8,08/2016
"Elephant Butte",128968,1960900,6.6,09/2016
"Elephant Butte",130774,1960900,6.7,10/2016
"Elephant Butte",144617,1960900,7.4,11/2016
"Elephant Butte",180662,1960900,9.2,12/2016
"Elephant Butte",225673,1960900,11.5,01/2017
"Elephant Butte",270332,1960900,13.8,02/2017
"Elephant Butte",298013,1960900,15.2,03/2017
"Elephant Butte",353356,1960900,18,04/2017
"Elephant Butte",449539,1960900,22.9,05/2017
"Elephant Butte",503670,1960900,25.7,06/2017
"Elephant Butte",407989,1960900,20.8,07/2017
"Elephant Butte",324932,1960900,16.6,08/2017
"Elephant Butte",254871,1960900,13,09/2017
"Elephant Butte",273230,1960900,13.9,10/2017
"Elephant Butte",321063,1960900,16.4,11/2017
"Elephant Butte",392787,1960900,20,12/2017
"Elephant Butte",438706,1960900,22.4,01/2018
"Elephant Butte",474200,1960900,24.2,02/2018
"Elephant Butte",466079,1960900,23.8,03/2018
"Elephant Butte",415355,1960900,21.2,04/2018
"Elephant Butte",367417,1960900,18.7,05/2018
"Elephant Butte",282205,1960900,14.4,06/2018
"Elephant Butte",174311,1960900,8.9,07/2018
"Elephant Butte",108776,1960900,5.5,08/2018
"Elephant Butte",67892,1960900,3.5,09/2018
"Elephant Butte",63900,1960900,3.3,10/2018
"Elephant Butte",80106,1960900,4.1,11/2018
"Elephant Butte",101207,1960900,5.2,12/2018
"Elephant Butte",128403,1960900,6.5,01/2019
"Elephant Butte",156700,1960900,8,02/2019
"Elephant Butte",195224,1960900,10,03/2019
"Elephant Butte",260707,1960900,13.3,04/2019
"Elephant Butte",405610,1960900,20.7,05/2019
"Elephant Butte",511111,1960900,26.1,06/2019
"Elephant Butte",564384,1960900,28.8,07/2019
"Elephant Butte",499345,1960900,25.5,08/2019
"Elephant Butte",442971,1960900,22.6,09/2019
"Elephant Butte",428881,1960900,21.9,10/2019
"Elephant Butte",460618,1960900,23.5,11/2019
"Elephant Butte",535542,1960900,27.3,12/2019
"Elephant Butte",573190,1960900,29.2,01/2020
"Elephant Butte",605101,1960900,30.9,02/2020
"Elephant Butte",589304,1960900,30.1,03/2020
"Elephant Butte",540498,1960900,27.6,04/2020
"Elephant Butte",455944,1960900,23.3,05/2020
"Elephant Butte",346294,1960900,17.7,06/2020
"Elephant Butte",227051,1960900,11.6,07/2020
"Elephant Butte",139514,1960900,7.1,08/2020
"Elephant Butte",90212,1960900,4.6,09/2020
"Elephant Butte",91974,1960900,4.7,10/2020
"Elephant Butte",93038,1960900,4.7,11/2020
"Elephant Butte",113400,1960900,5.8,12/2020
"Elephant Butte",141158,1960900,7.2,01/2021
"Elephant Butte",168861,1960900,8.6,02/2021
"Elephant Butte",195972,1960900,10,03/2021
"Elephant Butte",217777,1960900,11.1,04/2021
"Elephant Butte",235792,1960900,12,05/2021
"Elephant Butte",187983,1960900,9.6,06/2021
