reservoir,storage,capacity,pct_capacity,date,state
Meredith,353265,500000,70.7,01/2000
Meredith,347198,500000,69.4,02/2000
Meredith,360213,500000,72,03/2000
Meredith,375820,500000,75.2,04/2000
Meredith,366052,500000,73.2,05/2000
Meredith,354078,500000,70.8,06/2000
Meredith,349129,500000,69.8,07/2000
Meredith,334152,500000,66.8,08/2000
Meredith,313935,500000,62.8,09/2000
Meredith,298836,500000,59.8,10/2000
Meredith,308926,500000,61.8,11/2000
Meredith,304506,500000,60.9,12/2000
Meredith,302496,500000,60.5,01/2001
Meredith,304047,500000,60.8,02/2001
Meredith,308363,500000,61.7,03/2001
Meredith,311013,500000,62.2,04/2001
Meredith,305816,500000,61.2,05/2001
Meredith,298587,500000,59.7,06/2001
Meredith,282242,500000,56.4,07/2001
Meredith,266266,500000,53.3,08/2001
Meredith,252465,500000,50.5,09/2001
Meredith,237768,500000,47.6,10/2001
Meredith,228101,500000,45.6,11/2001
Meredith,220375,500000,44.1,12/2001
Meredith,214595,500000,42.9,01/2002
Meredith,210593,500000,42.1,02/2002
Meredith,204759,500000,41,03/2002
Meredith,200496,500000,40.1,04/2002
Meredith,193365,500000,38.7,05/2002
Meredith,185261,500000,37.1,06/2002
Meredith,178547,500000,35.7,07/2002
Meredith,172566,500000,34.5,08/2002
Meredith,167891,500000,33.6,09/2002
Meredith,164419,500000,32.9,10/2002
Meredith,162677,500000,32.5,11/2002
Meredith,159615,500000,31.9,12/2002
Meredith,157093,500000,31.4,01/2003
Meredith,153514,500000,30.7,02/2003
Meredith,150007,500000,30,03/2003
Meredith,144432,500000,28.9,04/2003
Meredith,136315,500000,27.3,05/2003
Meredith,133322,500000,26.7,06/2003
Meredith,132118,500000,26.4,07/2003
Meredith,119740,500000,23.9,08/2003
Meredith,115794,500000,23.2,09/2003
Meredith,112101,500000,22.4,10/2003
Meredith,106498,500000,21.3,11/2003
Meredith,101482,500000,20.3,12/2003
Meredith,98738,500000,19.7,01/2004
Meredith,96907,500000,19.4,02/2004
Meredith,98381,500000,19.7,03/2004
Meredith,100804,500000,20.2,04/2004
Meredith,99463,500000,19.9,05/2004
Meredith,94855,500000,19,06/2004
Meredith,104609,500000,20.9,07/2004
Meredith,108610,500000,21.7,08/2004
Meredith,112182,500000,22.4,09/2004
Meredith,116706,500000,23.3,10/2004
Meredith,118701,500000,23.7,11/2004
Meredith,127342,500000,25.5,12/2004
Meredith,131926,500000,26.4,01/2005
Meredith,135411,500000,27.1,02/2005
Meredith,136567,500000,27.3,03/2005
Meredith,136090,500000,27.2,04/2005
Meredith,133190,500000,26.6,05/2005
Meredith,140122,500000,28,06/2005
Meredith,139186,500000,27.8,07/2005
Meredith,130842,500000,26.2,08/2005
Meredith,126929,500000,25.4,09/2005
Meredith,119992,500000,24,10/2005
Meredith,114242,500000,22.8,11/2005
Meredith,109674,500000,21.9,12/2005
Meredith,106208,500000,21.2,01/2006
Meredith,102353,500000,20.5,02/2006
Meredith,98432,500000,19.7,03/2006
Meredith,93766,500000,18.8,04/2006
Meredith,87563,500000,17.5,05/2006
Meredith,78552,500000,15.7,06/2006
Meredith,72900,500000,14.6,07/2006
Meredith,67864,500000,13.6,08/2006
Meredith,72777,500000,14.6,09/2006
Meredith,71901,500000,14.4,10/2006
Meredith,69351,500000,13.9,11/2006
Meredith,66885,500000,13.4,12/2006
Meredith,69062,500000,13.8,01/2007
Meredith,69946,500000,14,02/2007
Meredith,69335,500000,13.9,03/2007
Meredith,77141,500000,15.4,04/2007
Meredith,77534,500000,15.5,05/2007
Meredith,78166,500000,15.6,06/2007
Meredith,74650,500000,14.9,07/2007
Meredith,68927,500000,13.8,08/2007
Meredith,63498,500000,12.7,09/2007
Meredith,58030,500000,11.6,10/2007
Meredith,53957,500000,10.8,11/2007
Meredith,52090,500000,10.4,12/2007
Meredith,50330,500000,10.1,01/2008
Meredith,48067,500000,9.6,02/2008
Meredith,45587,500000,9.1,03/2008
Meredith,42555,500000,8.5,04/2008
Meredith,38172,500000,7.6,05/2008
Meredith,32015,500000,6.4,06/2008
Meredith,31055,500000,6.2,07/2008
Meredith,39018,500000,7.8,08/2008
Meredith,52107,500000,10.4,09/2008
Meredith,55488,500000,11.1,10/2008
Meredith,65269,500000,13.1,11/2008
Meredith,64426,500000,12.9,12/2008
Meredith,62940,500000,12.6,01/2009
Meredith,61585,500000,12.3,02/2009
Meredith,59214,500000,11.8,03/2009
Meredith,56630,500000,11.3,04/2009
Meredith,54301,500000,10.9,05/2009
Meredith,48478,500000,9.7,06/2009
Meredith,42079,500000,8.4,07/2009
Meredith,40156,500000,8,08/2009
Meredith,38267,500000,7.7,09/2009
Meredith,34255,500000,6.9,10/2009
Meredith,31883,500000,6.4,11/2009
Meredith,29443,500000,5.9,12/2009
Meredith,27200,500000,5.4,01/2010
Meredith,28592,500000,5.7,02/2010
Meredith,31346,500000,6.3,03/2010
Meredith,30992,500000,6.2,04/2010
Meredith,30125,500000,6,05/2010
Meredith,26021,500000,5.2,06/2010
Meredith,21950,500000,4.4,07/2010
Meredith,17009,500000,3.4,08/2010
Meredith,12444,500000,2.5,09/2010
Meredith,8019,500000,1.6,10/2010
Meredith,5201,500000,1,11/2010
Meredith,3875,500000,0.8,12/2010
Meredith,3680,500000,0.7,01/2011
Meredith,3577,500000,0.7,02/2011
Meredith,3669,500000,0.7,03/2011
Meredith,2585,500000,0.5,04/2011
Meredith,779,500000,0.2,05/2011
Meredith,0,500000,0,06/2011
Meredith,0,500000,0,07/2011
Meredith,0,500000,0,08/2011
Meredith,0,500000,0,09/2011
Meredith,0,500000,0,10/2011
Meredith,0,500000,0,11/2011
Meredith,0,500000,0,12/2011
Meredith,0,500000,0,01/2012
Meredith,0,500000,0,02/2012
Meredith,0,500000,0,03/2012
Meredith,0,500000,0,04/2012
Meredith,0,500000,0,05/2012
Meredith,0,500000,0,06/2012
Meredith,0,500000,0,07/2012
Meredith,0,500000,0,08/2012
Meredith,0,500000,0,09/2012
Meredith,0,500000,0,10/2012
Meredith,0,500000,0,11/2012
Meredith,0,500000,0,12/2012
Meredith,0,500000,0,01/2013
Meredith,0,500000,0,02/2013
Meredith,0,500000,0,03/2013
Meredith,0,500000,0,04/2013
Meredith,0,500000,0,05/2013
Meredith,0,500000,0,06/2013
Meredith,0,500000,0,07/2013
Meredith,0,500000,0,08/2013
Meredith,0,500000,0,09/2013
Meredith,0,500000,0,10/2013
Meredith,0,500000,0,11/2013
Meredith,0,500000,0,12/2013
Meredith,0,500000,0,01/2014
Meredith,0,500000,0,02/2014
Meredith,0,500000,0,03/2014
Meredith,0,500000,0,04/2014
Meredith,0,500000,0,05/2014
Meredith,2708,500000,0.5,06/2014
Meredith,14515,500000,2.9,07/2014
Meredith,21992,500000,4.4,08/2014
Meredith,24288,500000,4.9,09/2014
Meredith,26050,500000,5.2,10/2014
Meredith,25438,500000,5.1,11/2014
Meredith,25163,500000,5,12/2014
Meredith,25489,500000,5.1,01/2015
Meredith,26935,500000,5.4,02/2015
Meredith,27729,500000,5.5,03/2015
Meredith,27319,500000,5.5,04/2015
Meredith,35007,500000,7,05/2015
Meredith,57862,500000,11.6,06/2015
Meredith,74705,500000,14.9,07/2015
Meredith,100415,500000,20.1,08/2015
Meredith,104594,500000,20.9,09/2015
Meredith,108502,500000,21.7,10/2015
Meredith,123803,500000,24.8,11/2015
Meredith,126490,500000,25.3,12/2015
Meredith,129987,500000,26,01/2016
Meredith,131647,500000,26.3,02/2016
Meredith,132188,500000,26.4,03/2016
Meredith,131897,500000,26.4,04/2016
Meredith,133066,500000,26.6,05/2016
Meredith,133810,500000,26.8,06/2016
Meredith,129973,500000,26,07/2016
Meredith,124058,500000,24.8,08/2016
Meredith,121562,500000,24.3,09/2016
Meredith,119627,500000,23.9,10/2016
Meredith,117534,500000,23.5,11/2016
Meredith,115862,500000,23.2,12/2016
Meredith,116462,500000,23.3,01/2017
Meredith,118682,500000,23.7,02/2017
Meredith,118786,500000,23.8,03/2017
Meredith,122031,500000,24.4,04/2017
Meredith,124073,500000,24.8,05/2017
Meredith,122174,500000,24.4,06/2017
Meredith,120204,500000,24,07/2017
Meredith,131656,500000,26.3,08/2017
Meredith,150454,500000,30.1,09/2017
Meredith,178986,500000,35.8,10/2017
Meredith,200952,500000,40.2,11/2017
Meredith,203331,500000,40.7,12/2017
Meredith,203046,500000,40.6,01/2018
Meredith,202855,500000,40.6,02/2018
Meredith,201802,500000,40.4,03/2018
Meredith,199279,500000,39.9,04/2018
Meredith,197476,500000,39.5,05/2018
Meredith,196225,500000,39.2,06/2018
Meredith,191877,500000,38.4,07/2018
Meredith,186371,500000,37.3,08/2018
Meredith,182894,500000,36.6,09/2018
Meredith,186063,500000,37.2,10/2018
Meredith,191052,500000,38.2,11/2018
Meredith,190716,500000,38.1,12/2018
Meredith,190860,500000,38.2,01/2019
Meredith,191044,500000,38.2,02/2019
Meredith,191810,500000,38.4,03/2019
Meredith,193071,500000,38.6,04/2019
