reservoir,storage,capacity,pct_capacity,date,state
"Bluewater Lake",4090,38500,10.6,01/2000,NM
"Bluewater Lake",4040,38500,10.5,02/2000,NM
"Bluewater Lake",3960,38500,10.3,03/2000,NM
"Bluewater Lake",3950,38500,10.3,04/2000,NM
"Bluewater Lake",3780,38500,9.8,05/2000,NM
"Bluewater Lake",3510,38500,9.1,06/2000,NM
"Bluewater Lake",3280,38500,8.5,07/2000,NM
"Bluewater Lake",3130,38500,8.1,08/2000,NM
"Bluewater Lake",2970,38500,7.7,09/2000,NM
"Bluewater Lake",2800,38500,7.3,10/2000,NM
"Bluewater Lake",2760,38500,7.2,11/2000,NM
"Bluewater Lake",2700,38500,7,12/2000,NM
"Bluewater Lake",2640,38500,6.9,01/2001,NM
"Bluewater Lake",2620,38500,6.8,02/2001,NM
"Bluewater Lake",2650,38500,6.9,03/2001,NM
"Bluewater Lake",4860,38500,12.6,04/2001,NM
"Bluewater Lake",5160,38500,13.4,05/2001,NM
"Bluewater Lake",4920,38500,12.8,06/2001,NM
"Bluewater Lake",3580,38500,9.3,07/2001,NM
"Bluewater Lake",3450,38500,9,08/2001,NM
"Bluewater Lake",3350,38500,8.7,09/2001,NM
"Bluewater Lake",3150,38500,8.2,10/2001,NM
"Bluewater Lake",2980,38500,7.7,11/2001,NM
"Bluewater Lake",2890,38500,7.5,12/2001,NM
"Bluewater Lake",2840,38500,7.4,01/2002,NM
"Bluewater Lake",2810,38500,7.3,02/2002,NM
"Bluewater Lake",2770,38500,7.2,03/2002,NM
"Bluewater Lake",2660,38500,6.9,04/2002,NM
"Bluewater Lake",2500,38500,6.5,05/2002,NM
"Bluewater Lake",2300,38500,6,06/2002,NM
"Bluewater Lake",2070,38500,5.4,07/2002,NM
"Bluewater Lake",1960,38500,5.1,08/2002,NM
"Bluewater Lake",1830,38500,4.8,09/2002,NM
"Bluewater Lake",1750,38500,4.5,10/2002,NM
"Bluewater Lake",1690,38500,4.4,11/2002,NM
"Bluewater Lake",1660,38500,4.3,12/2002,NM
"Bluewater Lake",1630,38500,4.2,01/2003,NM
"Bluewater Lake",1590,38500,4.1,02/2003,NM
"Bluewater Lake",1710,38500,4.4,03/2003,NM
"Bluewater Lake",5580,38500,14.5,04/2003,NM
"Bluewater Lake",5780,38500,15,05/2003,NM
"Bluewater Lake",5400,38500,14,06/2003,NM
"Bluewater Lake",5030,38500,13.1,07/2003,NM
"Bluewater Lake",4720,38500,12.3,08/2003,NM
"Bluewater Lake",4560,38500,11.8,09/2003,NM
"Bluewater Lake",4480,38500,11.6,10/2003,NM
"Bluewater Lake",4270,38500,11.1,11/2003,NM
"Bluewater Lake",4150,38500,10.8,12/2003,NM
"Bluewater Lake",4070,38500,10.6,01/2004,NM
"Bluewater Lake",4030,38500,10.5,02/2004,NM
"Bluewater Lake",3980,38500,10.3,03/2004,NM
"Bluewater Lake",4150,38500,10.8,04/2004,NM
"Bluewater Lake",4920,38500,12.8,05/2004,NM
"Bluewater Lake",4570,38500,11.9,06/2004,NM
"Bluewater Lake",4240,38500,11,07/2004,NM
"Bluewater Lake",3990,38500,10.4,08/2004,NM
"Bluewater Lake",3780,38500,9.8,09/2004,NM
"Bluewater Lake",3570,38500,9.3,10/2004,NM
"Bluewater Lake",3450,38500,9,11/2004,NM
"Bluewater Lake",3360,38500,8.7,12/2004,NM
"Bluewater Lake",3300,38500,8.6,01/2005,NM
"Bluewater Lake",3260,38500,8.5,02/2005,NM
"Bluewater Lake",4920,38500,12.8,03/2005,NM
"Bluewater Lake",7750,38500,20.1,04/2005,NM
"Bluewater Lake",9770,38500,25.4,05/2005,NM
"Bluewater Lake",8420,38500,21.9,06/2005,NM
"Bluewater Lake",6490,38500,16.9,07/2005,NM
"Bluewater Lake",4590,38500,11.9,08/2005,NM
"Bluewater Lake",3760,38500,9.8,09/2005,NM
"Bluewater Lake",3520,38500,9.1,10/2005,NM
"Bluewater Lake",3390,38500,8.8,11/2005,NM
"Bluewater Lake",3280,38500,8.5,12/2005,NM
"Bluewater Lake",3190,38500,8.3,01/2006,NM
"Bluewater Lake",3110,38500,8.1,02/2006,NM
"Bluewater Lake",2990,38500,7.8,03/2006,NM
"Bluewater Lake",2930,38500,7.6,04/2006,NM
"Bluewater Lake",2730,38500,7.1,05/2006,NM
"Bluewater Lake",2530,38500,6.6,06/2006,NM
"Bluewater Lake",2320,38500,6,07/2006,NM
"Bluewater Lake",2240,38500,5.8,08/2006,NM
"Bluewater Lake",2630,38500,6.8,09/2006,NM
"Bluewater Lake",2500,38500,6.5,10/2006,NM
"Bluewater Lake",2360,38500,6.1,11/2006,NM
"Bluewater Lake",2330,38500,6.1,12/2006,NM
"Bluewater Lake",2320,38500,6,01/2007,NM
"Bluewater Lake",2310,38500,6,02/2007,NM
"Bluewater Lake",2330,38500,6.1,03/2007,NM
"Bluewater Lake",2850,38500,7.4,04/2007,NM
"Bluewater Lake",2960,38500,7.7,05/2007,NM
"Bluewater Lake",2780,38500,7.2,06/2007,NM
"Bluewater Lake",2590,38500,6.7,07/2007,NM
"Bluewater Lake",2460,38500,6.4,08/2007,NM
"Bluewater Lake",2320,38500,6,09/2007,NM
"Bluewater Lake",2160,38500,5.6,10/2007,NM
"Bluewater Lake",2420,38500,6.3,11/2007,NM
"Bluewater Lake",2690,38500,7,12/2007,NM
"Bluewater Lake",3020,38500,7.8,01/2008,NM
"Bluewater Lake",3390,38500,8.8,02/2008,NM
"Bluewater Lake",4200,38500,10.9,03/2008,NM
"Bluewater Lake",7050,38500,18.3,04/2008,NM
"Bluewater Lake",7100,38500,18.4,05/2008,NM
"Bluewater Lake",6970,38500,18.1,06/2008,NM
"Bluewater Lake",6210,38500,16.1,07/2008,NM
"Bluewater Lake",5370,38500,13.9,08/2008,NM
"Bluewater Lake",4760,38500,12.4,09/2008,NM
"Bluewater Lake",4410,38500,11.5,10/2008,NM
"Bluewater Lake",4280,38500,11.1,11/2008,NM
"Bluewater Lake",3630,38500,9.4,12/2008,NM
"Bluewater Lake",3290,38500,8.5,01/2009,NM
"Bluewater Lake",4010,38500,10.4,02/2009,NM
"Bluewater Lake",4220,38500,11,03/2009,NM
"Bluewater Lake",4720,38500,12.3,04/2009,NM
"Bluewater Lake",6080,38500,15.8,05/2009,NM
"Bluewater Lake",5750,38500,14.9,06/2009,NM
"Bluewater Lake",5890,38500,15.3,07/2009,NM
"Bluewater Lake",5630,38500,14.6,08/2009,NM
"Bluewater Lake",4250,38500,11,09/2009,NM
"Bluewater Lake",3880,38500,10.1,10/2009,NM
"Bluewater Lake",2560,38500,6.6,11/2009,NM
"Bluewater Lake",1890,38500,4.9,12/2009,NM
"Bluewater Lake",2420,38500,6.3,01/2010,NM
"Bluewater Lake",2800,38500,7.3,02/2010,NM
"Bluewater Lake",3180,38500,8.3,03/2010,NM
"Bluewater Lake",6110,38500,15.9,04/2010,NM
"Bluewater Lake",11700,38500,30.4,05/2010,NM
"Bluewater Lake",12200,38500,31.7,06/2010,NM
"Bluewater Lake",9630,38500,25,07/2010,NM
"Bluewater Lake",9830,38500,25.5,08/2010,NM
"Bluewater Lake",9160,38500,23.8,09/2010,NM
"Bluewater Lake",8070,38500,21,10/2010,NM
"Bluewater Lake",7280,38500,18.9,11/2010,NM
"Bluewater Lake",7082,38500,18.4,12/2010,NM
"Bluewater Lake",6960,38500,18.1,01/2011,NM
"Bluewater Lake",6850,38500,17.8,02/2011,NM
"Bluewater Lake",6736,38500,17.5,03/2011,NM
"Bluewater Lake",6542,38500,17,04/2011,NM
"Bluewater Lake",6190,38500,16.1,05/2011,NM
"Bluewater Lake",5797,38500,15.1,06/2011,NM
"Bluewater Lake",5420,38500,14.1,07/2011,NM
