swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
0.3,41,2015,01,17,CA,5,1258,36.3,-36.0,36.0,-35.7,0
0.1,41,2015,01,18,CA,5,1258,35.0,-34.9,34.0,-33.9,0
4.5,14,2016,01,01,CA,5,1258,25.0,-20.5,22.0,-17.5,0
4.5,20,2016,01,02,CA,5,1258,24.0,-19.5,21.0,-16.5,0
4.7,32,2016,01,03,CA,5,1258,30.7,-26.0,32.0,-27.3,0
4.6,33,2016,01,04,CA,5,1258,30.7,-26.1,33.0,-28.4,0
4.8,34,2016,01,05,CA,5,1258,26.3,-21.5,34.0,-29.2,0
5.0,30,2016,01,06,CA,5,1258,24.7,-19.7,29.0,-24.0,0
5.1,30,2016,01,07,CA,5,1258,29.7,-24.6,30.0,-24.9,0
5.0,28,2016,01,08,CA,5,1258,35.3,-30.3,38.0,-33.0,0
5.0,29,2016,01,09,CA,5,1258,32.3,-27.3,31.0,-26.0,0
5.3,27,2016,01,10,CA,5,1258,32.0,-26.7,33.0,-27.7,0
5.2,30,2016,01,11,CA,5,1258,31.7,-26.5,30.0,-24.8,0
5.4,35,2016,01,12,CA,5,1258,32.0,-26.6,35.0,-29.6,0
5.4,32,2016,01,13,CA,5,1258,30.7,-25.3,32.0,-26.6,0
6.1,27,2016,01,14,CA,5,1258,29.0,-22.9,28.0,-21.9,0
6.8,29,2016,01,15,CA,5,1258,29.3,-22.5,29.0,-22.2,0
6.8,33,2016,01,16,CA,5,1258,33.7,-26.9,33.0,-26.2,0
6.9,36,2016,01,17,CA,5,1258,36.3,-29.4,36.0,-29.1,0
6.9,35,2016,01,18,CA,5,1258,35.0,-28.1,34.0,-27.1,0
6.9,35,2016,01,19,CA,5,1258,32.3,-25.4,32.5,-25.6,0
7.0,33,2016,01,20,CA,5,1258,30.5,-23.5,31.5,-24.5,0
7.1,40,2016,01,21,CA,5,1258,31.0,-23.9,28.5,-21.4,0
6.9,38,2016,01,22,CA,5,1258,31.0,-24.1,29.5,-22.6,0
7.1,34,2016,01,23,CA,5,1258,30.3,-23.2,31.5,-24.4,0
7.4,31,2016,01,24,CA,5,1258,28.8,-21.4,31.0,-23.6,0
7.3,30,2016,01,25,CA,5,1258,29.3,-22.0,28.5,-21.2,0
7.5,33,2016,01,26,CA,5,1258,31.8,-24.3,30.5,-23.0,0
7.6,38,2016,01,27,CA,5,1258,34.0,-26.4,34.5,-26.9,0
7.7,37,2016,01,28,CA,5,1258,39.3,-31.6,39.0,-31.3,0
7.6,34,2016,01,29,CA,5,1258,38.5,-30.9,38.0,-30.4,0
8.0,25,2016,01,30,CA,5,1258,36.0,-28.0,39.0,-31.0,0
7.9,24,2016,01,31,CA,5,1258,34.0,-26.1,36.0,-28.1,0
8.1,19,2016,02,01,CA,5,1258,33.5,-25.4,37.0,-28.9,0
8.0,24,2016,02,02,CA,5,1258,34.5,-26.5,36.0,-28.0,0
7.5,26,2016,02,03,CA,5,1258,34.0,-26.5,34.0,-26.5,0
7.6,29,2016,02,04,CA,5,1258,33.8,-26.2,32.5,-24.9,0
7.8,33,2016,02,05,CA,5,1258,32.5,-24.7,34.5,-26.7,0
7.8,38,2016,02,06,CA,5,1258,30.3,-22.5,34.0,-26.2,0
7.9,41,2016,02,07,CA,5,1258,32.7,-24.8,37.0,-29.1,0
7.9,46,2016,02,08,CA,5,1258,36.7,-28.8,40.0,-32.1,0
7.9,47,2016,02,09,CA,5,1258,37.3,-29.4,41.0,-33.1,0
7.9,45,2016,02,10,CA,5,1258,32.3,-24.4,33.0,-25.1,0
7.7,48,2016,02,11,CA,5,1258,33.3,-25.6,28.0,-20.3,0
7.6,45,2016,02,12,CA,5,1258,35.7,-28.1,35.0,-27.4,0
7.5,39,2016,02,13,CA,5,1258,37.0,-29.5,39.0,-31.5,0
7.4,41,2016,02,14,CA,5,1258,39.3,-31.9,41.0,-33.6,0
7.3,42,2016,02,15,CA,5,1258,36.7,-29.4,42.0,-34.7,0
7.0,45,2016,02,16,CA,5,1258,34.5,-27.5,34.0,-27.0,0
6.9,43,2016,02,17,CA,5,1258,34.0,-27.1,36.0,-29.1,0
6.8,31,2016,02,18,CA,5,1258,27.8,-21.0,28.5,-21.7,0
6.8,32,2016,02,19,CA,5,1258,28.7,-21.9,32.0,-25.2,0
7.1,32,2016,02,20,CA,5,1258,30.7,-23.6,32.0,-24.9,0
7.0,36,2016,02,21,CA,5,1258,27.8,-20.8,28.0,-21.0,0
7.1,32,2016,02,22,CA,5,1258,24.5,-17.4,23.5,-16.4,0
7.0,37,2016,02,23,CA,5,1258,25.0,-18.0,23.0,-16.0,0
7.1,43,2016,02,24,CA,5,1258,29.0,-21.9,27.0,-19.9,0
6.9,45,2016,02,25,CA,5,1258,32.0,-25.1,29.5,-22.6,0
6.9,44,2016,02,26,CA,5,1258,30.8,-23.9,28.5,-21.6,0
6.8,37,2016,02,27,CA,5,1258,29.5,-22.7,29.5,-22.7,0
6.6,40,2016,02,28,CA,5,1258,30.3,-23.7,27.5,-20.9,0
6.3,38,2016,02,29,CA,5,1258,38.0,-31.7,38.0,-31.7,0
6.1,42,2016,03,01,CA,5,1258,32.3,-26.2,29.5,-23.4,0
5.8,43,2016,03,02,CA,5,1258,33.5,-27.7,34.0,-28.2,0
5.4,43,2016,03,03,CA,5,1258,33.8,-28.4,33.5,-28.1,0
4.7,41,2016,03,04,CA,5,1258,32.0,-27.3,32.0,-27.3,0
4.3,42,2016,03,05,CA,5,1258,30.8,-26.5,29.0,-24.7,0
3.5,34,2016,03,06,CA,5,1258,33.0,-29.5,34.5,-31.0,0
3.9,33,2016,03,07,CA,5,1258,33.5,-29.6,32.0,-28.1,0
3.9,29,2016,03,08,CA,5,1258,32.0,-28.1,33.0,-29.1,0
4.1,36,2016,03,09,CA,5,1258,35.0,-30.9,35.5,-31.4,0
4.4,39,2016,03,10,CA,5,1258,36.8,-32.4,37.5,-33.1,0
4.2,38,2016,03,11,CA,5,1258,38.5,-34.3,39.0,-34.8,0
3.8,33,2016,03,12,CA,5,1258,37.3,-33.5,37.5,-33.7,0
4.2,35,2016,03,13,CA,5,1258,37.0,-32.8,37.5,-33.3,0
4.6,31,2016,03,14,CA,5,1258,35.3,-30.7,31.0,-26.4,0
4.5,31,2016,03,15,CA,5,1258,34.8,-30.3,33.5,-29.0,0
4.5,39,2016,03,16,CA,5,1258,37.3,-32.8,39.5,-35.0,0
4.3,44,2016,03,17,CA,5,1258,40.3,-36.0,43.0,-38.7,0
3.9,48,2016,03,18,CA,5,1258,41.3,-37.4,43.5,-39.6,0
3.3,47,2016,03,19,CA,5,1258,43.0,-39.7,45.0,-41.7,0
2.6,42,2016,03,20,CA,5,1258,40.8,-38.2,41.5,-38.9,0
1.8,34,2016,03,21,CA,5,1258,37.5,-35.7,38.0,-36.2,0
1.9,32,2016,03,22,CA,5,1258,34.3,-32.4,34.5,-32.6,0
1.9,36,2016,03,23,CA,5,1258,33.5,-31.6,34.0,-32.1,0
1.8,40,2016,03,24,CA,5,1258,34.3,-32.5,34.5,-32.7,0
0.9,37,2016,03,25,CA,5,1258,34.8,-33.9,37.0,-36.1,0
0.1,38,2016,03,26,CA,5,1258,34.5,-34.4,34.5,-34.4,0
2.0,21,2017,01,01,CA,5,1258,25.0,-23.0,22.0,-20.0,0
2.0,21,2017,01,02,CA,5,1258,24.0,-22.0,21.0,-19.0,0
2.3,25,2017,01,03,CA,5,1258,30.7,-28.4,32.0,-29.7,0
3.3,21,2017,01,04,CA,5,1258,30.7,-27.4,33.0,-29.7,0
3.3,9,2017,01,05,CA,5,1258,26.3,-23.0,34.0,-30.7,0
3.3,15,2017,01,06,CA,5,1258,24.7,-21.4,29.0,-25.7,0
3.6,31,2017,01,07,CA,5,1258,29.7,-26.1,30.0,-26.4,0
3.8,38,2017,01,08,CA,5,1258,35.3,-31.5,38.0,-34.2,0
4.1,31,2017,01,09,CA,5,1258,32.3,-28.2,31.0,-26.9,0
4.5,33,2017,01,10,CA,5,1258,32.0,-27.5,33.0,-28.5,0
5.1,28,2017,01,11,CA,5,1258,31.7,-26.6,30.0,-24.9,0
5.0,25,2017,01,12,CA,5,1258,32.0,-27.0,35.0,-30.0,0
5.1,25,2017,01,13,CA,5,1258,30.7,-25.6,32.0,-26.9,0
5.1,28,2017,01,14,CA,5,1258,29.0,-23.9,28.0,-22.9,0
5.1,26,2017,01,15,CA,5,1258,29.3,-24.2,29.0,-23.9,0
4.9,33,2017,01,16,CA,5,1258,33.7,-28.8,33.0,-28.1,0
5.0,36,2017,01,17,CA,5,1258,36.3,-31.3,36.0,-31.0,0
5.1,33,2017,01,18,CA,5,1258,35.0,-29.9,34.0,-28.9,0
5.4,30,2017,01,19,CA,5,1258,32.3,-26.9,32.5,-27.1,0
5.9,30,2017,01,20,CA,5,1258,30.5,-24.6,31.5,-25.6,0
6.2,30,2017,01,21,CA,5,1258,31.0,-24.8,28.5,-22.3,0
6.3,29,2017,01,22,CA,5,1258,31.0,-24.7,29.5,-23.2,0
6.5,24,2017,01,23,CA,5,1258,30.3,-23.8,31.5,-25.0,0
6.4,21,2017,01,24,CA,5,1258,28.8,-22.4,31.0,-24.6,0
6.4,24,2017,01,25,CA,5,1258,29.3,-22.9,28.5,-22.1,0
6.6,26,2017,01,26,CA,5,1258,31.8,-25.2,30.5,-23.9,0
6.4,25,2017,01,27,CA,5,1258,34.0,-27.6,34.5,-28.1,0
6.4,37,2017,01,28,CA,5,1258,39.3,-32.9,39.0,-32.6,0
6.5,36,2017,01,29,CA,5,1258,38.5,-32.0,38.0,-31.5,0
6.5,39,2017,01,30,CA,5,1258,36.0,-29.5,39.0,-32.5,0
6.5,37,2017,01,31,CA,5,1258,34.0,-27.5,36.0,-29.5,0
6.5,36,2017,02,01,CA,5,1258,33.5,-27.0,37.0,-30.5,0
6.6,36,2017,02,02,CA,5,1258,34.5,-27.9,36.0,-29.4,0
6.8,36,2017,02,03,CA,5,1258,34.0,-27.2,34.0,-27.2,0
6.8,36,2017,02,04,CA,5,1258,33.8,-27.0,32.5,-25.7,0
6.9,36,2017,02,05,CA,5,1258,32.5,-25.6,34.5,-27.6,0
6.9,34,2017,02,06,CA,5,1258,30.3,-23.4,34.0,-27.1,0
7.3,37,2017,02,07,CA,5,1258,32.7,-25.4,37.0,-29.7,0
7.4,40,2017,02,08,CA,5,1258,36.7,-29.3,40.0,-32.6,0
7.1,41,2017,02,09,CA,5,1258,37.3,-30.2,41.0,-33.9,0
6.3,33,2017,02,10,CA,5,1258,32.3,-26.0,33.0,-26.7,0
6.1,28,2017,02,11,CA,5,1258,33.3,-27.2,28.0,-21.9,0
6.2,35,2017,02,12,CA,5,1258,35.7,-29.5,35.0,-28.8,0
6.2,41,2017,02,13,CA,5,1258,37.0,-30.8,39.0,-32.8,0
6.2,42,2017,02,14,CA,5,1258,39.3,-33.1,41.0,-34.8,0
6.2,42,2017,02,15,CA,5,1258,36.7,-30.5,42.0,-35.8,0
6.2,36,2017,02,16,CA,5,1258,34.5,-28.3,34.0,-27.8,0
6.3,35,2017,02,17,CA,5,1258,34.0,-27.7,36.0,-29.7,0
6.6,35,2017,02,18,CA,5,1258,27.8,-21.2,28.5,-21.9,0
7.0,34,2017,02,19,CA,5,1258,28.7,-21.7,32.0,-25.0,0
7.0,36,2017,02,20,CA,5,1258,30.7,-23.7,32.0,-25.0,0
7.6,32,2017,02,21,CA,5,1258,27.8,-20.2,28.0,-20.4,0
