swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
5.4,25,2014,01,01,NM,10,1254,21.6,-16.2,23.0,-17.6,0
5.4,30,2014,01,02,NM,10,1254,21.6,-16.2,20.0,-14.6,0
5.4,29,2014,01,03,NM,10,1254,24.1,-18.7,24.0,-18.6,0
5.4,22,2014,01,04,NM,10,1254,29.1,-23.7,30.0,-24.6,0
5.4,4,2014,01,05,NM,10,1254,27.5,-22.1,30.0,-24.6,0
5.4,21,2014,01,06,NM,10,1254,25.1,-19.7,22.5,-17.1,0
5.4,28,2014,01,07,NM,10,1254,26.3,-20.9,28.0,-22.6,0
5.4,24,2014,01,08,NM,10,1254,29.1,-23.7,30.5,-25.1,0
5.4,23,2014,01,09,NM,10,1254,26.9,-21.5,25.5,-20.1,0
5.4,19,2014,01,10,NM,10,1254,21.5,-16.1,23.0,-17.6,0
5.4,29,2014,01,11,NM,10,1254,22.5,-17.1,22.5,-17.1,0
5.4,23,2014,01,12,NM,10,1254,23.6,-18.2,23.5,-18.1,0
5.4,16,2014,01,13,NM,10,1254,26.4,-21.0,26.5,-21.1,0
5.4,22,2014,01,14,NM,10,1254,26.4,-21.0,24.5,-19.1,0
5.4,28,2014,01,15,NM,10,1254,27.4,-22.0,28.0,-22.6,0
5.4,26,2014,01,16,NM,10,1254,25.9,-20.5,26.0,-20.6,0
5.4,26,2014,01,17,NM,10,1254,26.0,-20.6,27.5,-22.1,0
5.4,28,2014,01,18,NM,10,1254,27.3,-21.9,27.5,-22.1,0
5.4,30,2014,01,19,NM,10,1254,27.4,-22.0,27.0,-21.6,0
5.4,29,2014,01,20,NM,10,1254,28.1,-22.7,29.0,-23.6,0
5.4,31,2014,01,21,NM,10,1254,23.3,-17.9,23.0,-17.6,0
5.4,30,2014,01,22,NM,10,1254,21.0,-15.6,22.0,-16.6,0
5.4,17,2014,01,23,NM,10,1254,22.4,-17.0,21.5,-16.1,0
5.4,24,2014,01,24,NM,10,1254,23.8,-18.4,24.5,-19.1,0
5.4,33,2014,01,25,NM,10,1254,22.4,-17.0,21.5,-16.1,0
5.4,30,2014,01,26,NM,10,1254,21.3,-15.9,20.0,-14.6,0
5.4,26,2014,01,27,NM,10,1254,23.1,-17.7,25.0,-19.6,0
5.4,21,2014,01,28,NM,10,1254,26.4,-21.0,27.5,-22.1,0
5.4,27,2014,01,29,NM,10,1254,28.4,-23.0,28.5,-23.1,0
5.4,33,2014,01,30,NM,10,1254,28.0,-22.6,30.5,-25.1,0
5.4,27,2014,01,31,NM,10,1254,27.8,-22.4,27.5,-22.1,0
5.4,18,2014,02,01,NM,10,1254,28.0,-22.6,31.5,-26.1,0
5.4,17,2014,02,02,NM,10,1254,28.4,-23.0,32.5,-27.1,0
5.4,20,2014,02,03,NM,10,1254,26.9,-21.5,30.5,-25.1,0
5.6,13,2014,02,04,NM,10,1254,23.3,-17.7,26.5,-20.9,0
5.8,13,2014,02,05,NM,10,1254,22.3,-16.5,24.5,-18.7,0
5.8,16,2014,02,06,NM,10,1254,23.3,-17.5,21.5,-15.7,0
5.8,18,2014,02,07,NM,10,1254,25.3,-19.5,28.5,-22.7,0
5.9,23,2014,02,08,NM,10,1254,30.3,-24.4,31.5,-25.6,0
5.9,32,2014,02,09,NM,10,1254,33.4,-27.5,32.5,-26.6,0
5.9,30,2014,02,10,NM,10,1254,32.3,-26.4,31.5,-25.6,0
5.9,24,2014,02,11,NM,10,1254,26.4,-20.5,25.0,-19.1,0
5.9,27,2014,02,12,NM,10,1254,28.8,-22.9,29.0,-23.1,0
5.9,33,2014,02,13,NM,10,1254,30.5,-24.6,32.0,-26.1,0
5.9,34,2014,02,14,NM,10,1254,29.1,-23.2,31.5,-25.6,0
5.9,38,2014,02,15,NM,10,1254,28.0,-22.1,28.5,-22.6,0
5.9,37,2014,02,16,NM,10,1254,27.6,-21.7,28.5,-22.6,0
5.9,35,2014,02,17,NM,10,1254,26.3,-20.4,30.0,-24.1,0
5.9,35,2014,02,18,NM,10,1254,28.4,-22.5,30.5,-24.6,0
5.9,34,2014,02,19,NM,10,1254,28.6,-22.7,30.5,-24.6,0
5.9,15,2014,02,20,NM,10,1254,24.1,-18.2,28.0,-22.1,0
5.9,23,2014,02,21,NM,10,1254,26.6,-20.7,24.5,-18.6,0
5.9,28,2014,02,22,NM,10,1254,28.0,-22.1,28.0,-22.1,0
5.9,31,2014,02,23,NM,10,1254,24.9,-19.0,25.5,-19.6,0
5.9,33,2014,02,24,NM,10,1254,22.1,-16.2,22.0,-16.1,0
5.9,34,2014,02,25,NM,10,1254,22.5,-16.6,24.5,-18.6,0
5.9,32,2014,02,26,NM,10,1254,25.4,-19.5,26.5,-20.6,0
5.9,29,2014,02,27,NM,10,1254,28.0,-22.1,27.5,-21.6,0
6.0,27,2014,02,28,NM,10,1254,26.9,-20.9,26.0,-20.0,0
6.1,31,2014,03,01,NM,10,1254,28.5,-22.4,29.5,-23.4,0
7.1,26,2014,03,02,NM,10,1254,30.8,-23.7,31.5,-24.4,0
7.4,26,2014,03,03,NM,10,1254,31.4,-24.0,31.5,-24.1,0
7.4,28,2014,03,04,NM,10,1254,29.6,-22.2,29.5,-22.1,0
7.7,29,2014,03,05,NM,10,1254,29.4,-21.7,30.0,-22.3,0
7.7,32,2014,03,06,NM,10,1254,31.6,-23.9,32.5,-24.8,0
7.7,30,2014,03,07,NM,10,1254,32.5,-24.8,32.5,-24.8,0
7.8,23,2014,03,08,NM,10,1254,32.0,-24.2,33.0,-25.2,0
7.8,32,2014,03,09,NM,10,1254,31.6,-23.8,31.5,-23.7,0
7.9,40,2014,03,10,NM,10,1254,34.3,-26.4,34.0,-26.1,0
8.0,30,2014,03,11,NM,10,1254,34.5,-26.5,35.0,-27.0,0
7.9,25,2014,03,12,NM,10,1254,33.4,-25.5,35.0,-27.1,0
7.9,32,2014,03,13,NM,10,1254,30.9,-23.0,32.5,-24.6,0
7.9,29,2014,03,14,NM,10,1254,30.4,-22.5,31.5,-23.6,0
8.0,24,2014,03,15,NM,10,1254,31.4,-23.4,29.0,-21.0,0
8.1,26,2014,03,16,NM,10,1254,31.6,-23.5,28.0,-19.9,0
8.2,36,2014,03,17,NM,10,1254,35.0,-26.8,34.5,-26.3,0
8.3,22,2014,03,18,NM,10,1254,32.5,-24.2,32.5,-24.2,0
8.2,24,2014,03,19,NM,10,1254,30.5,-22.3,31.5,-23.3,0
8.2,34,2014,03,20,NM,10,1254,33.8,-25.6,32.5,-24.3,0
8.3,36,2014,03,21,NM,10,1254,36.3,-28.0,36.0,-27.7,0
8.2,33,2014,03,22,NM,10,1254,35.4,-27.2,35.5,-27.3,0
8.0,29,2014,03,23,NM,10,1254,30.9,-22.9,32.0,-24.0,0
8.3,34,2014,03,24,NM,10,1254,31.3,-23.0,33.0,-24.7,0
8.5,37,2014,03,25,NM,10,1254,33.0,-24.5,35.0,-26.5,0
8.5,31,2014,03,26,NM,10,1254,31.6,-23.1,31.5,-23.0,0
