swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
7.0,19,2000,01,01,WY,9,779,10.4,-3.4,10.2,-3.2,1
7.0,12,2000,01,02,WY,9,779,10.5,-3.5,10.3,-3.3,1
7.0,8,2000,01,03,WY,9,779,10.7,-3.7,10.4,-3.4,1
7.1,17,2000,01,04,WY,9,779,10.9,-3.8,10.6,-3.5,1
7.6,14,2000,01,05,WY,9,779,11.0,-3.4,10.7,-3.1,1
7.7,12,2000,01,06,WY,9,779,11.2,-3.5,10.7,-3.0,1
7.7,16,2000,01,07,WY,9,779,11.4,-3.7,10.8,-3.1,1
7.7,15,2000,01,08,WY,9,779,11.6,-3.9,10.9,-3.2,1
8.2,17,2000,01,09,WY,9,779,11.8,-3.6,11.0,-2.8,1
9.3,19,2000,01,10,WY,9,779,12.0,-2.7,11.1,-1.8,1
10.3,25,2000,01,11,WY,9,779,12.2,-1.9,11.1,-0.8,1
12.1,15,2000,01,12,WY,9,779,12.4,-0.3,11.2,0.9,1
12.3,21,2000,01,13,WY,9,779,12.6,-0.3,11.4,0.9,1
12.4,26,2000,01,14,WY,9,779,12.7,-0.3,11.6,0.8,1
12.4,28,2000,01,15,WY,9,779,12.9,-0.5,11.8,0.6,1
12.5,33,2000,01,16,WY,9,779,13.0,-0.5,12.0,0.5,1
13.0,31,2000,01,17,WY,9,779,13.1,-0.1,12.2,0.8,1
13.2,32,2000,01,18,WY,9,779,13.2,0.0,12.3,0.9,1
14.0,26,2000,01,19,WY,9,779,13.4,0.6,12.5,1.5,1
14.2,28,2000,01,20,WY,9,779,13.5,0.7,12.6,1.6,1
14.5,24,2000,01,21,WY,9,779,13.7,0.8,12.6,1.9,1
14.6,18,2000,01,22,WY,9,779,13.8,0.8,12.7,1.9,1
14.7,17,2000,01,23,WY,9,779,13.9,0.8,12.8,1.9,1
14.8,26,2000,01,24,WY,9,779,14.1,0.7,12.9,1.9,1
