swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
6.4,9,2013,01,01,UT,7,1223,19.4,-13.0,21.0,-14.6,0
6.4,11,2013,01,02,UT,7,1223,21.0,-14.6,24.0,-17.6,0
6.4,18,2013,01,03,UT,7,1223,25.7,-19.3,25.0,-18.6,0
6.4,18,2013,01,04,UT,7,1223,28.6,-22.2,30.0,-23.6,0
6.4,24,2013,01,05,UT,7,1223,26.8,-20.4,27.0,-20.6,0
6.4,29,2013,01,06,UT,7,1223,26.0,-19.6,28.0,-21.6,0
6.4,25,2013,01,07,UT,7,1223,29.0,-22.6,30.0,-23.6,0
6.4,26,2013,01,08,UT,7,1223,30.0,-23.6,28.0,-21.6,0
6.4,32,2013,01,09,UT,7,1223,29.7,-23.3,32.0,-25.6,0
6.4,28,2013,01,10,UT,7,1223,26.8,-20.4,28.0,-21.6,0
7.3,12,2013,01,11,UT,7,1223,25.2,-17.9,28.0,-20.7,0
7.5,4,2013,01,12,UT,7,1223,23.6,-16.1,25.0,-17.5,0
7.5,-2,2013,01,13,UT,7,1223,25.3,-17.8,28.0,-20.5,0
7.5,-4,2013,01,14,UT,7,1223,23.4,-15.9,26.0,-18.5,0
7.5,5,2013,01,15,UT,7,1223,24.6,-17.1,25.0,-17.5,0
7.5,15,2013,01,16,UT,7,1223,27.0,-19.5,30.0,-22.5,0
7.5,24,2013,01,17,UT,7,1223,27.7,-20.2,29.0,-21.5,0
7.5,26,2013,01,18,UT,7,1223,29.4,-21.9,28.0,-20.5,0
7.5,27,2013,01,19,UT,7,1223,29.9,-22.4,28.0,-20.5,0
7.5,26,2013,01,20,UT,7,1223,28.9,-21.4,28.0,-20.5,0
7.5,28,2013,01,21,UT,7,1223,26.6,-19.1,26.0,-18.5,0
7.5,33,2013,01,22,UT,7,1223,27.0,-19.5,30.0,-22.5,0
7.5,37,2013,01,23,UT,7,1223,27.3,-19.8,26.0,-18.5,0
7.5,35,2013,01,24,UT,7,1223,27.0,-19.5,27.0,-19.5,0
7.8,35,2013,01,25,UT,7,1223,27.8,-20.0,30.0,-22.2,0
7.8,35,2013,01,26,UT,7,1223,27.2,-19.4,24.0,-16.2,0
7.9,31,2013,01,27,UT,7,1223,26.3,-18.4,26.0,-18.1,0
8.3,18,2013,01,28,UT,7,1223,26.7,-18.4,27.0,-18.7,0
8.3,16,2013,01,29,UT,7,1223,28.8,-20.5,29.0,-20.7,0
8.6,25,2013,01,30,UT,7,1223,29.2,-20.6,28.0,-19.4,0
9.1,29,2013,01,31,UT,7,1223,29.2,-20.1,29.0,-19.9,0
9.1,27,2013,02,01,UT,7,1223,29.9,-20.8,33.0,-23.9,0
