swe,temp_avg,year,month,day,state,elevation,station_id,avg,avg_anomaly,median,median_anomaly,found
11.5,22,2000,01,01,MT,6,414,20.7,-9.2,22.0,-10.5,0
12.1,17,2000,01,02,MT,6,414,25.3,-13.2,28.0,-15.9,0
12.3,15,2000,01,03,MT,6,414,23.5,-11.2,28.0,-15.7,0
12.4,24,2000,01,04,MT,6,414,22.9,-10.5,26.5,-14.1,0
13.3,19,2000,01,05,MT,6,414,22.9,-9.6,25.5,-12.2,0
13.5,22,2000,01,06,MT,6,414,24.5,-11.0,26.0,-12.5,0
13.6,23,2000,01,07,MT,6,414,25.8,-12.2,26.5,-12.9,0
13.7,24,2000,01,08,MT,6,414,26.5,-12.8,27.0,-13.3,0
14.4,19,2000,01,09,MT,6,414,24.7,-10.3,25.5,-11.1,0
15.1,13,2000,01,10,MT,6,414,22.3,-7.2,22.5,-7.4,0
15.3,18,2000,01,11,MT,6,414,22.5,-7.2,26.5,-11.2,0
15.6,15,2000,01,12,MT,6,414,24.7,-9.1,26.0,-10.4,0
15.9,22,2000,01,13,MT,6,414,25.4,-9.5,27.5,-11.6,0
16.5,31,2000,01,14,MT,6,414,25.5,-9.0,29.5,-13.0,0
17.5,24,2000,01,15,MT,6,414,23.7,-6.2,23.0,-5.5,0
17.5,30,2000,01,16,MT,6,414,25.4,-7.9,28.0,-10.5,0
18.3,23,2000,01,17,MT,6,414,27.0,-8.7,28.5,-10.2,0
18.6,27,2000,01,18,MT,6,414,27.4,-8.8,28.5,-9.9,0
18.7,24,2000,01,19,MT,6,414,28.2,-9.5,28.5,-9.8,0
18.7,29,2000,01,20,MT,6,414,26.2,-7.5,26.5,-7.8,0
18.8,25,2000,01,21,MT,6,414,25.2,-6.4,25.5,-6.7,0
19.2,22,2000,01,22,MT,6,414,24.5,-5.3,24.5,-5.3,0
19.3,22,2000,01,23,MT,6,414,25.2,-5.9,26.5,-7.2,0
19.4,25,2000,01,24,MT,6,414,27.4,-8.0,27.5,-8.1,0
19.4,28,2000,01,25,MT,6,414,27.2,-7.8,27.5,-8.1,0
19.6,23,2000,01,26,MT,6,414,25.6,-6.0,25.0,-5.4,0
19.6,20,2000,01,27,MT,6,414,24.8,-5.2,22.5,-2.9,0
19.7,16,2000,01,28,MT,6,414,25.0,-5.3,27.5,-7.8,0
19.7,15,2000,01,29,MT,6,414,25.4,-5.7,26.5,-6.8,0
19.7,24,2000,01,30,MT,6,414,23.5,-3.8,26.5,-6.8,0
19.7,23,2000,01,31,MT,6,414,21.6,-1.9,22.5,-2.8,0
19.7,31,2000,02,01,MT,6,414,22.1,-2.4,25.5,-5.8,0
20.4,28,2000,02,02,MT,6,414,23.2,-2.8,25.5,-5.1,0
21.3,20,2000,02,03,MT,6,414,22.4,-1.1,24.0,-2.7,0
21.3,26,2000,02,04,MT,6,414,23.3,-2.0,26.5,-5.2,0
21.4,29,2000,02,05,MT,6,414,24.0,-2.6,24.0,-2.6,0
21.4,32,2000,02,06,MT,6,414,22.5,-1.1,25.5,-4.1,0
21.5,36,2000,02,07,MT,6,414,22.7,-1.2,25.0,-3.5,0
21.5,37,2000,02,08,MT,6,414,22.0,-0.5,22.5,-1.0,0
21.6,27,2000,02,09,MT,6,414,21.0,0.6,20.5,1.1,0
21.9,17,2000,02,10,MT,6,414,22.6,-0.7,22.0,-0.1,0
21.9,19,2000,02,11,MT,6,414,21.8,0.1,22.5,-0.6,0
22.1,19,2000,02,12,MT,6,414,24.8,-2.7,27.5,-5.4,0
22.3,20,2000,02,13,MT,6,414,25.2,-2.9,26.5,-4.2,0
22.3,27,2000,02,14,MT,6,414,23.8,-1.5,22.5,-0.2,0
23.2,22,2000,02,15,MT,6,414,24.9,-1.7,27.0,-3.8,0
23.9,20,2000,02,16,MT,6,414,24.1,-0.2,25.0,-1.1,0
24.0,19,2000,02,17,MT,6,414,22.6,1.4,26.0,-2.0,0
24.0,17,2000,02,18,MT,6,414,22.2,1.8,24.5,-0.5,0
24.0,26,2000,02,19,MT,6,414,22.5,1.5,24.5,-0.5,0
24.1,34,2000,02,20,MT,6,414,22.1,2.0,24.0,0.1,0
24.1,36,2000,02,21,MT,6,414,23.2,0.9,25.0,-0.9,0
24.1,37,2000,02,22,MT,6,414,24.6,-0.5,27.0,-2.9,0
24.1,33,2000,02,23,MT,6,414,20.5,3.6,22.5,1.6,0
24.2,27,2000,02,24,MT,6,414,18.6,5.6,21.0,3.2,0
24.9,21,2000,02,25,MT,6,414,20.0,4.9,21.0,3.9,0
24.9,25,2000,02,26,MT,6,414,22.0,2.9,22.0,2.9,0
25.2,32,2000,02,27,MT,6,414,23.5,1.7,20.5,4.7,0
25.7,28,2000,02,28,MT,6,414,23.9,1.8,25.5,0.2,0
26.0,31,2000,02,29,MT,6,414,27.5,-1.5,26.0,0.0,0
26.0,30,2000,03,01,MT,6,414,22.9,3.1,26.5,-0.5,0
26.1,35,2000,03,02,MT,6,414,24.5,1.6,24.5,1.6,0
26.1,33,2000,03,03,MT,6,414,25.3,0.8,27.5,-1.4,0
26.1,39,2000,03,04,MT,6,414,27.1,-1.0,28.5,-2.4,0
26.1,33,2000,03,05,MT,6,414,29.3,-3.2,30.0,-3.9,0
26.1,31,2000,03,06,MT,6,414,27.7,-1.6,31.0,-4.9,0
26.2,30,2000,03,07,MT,6,414,27.9,-1.7,30.0,-3.8,0
26.2,20,2000,03,08,MT,6,414,27.3,-1.1,28.0,-1.8,0
26.5,27,2000,03,09,MT,6,414,27.7,-1.2,28.5,-2.0,0
26.5,27,2000,03,10,MT,6,414,29.0,-2.5,29.0,-2.5,0
26.5,26,2000,03,11,MT,6,414,29.8,-3.3,29.5,-3.0,0
26.8,23,2000,03,12,MT,6,414,30.0,-3.2,30.5,-3.7,0
26.8,27,2000,03,13,MT,6,414,30.9,-4.1,31.0,-4.2,0
26.9,26,2000,03,14,MT,6,414,29.4,-2.5,28.5,-1.6,0
27.2,24,2000,03,15,MT,6,414,30.3,-3.1,30.0,-2.8,0
27.2,28,2000,03,16,MT,6,414,29.7,-2.5,31.0,-3.8,0
27.5,22,2000,03,17,MT,6,414,28.5,-1.0,29.0,-1.5,0
27.7,28,2000,03,18,MT,6,414,29.2,-1.5,28.0,-0.3,0
28.3,23,2000,03,19,MT,6,414,28.7,-0.4,26.0,2.3,0
28.7,23,2000,03,20,MT,6,414,29.9,-1.2,29.5,-0.8,0
28.7,28,2000,03,21,MT,6,414,31.0,-2.3,31.5,-2.8,0
28.7,40,2000,03,22,MT,6,414,32.1,-3.4,33.0,-4.3,0
28.8,29,2000,03,23,MT,6,414,30.0,-1.2,30.0,-1.2,0
28.8,28,2000,03,24,MT,6,414,29.0,-0.2,28.5,0.3,0
28.8,35,2000,03,25,MT,6,414,30.9,-2.1,30.5,-1.7,0
28.9,34,2000,03,26,MT,6,414,29.5,-0.6,30.0,-1.1,0
28.9,41,2000,03,27,MT,6,414,30.8,-1.9,29.5,-0.6,0
29.4,29,2000,03,28,MT,6,414,30.9,-1.5,29.5,-0.1,0
29.6,26,2000,03,29,MT,6,414,30.4,-0.8,30.0,-0.4,0
29.6,29,2000,03,30,MT,6,414,32.0,-2.4,32.5,-2.9,0
29.7,33,2000,03,31,MT,6,414,31.8,-2.1,33.5,-3.8,0
29.9,34,2000,04,01,MT,6,414,29.9,0.0,30.5,-0.6,0
30.0,23,2000,04,02,MT,6,414,28.1,1.9,27.5,2.5,0
30.2,38,2000,04,03,MT,6,414,31.0,-0.8,29.0,1.2,0
30.3,43,2000,04,04,MT,6,414,32.9,-2.6,32.0,-1.7,0
30.6,29,2000,04,05,MT,6,414,31.6,-1.0,30.5,0.1,0
30.6,24,2000,04,06,MT,6,414,32.3,-1.7,32.0,-1.4,0
30.6,30,2000,04,07,MT,6,414,35.0,-4.4,34.5,-3.9,0
30.8,42,2000,04,08,MT,6,414,35.1,-4.3,35.0,-4.2,0
30.4,44,2000,04,09,MT,6,414,34.2,-3.8,34.0,-3.6,0
30.2,36,2000,04,10,MT,6,414,34.2,-4.0,34.0,-3.8,0
30.0,43,2000,04,11,MT,6,414,34.0,-4.0,34.5,-4.5,0
30.0,43,2000,04,12,MT,6,414,33.4,-3.4,34.5,-4.5,0
