reservoir,storage,capacity,pct_capacity,date
"Mann Creek",2215,10900,20.3,01/2000,id
"Mann Creek",4474,10900,41,02/2000,id
"Mann Creek",8440,10900,77.4,03/2000,id
"Mann Creek",11118,10900,102,04/2000,id
"Mann Creek",11077,10900,101.6,05/2000,id
"Mann Creek",9603,10900,88.1,06/2000,id
"Mann Creek",6354,10900,58.3,07/2000,id
"Mann Creek",2998,10900,27.5,08/2000,id
"Mann Creek",465,10900,4.3,09/2000,id
"Mann Creek",0,10900,0,10/2000,id
"Mann Creek",560,10900,5.1,11/2000,id
"Mann Creek",970,10900,8.9,12/2000,id
"Mann Creek",1390,10900,12.8,01/2001,id
"Mann Creek",1822,10900,16.7,02/2001,id
"Mann Creek",3456,10900,31.7,03/2001,id
"Mann Creek",6645,10900,61,04/2001,id
"Mann Creek",7724,10900,70.9,05/2001,id
"Mann Creek",5588,10900,51.3,06/2001,id
"Mann Creek",2680,10900,24.6,07/2001,id
"Mann Creek",618,10900,5.7,08/2001,id
"Mann Creek",56,10900,0.5,09/2001,id
"Mann Creek",54,10900,0.5,10/2001,id
"Mann Creek",320,10900,2.9,11/2001,id
"Mann Creek",741,10900,6.8,12/2001,id
"Mann Creek",1463,10900,13.4,01/2002,id
"Mann Creek",2309,10900,21.2,02/2002,id
"Mann Creek",4659,10900,42.7,03/2002,id
"Mann Creek",10278,10900,94.3,04/2002,id
"Mann Creek",11085,10900,101.7,05/2002,id
"Mann Creek",10411,10900,95.5,06/2002,id
"Mann Creek",7347,10900,67.4,07/2002,id
"Mann Creek",3768,10900,34.6,08/2002,id
"Mann Creek",1363,10900,12.5,09/2002,id
"Mann Creek",390,10900,3.6,10/2002,id
"Mann Creek",528,10900,4.8,11/2002,id
"Mann Creek",884,10900,8.1,12/2002,id
"Mann Creek",1985,10900,18.2,01/2003,id
"Mann Creek",4993,10900,45.8,02/2003,id
"Mann Creek",7370,10900,67.6,03/2003,id
"Mann Creek",10695,10900,98.1,04/2003,id
"Mann Creek",11048,10900,101.4,05/2003,id
"Mann Creek",9821,10900,90.1,06/2003,id
"Mann Creek",6016,10900,55.2,07/2003,id
"Mann Creek",2687,10900,24.7,08/2003,id
"Mann Creek",430,10900,3.9,09/2003,id
"Mann Creek",18,10900,0.2,10/2003,id
"Mann Creek",222,10900,2,11/2003,id
"Mann Creek",562,10900,5.2,12/2003,id
"Mann Creek",990,10900,9.1,01/2004,id
"Mann Creek",1717,10900,15.8,02/2004,id
"Mann Creek",5865,10900,53.8,03/2004,id
"Mann Creek",10708,10900,98.2,04/2004,id
"Mann Creek",10983,10900,100.8,05/2004,id
"Mann Creek",10107,10900,92.7,06/2004,id
"Mann Creek",6922,10900,63.5,07/2004,id
"Mann Creek",3939,10900,36.1,08/2004,id
"Mann Creek",1706,10900,15.7,09/2004,id
"Mann Creek",756,10900,6.9,10/2004,id
"Mann Creek",953,10900,8.7,11/2004,id
"Mann Creek",1351,10900,12.4,12/2004,id
"Mann Creek",1819,10900,16.7,01/2005,id
"Mann Creek",2506,10900,23,02/2005,id
"Mann Creek",4642,10900,42.6,03/2005,id
"Mann Creek",10016,10900,91.9,04/2005,id
"Mann Creek",10922,10900,100.2,05/2005,id
"Mann Creek",10441,10900,95.8,06/2005,id
"Mann Creek",7486,10900,68.7,07/2005,id
"Mann Creek",3910,10900,35.9,08/2005,id
"Mann Creek",1427,10900,13.1,09/2005,id
"Mann Creek",718,10900,6.6,10/2005,id
"Mann Creek",997,10900,9.1,11/2005,id
"Mann Creek",1602,10900,14.7,12/2005,id
"Mann Creek",6501,10900,59.6,01/2006,id
"Mann Creek",7764,10900,71.2,02/2006,id
"Mann Creek",8677,10900,79.6,03/2006,id
"Mann Creek",10817,10900,99.2,04/2006,id
"Mann Creek",10658,10900,97.8,05/2006,id
"Mann Creek",10720,10900,98.3,06/2006,id
"Mann Creek",8273,10900,75.9,07/2006,id
"Mann Creek",4979,10900,45.7,08/2006,id
"Mann Creek",2675,10900,24.5,09/2006,id
"Mann Creek",1592,10900,14.6,10/2006,id
"Mann Creek",1737,10900,15.9,11/2006,id
"Mann Creek",2175,10900,20,12/2006,id
"Mann Creek",2728,10900,25,01/2007,id
"Mann Creek",3465,10900,31.8,02/2007,id
"Mann Creek",5939,10900,54.5,03/2007,id
"Mann Creek",9516,10900,87.3,04/2007,id
"Mann Creek",9604,10900,88.1,05/2007,id
"Mann Creek",7231,10900,66.3,06/2007,id
"Mann Creek",4180,10900,38.3,07/2007,id
"Mann Creek",1190,10900,10.9,08/2007,id
"Mann Creek",66,10900,0.6,09/2007,id
"Mann Creek",108,10900,1,10/2007,id
"Mann Creek",347,10900,3.2,11/2007,id
"Mann Creek",728,10900,6.7,12/2007,id
"Mann Creek",1178,10900,10.8,01/2008,id
"Mann Creek",1753,10900,16.1,02/2008,id
"Mann Creek",3943,10900,36.2,03/2008,id
"Mann Creek",8740,10900,80.2,04/2008,id
"Mann Creek",10907,10900,100.1,05/2008,id
"Mann Creek",10857,10900,99.6,06/2008,id
"Mann Creek",7535,10900,69.1,07/2008,id
"Mann Creek",5002,10900,45.9,08/2008,id
"Mann Creek",2388,10900,21.9,09/2008,id
"Mann Creek",1385,10900,12.7,10/2008,id
"Mann Creek",1609,10900,14.8,11/2008,id
"Mann Creek",1954,10900,17.9,12/2008,id
"Mann Creek",2465,10900,22.6,01/2009,id
"Mann Creek",3108,10900,28.5,02/2009,id
"Mann Creek",5690,10900,52.2,03/2009,id
"Mann Creek",9694,10900,88.9,04/2009,id
"Mann Creek",10879,10900,99.8,05/2009,id
"Mann Creek",10018,10900,91.9,06/2009,id
"Mann Creek",7688,10900,70.5,07/2009,id
"Mann Creek",4037,10900,37,08/2009,id
"Mann Creek",1161,10900,10.7,09/2009,id
"Mann Creek",312,10900,2.9,10/2009,id
"Mann Creek",532,10900,4.9,11/2009,id
"Mann Creek",762,10900,7,12/2009,id
"Mann Creek",1177,10900,10.8,01/2010,id
"Mann Creek",1996,10900,18.3,02/2010,id
"Mann Creek",4904,10900,45,03/2010,id
"Mann Creek",9834,10900,90.2,04/2010,id
"Mann Creek",11020,10900,101.1,05/2010,id
"Mann Creek",10935,10900,100.3,06/2010,id
"Mann Creek",9361,10900,85.9,07/2010,id
"Mann Creek",5415,10900,49.7,08/2010,id
"Mann Creek",2156,10900,19.8,09/2010,id
"Mann Creek",624,10900,5.7,10/2010,id
"Mann Creek",921,10900,8.4,11/2010,id
"Mann Creek",1636,10900,15,12/2010,id
"Mann Creek",3132,10900,28.7,01/2011,id
"Mann Creek",5229,10900,48,02/2011,id
"Mann Creek",8108,10900,74.4,03/2011,id
"Mann Creek",10046,10900,92.2,04/2011,id
"Mann Creek",10919,10900,100.2,05/2011,id
"Mann Creek",10938,10900,100.3,06/2011,id
"Mann Creek",9108,10900,83.6,07/2011,id
"Mann Creek",5338,10900,49,08/2011,id
"Mann Creek",2174,10900,19.9,09/2011,id
"Mann Creek",926,10900,8.5,10/2011,id
"Mann Creek",1172,10900,10.8,11/2011,id
"Mann Creek",1481,10900,13.6,12/2011,id
"Mann Creek",2028,10900,18.6,01/2012,id
"Mann Creek",3034,10900,27.8,02/2012,id
"Mann Creek",5503,10900,50.5,03/2012,id
"Mann Creek",10716,10900,98.3,04/2012,id
"Mann Creek",10924,10900,100.2,05/2012,id
"Mann Creek",9591,10900,88,06/2012,id
"Mann Creek",6453,10900,59.2,07/2012,id
"Mann Creek",2673,10900,24.5,08/2012,id
"Mann Creek",332,10900,3,09/2012,id
"Mann Creek",103,10900,0.9,10/2012,id
"Mann Creek",344,10900,3.2,11/2012,id
"Mann Creek",1886,10900,17.3,12/2012,id
"Mann Creek",2716,10900,24.9,01/2013,id
"Mann Creek",3739,10900,34.3,02/2013,id
"Mann Creek",6037,10900,55.4,03/2013,id
"Mann Creek",10440,10900,95.8,04/2013,id
"Mann Creek",10184,10900,93.4,05/2013,id
"Mann Creek",8320,10900,76.3,06/2013,id
"Mann Creek",5305,10900,48.7,07/2013,id
"Mann Creek",1633,10900,15,08/2013,id
"Mann Creek",-50,10900,-0.5,09/2013,id
"Mann Creek",-222,10900,-2,10/2013,id
"Mann Creek",-79,10900,-0.7,11/2013,id
"Mann Creek",128,10900,1.2,12/2013,id
"Mann Creek",409,10900,3.8,01/2014,id
"Mann Creek",765,10900,7,02/2014,id
"Mann Creek",3861,10900,35.4,03/2014,id
"Mann Creek",7313,10900,67.1,04/2014,id
"Mann Creek",8971,10900,82.3,05/2014,id
"Mann Creek",6531,10900,59.9,06/2014,id
"Mann Creek",3190,10900,29.3,07/2014,id
"Mann Creek",320,10900,2.9,08/2014,id
"Mann Creek",26,10900,0.2,09/2014,id
"Mann Creek",69,10900,0.6,10/2014,id
"Mann Creek",229,10900,2.1,11/2014,id
"Mann Creek",996,10900,9.1,12/2014,id
"Mann Creek",2472,10900,22.7,01/2015,id
"Mann Creek",5650,10900,51.8,02/2015,id
"Mann Creek",8703,10900,79.8,03/2015,id
"Mann Creek",10749,10900,98.6,04/2015,id
"Mann Creek",9047,10900,83,05/2015,id
"Mann Creek",7020,10900,64.4,06/2015,id
"Mann Creek",3558,10900,32.6,07/2015,id
"Mann Creek",554,10900,5.1,08/2015,id
"Mann Creek",41,10900,0.4,09/2015,id
"Mann Creek",90,10900,0.8,10/2015,id
"Mann Creek",202,10900,1.9,11/2015,id
"Mann Creek",597,10900,5.5,12/2015,id
"Mann Creek",1310,10900,12,01/2016,id
"Mann Creek",2869,10900,26.3,02/2016,id
"Mann Creek",7827,10900,71.8,03/2016,id
"Mann Creek",9962,10900,91.4,04/2016,id
"Mann Creek",10813,10900,99.2,05/2016,id
"Mann Creek",9097,10900,83.5,06/2016,id
"Mann Creek",5916,10900,54.3,07/2016,id
"Mann Creek",2551,10900,23.4,08/2016,id
"Mann Creek",285,10900,2.6,09/2016,id
"Mann Creek",171,10900,1.6,10/2016,id
"Mann Creek",398,10900,3.7,11/2016,id
"Mann Creek",628,10900,5.8,12/2016,id
"Mann Creek",919,10900,8.4,01/2017,id
"Mann Creek",2073,10900,19,02/2017,id
"Mann Creek",6889,10900,63.2,03/2017,id
"Mann Creek",9475,10900,86.9,04/2017,id
"Mann Creek",10893,10900,99.9,05/2017,id
"Mann Creek",10516,10900,96.5,06/2017,id
"Mann Creek",7652,10900,70.2,07/2017,id
"Mann Creek",3988,10900,36.6,08/2017,id
"Mann Creek",1155,10900,10.6,09/2017,id
"Mann Creek",251,10900,2.3,10/2017,id
"Mann Creek",487,10900,4.5,11/2017,id
"Mann Creek",838,10900,7.7,12/2017,id
"Mann Creek",1238,10900,11.4,01/2018,id
"Mann Creek",2379,10900,21.8,02/2018,id
"Mann Creek",4629,10900,42.5,03/2018,id
"Mann Creek",10151,10900,93.1,04/2018,id
"Mann Creek",10701,10900,98.2,05/2018,id
"Mann Creek",8995,10900,82.5,06/2018,id
"Mann Creek",5832,10900,53.5,07/2018,id
"Mann Creek",2072,10900,19,08/2018,id
"Mann Creek",189,10900,1.7,09/2018,id
"Mann Creek",125,10900,1.1,10/2018,id
"Mann Creek",258,10900,2.4,11/2018,id
"Mann Creek",468,10900,4.3,12/2018,id
"Mann Creek",774,10900,7.1,01/2019,id
"Mann Creek",1919,10900,17.6,02/2019,id
"Mann Creek",4012,10900,36.8,03/2019,id
"Mann Creek",8409,10900,77.1,04/2019,id
"Mann Creek",10799,10900,99.1,05/2019,id
"Mann Creek",10547,10900,96.8,06/2019,id
"Mann Creek",8417,10900,77.2,07/2019,id
"Mann Creek",5336,10900,49,08/2019,id
"Mann Creek",2725,10900,25,09/2019,id
"Mann Creek",1743,10900,16,10/2019,id
"Mann Creek",1884,10900,17.3,11/2019,id
"Mann Creek",2181,10900,20,12/2019,id
"Mann Creek",2562,10900,23.5,01/2020,id
"Mann Creek",3701,10900,34,02/2020,id
"Mann Creek",5744,10900,52.7,03/2020,id
"Mann Creek",9374,10900,86,04/2020,id
"Mann Creek",10867,10900,99.7,05/2020,id
"Mann Creek",10795,10900,99,06/2020,id
"Mann Creek",9294,10900,85.3,07/2020,id
"Mann Creek",5938,10900,54.5,08/2020,id
"Mann Creek",3186,10900,29.2,09/2020,id
"Mann Creek",2191,10900,20.1,10/2020,id
"Mann Creek",2252,10900,20.7,11/2020,id
"Mann Creek",2505,10900,23,12/2020,id
"Mann Creek",2924,10900,26.8,01/2021,id
"Mann Creek",3597,10900,33,02/2021,id
"Mann Creek",5487,10900,50.3,03/2021,id
"Mann Creek",9506,10900,87.2,04/2021,id
"Mann Creek",10699,10900,98.2,05/2021,id
"Mann Creek",9289,10900,85.2,06/2021,id
