reservoir,storage,capacity,pct_capacity,date
"Ririe Lake",41070,100500,40.9,01/2000,id
"Ririe Lake",44459,100500,44.2,02/2000,id
"Ririe Lake",48021,100500,47.8,03/2000,id
"Ririe Lake",57831,100500,57.5,04/2000,id
"Ririe Lake",71983,100500,71.6,05/2000,id
"Ririe Lake",72556,100500,72.2,06/2000,id
"Ririe Lake",70976,100500,70.6,07/2000,id
"Ririe Lake",68782,100500,68.4,08/2000,id
"Ririe Lake",61740,100500,61.4,09/2000,id
"Ririe Lake",47830,100500,47.6,10/2000,id
"Ririe Lake",37735,100500,37.5,11/2000,id
"Ririe Lake",38347,100500,38.2,12/2000,id
"Ririe Lake",40382,100500,40.2,01/2001,id
"Ririe Lake",42301,100500,42.1,02/2001,id
"Ririe Lake",44752,100500,44.5,03/2001,id
"Ririe Lake",50261,100500,50,04/2001,id
"Ririe Lake",52723,100500,52.5,05/2001,id
"Ririe Lake",51707,100500,51.4,06/2001,id
"Ririe Lake",49883,100500,49.6,07/2001,id
"Ririe Lake",35140,100500,35,08/2001,id
"Ririe Lake",25263,100500,25.1,09/2001,id
"Ririe Lake",24691,100500,24.6,10/2001,id
"Ririe Lake",25877,100500,25.7,11/2001,id
"Ririe Lake",27249,100500,27.1,12/2001,id
"Ririe Lake",28716,100500,28.6,01/2002,id
"Ririe Lake",30065,100500,29.9,02/2002,id
"Ririe Lake",31568,100500,31.4,03/2002,id
"Ririe Lake",36742,100500,36.6,04/2002,id
"Ririe Lake",44373,100500,44.2,05/2002,id
"Ririe Lake",44180,100500,44,06/2002,id
"Ririe Lake",42492,100500,42.3,07/2002,id
"Ririe Lake",39891,100500,39.7,08/2002,id
"Ririe Lake",30173,100500,30,09/2002,id
"Ririe Lake",28832,100500,28.7,10/2002,id
"Ririe Lake",29828,100500,29.7,11/2002,id
"Ririe Lake",30948,100500,30.8,12/2002,id
"Ririe Lake",32160,100500,32,01/2003,id
"Ririe Lake",34170,100500,34,02/2003,id
"Ririe Lake",36598,100500,36.4,03/2003,id
"Ririe Lake",42327,100500,42.1,04/2003,id
"Ririe Lake",46016,100500,45.8,05/2003,id
"Ririe Lake",43625,100500,43.4,06/2003,id
"Ririe Lake",41906,100500,41.7,07/2003,id
"Ririe Lake",37308,100500,37.1,08/2003,id
"Ririe Lake",25523,100500,25.4,09/2003,id
"Ririe Lake",25073,100500,24.9,10/2003,id
"Ririe Lake",25824,100500,25.7,11/2003,id
"Ririe Lake",26950,100500,26.8,12/2003,id
"Ririe Lake",28117,100500,28,01/2004,id
"Ririe Lake",29305,100500,29.2,02/2004,id
"Ririe Lake",31103,100500,30.9,03/2004,id
"Ririe Lake",39698,100500,39.5,04/2004,id
"Ririe Lake",45023,100500,44.8,05/2004,id
"Ririe Lake",46253,100500,46,06/2004,id
"Ririe Lake",45298,100500,45.1,07/2004,id
"Ririe Lake",42179,100500,42,08/2004,id
"Ririe Lake",28359,100500,28.2,09/2004,id
"Ririe Lake",26326,100500,26.2,10/2004,id
"Ririe Lake",28101,100500,28,11/2004,id
"Ririe Lake",29539,100500,29.4,12/2004,id
"Ririe Lake",31077,100500,30.9,01/2005,id
"Ririe Lake",32486,100500,32.3,02/2005,id
"Ririe Lake",34533,100500,34.4,03/2005,id
"Ririe Lake",39876,100500,39.7,04/2005,id
"Ririe Lake",53072,100500,52.8,05/2005,id
"Ririe Lake",60087,100500,59.8,06/2005,id
"Ririe Lake",58953,100500,58.7,07/2005,id
"Ririe Lake",56965,100500,56.7,08/2005,id
"Ririe Lake",54205,100500,53.9,09/2005,id
"Ririe Lake",44724,100500,44.5,10/2005,id
"Ririe Lake",36131,100500,36,11/2005,id
"Ririe Lake",36845,100500,36.7,12/2005,id
"Ririe Lake",39978,100500,39.8,01/2006,id
"Ririe Lake",41913,100500,41.7,02/2006,id
"Ririe Lake",45184,100500,45,03/2006,id
"Ririe Lake",61035,100500,60.7,04/2006,id
"Ririe Lake",80858,100500,80.5,05/2006,id
"Ririe Lake",79662,100500,79.3,06/2006,id
"Ririe Lake",76294,100500,75.9,07/2006,id
"Ririe Lake",70339,100500,70,08/2006,id
"Ririe Lake",61754,100500,61.4,09/2006,id
"Ririe Lake",46480,100500,46.2,10/2006,id
"Ririe Lake",36444,100500,36.3,11/2006,id
"Ririe Lake",37257,100500,37.1,12/2006,id
"Ririe Lake",39740,100500,39.5,01/2007,id
"Ririe Lake",42856,100500,42.6,02/2007,id
"Ririe Lake",47955,100500,47.7,03/2007,id
"Ririe Lake",58182,100500,57.9,04/2007,id
"Ririe Lake",64130,100500,63.8,05/2007,id
"Ririe Lake",62563,100500,62.3,06/2007,id
"Ririe Lake",58050,100500,57.8,07/2007,id
"Ririe Lake",53258,100500,53,08/2007,id
"Ririe Lake",40991,100500,40.8,09/2007,id
"Ririe Lake",36020,100500,35.8,10/2007,id
"Ririe Lake",37178,100500,37,11/2007,id
"Ririe Lake",36535,100500,36.4,12/2007,id
"Ririe Lake",38095,100500,37.9,01/2008,id
"Ririe Lake",39552,100500,39.4,02/2008,id
"Ririe Lake",41128,100500,40.9,03/2008,id
"Ririe Lake",43602,100500,43.4,04/2008,id
"Ririe Lake",60833,100500,60.5,05/2008,id
"Ririe Lake",73430,100500,73.1,06/2008,id
"Ririe Lake",72243,100500,71.9,07/2008,id
