reservoir,storage,capacity,date,state
"Joes Valley",42638,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42638,62460,01/2000,UT
"Joes Valley",42638,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,01/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42547,62460,02/2000,UT
"Joes Valley",42638,62460,02/2000,UT
"Joes Valley",42638,62460,02/2000,UT
"Joes Valley",42638,62460,02/2000,UT
"Joes Valley",42730,62460,02/2000,UT
"Joes Valley",42730,62460,02/2000,UT
"Joes Valley",42730,62460,02/2000,UT
"Joes Valley",42730,62460,02/2000,UT
"Joes Valley",42822,62460,02/2000,UT
"Joes Valley",42822,62460,02/2000,UT
"Joes Valley",42822,62460,02/2000,UT
"Joes Valley",42822,62460,02/2000,UT
"Joes Valley",42822,62460,02/2000,UT
"Joes Valley",42914,62460,02/2000,UT
"Joes Valley",42914,62460,02/2000,UT
"Joes Valley",43006,62460,02/2000,UT
"Joes Valley",43006,62460,02/2000,UT
"Joes Valley",43006,62460,02/2000,UT
"Joes Valley",43098,62460,02/2000,UT
"Joes Valley",43098,62460,02/2000,UT
"Joes Valley",43191,62460,02/2000,UT
"Joes Valley",43191,62460,02/2000,UT
"Joes Valley",43283,62460,03/2000,UT
"Joes Valley",43283,62460,03/2000,UT
"Joes Valley",43283,62460,03/2000,UT
"Joes Valley",43376,62460,03/2000,UT
"Joes Valley",43376,62460,03/2000,UT
"Joes Valley",43469,62460,03/2000,UT
"Joes Valley",43469,62460,03/2000,UT
"Joes Valley",43563,62460,03/2000,UT
"Joes Valley",43563,62460,03/2000,UT
"Joes Valley",43656,62460,03/2000,UT
"Joes Valley",43656,62460,03/2000,UT
"Joes Valley",43749,62460,03/2000,UT
"Joes Valley",43749,62460,03/2000,UT
"Joes Valley",43843,62460,03/2000,UT
"Joes Valley",43843,62460,03/2000,UT
"Joes Valley",43843,62460,03/2000,UT
"Joes Valley",43843,62460,03/2000,UT
"Joes Valley",43936,62460,03/2000,UT
"Joes Valley",43936,62460,03/2000,UT
"Joes Valley",44030,62460,03/2000,UT
"Joes Valley",44030,62460,03/2000,UT
"Joes Valley",44125,62460,03/2000,UT
"Joes Valley",44125,62460,03/2000,UT
"Joes Valley",44218,62460,03/2000,UT
"Joes Valley",44218,62460,03/2000,UT
"Joes Valley",44313,62460,03/2000,UT
"Joes Valley",44408,62460,03/2000,UT
"Joes Valley",44502,62460,03/2000,UT
"Joes Valley",44502,62460,03/2000,UT
"Joes Valley",44502,62460,03/2000,UT
"Joes Valley",44597,62460,03/2000,UT
"Joes Valley",44692,62460,04/2000,UT
"Joes Valley",44692,62460,04/2000,UT
"Joes Valley",44787,62460,04/2000,UT
"Joes Valley",44787,62460,04/2000,UT
"Joes Valley",44882,62460,04/2000,UT
"Joes Valley",44978,62460,04/2000,UT
"Joes Valley",45074,62460,04/2000,UT
"Joes Valley",45169,62460,04/2000,UT
"Joes Valley",45265,62460,04/2000,UT
"Joes Valley",45361,62460,04/2000,UT
"Joes Valley",45457,62460,04/2000,UT
"Joes Valley",45554,62460,04/2000,UT
"Joes Valley",45650,62460,04/2000,UT
"Joes Valley",45650,62460,04/2000,UT
"Joes Valley",45747,62460,04/2000,UT
"Joes Valley",45844,62460,04/2000,UT
"Joes Valley",45844,62460,04/2000,UT
"Joes Valley",45844,62460,04/2000,UT
"Joes Valley",45747,62460,04/2000,UT
"Joes Valley",45650,62460,04/2000,UT
"Joes Valley",45650,62460,04/2000,UT
"Joes Valley",45554,62460,04/2000,UT
"Joes Valley",45554,62460,04/2000,UT
