reservoir,storage,capacity,date,state
Echo,51610,74000,01/2000,UT
Echo,51486,74000,01/2000,UT
Echo,51362,74000,01/2000,UT
Echo,51362,74000,01/2000,UT
Echo,51424,74000,01/2000,UT
Echo,51486,74000,01/2000,UT
Echo,51548,74000,01/2000,UT
Echo,51610,74000,01/2000,UT
Echo,51672,74000,01/2000,UT
Echo,51735,74000,01/2000,UT
Echo,51797,74000,01/2000,UT
Echo,51859,74000,01/2000,UT
Echo,51921,74000,01/2000,UT
Echo,51984,74000,01/2000,UT
Echo,52108,74000,01/2000,UT
Echo,52171,74000,01/2000,UT
Echo,52233,74000,01/2000,UT
Echo,52358,74000,01/2000,UT
Echo,52608,74000,01/2000,UT
Echo,52983,74000,01/2000,UT
Echo,53234,74000,01/2000,UT
Echo,53612,74000,01/2000,UT
Echo,53864,74000,01/2000,UT
Echo,53991,74000,01/2000,UT
Echo,54117,74000,01/2000,UT
Echo,54371,74000,01/2000,UT
Echo,54499,74000,01/2000,UT
Echo,54562,74000,01/2000,UT
Echo,54499,74000,01/2000,UT
Echo,54435,74000,01/2000,UT
Echo,54371,74000,01/2000,UT
Echo,54308,74000,02/2000,UT
Echo,54308,74000,02/2000,UT
Echo,54308,74000,02/2000,UT
Echo,54371,74000,02/2000,UT
Echo,54371,74000,02/2000,UT
Echo,54371,74000,02/2000,UT
Echo,54435,74000,02/2000,UT
Echo,54626,74000,02/2000,UT
Echo,54882,74000,02/2000,UT
Echo,55010,74000,02/2000,UT
Echo,55138,74000,02/2000,UT
Echo,55395,74000,02/2000,UT
Echo,55653,74000,02/2000,UT
Echo,55782,74000,02/2000,UT
Echo,55911,74000,02/2000,UT
Echo,56041,74000,02/2000,UT
Echo,56106,74000,02/2000,UT
Echo,56171,74000,02/2000,UT
Echo,56106,74000,02/2000,UT
Echo,56106,74000,02/2000,UT
Echo,56041,74000,02/2000,UT
Echo,56041,74000,02/2000,UT
Echo,56171,74000,02/2000,UT
Echo,56171,74000,02/2000,UT
Echo,56171,74000,02/2000,UT
Echo,56041,74000,02/2000,UT
Echo,55911,74000,02/2000,UT
Echo,55782,74000,02/2000,UT
Echo,55653,74000,02/2000,UT
Echo,55588,74000,03/2000,UT
Echo,55395,74000,03/2000,UT
Echo,55266,74000,03/2000,UT
Echo,55074,74000,03/2000,UT
Echo,54946,74000,03/2000,UT
Echo,54818,74000,03/2000,UT
Echo,54626,74000,03/2000,UT
Echo,54499,74000,03/2000,UT
Echo,54371,74000,03/2000,UT
Echo,54244,74000,03/2000,UT
Echo,54117,74000,03/2000,UT
Echo,54054,74000,03/2000,UT
Echo,53864,74000,03/2000,UT
Echo,53612,74000,03/2000,UT
Echo,53549,74000,03/2000,UT
Echo,53486,74000,03/2000,UT
Echo,53360,74000,03/2000,UT
Echo,53172,74000,03/2000,UT
Echo,52983,74000,03/2000,UT
Echo,52858,74000,03/2000,UT
Echo,52733,74000,03/2000,UT
Echo,52608,74000,03/2000,UT
Echo,52358,74000,03/2000,UT
Echo,52108,74000,03/2000,UT
Echo,51921,74000,03/2000,UT
Echo,51735,74000,03/2000,UT
Echo,51610,74000,03/2000,UT
Echo,51486,74000,03/2000,UT
Echo,51362,74000,03/2000,UT
Echo,51238,74000,03/2000,UT
Echo,51176,74000,03/2000,UT
Echo,51114,74000,04/2000,UT
Echo,50990,74000,04/2000,UT
Echo,50866,74000,04/2000,UT
Echo,50743,74000,04/2000,UT
Echo,50743,74000,04/2000,UT
Echo,51176,74000,04/2000,UT
Echo,51176,74000,04/2000,UT
Echo,51362,74000,04/2000,UT
Echo,51486,74000,04/2000,UT
Echo,51672,74000,04/2000,UT
Echo,51859,74000,04/2000,UT
Echo,51984,74000,04/2000,UT
Echo,52108,74000,04/2000,UT
Echo,52171,74000,04/2000,UT
Echo,52608,74000,04/2000,UT
Echo,52858,74000,04/2000,UT
Echo,53109,74000,04/2000,UT
Echo,53360,74000,04/2000,UT
Echo,53612,74000,04/2000,UT
Echo,53864,74000,04/2000,UT
Echo,53991,74000,04/2000,UT
Echo,54117,74000,04/2000,UT
Echo,54244,74000,04/2000,UT
Echo,54499,74000,04/2000,UT
Echo,54754,74000,04/2000,UT
Echo,55010,74000,04/2000,UT
Echo,55266,74000,04/2000,UT
Echo,55524,74000,04/2000,UT
Echo,55847,74000,04/2000,UT
Echo,56106,74000,04/2000,UT
Echo,56953,74000,05/2000,UT
Echo,57215,74000,05/2000,UT
Echo,57347,74000,05/2000,UT
