reservoir,storage,capacity,date,state
Caballo,37125,343990,01/2000,NM
Caballo,37125,343990,01/2000,NM
Caballo,37317,343990,01/2000,NM
Caballo,37317,343990,01/2000,NM
Caballo,37381,343990,01/2000,NM
Caballo,37510,343990,01/2000,NM
Caballo,37510,343990,01/2000,NM
Caballo,37575,343990,01/2000,NM
Caballo,37639,343990,01/2000,NM
Caballo,37704,343990,01/2000,NM
Caballo,37833,343990,01/2000,NM
Caballo,37898,343990,01/2000,NM
Caballo,37963,343990,01/2000,NM
Caballo,38028,343990,01/2000,NM
Caballo,38158,343990,01/2000,NM
Caballo,38223,343990,01/2000,NM
Caballo,38289,343990,01/2000,NM
Caballo,38354,343990,01/2000,NM
Caballo,38485,343990,01/2000,NM
Caballo,38158,343990,01/2000,NM
Caballo,38158,343990,01/2000,NM
Caballo,38420,343990,01/2000,NM
Caballo,38616,343990,01/2000,NM
Caballo,39012,343990,01/2000,NM
Caballo,39478,343990,01/2000,NM
Caballo,40216,343990,01/2000,NM
Caballo,40964,343990,01/2000,NM
Caballo,41791,343990,01/2000,NM
Caballo,42769,343990,01/2000,NM
Caballo,43834,343990,01/2000,NM
Caballo,44844,343990,01/2000,NM
Caballo,47599,343990,02/2000,NM
Caballo,52587,343990,02/2000,NM
Caballo,57596,343990,02/2000,NM
Caballo,62747,343990,02/2000,NM
Caballo,66835,343990,02/2000,NM
Caballo,70587,343990,02/2000,NM
Caballo,75459,343990,02/2000,NM
Caballo,79773,343990,02/2000,NM
Caballo,83507,343990,02/2000,NM
Caballo,87231,343990,02/2000,NM
Caballo,90701,343990,02/2000,NM
Caballo,93654,343990,02/2000,NM
Caballo,96420,343990,02/2000,NM
Caballo,98924,343990,02/2000,NM
Caballo,101464,343990,02/2000,NM
Caballo,103725,343990,02/2000,NM
Caballo,106014,343990,02/2000,NM
Caballo,108202,343990,02/2000,NM
Caballo,110285,343990,02/2000,NM
Caballo,111729,343990,02/2000,NM
Caballo,113185,343990,02/2000,NM
Caballo,114851,343990,02/2000,NM
Caballo,114851,343990,02/2000,NM
Caballo,114784,343990,02/2000,NM
Caballo,116262,343990,02/2000,NM
Caballo,117478,343990,02/2000,NM
Caballo,118975,343990,02/2000,NM
Caballo,119659,343990,02/2000,NM
Caballo,119933,343990,02/2000,NM
Caballo,120757,343990,03/2000,NM
Caballo,121723,343990,03/2000,NM
Caballo,121861,343990,03/2000,NM
Caballo,121792,343990,03/2000,NM
Caballo,121723,343990,03/2000,NM
Caballo,121447,343990,03/2000,NM
Caballo,121447,343990,03/2000,NM
Caballo,121723,343990,03/2000,NM
Caballo,122000,343990,03/2000,NM
Caballo,122138,343990,03/2000,NM
Caballo,121861,343990,03/2000,NM
Caballo,121447,343990,03/2000,NM
Caballo,121171,343990,03/2000,NM
Caballo,120482,343990,03/2000,NM
Caballo,119111,343990,03/2000,NM
Caballo,118157,343990,03/2000,NM
Caballo,117072,343990,03/2000,NM
Caballo,115858,343990,03/2000,NM
Caballo,114116,343990,03/2000,NM
Caballo,112919,343990,03/2000,NM
Caballo,112654,343990,03/2000,NM
Caballo,112654,343990,03/2000,NM
Caballo,112522,343990,03/2000,NM
Caballo,112522,343990,03/2000,NM
Caballo,112654,343990,03/2000,NM
Caballo,112721,343990,03/2000,NM
Caballo,112654,343990,03/2000,NM
Caballo,112522,343990,03/2000,NM
Caballo,111993,343990,03/2000,NM
Caballo,111203,343990,03/2000,NM
Caballo,111334,343990,03/2000,NM
Caballo,111466,343990,04/2000,NM
Caballo,111598,343990,04/2000,NM
Caballo,111729,343990,04/2000,NM
Caballo,112522,343990,04/2000,NM
Caballo,113318,343990,04/2000,NM
Caballo,114116,343990,04/2000,NM
Caballo,114918,343990,04/2000,NM
Caballo,115052,343990,04/2000,NM
Caballo,115455,343990,04/2000,NM
Caballo,115992,343990,04/2000,NM
Caballo,116531,343990,04/2000,NM
Caballo,116262,343990,04/2000,NM
Caballo,116262,343990,04/2000,NM
Caballo,116397,343990,04/2000,NM
Caballo,116397,343990,04/2000,NM
Caballo,116127,343990,04/2000,NM
Caballo,116127,343990,04/2000,NM
Caballo,115589,343990,04/2000,NM
Caballo,114918,343990,04/2000,NM
Caballo,114250,343990,04/2000,NM
Caballo,114250,343990,04/2000,NM
Caballo,114651,343990,04/2000,NM
Caballo,115186,343990,04/2000,NM
Caballo,115723,343990,04/2000,NM
Caballo,115992,343990,04/2000,NM
Caballo,116262,343990,04/2000,NM
Caballo,116531,343990,04/2000,NM
Caballo,116531,343990,04/2000,NM
Caballo,115186,343990,04/2000,NM
Caballo,114116,343990,04/2000,NM
Caballo,112522,343990,05/2000,NM
Caballo,110678,343990,05/2000,NM
Caballo,108721,343990,05/2000,NM
Caballo,106912,343990,05/2000,NM
Caballo,105312,343990,05/2000,NM
Caballo,103725,343990,05/2000,NM
Caballo,102152,343990,05/2000,NM
Caballo,100406,343990,05/2000,NM
Caballo,98862,343990,05/2000,NM
Caballo,96662,343990,05/2000,NM
Caballo,94611,343990,05/2000,NM
Caballo,92941,343990,05/2000,NM
Caballo,90818,343990,05/2000,NM
Caballo,89304,343990,05/2000,NM
Caballo,87689,343990,05/2000,NM
Caballo,85526,343990,05/2000,NM
Caballo,83730,343990,05/2000,NM
Caballo,82067,343990,05/2000,NM
Caballo,80533,343990,05/2000,NM
Caballo,79989,343990,05/2000,NM
Caballo,79556,343990,05/2000,NM
Caballo,79016,343990,05/2000,NM
Caballo,78265,343990,05/2000,NM
Caballo,77092,343990,05/2000,NM
Caballo,75931,343990,05/2000,NM
Caballo,74989,343990,05/2000,NM
Caballo,73640,343990,05/2000,NM
Caballo,72256,343990,05/2000,NM
Caballo,71090,343990,05/2000,NM
Caballo,69687,343990,05/2000,NM
Caballo,68202,343990,05/2000,NM
Caballo,67419,343990,06/2000,NM
Caballo,66447,343990,06/2000,NM
Caballo,65103,343990,06/2000,NM
Caballo,64343,343990,06/2000,NM
Caballo,63682,343990,06/2000,NM
Caballo,63776,343990,06/2000,NM
Caballo,64437,343990,06/2000,NM
Caballo,64912,343990,06/2000,NM
Caballo,65677,343990,06/2000,NM
Caballo,65103,343990,06/2000,NM
Caballo,64437,343990,06/2000,NM
Caballo,64154,343990,06/2000,NM
Caballo,64627,343990,06/2000,NM
Caballo,64722,343990,06/2000,NM
Caballo,65007,343990,06/2000,NM
