reservoir,storage,capacity,date,state
Crystal,15457,17540,01/2000,CO
Crystal,15423,17540,01/2000,CO
Crystal,15330,17540,01/2000,CO
Crystal,15196,17540,01/2000,CO
Crystal,15474,17540,01/2000,CO
Crystal,15482,17540,01/2000,CO
Crystal,15491,17540,01/2000,CO
Crystal,15454,17540,01/2000,CO
Crystal,15330,17540,01/2000,CO
Crystal,15519,17540,01/2000,CO
Crystal,15908,17540,01/2000,CO
Crystal,16008,17540,01/2000,CO
Crystal,15985,17540,01/2000,CO
Crystal,15922,17540,01/2000,CO
Crystal,15785,17540,01/2000,CO
Crystal,15572,17540,01/2000,CO
Crystal,15578,17540,01/2000,CO
Crystal,15839,17540,01/2000,CO
Crystal,15893,17540,01/2000,CO
Crystal,16142,17540,01/2000,CO
Crystal,16102,17540,01/2000,CO
Crystal,16281,17540,01/2000,CO
Crystal,16507,17540,01/2000,CO
Crystal,16711,17540,01/2000,CO
Crystal,16304,17540,01/2000,CO
Crystal,16010,17540,01/2000,CO
Crystal,15249,17540,01/2000,CO
Crystal,14987,17540,01/2000,CO
Crystal,14501,17540,01/2000,CO
Crystal,13984,17540,01/2000,CO
Crystal,13715,17540,01/2000,CO
Crystal,13498,17540,02/2000,CO
Crystal,13699,17540,02/2000,CO
Crystal,14046,17540,02/2000,CO
Crystal,13960,17540,02/2000,CO
Crystal,13627,17540,02/2000,CO
Crystal,13092,17540,02/2000,CO
Crystal,13204,17540,02/2000,CO
Crystal,14153,17540,02/2000,CO
Crystal,14742,17540,02/2000,CO
Crystal,14772,17540,02/2000,CO
Crystal,14822,17540,02/2000,CO
Crystal,14907,17540,02/2000,CO
Crystal,15302,17540,02/2000,CO
Crystal,14780,17540,02/2000,CO
Crystal,14585,17540,02/2000,CO
Crystal,14272,17540,02/2000,CO
Crystal,14275,17540,02/2000,CO
Crystal,14441,17540,02/2000,CO
Crystal,14040,17540,02/2000,CO
Crystal,14248,17540,02/2000,CO
Crystal,14476,17540,02/2000,CO
Crystal,15160,17540,02/2000,CO
Crystal,14816,17540,02/2000,CO
Crystal,14855,17540,02/2000,CO
Crystal,14769,17540,02/2000,CO
Crystal,14662,17540,02/2000,CO
Crystal,14321,17540,02/2000,CO
Crystal,14432,17540,02/2000,CO
Crystal,14430,17540,02/2000,CO
Crystal,14224,17540,03/2000,CO
Crystal,13869,17540,03/2000,CO
Crystal,13558,17540,03/2000,CO
Crystal,13458,17540,03/2000,CO
Crystal,13500,17540,03/2000,CO
Crystal,13720,17540,03/2000,CO
Crystal,13717,17540,03/2000,CO
Crystal,13776,17540,03/2000,CO
Crystal,13920,17540,03/2000,CO
Crystal,14016,17540,03/2000,CO
Crystal,13781,17540,03/2000,CO
Crystal,13524,17540,03/2000,CO
Crystal,13595,17540,03/2000,CO
Crystal,13656,17540,03/2000,CO
Crystal,14083,17540,03/2000,CO
Crystal,14054,17540,03/2000,CO
Crystal,14267,17540,03/2000,CO
Crystal,14438,17540,03/2000,CO
Crystal,13598,17540,03/2000,CO
Crystal,13997,17540,03/2000,CO
Crystal,14121,17540,03/2000,CO
Crystal,14089,17540,03/2000,CO
Crystal,14148,17540,03/2000,CO
Crystal,14280,17540,03/2000,CO
Crystal,14452,17540,03/2000,CO
Crystal,14531,17540,03/2000,CO
Crystal,14253,17540,03/2000,CO
