reservoir,storage,capacity,date,state
Navajo,1500051,1708600,01/2000,CO
Navajo,1499634,1708600,01/2000,CO
Navajo,1498793,1708600,01/2000,CO
Navajo,1497952,1708600,01/2000,CO
Navajo,1497112,1708600,01/2000,CO
Navajo,1496272,1708600,01/2000,CO
Navajo,1495433,1708600,01/2000,CO
Navajo,1494737,1708600,01/2000,CO
Navajo,1493899,1708600,01/2000,CO
Navajo,1493483,1708600,01/2000,CO
Navajo,1492924,1708600,01/2000,CO
Navajo,1492086,1708600,01/2000,CO
Navajo,1491528,1708600,01/2000,CO
Navajo,1490970,1708600,01/2000,CO
Navajo,1490276,1708600,01/2000,CO
Navajo,1489575,1708600,01/2000,CO
Navajo,1489018,1708600,01/2000,CO
Navajo,1488461,1708600,01/2000,CO
Navajo,1487904,1708600,01/2000,CO
Navajo,1487354,1708600,01/2000,CO
Navajo,1486519,1708600,01/2000,CO
Navajo,1485962,1708600,01/2000,CO
Navajo,1485406,1708600,01/2000,CO
Navajo,1484708,1708600,01/2000,CO
Navajo,1484430,1708600,01/2000,CO
Navajo,1484294,1708600,01/2000,CO
Navajo,1483881,1708600,01/2000,CO
Navajo,1483325,1708600,01/2000,CO
Navajo,1482905,1708600,01/2000,CO
Navajo,1481937,1708600,01/2000,CO
Navajo,1481240,1708600,01/2000,CO
Navajo,1480685,1708600,02/2000,CO
Navajo,1480138,1708600,02/2000,CO
Navajo,1479583,1708600,02/2000,CO
Navajo,1478887,1708600,02/2000,CO
Navajo,1478333,1708600,02/2000,CO
Navajo,1477645,1708600,02/2000,CO
Navajo,1477091,1708600,02/2000,CO
Navajo,1476538,1708600,02/2000,CO
Navajo,1475985,1708600,02/2000,CO
Navajo,1475432,1708600,02/2000,CO
Navajo,1474879,1708600,02/2000,CO
Navajo,1474050,1708600,02/2000,CO
Navajo,1473774,1708600,02/2000,CO
Navajo,1473505,1708600,02/2000,CO
Navajo,1472677,1708600,02/2000,CO
Navajo,1472125,1708600,02/2000,CO
Navajo,1471573,1708600,02/2000,CO
Navajo,1471156,1708600,02/2000,CO
Navajo,1470605,1708600,02/2000,CO
Navajo,1470195,1708600,02/2000,CO
Navajo,1469368,1708600,02/2000,CO
Navajo,1468683,1708600,02/2000,CO
Navajo,1468133,1708600,02/2000,CO
Navajo,1467583,1708600,02/2000,CO
Navajo,1467033,1708600,02/2000,CO
Navajo,1466349,1708600,02/2000,CO
Navajo,1465799,1708600,02/2000,CO
Navajo,1465109,1708600,02/2000,CO
Navajo,1464700,1708600,02/2000,CO
Navajo,1464151,1708600,03/2000,CO
Navajo,1463602,1708600,03/2000,CO
Navajo,1463053,1708600,03/2000,CO
Navajo,1462779,1708600,03/2000,CO
Navajo,1462230,1708600,03/2000,CO
Navajo,1461822,1708600,03/2000,CO
Navajo,1461408,1708600,03/2000,CO
Navajo,1461548,1708600,03/2000,CO
Navajo,1461000,1708600,03/2000,CO
Navajo,1460452,1708600,03/2000,CO
Navajo,1460038,1708600,03/2000,CO
Navajo,1459771,1708600,03/2000,CO
Navajo,1459497,1708600,03/2000,CO
Navajo,1459223,1708600,03/2000,CO
Navajo,1458676,1708600,03/2000,CO
Navajo,1458402,1708600,03/2000,CO
Navajo,1457989,1708600,03/2000,CO
Navajo,1457855,1708600,03/2000,CO
Navajo,1457582,1708600,03/2000,CO
Navajo,1458950,1708600,03/2000,CO
Navajo,1458129,1708600,03/2000,CO
Navajo,1458536,1708600,03/2000,CO
Navajo,1459497,1708600,03/2000,CO
Navajo,1459083,1708600,03/2000,CO
Navajo,1459497,1708600,03/2000,CO
Navajo,1460038,1708600,03/2000,CO
Navajo,1460312,1708600,03/2000,CO
Navajo,1460726,1708600,03/2000,CO
Navajo,1462230,1708600,03/2000,CO
Navajo,1463053,1708600,03/2000,CO
Navajo,1465383,1708600,03/2000,CO
Navajo,1468267,1708600,04/2000,CO
Navajo,1468683,1708600,04/2000,CO
Navajo,1470061,1708600,04/2000,CO
Navajo,1471573,1708600,04/2000,CO
Navajo,1473229,1708600,04/2000,CO
Navajo,1475021,1708600,04/2000,CO
Navajo,1477645,1708600,04/2000,CO
Navajo,1479164,1708600,04/2000,CO
Navajo,1480550,1708600,04/2000,CO
Navajo,1482492,1708600,04/2000,CO
Navajo,1484294,1708600,04/2000,CO
Navajo,1485542,1708600,04/2000,CO
Navajo,1487904,1708600,04/2000,CO
Navajo,1490555,1708600,04/2000,CO
Navajo,1491807,1708600,04/2000,CO
Navajo,1493060,1708600,04/2000,CO
Navajo,1499771,1708600,04/2000,CO
Navajo,1501318,1708600,04/2000,CO
Navajo,1502859,1708600,04/2000,CO
Navajo,1503702,1708600,04/2000,CO
Navajo,1505101,1708600,04/2000,CO
Navajo,1506227,1708600,04/2000,CO
Navajo,1508198,1708600,04/2000,CO
Navajo,1509890,1708600,04/2000,CO
Navajo,1511301,1708600,04/2000,CO
Navajo,1512989,1708600,04/2000,CO
Navajo,1515673,1708600,04/2000,CO
Navajo,1519211,1708600,04/2000,CO
Navajo,1522618,1708600,04/2000,CO
Navajo,1525746,1708600,04/2000,CO
Navajo,1528303,1708600,05/2000,CO
Navajo,1530015,1708600,05/2000,CO
Navajo,1532585,1708600,05/2000,CO
Navajo,1535725,1708600,05/2000,CO
Navajo,1539163,1708600,05/2000,CO
Navajo,1543177,1708600,05/2000,CO
Navajo,1546342,1708600,05/2000,CO
Navajo,1549506,1708600,05/2000,CO
Navajo,1552393,1708600,05/2000,CO
Navajo,1554417,1708600,05/2000,CO
Navajo,1556295,1708600,05/2000,CO
Navajo,1558175,1708600,05/2000,CO
Navajo,1560495,1708600,05/2000,CO
Navajo,1561947,1708600,05/2000,CO
Navajo,1563102,1708600,05/2000,CO
Navajo,1563974,1708600,05/2000,CO
Navajo,1564556,1708600,05/2000,CO
Navajo,1565429,1708600,05/2000,CO
Navajo,1566011,1708600,05/2000,CO
Navajo,1566302,1708600,05/2000,CO
Navajo,1567176,1708600,05/2000,CO
Navajo,1568050,1708600,05/2000,CO
Navajo,1569793,1708600,05/2000,CO
Navajo,1572420,1708600,05/2000,CO
Navajo,1574466,1708600,05/2000,CO
Navajo,1576515,1708600,05/2000,CO
Navajo,1577679,1708600,05/2000,CO
Navajo,1579438,1708600,05/2000,CO
Navajo,1581491,1708600,05/2000,CO
Navajo,1582666,1708600,05/2000,CO
Navajo,1580904,1708600,05/2000,CO
Navajo,1576800,1708600,06/2000,CO
Navajo,1570960,1708600,06/2000,CO
Navajo,1565138,1708600,06/2000,CO
Navajo,1558754,1708600,06/2000,CO
Navajo,1551526,1708600,06/2000,CO
Navajo,1545619,1708600,06/2000,CO
Navajo,1538156,1708600,06/2000,CO
Navajo,1533157,1708600,06/2000,CO
Navajo,1530300,1708600,06/2000,CO
Navajo,1527733,1708600,06/2000,CO
Navajo,1524892,1708600,06/2000,CO
