reservoir,storage,capacity,date,state
"Moon Lake",29917,49500,01/2000,UT
"Moon Lake",29917,49500,01/2000,UT
"Moon Lake",29990,49500,01/2000,UT
"Moon Lake",30063,49500,01/2000,UT
"Moon Lake",30136,49500,01/2000,UT
"Moon Lake",30136,49500,01/2000,UT
"Moon Lake",30210,49500,01/2000,UT
"Moon Lake",30283,49500,01/2000,UT
"Moon Lake",30357,49500,01/2000,UT
"Moon Lake",30430,49500,01/2000,UT
"Moon Lake",30430,49500,01/2000,UT
"Moon Lake",30503,49500,01/2000,UT
"Moon Lake",30577,49500,01/2000,UT
"Moon Lake",30651,49500,01/2000,UT
"Moon Lake",30651,49500,01/2000,UT
"Moon Lake",30725,49500,01/2000,UT
"Moon Lake",30725,49500,01/2000,UT
"Moon Lake",30872,49500,01/2000,UT
"Moon Lake",30872,49500,01/2000,UT
"Moon Lake",30946,49500,01/2000,UT
"Moon Lake",31020,49500,01/2000,UT
"Moon Lake",31094,49500,01/2000,UT
"Moon Lake",31094,49500,01/2000,UT
"Moon Lake",31168,49500,01/2000,UT
"Moon Lake",31242,49500,01/2000,UT
"Moon Lake",31316,49500,01/2000,UT
"Moon Lake",31316,49500,01/2000,UT
"Moon Lake",31390,49500,01/2000,UT
"Moon Lake",31465,49500,01/2000,UT
"Moon Lake",31465,49500,01/2000,UT
"Moon Lake",31539,49500,01/2000,UT
"Moon Lake",31613,49500,02/2000,UT
"Moon Lake",31613,49500,02/2000,UT
"Moon Lake",31688,49500,02/2000,UT
"Moon Lake",31688,49500,02/2000,UT
"Moon Lake",31762,49500,02/2000,UT
"Moon Lake",31837,49500,02/2000,UT
"Moon Lake",31837,49500,02/2000,UT
"Moon Lake",31911,49500,02/2000,UT
"Moon Lake",31911,49500,02/2000,UT
"Moon Lake",31986,49500,02/2000,UT
"Moon Lake",32061,49500,02/2000,UT
"Moon Lake",32136,49500,02/2000,UT
"Moon Lake",32211,49500,02/2000,UT
"Moon Lake",32285,49500,02/2000,UT
"Moon Lake",32285,49500,02/2000,UT
"Moon Lake",32360,49500,02/2000,UT
"Moon Lake",32435,49500,02/2000,UT
"Moon Lake",32435,49500,02/2000,UT
"Moon Lake",32510,49500,02/2000,UT
"Moon Lake",32586,49500,02/2000,UT
"Moon Lake",32586,49500,02/2000,UT
