reservoir,storage,capacity,date,state
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10266,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,01/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10223,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10309,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,02/2000,UT
Hyrum,10266,18685,03/2000,UT
Hyrum,10266,18685,03/2000,UT
Hyrum,10223,18685,03/2000,UT
Hyrum,10309,18685,03/2000,UT
Hyrum,10439,18685,03/2000,UT
Hyrum,10570,18685,03/2000,UT
Hyrum,10657,18685,03/2000,UT
Hyrum,10788,18685,03/2000,UT
Hyrum,10919,18685,03/2000,UT
Hyrum,11095,18685,03/2000,UT
Hyrum,11228,18685,03/2000,UT
Hyrum,11361,18685,03/2000,UT
Hyrum,11450,18685,03/2000,UT
Hyrum,11583,18685,03/2000,UT
Hyrum,11717,18685,03/2000,UT
Hyrum,11851,18685,03/2000,UT
