reservoir,storage,capacity,date,state
"Meeks Cabin",16023,32470,01/2000,WY
"Meeks Cabin",16023,32470,01/2000,WY
"Meeks Cabin",16091,32470,01/2000,WY
"Meeks Cabin",16091,32470,01/2000,WY
"Meeks Cabin",16122,32470,01/2000,WY
"Meeks Cabin",16156,32470,01/2000,WY
"Meeks Cabin",16187,32470,01/2000,WY
"Meeks Cabin",16221,32470,01/2000,WY
"Meeks Cabin",16252,32470,01/2000,WY
"Meeks Cabin",16286,32470,01/2000,WY
"Meeks Cabin",16317,32470,01/2000,WY
"Meeks Cabin",16345,32470,01/2000,WY
"Meeks Cabin",16376,32470,01/2000,WY
"Meeks Cabin",16404,32470,01/2000,WY
"Meeks Cabin",16435,32470,01/2000,WY
"Meeks Cabin",16462,32470,01/2000,WY
"Meeks Cabin",16493,32470,01/2000,WY
"Meeks Cabin",16521,32470,01/2000,WY
"Meeks Cabin",16552,32470,01/2000,WY
"Meeks Cabin",16580,32470,01/2000,WY
"Meeks Cabin",16608,32470,01/2000,WY
"Meeks Cabin",16639,32470,01/2000,WY
"Meeks Cabin",16667,32470,01/2000,WY
"Meeks Cabin",16699,32470,01/2000,WY
"Meeks Cabin",16726,32470,01/2000,WY
"Meeks Cabin",16758,32470,01/2000,WY
"Meeks Cabin",16786,32470,01/2000,WY
"Meeks Cabin",16817,32470,01/2000,WY
"Meeks Cabin",16845,32470,01/2000,WY
"Meeks Cabin",16874,32470,01/2000,WY
"Meeks Cabin",16905,32470,01/2000,WY
"Meeks Cabin",16933,32470,02/2000,WY
"Meeks Cabin",16965,32470,02/2000,WY
"Meeks Cabin",16993,32470,02/2000,WY
"Meeks Cabin",17025,32470,02/2000,WY
"Meeks Cabin",17053,32470,02/2000,WY
"Meeks Cabin",17081,32470,02/2000,WY
"Meeks Cabin",17113,32470,02/2000,WY
"Meeks Cabin",17142,32470,02/2000,WY
"Meeks Cabin",17174,32470,02/2000,WY
"Meeks Cabin",17202,32470,02/2000,WY
"Meeks Cabin",17234,32470,02/2000,WY
"Meeks Cabin",17262,32470,02/2000,WY
"Meeks Cabin",17295,32470,02/2000,WY
"Meeks Cabin",17323,32470,02/2000,WY
"Meeks Cabin",17348,32470,02/2000,WY
"Meeks Cabin",17373,32470,02/2000,WY
"Meeks Cabin",17384,32470,02/2000,WY
"Meeks Cabin",17395,32470,02/2000,WY
"Meeks Cabin",17409,32470,02/2000,WY
"Meeks Cabin",17438,32470,02/2000,WY
"Meeks Cabin",17441,32470,02/2000,WY
"Meeks Cabin",17452,32470,02/2000,WY
"Meeks Cabin",17463,32470,02/2000,WY
"Meeks Cabin",17463,32470,02/2000,WY
"Meeks Cabin",17491,32470,02/2000,WY
"Meeks Cabin",17520,32470,02/2000,WY
"Meeks Cabin",17542,32470,02/2000,WY
"Meeks Cabin",17567,32470,02/2000,WY
"Meeks Cabin",17607,32470,02/2000,WY
"Meeks Cabin",17632,32470,03/2000,WY
"Meeks Cabin",17675,32470,03/2000,WY
"Meeks Cabin",17704,32470,03/2000,WY
"Meeks Cabin",17748,32470,03/2000,WY
"Meeks Cabin",17788,32470,03/2000,WY
"Meeks Cabin",17831,32470,03/2000,WY
"Meeks Cabin",17868,32470,03/2000,WY
"Meeks Cabin",17897,32470,03/2000,WY
"Meeks Cabin",17915,32470,03/2000,WY
"Meeks Cabin",17937,32470,03/2000,WY
"Meeks Cabin",17959,32470,03/2000,WY
"Meeks Cabin",17981,32470,03/2000,WY
"Meeks Cabin",18003,32470,03/2000,WY
"Meeks Cabin",18032,32470,03/2000,WY
"Meeks Cabin",18061,32470,03/2000,WY
"Meeks Cabin",18087,32470,03/2000,WY
"Meeks Cabin",18109,32470,03/2000,WY
"Meeks Cabin",18138,32470,03/2000,WY
"Meeks Cabin",18172,32470,03/2000,WY
"Meeks Cabin",18219,32470,03/2000,WY
"Meeks Cabin",18242,32470,03/2000,WY
"Meeks Cabin",18267,32470,03/2000,WY
"Meeks Cabin",18290,32470,03/2000,WY
"Meeks Cabin",18312,32470,03/2000,WY
"Meeks Cabin",18349,32470,03/2000,WY
"Meeks Cabin",18378,32470,03/2000,WY
