reservoir,storage,capacity,date,state
Steinaker,21977,38173,01/2000,UT
Steinaker,22044,38173,01/2000,UT
Steinaker,22331.75,38173,01/2000,UT
Steinaker,22399.48,38173,01/2000,UT
Steinaker,22481.16,38173,01/2000,UT
Steinaker,22535.61,38173,01/2000,UT
Steinaker,22596.71,38173,01/2000,UT
Steinaker,22427,38173,01/2000,UT
Steinaker,22495,38173,01/2000,UT
Steinaker,22814.52,38173,01/2000,UT
Steinaker,22882.25,38173,01/2000,UT
Steinaker,22950.32,38173,01/2000,UT
Steinaker,23018.39,38173,01/2000,UT
Steinaker,23086.45,38173,01/2000,UT
Steinaker,22887,38173,01/2000,UT
Steinaker,22955,38173,01/2000,UT
Steinaker,23023,38173,01/2000,UT
Steinaker,23372,38173,01/2000,UT
Steinaker,23446.71,38173,01/2000,UT
Steinaker,23521.75,38173,01/2000,UT
Steinaker,23610.07,38173,01/2000,UT
Steinaker,23372,38173,01/2000,UT
Steinaker,23427,38173,01/2000,UT
Steinaker,23780.07,38173,01/2000,UT
Steinaker,23868.39,38173,01/2000,UT
Steinaker,23936.45,38173,01/2000,UT
Steinaker,24018.13,38173,01/2000,UT
Steinaker,23768,38173,01/2000,UT
Steinaker,23826,38173,01/2000,UT
Steinaker,23883,38173,01/2000,UT
Steinaker,24255.87,38173,01/2000,UT
Steinaker,24323.93,38173,02/2000,UT
Steinaker,24385.36,38173,02/2000,UT
Steinaker,24453.09,38173,02/2000,UT
Steinaker,24507.55,38173,02/2000,UT
Steinaker,24248,38173,02/2000,UT
Steinaker,24310,38173,02/2000,UT
Steinaker,24698.13,38173,02/2000,UT
Steinaker,24765.87,38173,02/2000,UT
Steinaker,24833.93,38173,02/2000,UT
Steinaker,24888.39,38173,02/2000,UT
Steinaker,24963.09,38173,02/2000,UT
Steinaker,24705,38173,02/2000,UT
Steinaker,24777,38173,02/2000,UT
Steinaker,25180.91,38173,02/2000,UT
Steinaker,25262.25,38173,02/2000,UT
Steinaker,25323.68,38173,02/2000,UT
Steinaker,25384.77,38173,02/2000,UT
Steinaker,25466.45,38173,02/2000,UT
Steinaker,25202,38173,02/2000,UT
Steinaker,25272,38173,02/2000,UT
Steinaker,25342,38173,02/2000,UT
Steinaker,25745.36,38173,02/2000,UT
Steinaker,25826.71,38173,02/2000,UT
Steinaker,25908.39,38173,02/2000,UT
Steinaker,25990.07,38173,02/2000,UT
Steinaker,25726,38173,02/2000,UT
Steinaker,25795,38173,02/2000,UT
Steinaker,26193.93,38173,02/2000,UT
Steinaker,26193.93,38173,02/2000,UT
Steinaker,25947,38173,03/2000,UT
Steinaker,26030,38173,03/2000,UT
Steinaker,26438.64,38173,03/2000,UT
Steinaker,26177,38173,03/2000,UT
Steinaker,26242,38173,03/2000,UT
Steinaker,26629.23,38173,03/2000,UT
Steinaker,26380,38173,03/2000,UT
Steinaker,26772,38173,03/2000,UT
Steinaker,26826.45,38173,03/2000,UT
Steinaker,26887.55,38173,03/2000,UT
Steinaker,26644,38173,03/2000,UT
Steinaker,26717,38173,03/2000,UT
Steinaker,27098.39,38173,03/2000,UT
Steinaker,27152.84,38173,03/2000,UT
Steinaker,27213.93,38173,03/2000,UT
Steinaker,27261.75,38173,03/2000,UT
Steinaker,27322.84,38173,03/2000,UT
Steinaker,27085,38173,03/2000,UT
Steinaker,27149,38173,03/2000,UT
Steinaker,27506.45,38173,03/2000,UT
Steinaker,27601.75,38173,03/2000,UT
Steinaker,27340,38173,03/2000,UT
Steinaker,27655.87,38173,03/2000,UT
Steinaker,27723.93,38173,03/2000,UT
Steinaker,27497,38173,03/2000,UT
Steinaker,27554,38173,03/2000,UT
Steinaker,27887.29,38173,03/2000,UT
Steinaker,27650,38173,03/2000,UT
Steinaker,27962,38173,03/2000,UT
Steinaker,28063.93,38173,03/2000,UT
Steinaker,28111.75,38173,03/2000,UT
Steinaker,27902,38173,04/2000,UT
Steinaker,27957,38173,04/2000,UT
Steinaker,28268.13,38173,04/2000,UT
Steinaker,28302,38173,04/2000,UT
Steinaker,28381.08,38173,04/2000,UT
Steinaker,28436.24,38173,04/2000,UT
Steinaker,28483.69,38173,04/2000,UT
Steinaker,28255,38173,04/2000,UT
Steinaker,28296,38173,04/2000,UT
Steinaker,28617.92,38173,04/2000,UT
Steinaker,28657.65,38173,04/2000,UT
Steinaker,28697,38173,04/2000,UT
Steinaker,28728.63,38173,04/2000,UT
Steinaker,28712.82,38173,04/2000,UT
Steinaker,28720.53,38173,04/2000,UT
Steinaker,28744.45,38173,04/2000,UT
Steinaker,28736.35,38173,04/2000,UT
Steinaker,28736.35,38173,04/2000,UT
Steinaker,28673.47,38173,04/2000,UT
Steinaker,28594.39,38173,04/2000,UT
Steinaker,28523.03,38173,04/2000,UT
Steinaker,28420.42,38173,04/2000,UT
Steinaker,28302,38173,04/2000,UT
Steinaker,28357.16,38173,04/2000,UT
Steinaker,28247.55,38173,04/2000,UT
Steinaker,28138.64,38173,04/2000,UT
Steinaker,28016.45,38173,04/2000,UT
