reservoir,storage,capacity,date,state
"Elephant Butte",1678800,2065010,01/2000,NM
"Elephant Butte",1679728,2065010,01/2000,NM
"Elephant Butte",1680966,2065010,01/2000,NM
"Elephant Butte",1681895,2065010,01/2000,NM
"Elephant Butte",1683134,2065010,01/2000,NM
"Elephant Butte",1684683,2065010,01/2000,NM
"Elephant Butte",1685924,2065010,01/2000,NM
"Elephant Butte",1687165,2065010,01/2000,NM
"Elephant Butte",1688407,2065010,01/2000,NM
"Elephant Butte",1689028,2065010,01/2000,NM
"Elephant Butte",1690271,2065010,01/2000,NM
"Elephant Butte",1692136,2065010,01/2000,NM
"Elephant Butte",1694004,2065010,01/2000,NM
"Elephant Butte",1695560,2065010,01/2000,NM
"Elephant Butte",1696184,2065010,01/2000,NM
"Elephant Butte",1698054,2065010,01/2000,NM
"Elephant Butte",1698678,2065010,01/2000,NM
"Elephant Butte",1700238,2065010,01/2000,NM
"Elephant Butte",1701487,2065010,01/2000,NM
"Elephant Butte",1703361,2065010,01/2000,NM
"Elephant Butte",1703361,2065010,01/2000,NM
"Elephant Butte",1703361,2065010,01/2000,NM
"Elephant Butte",1703986,2065010,01/2000,NM
"Elephant Butte",1703986,2065010,01/2000,NM
"Elephant Butte",1704612,2065010,01/2000,NM
"Elephant Butte",1705237,2065010,01/2000,NM
"Elephant Butte",1704612,2065010,01/2000,NM
"Elephant Butte",1705237,2065010,01/2000,NM
"Elephant Butte",1705863,2065010,01/2000,NM
"Elephant Butte",1705863,2065010,01/2000,NM
"Elephant Butte",1707115,2065010,01/2000,NM
"Elephant Butte",1708054,2065010,02/2000,NM
"Elephant Butte",1704612,2065010,02/2000,NM
"Elephant Butte",1700862,2065010,02/2000,NM
"Elephant Butte",1697430,2065010,02/2000,NM
"Elephant Butte",1693692,2065010,02/2000,NM
"Elephant Butte",1690271,2065010,02/2000,NM
"Elephant Butte",1686855,2065010,02/2000,NM
"Elephant Butte",1683444,2065010,02/2000,NM
"Elephant Butte",1680037,2065010,02/2000,NM
"Elephant Butte",1677254,2065010,02/2000,NM
"Elephant Butte",1674783,2065010,02/2000,NM
"Elephant Butte",1673549,2065010,02/2000,NM
"Elephant Butte",1672315,2065010,02/2000,NM
"Elephant Butte",1671081,2065010,02/2000,NM
"Elephant Butte",1669849,2065010,02/2000,NM
"Elephant Butte",1668617,2065010,02/2000,NM
"Elephant Butte",1666463,2065010,02/2000,NM
"Elephant Butte",1664618,2065010,02/2000,NM
"Elephant Butte",1663082,2065010,02/2000,NM
"Elephant Butte",1661240,2065010,02/2000,NM
"Elephant Butte",1659399,2065010,02/2000,NM
"Elephant Butte",1657560,2065010,02/2000,NM
"Elephant Butte",1655722,2065010,02/2000,NM
"Elephant Butte",1656947,2065010,02/2000,NM
"Elephant Butte",1656335,2065010,02/2000,NM
"Elephant Butte",1653886,2065010,02/2000,NM
"Elephant Butte",1652663,2065010,02/2000,NM
"Elephant Butte",1650829,2065010,02/2000,NM
"Elephant Butte",1648997,2065010,02/2000,NM
"Elephant Butte",1646557,2065010,03/2000,NM
"Elephant Butte",1645338,2065010,03/2000,NM
"Elephant Butte",1643510,2065010,03/2000,NM
"Elephant Butte",1641684,2065010,03/2000,NM
"Elephant Butte",1639251,2065010,03/2000,NM
"Elephant Butte",1637429,2065010,03/2000,NM
"Elephant Butte",1634394,2065010,03/2000,NM
"Elephant Butte",1631970,2065010,03/2000,NM
"Elephant Butte",1630758,2065010,03/2000,NM
"Elephant Butte",1629548,2065010,03/2000,NM
"Elephant Butte",1626524,2065010,03/2000,NM
"Elephant Butte",1624712,2065010,03/2000,NM
"Elephant Butte",1622298,2065010,03/2000,NM
"Elephant Butte",1620490,2065010,03/2000,NM
"Elephant Butte",1618080,2065010,03/2000,NM
"Elephant Butte",1615072,2065010,03/2000,NM
"Elephant Butte",1613270,2065010,03/2000,NM
"Elephant Butte",1610269,2065010,03/2000,NM
"Elephant Butte",1606673,2065010,03/2000,NM
"Elephant Butte",1603083,2065010,03/2000,NM
"Elephant Butte",1601290,2065010,03/2000,NM
