reservoir,storage,capacity,date,state
Fruitgrowers,3961,4540,05/2000,CO
Fruitgrowers,3953,4540,05/2000,CO
Fruitgrowers,3944,4540,05/2000,CO
Fruitgrowers,3927,4540,05/2000,CO
Fruitgrowers,3914,4540,05/2000,CO
Fruitgrowers,3884,4540,05/2000,CO
Fruitgrowers,3846,4540,05/2000,CO
Fruitgrowers,3796,4540,06/2000,CO
Fruitgrowers,3766,4540,06/2000,CO
Fruitgrowers,3741,4540,06/2000,CO
Fruitgrowers,3716,4540,06/2000,CO
Fruitgrowers,3691,4540,06/2000,CO
Fruitgrowers,3663,4540,06/2000,CO
Fruitgrowers,3626,4540,06/2000,CO
Fruitgrowers,3577,4540,06/2000,CO
Fruitgrowers,3528,4540,06/2000,CO
Fruitgrowers,3480,4540,06/2000,CO
Fruitgrowers,3421,4540,06/2000,CO
Fruitgrowers,3362,4540,06/2000,CO
Fruitgrowers,3308,4540,06/2000,CO
Fruitgrowers,3265,4540,06/2000,CO
Fruitgrowers,3223,4540,06/2000,CO
Fruitgrowers,3170,4540,06/2000,CO
Fruitgrowers,3125,4540,06/2000,CO
Fruitgrowers,3080,4540,06/2000,CO
Fruitgrowers,3073,4540,06/2000,CO
Fruitgrowers,3055,4540,06/2000,CO
Fruitgrowers,3029,4540,06/2000,CO
Fruitgrowers,2996,4540,06/2000,CO
Fruitgrowers,2967,4540,06/2000,CO
Fruitgrowers,2942,4540,06/2000,CO
Fruitgrowers,2916,4540,06/2000,CO
Fruitgrowers,2899,4540,06/2000,CO
Fruitgrowers,2877,4540,06/2000,CO
Fruitgrowers,2856,4540,06/2000,CO
Fruitgrowers,2838,4540,06/2000,CO
Fruitgrowers,2821,4540,06/2000,CO
Fruitgrowers,2803,4540,07/2000,CO
Fruitgrowers,2786,4540,07/2000,CO
Fruitgrowers,2730,4540,07/2000,CO
Fruitgrowers,2665,4540,07/2000,CO
Fruitgrowers,2612,4540,07/2000,CO
Fruitgrowers,2555,4540,07/2000,CO
Fruitgrowers,2513,4540,07/2000,CO
Fruitgrowers,2461,4540,07/2000,CO
Fruitgrowers,2426,4540,07/2000,CO
Fruitgrowers,2381,4540,07/2000,CO
Fruitgrowers,2335,4540,07/2000,CO
Fruitgrowers,2295,4540,07/2000,CO
Fruitgrowers,2261,4540,07/2000,CO
Fruitgrowers,2213,4540,07/2000,CO
Fruitgrowers,2163,4540,07/2000,CO
Fruitgrowers,2116,4540,07/2000,CO
Fruitgrowers,2067,4540,07/2000,CO
Fruitgrowers,2014,4540,07/2000,CO
Fruitgrowers,1978,4540,07/2000,CO
Fruitgrowers,1945,4540,07/2000,CO
Fruitgrowers,1905,4540,07/2000,CO
Fruitgrowers,1865,4540,07/2000,CO
Fruitgrowers,1828,4540,07/2000,CO
Fruitgrowers,1762,4540,07/2000,CO
Fruitgrowers,1693,4540,07/2000,CO
Fruitgrowers,1630,4540,07/2000,CO
Fruitgrowers,1572,4540,07/2000,CO
Fruitgrowers,1527,4540,07/2000,CO
Fruitgrowers,1480,4540,07/2000,CO
Fruitgrowers,1435,4540,07/2000,CO
Fruitgrowers,1382,4540,07/2000,CO
Fruitgrowers,1320,4540,08/2000,CO
Fruitgrowers,1274,4540,08/2000,CO
Fruitgrowers,1227,4540,08/2000,CO
Fruitgrowers,1180,4540,08/2000,CO
Fruitgrowers,911,4540,08/2000,CO
Fruitgrowers,627,4540,08/2000,CO
Fruitgrowers,447,4540,08/2000,CO
Fruitgrowers,327,4540,08/2000,CO
Fruitgrowers,225,4540,08/2000,CO
Fruitgrowers,155,4540,08/2000,CO
Fruitgrowers,96,4540,08/2000,CO
Fruitgrowers,55,4540,08/2000,CO
Fruitgrowers,50,4540,08/2000,CO
Fruitgrowers,18,4540,08/2000,CO
Fruitgrowers,7358932,4540,09/2000,CO
Fruitgrowers,7358472,4540,09/2000,CO
Fruitgrowers,7344899,4540,09/2000,CO
Fruitgrowers,7355710,4540,09/2000,CO
Fruitgrowers,7359162,4540,11/2000,CO
Fruitgrowers,7358472,4540,01/2001,CO
Fruitgrowers,7357551,4540,02/2001,CO
Fruitgrowers,7358932,4540,03/2001,CO
Fruitgrowers,3092,4540,03/2001,CO
Fruitgrowers,3110,4540,03/2001,CO
Fruitgrowers,3136,4540,03/2001,CO
Fruitgrowers,3166,4540,03/2001,CO
Fruitgrowers,3185,4540,03/2001,CO
Fruitgrowers,2989,4540,03/2001,CO
Fruitgrowers,3044,4540,03/2001,CO
Fruitgrowers,3003,4540,03/2001,CO
Fruitgrowers,3088,4540,03/2001,CO
Fruitgrowers,2963,4540,03/2001,CO
Fruitgrowers,2992,4540,03/2001,CO
Fruitgrowers,3106,4540,03/2001,CO
Fruitgrowers,3106,4540,04/2001,CO
Fruitgrowers,3077,4540,04/2001,CO
Fruitgrowers,3114,4540,04/2001,CO
Fruitgrowers,3121,4540,04/2001,CO
Fruitgrowers,3092,4540,04/2001,CO
Fruitgrowers,2717,4540,04/2001,CO
Fruitgrowers,2924,4540,04/2001,CO
Fruitgrowers,2686,4540,04/2001,CO
Fruitgrowers,3148,4540,04/2001,CO
Fruitgrowers,2699,4540,04/2001,CO
Fruitgrowers,2665,4540,04/2001,CO
Fruitgrowers,2375,4540,04/2001,CO
Fruitgrowers,3227,4540,04/2001,CO
Fruitgrowers,3208,4540,04/2001,CO
Fruitgrowers,3281,4540,04/2001,CO
Fruitgrowers,3242,4540,04/2001,CO
Fruitgrowers,3216,4540,04/2001,CO
Fruitgrowers,3273,4540,04/2001,CO
Fruitgrowers,3185,4540,04/2001,CO
Fruitgrowers,2877,4540,04/2001,CO
Fruitgrowers,2751,4540,04/2001,CO
Fruitgrowers,2375,4540,04/2001,CO
Fruitgrowers,2978,4540,04/2001,CO
Fruitgrowers,3155,4540,04/2001,CO
Fruitgrowers,3219,4540,04/2001,CO
Fruitgrowers,3269,4540,04/2001,CO
Fruitgrowers,3339,4540,04/2001,CO
Fruitgrowers,3103,4540,04/2001,CO
Fruitgrowers,3159,4540,04/2001,CO
Fruitgrowers,3133,4540,04/2001,CO
Fruitgrowers,3281,4540,05/2001,CO
Fruitgrowers,2558,4540,05/2001,CO
Fruitgrowers,1860,4540,05/2001,CO
Fruitgrowers,2301,4540,05/2001,CO
Fruitgrowers,2301,4540,05/2001,CO
Fruitgrowers,2744,4540,05/2001,CO
Fruitgrowers,2595,4540,05/2001,CO
Fruitgrowers,3040,4540,05/2001,CO
Fruitgrowers,3417,4540,05/2001,CO
Fruitgrowers,3389,4540,05/2001,CO
Fruitgrowers,3231,4540,05/2001,CO
Fruitgrowers,3327,4540,05/2001,CO
Fruitgrowers,3284,4540,05/2001,CO
Fruitgrowers,3110,4540,05/2001,CO
Fruitgrowers,2989,4540,05/2001,CO
Fruitgrowers,2899,4540,05/2001,CO
Fruitgrowers,1932,4540,05/2001,CO
Fruitgrowers,3014,4540,05/2001,CO
Fruitgrowers,2737,4540,05/2001,CO
Fruitgrowers,2602,4540,05/2001,CO
Fruitgrowers,2490,4540,05/2001,CO
Fruitgrowers,2741,4540,05/2001,CO
Fruitgrowers,2859,4540,05/2001,CO
Fruitgrowers,2796,4540,05/2001,CO
Fruitgrowers,2978,4540,05/2001,CO
Fruitgrowers,2845,4540,05/2001,CO
Fruitgrowers,2814,4540,05/2001,CO
Fruitgrowers,2672,4540,05/2001,CO
Fruitgrowers,2506,4540,05/2001,CO
Fruitgrowers,2493,4540,05/2001,CO
Fruitgrowers,2888,4540,05/2001,CO
Fruitgrowers,3565,4540,06/2001,CO
Fruitgrowers,3601,4540,06/2001,CO
Fruitgrowers,3691,4540,06/2001,CO
Fruitgrowers,3601,4540,06/2001,CO
Fruitgrowers,4013,4540,06/2001,CO
Fruitgrowers,3983,4540,06/2001,CO
Fruitgrowers,3953,4540,06/2001,CO
Fruitgrowers,3901,4540,06/2001,CO
Fruitgrowers,3889,4540,06/2001,CO
Fruitgrowers,3791,4540,06/2001,CO
Fruitgrowers,3733,4540,06/2001,CO
Fruitgrowers,3679,4540,06/2001,CO
Fruitgrowers,3609,4540,06/2001,CO
Fruitgrowers,3561,4540,06/2001,CO
Fruitgrowers,3524,4540,06/2001,CO
Fruitgrowers,3488,4540,06/2001,CO
Fruitgrowers,3449,4540,06/2001,CO
Fruitgrowers,3405,4540,06/2001,CO
Fruitgrowers,3370,4540,06/2001,CO
Fruitgrowers,3319,4540,06/2001,CO
Fruitgrowers,3269,4540,06/2001,CO
Fruitgrowers,3212,4540,06/2001,CO
