reservoir,storage,capacity,date,state
Scofield,40021,73600,01/2000,UT
Scofield,40046,73600,01/2000,UT
Scofield,40095,73600,01/2000,UT
Scofield,40118,73600,01/2000,UT
Scofield,40143,73600,01/2000,UT
Scofield,40289,73600,01/2000,UT
Scofield,40289,73600,01/2000,UT
Scofield,40338,73600,01/2000,UT
Scofield,40387,73600,01/2000,UT
Scofield,40436,73600,01/2000,UT
Scofield,40460,73600,01/2000,UT
Scofield,40508,73600,01/2000,UT
Scofield,40557,73600,01/2000,UT
Scofield,40606,73600,01/2000,UT
Scofield,40655,73600,01/2000,UT
Scofield,40704,73600,01/2000,UT
Scofield,40753,73600,01/2000,UT
Scofield,40802,73600,01/2000,UT
Scofield,40851,73600,01/2000,UT
Scofield,40900,73600,01/2000,UT
Scofield,40949,73600,01/2000,UT
Scofield,40998,73600,01/2000,UT
Scofield,41047,73600,01/2000,UT
Scofield,41096,73600,01/2000,UT
Scofield,41145,73600,01/2000,UT
Scofield,41194,73600,01/2000,UT
Scofield,41242,73600,01/2000,UT
Scofield,41291,73600,01/2000,UT
Scofield,41365,73600,01/2000,UT
Scofield,41414,73600,01/2000,UT
Scofield,41488,73600,01/2000,UT
Scofield,41537,73600,02/2000,UT
Scofield,41611,73600,02/2000,UT
Scofield,41660,73600,02/2000,UT
Scofield,41710,73600,02/2000,UT
Scofield,41783,73600,02/2000,UT
Scofield,41857,73600,02/2000,UT
Scofield,41906,73600,02/2000,UT
Scofield,41955,73600,02/2000,UT
Scofield,41981,73600,02/2000,UT
Scofield,42202,73600,02/2000,UT
Scofield,42277,73600,02/2000,UT
Scofield,42351,73600,02/2000,UT
Scofield,42400,73600,02/2000,UT
Scofield,42474,73600,02/2000,UT
Scofield,42549,73600,02/2000,UT
Scofield,42623,73600,02/2000,UT
Scofield,42698,73600,02/2000,UT
Scofield,42772,73600,02/2000,UT
Scofield,42847,73600,02/2000,UT
Scofield,42897,73600,02/2000,UT
Scofield,42971,73600,02/2000,UT
Scofield,43046,73600,02/2000,UT
Scofield,43120,73600,02/2000,UT
Scofield,43194,73600,02/2000,UT
Scofield,43270,73600,02/2000,UT
Scofield,43370,73600,02/2000,UT
Scofield,43444,73600,02/2000,UT
Scofield,43519,73600,02/2000,UT
Scofield,43569,73600,02/2000,UT
Scofield,43644,73600,03/2000,UT
Scofield,43718,73600,03/2000,UT
Scofield,43794,73600,03/2000,UT
Scofield,43669,73600,03/2000,UT
Scofield,43768,73600,03/2000,UT
Scofield,43868,73600,03/2000,UT
Scofield,43969,73600,03/2000,UT
Scofield,44069,73600,03/2000,UT
Scofield,44169,73600,03/2000,UT
Scofield,44270,73600,03/2000,UT
Scofield,44370,73600,03/2000,UT
Scofield,44471,73600,03/2000,UT
Scofield,44596,73600,03/2000,UT
Scofield,44596,73600,03/2000,UT
Scofield,44622,73600,03/2000,UT
Scofield,44622,73600,03/2000,UT
Scofield,44647,73600,03/2000,UT
Scofield,44647,73600,03/2000,UT
Scofield,44672,73600,03/2000,UT
Scofield,44723,73600,03/2000,UT
Scofield,44773,73600,03/2000,UT
Scofield,44824,73600,03/2000,UT
Scofield,44874,73600,03/2000,UT
Scofield,44925,73600,03/2000,UT
Scofield,44974,73600,03/2000,UT
Scofield,45024,73600,03/2000,UT
Scofield,45075,73600,03/2000,UT
Scofield,45125,73600,03/2000,UT
Scofield,45176,73600,03/2000,UT
Scofield,45227,73600,03/2000,UT
Scofield,45303,73600,03/2000,UT
Scofield,45404,73600,04/2000,UT
Scofield,45506,73600,04/2000,UT
Scofield,45606,73600,04/2000,UT
Scofield,45708,73600,04/2000,UT
Scofield,45809,73600,04/2000,UT
Scofield,45911,73600,04/2000,UT
Scofield,46089,73600,04/2000,UT
Scofield,46292,73600,04/2000,UT
Scofield,46496,73600,04/2000,UT
Scofield,46700,73600,04/2000,UT
Scofield,46904,73600,04/2000,UT
Scofield,47057,73600,04/2000,UT
Scofield,47262,73600,04/2000,UT
Scofield,47467,73600,04/2000,UT
Scofield,47620,73600,04/2000,UT
Scofield,47774,73600,04/2000,UT
Scofield,48185,73600,04/2000,UT
Scofield,48262,73600,04/2000,UT
Scofield,48340,73600,04/2000,UT
Scofield,48417,73600,04/2000,UT
Scofield,48495,73600,04/2000,UT
Scofield,48571,73600,04/2000,UT
Scofield,48649,73600,04/2000,UT
Scofield,48726,73600,04/2000,UT
Scofield,48803,73600,04/2000,UT
Scofield,48881,73600,04/2000,UT
Scofield,49036,73600,04/2000,UT
Scofield,49347,73600,04/2000,UT
Scofield,49424,73600,04/2000,UT
Scofield,49501,73600,04/2000,UT
Scofield,50203,73600,05/2000,UT
Scofield,50386,73600,05/2000,UT
Scofield,50802,73600,05/2000,UT
Scofield,51220,73600,05/2000,UT
Scofield,51640,73600,05/2000,UT
Scofield,52059,73600,05/2000,UT
Scofield,52427,73600,05/2000,UT
Scofield,53352,73600,05/2000,UT
Scofield,53564,73600,05/2000,UT
Scofield,54014,73600,05/2000,UT
Scofield,54093,73600,05/2000,UT
Scofield,54147,73600,05/2000,UT
