reservoir,storage,capacity,date,state
McPhee,321640,381100,01/2000,CO
McPhee,321640,381100,01/2000,CO
McPhee,321599,381100,01/2000,CO
McPhee,321560,381100,01/2000,CO
McPhee,321560,381100,01/2000,CO
McPhee,321519,381100,01/2000,CO
McPhee,321519,381100,01/2000,CO
McPhee,321480,381100,01/2000,CO
McPhee,321480,381100,01/2000,CO
McPhee,321480,381100,01/2000,CO
McPhee,321480,381100,01/2000,CO
McPhee,321439,381100,01/2000,CO
McPhee,321480,381100,01/2000,CO
McPhee,321519,381100,01/2000,CO
McPhee,321560,381100,01/2000,CO
McPhee,321599,381100,01/2000,CO
McPhee,321640,381100,01/2000,CO
McPhee,321640,381100,01/2000,CO
McPhee,321679,381100,01/2000,CO
McPhee,321679,381100,01/2000,CO
McPhee,321679,381100,01/2000,CO
McPhee,321720,381100,01/2000,CO
McPhee,321720,381100,01/2000,CO
McPhee,321839,381100,01/2000,CO
McPhee,321999,381100,01/2000,CO
McPhee,322198,381100,01/2000,CO
McPhee,322159,381100,01/2000,CO
McPhee,322118,381100,01/2000,CO
McPhee,322159,381100,01/2000,CO
McPhee,322198,381100,01/2000,CO
McPhee,322198,381100,01/2000,CO
McPhee,322239,381100,02/2000,CO
McPhee,322239,381100,02/2000,CO
McPhee,322278,381100,02/2000,CO
McPhee,322319,381100,02/2000,CO
McPhee,322359,381100,02/2000,CO
McPhee,322400,381100,02/2000,CO
McPhee,322359,381100,02/2000,CO
McPhee,322400,381100,02/2000,CO
McPhee,322400,381100,02/2000,CO
McPhee,322519,381100,02/2000,CO
McPhee,322599,381100,02/2000,CO
McPhee,322759,381100,02/2000,CO
McPhee,322839,381100,02/2000,CO
McPhee,322919,381100,02/2000,CO
McPhee,323000,381100,02/2000,CO
McPhee,323119,381100,02/2000,CO
McPhee,323160,381100,02/2000,CO
McPhee,323199,381100,02/2000,CO
McPhee,323279,381100,02/2000,CO
McPhee,323360,381100,02/2000,CO
McPhee,323440,381100,02/2000,CO
McPhee,323440,381100,02/2000,CO
McPhee,323440,381100,02/2000,CO
McPhee,323481,381100,02/2000,CO
McPhee,323520,381100,02/2000,CO
McPhee,323561,381100,02/2000,CO
McPhee,323600,381100,02/2000,CO
McPhee,323642,381100,02/2000,CO
McPhee,323642,381100,02/2000,CO
McPhee,323761,381100,03/2000,CO
