reservoir,storage,capacity,date,state
"Lake Sumner",32330,43768,01/2000,NM
"Lake Sumner",32500,43768,01/2000,NM
"Lake Sumner",32680,43768,01/2000,NM
"Lake Sumner",32680,43768,01/2000,NM
"Lake Sumner",32800,43768,01/2000,NM
"Lake Sumner",32900,43768,01/2000,NM
"Lake Sumner",32780,43768,01/2000,NM
"Lake Sumner",32900,43768,01/2000,NM
"Lake Sumner",33020,43768,01/2000,NM
"Lake Sumner",33680,43768,01/2000,NM
"Lake Sumner",33660,43768,01/2000,NM
"Lake Sumner",33850,43768,01/2000,NM
"Lake Sumner",33470,43768,01/2000,NM
"Lake Sumner",33850,43768,01/2000,NM
"Lake Sumner",34090,43768,01/2000,NM
"Lake Sumner",34090,43768,01/2000,NM
"Lake Sumner",34340,43768,01/2000,NM
"Lake Sumner",34340,43768,01/2000,NM
"Lake Sumner",34580,43768,01/2000,NM
"Lake Sumner",34580,43768,01/2000,NM
"Lake Sumner",34580,43768,01/2000,NM
"Lake Sumner",34580,43768,01/2000,NM
"Lake Sumner",34700,43768,01/2000,NM
"Lake Sumner",34820,43768,01/2000,NM
"Lake Sumner",34580,43768,01/2000,NM
"Lake Sumner",34650,43768,01/2000,NM
"Lake Sumner",34750,43768,01/2000,NM
"Lake Sumner",34830,43768,01/2000,NM
"Lake Sumner",34950,43768,01/2000,NM
"Lake Sumner",35020,43768,01/2000,NM
"Lake Sumner",35090,43768,01/2000,NM
"Lake Sumner",35240,43768,02/2000,NM
"Lake Sumner",35290,43768,02/2000,NM
"Lake Sumner",35400,43768,02/2000,NM
"Lake Sumner",35540,43768,02/2000,NM
"Lake Sumner",35610,43768,02/2000,NM
"Lake Sumner",35690,43768,02/2000,NM
"Lake Sumner",35810,43768,02/2000,NM
"Lake Sumner",35890,43768,02/2000,NM
"Lake Sumner",35990,43768,02/2000,NM
"Lake Sumner",36040,43768,02/2000,NM
"Lake Sumner",36190,43768,02/2000,NM
"Lake Sumner",36240,43768,02/2000,NM
"Lake Sumner",36360,43768,02/2000,NM
"Lake Sumner",36390,43768,02/2000,NM
"Lake Sumner",36440,43768,02/2000,NM
"Lake Sumner",34360,43768,02/2000,NM
"Lake Sumner",31910,43768,02/2000,NM
"Lake Sumner",29890,43768,02/2000,NM
"Lake Sumner",26940,43768,02/2000,NM
"Lake Sumner",24300,43768,02/2000,NM
"Lake Sumner",21940,43768,02/2000,NM
"Lake Sumner",19560,43768,02/2000,NM
"Lake Sumner",17160,43768,02/2000,NM
"Lake Sumner",16620,43768,02/2000,NM
"Lake Sumner",16590,43768,02/2000,NM
"Lake Sumner",16550,43768,02/2000,NM
"Lake Sumner",16490,43768,02/2000,NM
"Lake Sumner",16420,43768,02/2000,NM
"Lake Sumner",16430,43768,02/2000,NM
"Lake Sumner",16340,43768,03/2000,NM
"Lake Sumner",16290,43768,03/2000,NM
"Lake Sumner",16230,43768,03/2000,NM
"Lake Sumner",16200,43768,03/2000,NM
"Lake Sumner",16140,43768,03/2000,NM
"Lake Sumner",16080,43768,03/2000,NM
"Lake Sumner",15980,43768,03/2000,NM
"Lake Sumner",16010,43768,03/2000,NM
"Lake Sumner",15900,43768,03/2000,NM
"Lake Sumner",15820,43768,03/2000,NM
"Lake Sumner",15770,43768,03/2000,NM
"Lake Sumner",15690,43768,03/2000,NM
"Lake Sumner",15650,43768,03/2000,NM
"Lake Sumner",15580,43768,03/2000,NM
"Lake Sumner",15540,43768,03/2000,NM
"Lake Sumner",15500,43768,03/2000,NM
"Lake Sumner",15380,43768,03/2000,NM
"Lake Sumner",15370,43768,03/2000,NM
"Lake Sumner",15240,43768,03/2000,NM
"Lake Sumner",15200,43768,03/2000,NM
"Lake Sumner",15180,43768,03/2000,NM
"Lake Sumner",15130,43768,03/2000,NM
"Lake Sumner",15240,43768,03/2000,NM
"Lake Sumner",15480,43768,03/2000,NM
"Lake Sumner",15710,43768,03/2000,NM
"Lake Sumner",15870,43768,03/2000,NM
"Lake Sumner",16040,43768,03/2000,NM
"Lake Sumner",16070,43768,03/2000,NM
"Lake Sumner",16010,43768,03/2000,NM
"Lake Sumner",15940,43768,03/2000,NM
"Lake Sumner",15870,43768,03/2000,NM
"Lake Sumner",15870,43768,04/2000,NM
"Lake Sumner",15870,43768,04/2000,NM
"Lake Sumner",15850,43768,04/2000,NM
"Lake Sumner",15800,43768,04/2000,NM
"Lake Sumner",15770,43768,04/2000,NM
"Lake Sumner",15740,43768,04/2000,NM
"Lake Sumner",15640,43768,04/2000,NM
"Lake Sumner",15570,43768,04/2000,NM
"Lake Sumner",15500,43768,04/2000,NM
"Lake Sumner",15440,43768,04/2000,NM
"Lake Sumner",15400,43768,04/2000,NM
"Lake Sumner",15290,43768,04/2000,NM
"Lake Sumner",16430,43768,04/2000,NM
"Lake Sumner",18130,43768,04/2000,NM
"Lake Sumner",20040,43768,04/2000,NM
"Lake Sumner",21920,43768,04/2000,NM
"Lake Sumner",23800,43768,04/2000,NM
"Lake Sumner",26070,43768,04/2000,NM
"Lake Sumner",27650,43768,04/2000,NM
"Lake Sumner",28570,43768,04/2000,NM
"Lake Sumner",28740,43768,04/2000,NM
"Lake Sumner",28700,43768,04/2000,NM
"Lake Sumner",28570,43768,04/2000,NM
"Lake Sumner",28480,43768,04/2000,NM
"Lake Sumner",28400,43768,04/2000,NM
"Lake Sumner",28270,43768,04/2000,NM
"Lake Sumner",28200,43768,04/2000,NM
"Lake Sumner",28070,43768,04/2000,NM
"Lake Sumner",28010,43768,04/2000,NM
"Lake Sumner",27930,43768,04/2000,NM
"Lake Sumner",27820,43768,05/2000,NM
"Lake Sumner",27710,43768,05/2000,NM
"Lake Sumner",27590,43768,05/2000,NM
"Lake Sumner",27520,43768,05/2000,NM
"Lake Sumner",27460,43768,05/2000,NM
"Lake Sumner",27340,43768,05/2000,NM
"Lake Sumner",27170,43768,05/2000,NM
"Lake Sumner",27000,43768,05/2000,NM
"Lake Sumner",26860,43768,05/2000,NM
"Lake Sumner",25380,43768,05/2000,NM
"Lake Sumner",22950,43768,05/2000,NM
"Lake Sumner",21330,43768,05/2000,NM
"Lake Sumner",20820,43768,05/2000,NM
"Lake Sumner",20510,43768,05/2000,NM
"Lake Sumner",20390,43768,05/2000,NM
"Lake Sumner",20290,43768,05/2000,NM
"Lake Sumner",20190,43768,05/2000,NM
"Lake Sumner",20020,43768,05/2000,NM
"Lake Sumner",19870,43768,05/2000,NM
"Lake Sumner",19770,43768,05/2000,NM
"Lake Sumner",19640,43768,05/2000,NM
"Lake Sumner",19590,43768,05/2000,NM
"Lake Sumner",19460,43768,05/2000,NM
"Lake Sumner",19300,43768,05/2000,NM
