reservoir,storage,capacity,date,state
Lemon,30202,39792,01/2000,CO
Lemon,30224,39792,01/2000,CO
Lemon,30213,39792,01/2000,CO
Lemon,30202,39792,01/2000,CO
Lemon,30191,39792,01/2000,CO
Lemon,30180,39792,01/2000,CO
Lemon,30174,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30164,39792,01/2000,CO
Lemon,30164,39792,01/2000,CO
Lemon,30158,39792,01/2000,CO
Lemon,30153,39792,01/2000,CO
Lemon,30147,39792,01/2000,CO
Lemon,30147,39792,01/2000,CO
Lemon,30142,39792,01/2000,CO
Lemon,30147,39792,01/2000,CO
Lemon,30147,39792,01/2000,CO
Lemon,30142,39792,01/2000,CO
Lemon,30142,39792,01/2000,CO
Lemon,30136,39792,01/2000,CO
Lemon,30136,39792,01/2000,CO
Lemon,30136,39792,01/2000,CO
Lemon,30164,39792,01/2000,CO
Lemon,30174,39792,01/2000,CO
Lemon,30174,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30169,39792,01/2000,CO
Lemon,30164,39792,01/2000,CO
Lemon,30164,39792,02/2000,CO
Lemon,30164,39792,02/2000,CO
Lemon,30164,39792,02/2000,CO
Lemon,30164,39792,02/2000,CO
Lemon,30158,39792,02/2000,CO
Lemon,30158,39792,02/2000,CO
Lemon,30153,39792,02/2000,CO
Lemon,30153,39792,02/2000,CO
Lemon,30153,39792,02/2000,CO
Lemon,30153,39792,02/2000,CO
Lemon,30158,39792,02/2000,CO
Lemon,30158,39792,02/2000,CO
Lemon,30174,39792,02/2000,CO
Lemon,30180,39792,02/2000,CO
Lemon,30180,39792,02/2000,CO
Lemon,30180,39792,02/2000,CO
Lemon,30185,39792,02/2000,CO
Lemon,30196,39792,02/2000,CO
Lemon,30196,39792,02/2000,CO
Lemon,30196,39792,02/2000,CO
Lemon,30196,39792,02/2000,CO
Lemon,30202,39792,02/2000,CO
Lemon,30202,39792,02/2000,CO
Lemon,30218,39792,02/2000,CO
Lemon,30224,39792,02/2000,CO
Lemon,30224,39792,02/2000,CO
Lemon,30218,39792,02/2000,CO
Lemon,30224,39792,02/2000,CO
Lemon,30224,39792,02/2000,CO
Lemon,30224,39792,03/2000,CO
Lemon,30235,39792,03/2000,CO
Lemon,30235,39792,03/2000,CO
Lemon,30235,39792,03/2000,CO
Lemon,30240,39792,03/2000,CO
Lemon,30268,39792,03/2000,CO
Lemon,30295,39792,03/2000,CO
Lemon,30312,39792,03/2000,CO
Lemon,30333,39792,03/2000,CO
Lemon,30333,39792,03/2000,CO
Lemon,30328,39792,03/2000,CO
Lemon,30333,39792,03/2000,CO
Lemon,30333,39792,03/2000,CO
Lemon,30333,39792,03/2000,CO
Lemon,30339,39792,03/2000,CO
Lemon,30339,39792,03/2000,CO
Lemon,30344,39792,03/2000,CO
Lemon,30344,39792,03/2000,CO
Lemon,30344,39792,03/2000,CO
Lemon,30372,39792,03/2000,CO
Lemon,30432,39792,03/2000,CO
Lemon,30455,39792,03/2000,CO
Lemon,30466,39792,03/2000,CO
Lemon,30471,39792,03/2000,CO
Lemon,30482,39792,03/2000,CO
Lemon,30499,39792,03/2000,CO
Lemon,30515,39792,03/2000,CO
Lemon,30537,39792,03/2000,CO
Lemon,30559,39792,03/2000,CO
Lemon,30587,39792,03/2000,CO
Lemon,30620,39792,03/2000,CO
Lemon,30692,39792,04/2000,CO
Lemon,30708,39792,04/2000,CO
Lemon,30703,39792,04/2000,CO
Lemon,30741,39792,04/2000,CO
Lemon,30774,39792,04/2000,CO
Lemon,30813,39792,04/2000,CO
Lemon,30879,39792,04/2000,CO
Lemon,30951,39792,04/2000,CO
Lemon,31034,39792,04/2000,CO
Lemon,31140,39792,04/2000,CO
Lemon,31251,39792,04/2000,CO
Lemon,31373,39792,04/2000,CO
Lemon,31423,39792,04/2000,CO
Lemon,31479,39792,04/2000,CO
Lemon,31574,39792,04/2000,CO
Lemon,31613,39792,04/2000,CO
Lemon,31652,39792,04/2000,CO
Lemon,31708,39792,04/2000,CO
Lemon,31781,39792,04/2000,CO
Lemon,31881,39792,04/2000,CO
Lemon,32039,39792,04/2000,CO
