reservoir,storage,capacity,date,state
"Blue Mesa",587505,940800,01/2000,CO
"Blue Mesa",586254,940800,01/2000,CO
"Blue Mesa",584928,940800,01/2000,CO
"Blue Mesa",583759,940800,01/2000,CO
"Blue Mesa",582124,940800,01/2000,CO
"Blue Mesa",580878,940800,01/2000,CO
"Blue Mesa",579557,940800,01/2000,CO
"Blue Mesa",578158,940800,01/2000,CO
"Blue Mesa",577306,940800,01/2000,CO
"Blue Mesa",576299,940800,01/2000,CO
"Blue Mesa",575214,940800,01/2000,CO
"Blue Mesa",574594,940800,01/2000,CO
"Blue Mesa",574284,940800,01/2000,CO
"Blue Mesa",573590,940800,01/2000,CO
"Blue Mesa",573050,940800,01/2000,CO
"Blue Mesa",572507,940800,01/2000,CO
"Blue Mesa",572043,940800,01/2000,CO
"Blue Mesa",571658,940800,01/2000,CO
"Blue Mesa",571349,940800,01/2000,CO
"Blue Mesa",570886,940800,01/2000,CO
"Blue Mesa",570502,940800,01/2000,CO
"Blue Mesa",570577,940800,01/2000,CO
"Blue Mesa",569655,940800,01/2000,CO
"Blue Mesa",569038,940800,01/2000,CO
"Blue Mesa",569267,940800,01/2000,CO
"Blue Mesa",569655,940800,01/2000,CO
"Blue Mesa",569730,940800,01/2000,CO
"Blue Mesa",569346,940800,01/2000,CO
"Blue Mesa",569501,940800,01/2000,CO
"Blue Mesa",569884,940800,01/2000,CO
"Blue Mesa",569805,940800,01/2000,CO
"Blue Mesa",569267,940800,02/2000,CO
"Blue Mesa",568575,940800,02/2000,CO
"Blue Mesa",567651,940800,02/2000,CO
"Blue Mesa",567343,940800,02/2000,CO
"Blue Mesa",567114,940800,02/2000,CO
"Blue Mesa",566573,940800,02/2000,CO
"Blue Mesa",566191,940800,02/2000,CO
"Blue Mesa",565808,940800,02/2000,CO
"Blue Mesa",565114,940800,02/2000,CO
"Blue Mesa",564653,940800,02/2000,CO
"Blue Mesa",564578,940800,02/2000,CO
"Blue Mesa",564732,940800,02/2000,CO
"Blue Mesa",564578,940800,02/2000,CO
"Blue Mesa",563889,940800,02/2000,CO
"Blue Mesa",563350,940800,02/2000,CO
"Blue Mesa",563350,940800,02/2000,CO
"Blue Mesa",563350,940800,02/2000,CO
"Blue Mesa",562890,940800,02/2000,CO
"Blue Mesa",563197,940800,02/2000,CO
"Blue Mesa",563043,940800,02/2000,CO
"Blue Mesa",562430,940800,02/2000,CO
"Blue Mesa",562123,940800,02/2000,CO
"Blue Mesa",562123,940800,02/2000,CO
"Blue Mesa",562201,940800,02/2000,CO
"Blue Mesa",562355,940800,02/2000,CO
"Blue Mesa",561973,940800,02/2000,CO
"Blue Mesa",561588,940800,02/2000,CO
"Blue Mesa",561588,940800,02/2000,CO
"Blue Mesa",561667,940800,02/2000,CO
"Blue Mesa",561054,940800,03/2000,CO
"Blue Mesa",559602,940800,03/2000,CO
"Blue Mesa",558300,940800,03/2000,CO
"Blue Mesa",557767,940800,03/2000,CO
"Blue Mesa",558300,940800,03/2000,CO
"Blue Mesa",559370,940800,03/2000,CO
"Blue Mesa",560595,940800,03/2000,CO
"Blue Mesa",561360,940800,03/2000,CO
"Blue Mesa",561360,940800,03/2000,CO
"Blue Mesa",561054,940800,03/2000,CO
"Blue Mesa",560976,940800,03/2000,CO
"Blue Mesa",560976,940800,03/2000,CO
"Blue Mesa",560363,940800,03/2000,CO
"Blue Mesa",560210,940800,03/2000,CO
"Blue Mesa",559449,940800,03/2000,CO
"Blue Mesa",558990,940800,03/2000,CO
"Blue Mesa",558226,940800,03/2000,CO
"Blue Mesa",557845,940800,03/2000,CO
"Blue Mesa",557156,940800,03/2000,CO
"Blue Mesa",556319,940800,03/2000,CO
"Blue Mesa",555482,940800,03/2000,CO
"Blue Mesa",554642,940800,03/2000,CO
"Blue Mesa",553806,940800,03/2000,CO
"Blue Mesa",553349,940800,03/2000,CO
"Blue Mesa",553123,940800,03/2000,CO
"Blue Mesa",553045,940800,03/2000,CO
"Blue Mesa",553045,940800,03/2000,CO
"Blue Mesa",553123,940800,03/2000,CO
"Blue Mesa",553654,940800,03/2000,CO
"Blue Mesa",553732,940800,03/2000,CO
"Blue Mesa",553197,940800,03/2000,CO
"Blue Mesa",552210,940800,04/2000,CO
"Blue Mesa",550465,940800,04/2000,CO
"Blue Mesa",548874,940800,04/2000,CO
"Blue Mesa",548497,940800,04/2000,CO
"Blue Mesa",547511,940800,04/2000,CO
"Blue Mesa",546529,940800,04/2000,CO
"Blue Mesa",545547,940800,04/2000,CO
"Blue Mesa",544567,940800,04/2000,CO
"Blue Mesa",543735,940800,04/2000,CO
"Blue Mesa",543812,940800,04/2000,CO
"Blue Mesa",543886,940800,04/2000,CO
"Blue Mesa",543963,940800,04/2000,CO
"Blue Mesa",543433,940800,04/2000,CO
"Blue Mesa",543735,940800,04/2000,CO
"Blue Mesa",544718,940800,04/2000,CO
"Blue Mesa",544792,940800,04/2000,CO
"Blue Mesa",544792,940800,04/2000,CO
"Blue Mesa",547437,940800,04/2000,CO
"Blue Mesa",548571,940800,04/2000,CO
"Blue Mesa",549555,940800,04/2000,CO
"Blue Mesa",550088,940800,04/2000,CO
"Blue Mesa",550691,940800,04/2000,CO
"Blue Mesa",551073,940800,04/2000,CO
"Blue Mesa",551299,940800,04/2000,CO
"Blue Mesa",551376,940800,04/2000,CO
"Blue Mesa",552515,940800,04/2000,CO
"Blue Mesa",554872,940800,04/2000,CO
"Blue Mesa",558151,940800,04/2000,CO
"Blue Mesa",561820,940800,04/2000,CO
"Blue Mesa",564653,940800,04/2000,CO
"Blue Mesa",566881,940800,05/2000,CO
"Blue Mesa",569267,940800,05/2000,CO
"Blue Mesa",573125,940800,05/2000,CO
"Blue Mesa",578548,940800,05/2000,CO
"Blue Mesa",584696,940800,05/2000,CO
"Blue Mesa",591261,940800,05/2000,CO
"Blue Mesa",598646,940800,05/2000,CO
"Blue Mesa",606387,940800,05/2000,CO
"Blue Mesa",614010,940800,05/2000,CO
"Blue Mesa",620315,940800,05/2000,CO
"Blue Mesa",627047,940800,05/2000,CO
"Blue Mesa",633652,940800,05/2000,CO
"Blue Mesa",639069,940800,05/2000,CO
"Blue Mesa",643287,940800,05/2000,CO
"Blue Mesa",645319,940800,05/2000,CO
"Blue Mesa",646948,940800,05/2000,CO
"Blue Mesa",649961,940800,05/2000,CO
"Blue Mesa",650778,940800,05/2000,CO
"Blue Mesa",650778,940800,05/2000,CO
"Blue Mesa",649881,940800,05/2000,CO
"Blue Mesa",647759,940800,05/2000,CO
"Blue Mesa",644588,940800,05/2000,CO
"Blue Mesa",644425,940800,05/2000,CO
"Blue Mesa",646701,940800,05/2000,CO
"Blue Mesa",651431,940800,05/2000,CO
"Blue Mesa",657241,940800,05/2000,CO
"Blue Mesa",661425,940800,05/2000,CO
"Blue Mesa",665706,940800,05/2000,CO
"Blue Mesa",672400,940800,05/2000,CO
"Blue Mesa",679875,940800,05/2000,CO
"Blue Mesa",688135,940800,05/2000,CO
"Blue Mesa",695180,940800,06/2000,CO
"Blue Mesa",701585,940800,06/2000,CO
"Blue Mesa",706659,940800,06/2000,CO
"Blue Mesa",711240,940800,06/2000,CO
"Blue Mesa",715830,940800,06/2000,CO
"Blue Mesa",719074,940800,06/2000,CO
"Blue Mesa",722320,940800,06/2000,CO
"Blue Mesa",725402,940800,06/2000,CO
"Blue Mesa",728405,940800,06/2000,CO
