reservoir,storage,capacity,date,state
"Lake Powell",21434836,24322000,01/2000,AZ&UT
"Lake Powell",21426035,24322000,01/2000,AZ&UT
"Lake Powell",21415807,24322000,01/2000,AZ&UT
"Lake Powell",21399684,24322000,01/2000,AZ&UT
"Lake Powell",21393824,24322000,01/2000,AZ&UT
"Lake Powell",21376286,24322000,01/2000,AZ&UT
"Lake Powell",21360186,24322000,01/2000,AZ&UT
"Lake Powell",21344131,24322000,01/2000,AZ&UT
"Lake Powell",21332435,24322000,01/2000,AZ&UT
"Lake Powell",21316360,24322000,01/2000,AZ&UT
"Lake Powell",21304711,24322000,01/2000,AZ&UT
"Lake Powell",21295950,24322000,01/2000,AZ&UT
"Lake Powell",21290111,24322000,01/2000,AZ&UT
"Lake Powell",21281355,24322000,01/2000,AZ&UT
"Lake Powell",21272638,24322000,01/2000,AZ&UT
"Lake Powell",21269721,24322000,01/2000,AZ&UT
"Lake Powell",21259513,24322000,01/2000,AZ&UT
"Lake Powell",21252224,24322000,01/2000,AZ&UT
"Lake Powell",21243480,24322000,01/2000,AZ&UT
"Lake Powell",21231860,24322000,01/2000,AZ&UT
"Lake Powell",21223122,24322000,01/2000,AZ&UT
"Lake Powell",21218754,24322000,01/2000,AZ&UT
"Lake Powell",21211476,24322000,01/2000,AZ&UT
"Lake Powell",21205654,24322000,01/2000,AZ&UT
"Lake Powell",21199869,24322000,01/2000,AZ&UT
"Lake Powell",21182415,24322000,01/2000,AZ&UT
"Lake Powell",21179507,24322000,01/2000,AZ&UT
"Lake Powell",21166461,24322000,01/2000,AZ&UT
"Lake Powell",21160648,24322000,01/2000,AZ&UT
"Lake Powell",21151932,24322000,01/2000,AZ&UT
"Lake Powell",21137411,24322000,01/2000,AZ&UT
"Lake Powell",21135959,24322000,02/2000,AZ&UT
"Lake Powell",21127286,24322000,02/2000,AZ&UT
"Lake Powell",21120030,24322000,02/2000,AZ&UT
"Lake Powell",21111326,24322000,02/2000,AZ&UT
"Lake Powell",21106975,24322000,02/2000,AZ&UT
"Lake Powell",21101175,24322000,02/2000,AZ&UT
"Lake Powell",21086715,24322000,02/2000,AZ&UT
"Lake Powell",21078021,24322000,02/2000,AZ&UT
"Lake Powell",21070778,24322000,02/2000,AZ&UT
"Lake Powell",21062089,24322000,02/2000,AZ&UT
"Lake Powell",21057781,24322000,02/2000,AZ&UT
"Lake Powell",21054886,24322000,02/2000,AZ&UT
"Lake Powell",21047649,24322000,02/2000,AZ&UT
"Lake Powell",21040414,24322000,02/2000,AZ&UT
"Lake Powell",21038967,24322000,02/2000,AZ&UT
"Lake Powell",21031734,24322000,02/2000,AZ&UT
"Lake Powell",21018755,24322000,02/2000,AZ&UT
"Lake Powell",21015864,24322000,02/2000,AZ&UT
"Lake Powell",21014419,24322000,02/2000,AZ&UT
"Lake Powell",21002857,24322000,02/2000,AZ&UT
"Lake Powell",20985559,24322000,02/2000,AZ&UT
"Lake Powell",20991300,24322000,02/2000,AZ&UT
"Lake Powell",20985542,24322000,02/2000,AZ&UT
"Lake Powell",20971122,24322000,02/2000,AZ&UT
"Lake Powell",20974009,24322000,02/2000,AZ&UT
"Lake Powell",20965350,24322000,02/2000,AZ&UT
"Lake Powell",20961021,24322000,02/2000,AZ&UT
"Lake Powell",20955251,24322000,02/2000,AZ&UT
"Lake Powell",20948074,24322000,02/2000,AZ&UT
"Lake Powell",20943748,24322000,03/2000,AZ&UT
"Lake Powell",20936540,24322000,03/2000,AZ&UT
"Lake Powell",20927892,24322000,03/2000,AZ&UT
"Lake Powell",20927892,24322000,03/2000,AZ&UT
