reservoir,storage,capacity,pct_capacity,date
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# The reservoir data contained in this file are best estimates generated by the Texas    "
"Natural Dam",,,,"//# Water Development Board(TWDB) using data collected by various data providers as well   "
"Natural Dam",,,,"//# as by TWDB. For a detailed explaination of the methodology used please visit:          "
"Natural Dam",,,,"//#                                                                                        "
"Natural Dam",,,,"//#     http://waterdatafortexas.org/reservoirs/methodology                                "
"Natural Dam",,,,"//#                                                                                        "
"Natural Dam",,,,"//# TWDB makes no warranties(including no warranties as to merchantability or fitness)     "
"Natural Dam",,,,"//# either expressed or implied with respect to the data or its fitness for any specific   "
"Natural Dam",,,,"//# application.                                                                           "
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Definitions:"
"Natural Dam",,,,"//#     reservoir_storage = actual storage at measured lake elevation"
"Natural Dam",,,,"//#     dead_pool_capacity = storage at dead pool elevation"
"Natural Dam",,,," dead pool capacity//#     conservation_capacity = storage at conservation pool elevation "
"Natural Dam",,,," dead pool capacity (note: conservation storage is capped at conservation capacity)//#     conservation_storage = reservoir storage "
"Natural Dam",,,,"//#     percent_full = 100 * conservation storage/conservation capacity"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Estimated daily average data for Natural Dam Salt Lake"
"Natural Dam",,,,"08/04T17:39:11.366854 UTC/#     generated: 2015"
"Natural Dam",,,,"dam.csv//#     url: http://waterdatafortexas.org/reservoirs/individual/natural"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Footnote:"
"Natural Dam",,,,"//#     "
"Natural Dam",,,,"//#         Natural Dam Lake is a flood control lake. It is not used for water"
"Natural Dam",,,,"//#         supply and under normal conditions it is empty."
"Natural Dam",,,,"//#     "
"Natural Dam",,,,"//# "
"Natural Dam",,,,"Area/Capacity rating curve(s) used:/# Elevation"
"Natural Dam",,,,"dam/rating/curve/CRMWD/1989/#     http://waterdatafortexas.org/reservoirs/individual/natural"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Conservation pool elevation(s) used: 2457 feet above NGVD29"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Dead pool elevation(s) used: None"
"Natural Dam",,,,"//# "
"Natural Dam",,,,"//# Units:"
"Natural Dam",,,,"MM/DD/#     date: YYYY"
"Natural Dam",,,,"//#     water_level: feet above NGVD29"
"Natural Dam",,,,"//#     surface_area: acres"
"Natural Dam",,,,"feet//#     storages: acre"
"Natural Dam",,,,"//# "
"Natural Dam",conservation_storage,conservation_capacity,percent_full,//date
"Natural Dam",26581,54560,48.7,10/02/2000
"Natural Dam",26581,54560,48.7,10/03/2000
"Natural Dam",26581,54560,48.7,10/04/2000
"Natural Dam",26581,54560,48.7,10/05/2000
"Natural Dam",26581,54560,48.7,10/06/2000
"Natural Dam",26558,54560,48.7,10/07/2000
"Natural Dam",26558,54560,48.7,10/08/2000
"Natural Dam",26558,54560,48.7,10/09/2000
"Natural Dam",26558,54560,48.7,10/10/2000
"Natural Dam",26581,54560,48.7,10/11/2000
"Natural Dam",26581,54560,48.7,10/12/2000
"Natural Dam",26627,54560,48.8,10/13/2000
"Natural Dam",26604,54560,48.8,10/14/2000
"Natural Dam",26627,54560,48.8,10/15/2000
"Natural Dam",26604,54560,48.8,10/16/2000
"Natural Dam",26604,54560,48.8,10/17/2000
"Natural Dam",26581,54560,48.7,10/18/2000
"Natural Dam",26581,54560,48.7,10/19/2000
"Natural Dam",26581,54560,48.7,10/20/2000
"Natural Dam",26604,54560,48.8,10/21/2000
"Natural Dam",26604,54560,48.8,10/22/2000
"Natural Dam",26581,54560,48.7,10/23/2000
"Natural Dam",26581,54560,48.7,10/24/2000
"Natural Dam",26604,54560,48.8,10/25/2000
"Natural Dam",26604,54560,48.8,10/26/2000
"Natural Dam",26604,54560,48.8,10/27/2000
"Natural Dam",26604,54560,48.8,10/28/2000
"Natural Dam",26604,54560,48.8,10/29/2000
"Natural Dam",26581,54560,48.7,10/30/2000
"Natural Dam",26581,54560,48.7,10/31/2000
"Natural Dam",26581,54560,48.7,11/01/2000
"Natural Dam",26558,54560,48.7,11/02/2000
"Natural Dam",26558,54560,48.7,11/03/2000
"Natural Dam",26581,54560,48.7,11/04/2000
"Natural Dam",26581,54560,48.7,11/05/2000
"Natural Dam",26581,54560,48.7,11/06/2000
"Natural Dam",26558,54560,48.7,11/07/2000
"Natural Dam",26558,54560,48.7,11/08/2000
"Natural Dam",26558,54560,48.7,11/09/2000
"Natural Dam",26558,54560,48.7,11/10/2000
"Natural Dam",26581,54560,48.7,11/11/2000
"Natural Dam",26558,54560,48.7,11/12/2000
"Natural Dam",26558,54560,48.7,11/13/2000
"Natural Dam",26558,54560,48.7,11/14/2000
"Natural Dam",26558,54560,48.7,11/15/2000
"Natural Dam",26558,54560,48.7,11/16/2000
"Natural Dam",26558,54560,48.7,11/17/2000
"Natural Dam",26558,54560,48.7,11/18/2000
"Natural Dam",26558,54560,48.7,11/19/2000
"Natural Dam",26558,54560,48.7,11/20/2000
"Natural Dam",26558,54560,48.7,11/21/2000
"Natural Dam",26558,54560,48.7,11/22/2000
"Natural Dam",26581,54560,48.7,11/23/2000
"Natural Dam",26558,54560,48.7,11/24/2000
"Natural Dam",26558,54560,48.7,11/25/2000
"Natural Dam",26558,54560,48.7,11/26/2000
"Natural Dam",26558,54560,48.7,11/27/2000
"Natural Dam",26558,54560,48.7,11/28/2000
"Natural Dam",26558,54560,48.7,11/29/2000
"Natural Dam",26604,54560,48.8,11/30/2000
"Natural Dam",26604,54560,48.8,12/01/2000
"Natural Dam",26604,54560,48.8,12/02/2000
"Natural Dam",26604,54560,48.8,12/03/2000
"Natural Dam",26604,54560,48.8,12/04/2000
"Natural Dam",26604,54560,48.8,12/05/2000
"Natural Dam",26627,54560,48.8,12/06/2000
"Natural Dam",26604,54560,48.8,12/07/2000
"Natural Dam",26604,54560,48.8,12/08/2000
"Natural Dam",26604,54560,48.8,12/09/2000
"Natural Dam",26604,54560,48.8,12/10/2000
"Natural Dam",26604,54560,48.8,12/11/2000
"Natural Dam",26604,54560,48.8,12/12/2000
"Natural Dam",26604,54560,48.8,12/13/2000
"Natural Dam",26604,54560,48.8,12/14/2000
"Natural Dam",26604,54560,48.8,12/15/2000
"Natural Dam",26627,54560,48.8,12/16/2000
"Natural Dam",26604,54560,48.8,12/17/2000
"Natural Dam",26604,54560,48.8,12/18/2000
"Natural Dam",26604,54560,48.8,12/19/2000
"Natural Dam",26627,54560,48.8,12/20/2000
"Natural Dam",26604,54560,48.8,12/21/2000
"Natural Dam",26604,54560,48.8,12/22/2000
"Natural Dam",26627,54560,48.8,12/23/2000
"Natural Dam",26604,54560,48.8,12/24/2000
"Natural Dam",26604,54560,48.8,12/25/2000
"Natural Dam",26604,54560,48.8,12/26/2000
"Natural Dam",26604,54560,48.8,12/27/2000
"Natural Dam",26604,54560,48.8,12/28/2000
"Natural Dam",26604,54560,48.8,12/29/2000
"Natural Dam",26604,54560,48.8,12/30/2000
"Natural Dam",26604,54560,48.8,12/31/2000
"Natural Dam",26604,54560,48.8,01/01/2001
"Natural Dam",26604,54560,48.8,01/02/2001
"Natural Dam",26604,54560,48.8,01/03/2001
"Natural Dam",26604,54560,48.8,01/04/2001
"Natural Dam",26604,54560,48.8,01/05/2001
"Natural Dam",26604,54560,48.8,01/06/2001
"Natural Dam",26604,54560,48.8,01/07/2001
"Natural Dam",26604,54560,48.8,01/08/2001
"Natural Dam",26581,54560,48.7,01/09/2001
"Natural Dam",26558,54560,48.7,01/10/2001
"Natural Dam",26581,54560,48.7,01/11/2001
"Natural Dam",26581,54560,48.7,01/12/2001
"Natural Dam",26627,54560,48.8,01/13/2001
"Natural Dam",26581,54560,48.7,01/14/2001
"Natural Dam",26558,54560,48.7,01/15/2001
"Natural Dam",26581,54560,48.7,01/16/2001
"Natural Dam",26581,54560,48.7,01/17/2001
"Natural Dam",26581,54560,48.7,01/18/2001
"Natural Dam",26581,54560,48.7,01/19/2001
"Natural Dam",26558,54560,48.7,01/20/2001
"Natural Dam",26558,54560,48.7,01/21/2001
"Natural Dam",26581,54560,48.7,01/22/2001
"Natural Dam",26581,54560,48.7,01/23/2001
"Natural Dam",26581,54560,48.7,01/24/2001
"Natural Dam",26581,54560,48.7,01/25/2001
"Natural Dam",26604,54560,48.8,01/26/2001
"Natural Dam",26581,54560,48.7,01/27/2001
"Natural Dam",26581,54560,48.7,01/28/2001
"Natural Dam",26604,54560,48.8,01/29/2001
"Natural Dam",26604,54560,48.8,01/30/2001
"Natural Dam",26581,54560,48.7,01/31/2001
"Natural Dam",26558,54560,48.7,02/01/2001
"Natural Dam",26581,54560,48.7,02/02/2001
"Natural Dam",26581,54560,48.7,02/03/2001
"Natural Dam",26581,54560,48.7,02/04/2001
"Natural Dam",26581,54560,48.7,02/05/2001
"Natural Dam",26581,54560,48.7,02/06/2001
"Natural Dam",26581,54560,48.7,02/07/2001
"Natural Dam",26627,54560,48.8,02/08/2001
"Natural Dam",26581,54560,48.7,02/09/2001
"Natural Dam",26581,54560,48.7,02/10/2001
"Natural Dam",26581,54560,48.7,02/11/2001
"Natural Dam",26604,54560,48.8,02/12/2001
"Natural Dam",26673,54560,48.9,02/13/2001
"Natural Dam",26604,54560,48.8,02/14/2001
"Natural Dam",26604,54560,48.8,02/15/2001
"Natural Dam",26604,54560,48.8,02/16/2001
"Natural Dam",26604,54560,48.8,02/17/2001
"Natural Dam",26581,54560,48.7,02/18/2001
"Natural Dam",26604,54560,48.8,02/19/2001
"Natural Dam",26581,54560,48.7,02/20/2001
"Natural Dam",26581,54560,48.7,02/21/2001
"Natural Dam",26581,54560,48.7,02/22/2001
"Natural Dam",26604,54560,48.8,02/23/2001
"Natural Dam",26673,54560,48.9,02/24/2001
"Natural Dam",26581,54560,48.7,02/25/2001
"Natural Dam",26581,54560,48.7,02/26/2001
"Natural Dam",26604,54560,48.8,02/27/2001
"Natural Dam",26604,54560,48.8,02/28/2001
"Natural Dam",26604,54560,48.8,03/01/2001
"Natural Dam",26604,54560,48.8,03/02/2001
"Natural Dam",26604,54560,48.8,03/03/2001
"Natural Dam",26627,54560,48.8,03/04/2001
"Natural Dam",26604,54560,48.8,03/05/2001
"Natural Dam",26581,54560,48.7,03/06/2001
"Natural Dam",26581,54560,48.7,03/07/2001
"Natural Dam",26604,54560,48.8,03/08/2001
"Natural Dam",26604,54560,48.8,03/09/2001
"Natural Dam",26604,54560,48.8,03/10/2001
"Natural Dam",26627,54560,48.8,03/11/2001
"Natural Dam",26604,54560,48.8,03/12/2001
"Natural Dam",26581,54560,48.7,03/13/2001
"Natural Dam",26581,54560,48.7,03/14/2001
"Natural Dam",26604,54560,48.8,03/15/2001
"Natural Dam",26581,54560,48.7,03/16/2001
"Natural Dam",26581,54560,48.7,03/17/2001
"Natural Dam",26604,54560,48.8,03/18/2001
"Natural Dam",26604,54560,48.8,03/19/2001
"Natural Dam",26604,54560,48.8,03/20/2001
"Natural Dam",26581,54560,48.7,03/21/2001
"Natural Dam",26627,54560,48.8,03/22/2001
"Natural Dam",26581,54560,48.7,03/23/2001
"Natural Dam",26604,54560,48.8,03/24/2001
"Natural Dam",26604,54560,48.8,03/25/2001
"Natural Dam",26581,54560,48.7,03/26/2001
"Natural Dam",26604,54560,48.8,03/27/2001
