reservoir,storage,capacity,pct_capacity,date
"Reservoir A",792,3000,26.4,01/2013,id
"Reservoir A",741,3000,24.7,02/2013,id
"Reservoir A",839,3000,28,03/2013,id
"Reservoir A",1636,3000,54.5,04/2013,id
"Reservoir A",1886,3000,62.9,05/2013,id
"Reservoir A",1939,3000,64.6,06/2013,id
"Reservoir A",1670,3000,55.7,07/2013,id
"Reservoir A",1199,3000,40,08/2013,id
"Reservoir A",953,3000,31.8,09/2013,id
"Reservoir A",806,3000,26.9,10/2013,id
"Reservoir A",716,3000,23.9,11/2013,id
"Reservoir A",666,3000,22.2,12/2013,id
"Reservoir A",616,3000,20.5,01/2014,id
"Reservoir A",581,3000,19.4,02/2014,id
"Reservoir A",965,3000,32.2,03/2014,id
"Reservoir A",2006,3000,66.9,04/2014,id
"Reservoir A",2289,3000,76.3,05/2014,id
"Reservoir A",1874,3000,62.5,06/2014,id
"Reservoir A",1437,3000,47.9,07/2014,id
"Reservoir A",1044,3000,34.8,08/2014,id
"Reservoir A",916,3000,30.5,09/2014,id
"Reservoir A",635,3000,21.2,10/2014,id
"Reservoir A",507,3000,16.9,11/2014,id
"Reservoir A",474,3000,15.8,12/2014,id
"Reservoir A",439,3000,14.6,01/2015,id
"Reservoir A",588,3000,19.6,02/2015,id
"Reservoir A",861,3000,28.7,03/2015,id
"Reservoir A",1536,3000,51.2,04/2015,id
"Reservoir A",1595,3000,53.2,05/2015,id
"Reservoir A",1715,3000,57.2,06/2015,id
"Reservoir A",1124,3000,37.5,07/2015,id
"Reservoir A",854,3000,28.5,08/2015,id
"Reservoir A",625,3000,20.8,09/2015,id
"Reservoir A",435,3000,14.5,10/2015,id
"Reservoir A",398,3000,13.3,11/2015,id
"Reservoir A",28,3000,0.9,12/2015,id
"Reservoir A",567,3000,18.9,01/2016,id
"Reservoir A",857,3000,28.6,02/2016,id
"Reservoir A",1862,3000,62.1,03/2016,id
"Reservoir A",2372,3000,79.1,04/2016,id
"Reservoir A",2387,3000,79.6,05/2016,id
"Reservoir A",2043,3000,68.1,06/2016,id
"Reservoir A",1636,3000,54.5,07/2016,id
"Reservoir A",1355,3000,45.2,08/2016,id
"Reservoir A",443,3000,14.8,09/2016,id
"Reservoir A",236,3000,7.9,10/2016,id
"Reservoir A",173,3000,5.8,11/2016,id
"Reservoir A",483,3000,16.1,12/2016,id
"Reservoir A",27,3000,0.9,01/2017,id
"Reservoir A",0,3000,0,02/2017,id
"Reservoir A",894,3000,29.8,03/2017,id
"Reservoir A",1900,3000,63.3,04/2017,id
"Reservoir A",2330,3000,77.7,05/2017,id
"Reservoir A",2157,3000,71.9,06/2017,id
"Reservoir A",1688,3000,56.3,07/2017,id
"Reservoir A",1330,3000,44.3,08/2017,id
"Reservoir A",1352,3000,45.1,09/2017,id
"Reservoir A",1221,3000,40.7,10/2017,id
"Reservoir A",1116,3000,37.2,11/2017,id
"Reservoir A",1066,3000,35.5,12/2017,id
"Reservoir A",1051,3000,35,01/2018,id
"Reservoir A",1101,3000,36.7,02/2018,id
"Reservoir A",1437,3000,47.9,03/2018,id
"Reservoir A",2226,3000,74.2,04/2018,id
"Reservoir A",2373,3000,79.1,05/2018,id
"Reservoir A",2296,3000,76.5,06/2018,id
"Reservoir A",1780,3000,59.3,07/2018,id
"Reservoir A",1262,3000,42.1,08/2018,id
"Reservoir A",1153,3000,38.4,09/2018,id
"Reservoir A",876,3000,29.2,10/2018,id
"Reservoir A",844,3000,28.1,11/2018,id
"Reservoir A",834,3000,27.8,12/2018,id
"Reservoir A",824,3000,27.5,01/2019,id
"Reservoir A",840,3000,28,02/2019,id
"Reservoir A",813,3000,27.1,03/2019,id
"Reservoir A",1400,3000,46.7,04/2019,id
"Reservoir A",2102,3000,70.1,05/2019,id
"Reservoir A",2331,3000,77.7,06/2019,id
"Reservoir A",1843,3000,61.4,07/2019,id
"Reservoir A",1316,3000,43.9,08/2019,id
"Reservoir A",1178,3000,39.3,09/2019,id
"Reservoir A",1006,3000,33.5,10/2019,id
"Reservoir A",938,3000,31.3,11/2019,id
"Reservoir A",891,3000,29.7,12/2019,id
"Reservoir A",845,3000,28.2,01/2020,id
"Reservoir A",896,3000,29.9,02/2020,id
"Reservoir A",948,3000,31.6,03/2020,id
"Reservoir A",1507,3000,50.2,04/2020,id
"Reservoir A",2254,3000,75.1,05/2020,id
"Reservoir A",2357,3000,78.6,06/2020,id
"Reservoir A",2110,3000,70.3,07/2020,id
"Reservoir A",1442,3000,48.1,08/2020,id
"Reservoir A",1397,3000,46.6,09/2020,id
"Reservoir A",1235,3000,41.2,10/2020,id
"Reservoir A",1127,3000,37.6,11/2020,id
"Reservoir A",1057,3000,35.2,12/2020,id
"Reservoir A",1000,3000,33.3,01/2021,id
"Reservoir A",949,3000,31.6,02/2021,id
"Reservoir A",932,3000,31.1,03/2021,id
"Reservoir A",1483,3000,49.4,04/2021,id
"Reservoir A",1824,3000,60.8,05/2021,id
"Reservoir A",1672,3000,55.7,06/2021,id
