reservoir,storage,capacity,pct_capacity,date
"Banks Lake",691771,1237000,55.9,06/2012,wa
"Banks Lake",679395,1237000,54.9,07/2012,wa
"Banks Lake",667234,1237000,53.9,08/2012,wa
"Banks Lake",600641,1237000,48.6,09/2012,wa
"Banks Lake",596279,1237000,48.2,10/2012,wa
"Banks Lake",625520,1237000,50.6,11/2012,wa
"Banks Lake",684417,1237000,55.3,12/2012,wa
"Banks Lake",672423,1237000,54.4,01/2013,wa
"Banks Lake",505765,1237000,40.9,02/2013,wa
"Banks Lake",661010,1237000,53.4,03/2013,wa
"Banks Lake",696684,1237000,56.3,04/2013,wa
"Banks Lake",699349,1237000,56.5,05/2013,wa
"Banks Lake",699610,1237000,56.6,06/2013,wa
"Banks Lake",687864,1237000,55.6,07/2013,wa
"Banks Lake",675676,1237000,54.6,08/2013,wa
"Banks Lake",612158,1237000,49.5,09/2013,wa
"Banks Lake",639259,1237000,51.7,10/2013,wa
"Banks Lake",615440,1237000,49.8,11/2013,wa
"Banks Lake",604430,1237000,48.9,12/2013,wa
"Banks Lake",602666,1237000,48.7,01/2014,wa
"Banks Lake",620053,1237000,50.1,02/2014,wa
"Banks Lake",651519,1237000,52.7,03/2014,wa
"Banks Lake",690716,1237000,55.8,04/2014,wa
"Banks Lake",667137,1237000,53.9,05/2014,wa
"Banks Lake",673613,1237000,54.5,06/2014,wa
"Banks Lake",688130,1237000,55.6,07/2014,wa
"Banks Lake",637140,1237000,51.5,08/2014,wa
"Banks Lake",599415,1237000,48.5,09/2014,wa
"Banks Lake",615904,1237000,49.8,10/2014,wa
"Banks Lake",626386,1237000,50.6,11/2014,wa
"Banks Lake",666427,1237000,53.9,12/2014,wa
"Banks Lake",676906,1237000,54.7,01/2015,wa
"Banks Lake",673040,1237000,54.4,02/2015,wa
"Banks Lake",658785,1237000,53.3,03/2015,wa
"Banks Lake",625974,1237000,50.6,04/2015,wa
"Banks Lake",679607,1237000,54.9,05/2015,wa
"Banks Lake",676753,1237000,54.7,06/2015,wa
"Banks Lake",198148,1237000,16,07/2015,wa
"Banks Lake",662076,1237000,53.5,08/2015,wa
"Banks Lake",616788,1237000,49.9,09/2015,wa
"Banks Lake",622914,1237000,50.4,10/2015,wa
"Banks Lake",640326,1237000,51.8,11/2015,wa
"Banks Lake",665326,1237000,53.8,12/2015,wa
"Banks Lake",674161,1237000,54.5,01/2016,wa
"Banks Lake",676968,1237000,54.7,02/2016,wa
"Banks Lake",665730,1237000,53.8,03/2016,wa
"Banks Lake",629636,1237000,50.9,04/2016,wa
"Banks Lake",611575,1237000,49.4,05/2016,wa
"Banks Lake",647255,1237000,52.3,06/2016,wa
"Banks Lake",672186,1237000,54.3,07/2016,wa
"Banks Lake",615797,1237000,49.8,08/2016,wa
"Banks Lake",632715,1237000,51.1,09/2016,wa
"Banks Lake",672895,1237000,54.4,10/2016,wa
"Banks Lake",678188,1237000,54.8,11/2016,wa
"Banks Lake",673383,1237000,54.4,12/2016,wa
"Banks Lake",675412,1237000,54.6,01/2017,wa
"Banks Lake",681925,1237000,55.1,02/2017,wa
"Banks Lake",688789,1237000,55.7,03/2017,wa
"Banks Lake",688551,1237000,55.7,04/2017,wa
"Banks Lake",686373,1237000,55.5,05/2017,wa
"Banks Lake",662819,1237000,53.6,06/2017,wa
"Banks Lake",673526,1237000,54.4,07/2017,wa
"Banks Lake",620172,1237000,50.1,08/2017,wa
"Banks Lake",655672,1237000,53,09/2017,wa
"Banks Lake",21794,1237000,1.8,10/2017,wa
"Banks Lake",0,1237000,0,11/2017,wa
"Banks Lake",0,1237000,0,12/2017,wa
"Banks Lake",0,1237000,0,01/2018,wa
"Banks Lake",0,1237000,0,02/2018,wa
"Banks Lake",689773,1237000,55.8,03/2021,wa
"Banks Lake",666712,1237000,53.9,04/2021,wa
"Banks Lake",679703,1237000,54.9,05/2021,wa
"Banks Lake",675384,1237000,54.6,06/2021,wa
