reservoir,storage,capacity,pct_capacity,date
"Little Wood",3310,30000,11,08/2013,id
"Little Wood",860,30000,2.9,09/2013,id
"Little Wood",3241,30000,10.8,10/2013,id
"Little Wood",6325,30000,21.1,11/2013,id
"Little Wood",8755,30000,29.2,12/2013,id
"Little Wood",10942,30000,36.5,01/2014,id
"Little Wood",13133,30000,43.8,02/2014,id
"Little Wood",17145,30000,57.2,03/2014,id
"Little Wood",21677,30000,72.3,04/2014,id
"Little Wood",20685,30000,69,05/2014,id
"Little Wood",14082,30000,46.9,06/2014,id
"Little Wood",7318,30000,24.4,07/2014,id
"Little Wood",2422,30000,8.1,08/2014,id
"Little Wood",1594,30000,5.3,09/2014,id
"Little Wood",2809,30000,9.4,10/2014,id
"Little Wood",5469,30000,18.2,11/2014,id
"Little Wood",8299,30000,27.7,12/2014,id
"Little Wood",10854,30000,36.2,01/2015,id
"Little Wood",14694,30000,49,02/2015,id
"Little Wood",19533,30000,65.1,03/2015,id
"Little Wood",23397,30000,78,04/2015,id
"Little Wood",17607,30000,58.7,05/2015,id
"Little Wood",19217,30000,64.1,06/2015,id
"Little Wood",10200,30000,34,07/2015,id
"Little Wood",2869,30000,9.6,08/2015,id
"Little Wood",1330,30000,4.4,09/2015,id
"Little Wood",3124,30000,10.4,10/2015,id
"Little Wood",5511,30000,18.4,11/2015,id
"Little Wood",7813,30000,26,12/2015,id
"Little Wood",10212,30000,34,01/2016,id
"Little Wood",12632,30000,42.1,02/2016,id
"Little Wood",17879,30000,59.6,03/2016,id
"Little Wood",25397,30000,84.7,04/2016,id
"Little Wood",28531,30000,95.1,05/2016,id
"Little Wood",28724,30000,95.7,06/2016,id
"Little Wood",22076,30000,73.6,07/2016,id
"Little Wood",13419,30000,44.7,08/2016,id
"Little Wood",8236,30000,27.5,09/2016,id
"Little Wood",9768,30000,32.6,10/2016,id
"Little Wood",15291,30000,51,11/2016,id
"Little Wood",18703,30000,62.3,12/2016,id
"Little Wood",22017,30000,73.4,01/2017,id
"Little Wood",18249,30000,60.8,02/2017,id
"Little Wood",8424,30000,28.1,03/2017,id
"Little Wood",16649,30000,55.5,04/2017,id
"Little Wood",20637,30000,68.8,05/2017,id
"Little Wood",28946,30000,96.5,06/2017,id
"Little Wood",29564,30000,98.5,07/2017,id
"Little Wood",23305,30000,77.7,08/2017,id
"Little Wood",14692,30000,49,09/2017,id
"Little Wood",11099,30000,37,10/2017,id
"Little Wood",14687,30000,49,11/2017,id
"Little Wood",19601,30000,65.3,12/2017,id
"Little Wood",23302,30000,77.7,01/2018,id
"Little Wood",26900,30000,89.7,02/2018,id
"Little Wood",26708,30000,89,03/2018,id
"Little Wood",26507,30000,88.4,04/2018,id
"Little Wood",29522,30000,98.4,05/2018,id
"Little Wood",29573,30000,98.6,06/2018,id
"Little Wood",25366,30000,84.6,07/2018,id
"Little Wood",17580,30000,58.6,08/2018,id
"Little Wood",12423,30000,41.4,09/2018,id
"Little Wood",11733,30000,39.1,10/2018,id
"Little Wood",14280,30000,47.6,11/2018,id
"Little Wood",16954,30000,56.5,12/2018,id
"Little Wood",19718,30000,65.7,01/2019,id
"Little Wood",20795,30000,69.3,02/2019,id
"Little Wood",10425,30000,34.8,03/2019,id
"Little Wood",14395,30000,48,04/2019,id
"Little Wood",27260,30000,90.9,05/2019,id
"Little Wood",29719,30000,99.1,06/2019,id
"Little Wood",28531,30000,95.1,07/2019,id
"Little Wood",21494,30000,71.6,08/2019,id
"Little Wood",15085,30000,50.3,09/2019,id
"Little Wood",10540,30000,35.1,10/2019,id
"Little Wood",13476,30000,44.9,11/2019,id
"Little Wood",17103,30000,57,12/2019,id
"Little Wood",20654,30000,68.8,01/2020,id
"Little Wood",23877,30000,79.6,02/2020,id
"Little Wood",26941,30000,89.8,03/2020,id
"Little Wood",28716,30000,95.7,04/2020,id
"Little Wood",27088,30000,90.3,05/2020,id
"Little Wood",25463,30000,84.9,06/2020,id
"Little Wood",19396,30000,64.7,07/2020,id
"Little Wood",11940,30000,39.8,08/2020,id
"Little Wood",5522,30000,18.4,09/2020,id
"Little Wood",4908,30000,16.4,10/2020,id
"Little Wood",7044,30000,23.5,11/2020,id
"Little Wood",9201,30000,30.7,12/2020,id
"Little Wood",11563,30000,38.5,01/2021,id
"Little Wood",13908,30000,46.4,02/2021,id
"Little Wood",16464,30000,54.9,03/2021,id
"Little Wood",20543,30000,68.5,04/2021,id
"Little Wood",16738,30000,55.8,05/2021,id
"Little Wood",12089,30000,40.3,06/2021,id
