reservoir,storage,capacity,pct_capacity,date
"Emigrant Lake",23249,40530,57.4,01/2000,or
"Emigrant Lake",28292,40530,69.8,02/2000,or
"Emigrant Lake",33798,40530,83.4,03/2000,or
"Emigrant Lake",38420,40530,94.8,04/2000,or
"Emigrant Lake",38684,40530,95.4,05/2000,or
"Emigrant Lake",34959,40530,86.3,06/2000,or
"Emigrant Lake",26619,40530,65.7,07/2000,or
"Emigrant Lake",16062,40530,39.6,08/2000,or
"Emigrant Lake",8135,40530,20.1,09/2000,or
"Emigrant Lake",6326,40530,15.6,10/2000,or
"Emigrant Lake",8921,40530,22,11/2000,or
"Emigrant Lake",12078,40530,29.8,12/2000,or
"Emigrant Lake",15524,40530,38.3,01/2001,or
"Emigrant Lake",18962,40530,46.8,02/2001,or
"Emigrant Lake",22909,40530,56.5,03/2001,or
"Emigrant Lake",28029,40530,69.2,04/2001,or
"Emigrant Lake",28484,40530,70.3,05/2001,or
"Emigrant Lake",23278,40530,57.4,06/2001,or
"Emigrant Lake",16935,40530,41.8,07/2001,or
"Emigrant Lake",9306,40530,23,08/2001,or
"Emigrant Lake",3048,40530,7.5,09/2001,or
"Emigrant Lake",3886,40530,9.6,10/2001,or
"Emigrant Lake",6440,40530,15.9,11/2001,or
"Emigrant Lake",10193,40530,25.1,12/2001,or
"Emigrant Lake",16971,40530,41.9,01/2002,or
"Emigrant Lake",20427,40530,50.4,02/2002,or
"Emigrant Lake",26245,40530,64.8,03/2002,or
"Emigrant Lake",32404,40530,80,04/2002,or
"Emigrant Lake",35972,40530,88.8,05/2002,or
"Emigrant Lake",33641,40530,83,06/2002,or
"Emigrant Lake",26063,40530,64.3,07/2002,or
"Emigrant Lake",18266,40530,45.1,08/2002,or
"Emigrant Lake",11814,40530,29.1,09/2002,or
"Emigrant Lake",9919,40530,24.5,10/2002,or
"Emigrant Lake",12031,40530,29.7,11/2002,or
"Emigrant Lake",15286,40530,37.7,12/2002,or
"Emigrant Lake",23961,40530,59.1,01/2003,or
"Emigrant Lake",29949,40530,73.9,02/2003,or
"Emigrant Lake",35051,40530,86.5,03/2003,or
"Emigrant Lake",38318,40530,94.5,04/2003,or
"Emigrant Lake",38865,40530,95.9,05/2003,or
"Emigrant Lake",35832,40530,88.4,06/2003,or
"Emigrant Lake",28335,40530,69.9,07/2003,or
"Emigrant Lake",20131,40530,49.7,08/2003,or
"Emigrant Lake",13230,40530,32.6,09/2003,or
"Emigrant Lake",9583,40530,23.6,10/2003,or
"Emigrant Lake",10712,40530,26.4,11/2003,or
"Emigrant Lake",14399,40530,35.5,12/2003,or
"Emigrant Lake",20313,40530,50.1,01/2004,or
"Emigrant Lake",27238,40530,67.2,02/2004,or
"Emigrant Lake",34606,40530,85.4,03/2004,or
"Emigrant Lake",37141,40530,91.6,04/2004,or
"Emigrant Lake",35335,40530,87.2,05/2004,or
"Emigrant Lake",33878,40530,83.6,06/2004,or
"Emigrant Lake",26767,40530,66,07/2004,or
"Emigrant Lake",18578,40530,45.8,08/2004,or
"Emigrant Lake",13100,40530,32.3,09/2004,or
"Emigrant Lake",10182,40530,25.1,10/2004,or
"Emigrant Lake",11337,40530,28,11/2004,or
"Emigrant Lake",15855,40530,39.1,12/2004,or
"Emigrant Lake",19986,40530,49.3,01/2005,or
"Emigrant Lake",23918,40530,59,02/2005,or
"Emigrant Lake",27195,40530,67.1,03/2005,or
"Emigrant Lake",31948,40530,78.8,04/2005,or
"Emigrant Lake",38112,40530,94,05/2005,or
"Emigrant Lake",38405,40530,94.8,06/2005,or
"Emigrant Lake",32515,40530,80.2,07/2005,or
"Emigrant Lake",22897,40530,56.5,08/2005,or
"Emigrant Lake",15788,40530,39,09/2005,or
"Emigrant Lake",13641,40530,33.7,10/2005,or
"Emigrant Lake",14062,40530,34.7,11/2005,or
"Emigrant Lake",18385,40530,45.4,12/2005,or
"Emigrant Lake",24391,40530,60.2,01/2006,or
"Emigrant Lake",29138,40530,71.9,02/2006,or
"Emigrant Lake",34780,40530,85.8,03/2006,or
"Emigrant Lake",38320,40530,94.5,04/2006,or
"Emigrant Lake",38900,40530,96,05/2006,or
"Emigrant Lake",38311,40530,94.5,06/2006,or
"Emigrant Lake",32399,40530,79.9,07/2006,or
"Emigrant Lake",23705,40530,58.5,08/2006,or
"Emigrant Lake",16114,40530,39.8,09/2006,or
"Emigrant Lake",13210,40530,32.6,10/2006,or
"Emigrant Lake",14127,40530,34.9,11/2006,or
"Emigrant Lake",15884,40530,39.2,12/2006,or
"Emigrant Lake",21815,40530,53.8,01/2007,or
"Emigrant Lake",25773,40530,63.6,02/2007,or
"Emigrant Lake",34521,40530,85.2,03/2007,or
"Emigrant Lake",38470,40530,94.9,04/2007,or
"Emigrant Lake",38518,40530,95,05/2007,or
"Emigrant Lake",34562,40530,85.3,06/2007,or
"Emigrant Lake",27146,40530,67,07/2007,or
"Emigrant Lake",19235,40530,47.5,08/2007,or
"Emigrant Lake",12183,40530,30.1,09/2007,or
"Emigrant Lake",10212,40530,25.2,10/2007,or
"Emigrant Lake",10902,40530,26.9,11/2007,or
"Emigrant Lake",13967,40530,34.5,12/2007,or
"Emigrant Lake",19574,40530,48.3,01/2008,or
"Emigrant Lake",25336,40530,62.5,02/2008,or
"Emigrant Lake",33022,40530,81.5,03/2008,or
"Emigrant Lake",38612,40530,95.3,04/2008,or
"Emigrant Lake",38938,40530,96.1,05/2008,or
"Emigrant Lake",38236,40530,94.3,06/2008,or
"Emigrant Lake",31852,40530,78.6,07/2008,or
"Emigrant Lake",22669,40530,55.9,08/2008,or
"Emigrant Lake",15086,40530,37.2,09/2008,or
"Emigrant Lake",11445,40530,28.2,10/2008,or
"Emigrant Lake",13068,40530,32.2,11/2008,or
"Emigrant Lake",15262,40530,37.7,12/2008,or
"Emigrant Lake",19212,40530,47.4,01/2009,or
"Emigrant Lake",23412,40530,57.8,02/2009,or
"Emigrant Lake",30123,40530,74.3,03/2009,or
"Emigrant Lake",36804,40530,90.8,04/2009,or
