reservoir,storage,capacity,pct_capacity,date
"Thief Valley",14289,17600,81.2,03/2017,or
"Thief Valley",14259,17600,81,04/2017,or
"Thief Valley",14333,17600,81.4,05/2017,or
"Thief Valley",14322,17600,81.4,06/2017,or
"Thief Valley",10419,17600,59.2,07/2017,or
"Thief Valley",3689,17600,21,08/2017,or
"Thief Valley",130,17600,0.7,09/2017,or
"Thief Valley",129,17600,0.7,10/2017,or
"Thief Valley",906,17600,5.1,11/2017,or
"Thief Valley",5988,17600,34,12/2017,or
"Thief Valley",11329,17600,64.4,01/2018,or
"Thief Valley",14062,17600,79.9,02/2018,or
"Thief Valley",14105,17600,80.1,03/2018,or
"Thief Valley",14045,17600,79.8,04/2018,or
"Thief Valley",14139,17600,80.3,05/2018,or
"Thief Valley",13831,17600,78.6,06/2018,or
"Thief Valley",9083,17600,51.6,07/2018,or
"Thief Valley",2406,17600,13.7,08/2018,or
"Thief Valley",7,17600,0,09/2018,or
"Thief Valley",486,17600,2.8,10/2018,or
"Thief Valley",2352,17600,13.4,11/2018,or
"Thief Valley",4961,17600,28.2,12/2018,or
"Thief Valley",8362,17600,47.5,01/2019,or
"Thief Valley",13039,17600,74.1,02/2019,or
"Thief Valley",14138,17600,80.3,03/2019,or
"Thief Valley",14234,17600,80.9,04/2019,or
