reservoir,storage,capacity,pct_capacity,date
"Grassy Lake",8229,15200,54.1,02/2006,wy
"Grassy Lake",8473,15200,55.7,03/2006,wy
"Grassy Lake",8887,15200,58.5,04/2006,wy
"Grassy Lake",11461,15200,75.4,05/2006,wy
"Grassy Lake",14793,15200,97.3,06/2006,wy
"Grassy Lake",13489,15200,88.7,07/2006,wy
"Grassy Lake",10486,15200,69,08/2006,wy
"Grassy Lake",10424,15200,68.6,09/2006,wy
"Grassy Lake",10671,15200,70.2,10/2006,wy
"Grassy Lake",11118,15200,73.1,11/2006,wy
"Grassy Lake",11562,15200,76.1,12/2006,wy
"Grassy Lake",11956,15200,78.7,01/2007,wy
"Grassy Lake",12208,15200,80.3,02/2007,wy
"Grassy Lake",12474,15200,82.1,03/2007,wy
"Grassy Lake",12909,15200,84.9,04/2007,wy
"Grassy Lake",14701,15200,96.7,05/2007,wy
"Grassy Lake",15058,15200,99.1,06/2007,wy
"Grassy Lake",13487,15200,88.7,07/2007,wy
"Grassy Lake",12141,15200,79.9,08/2007,wy
"Grassy Lake",12045,15200,79.2,09/2007,wy
"Grassy Lake",12214,15200,80.4,10/2007,wy
"Grassy Lake",12481,15200,82.1,11/2007,wy
"Grassy Lake",12807,15200,84.3,12/2007,wy
"Grassy Lake",13094,15200,86.1,01/2008,wy
"Grassy Lake",13359,15200,87.9,02/2008,wy
"Grassy Lake",13566,15200,89.3,03/2008,wy
"Grassy Lake",13777,15200,90.6,04/2008,wy
"Grassy Lake",14404,15200,94.8,05/2008,wy
"Grassy Lake",15310,15200,100.7,06/2008,wy
"Grassy Lake",15188,15200,99.9,07/2008,wy
"Grassy Lake",14724,15200,96.9,08/2008,wy
"Grassy Lake",12551,15200,82.6,09/2008,wy
"Grassy Lake",12182,15200,80.1,10/2008,wy
"Grassy Lake",12358,15200,81.3,11/2008,wy
"Grassy Lake",12543,15200,82.5,12/2008,wy
"Grassy Lake",12834,15200,84.4,01/2009,wy
"Grassy Lake",12986,15200,85.4,02/2009,wy
"Grassy Lake",13149,15200,86.5,03/2009,wy
"Grassy Lake",13359,15200,87.9,04/2009,wy
"Grassy Lake",14262,15200,93.8,05/2009,wy
"Grassy Lake",14968,15200,98.5,06/2009,wy
"Grassy Lake",15216,15200,100.1,07/2009,wy
"Grassy Lake",14323,15200,94.2,08/2009,wy
"Grassy Lake",12056,15200,79.3,09/2009,wy
"Grassy Lake",12059,15200,79.3,10/2009,wy
"Grassy Lake",12217,15200,80.4,11/2009,wy
"Grassy Lake",12366,15200,81.4,12/2009,wy
"Grassy Lake",12570,15200,82.7,01/2010,wy
"Grassy Lake",12738,15200,83.8,02/2010,wy
"Grassy Lake",12826,15200,84.4,03/2010,wy
"Grassy Lake",13091,15200,86.1,04/2010,wy
"Grassy Lake",14085,15200,92.7,05/2010,wy
"Grassy Lake",15129,15200,99.5,06/2010,wy
"Grassy Lake",14519,15200,95.5,07/2010,wy
"Grassy Lake",11562,15200,76.1,08/2010,wy
"Grassy Lake",11804,15200,77.7,09/2010,wy
"Grassy Lake",12066,15200,79.4,10/2010,wy
"Grassy Lake",12303,15200,80.9,11/2010,wy
"Grassy Lake",12600,15200,82.9,12/2010,wy
"Grassy Lake",12882,15200,84.8,01/2011,wy
"Grassy Lake",13076,15200,86,02/2011,wy
"Grassy Lake",13316,15200,87.6,03/2011,wy
"Grassy Lake",13618,15200,89.6,04/2011,wy
"Grassy Lake",14302,15200,94.1,05/2011,wy
"Grassy Lake",15267,15200,100.4,06/2011,wy
"Grassy Lake",14976,15200,98.5,07/2011,wy
"Grassy Lake",14239,15200,93.7,08/2011,wy
"Grassy Lake",11494,15200,75.6,09/2011,wy
"Grassy Lake",11323,15200,74.5,10/2011,wy
"Grassy Lake",11506,15200,75.7,11/2011,wy
"Grassy Lake",11675,15200,76.8,12/2011,wy
"Grassy Lake",11932,15200,78.5,01/2012,wy
"Grassy Lake",12171,15200,80.1,02/2012,wy
"Grassy Lake",12389,15200,81.5,03/2012,wy
"Grassy Lake",12743,15200,83.8,04/2012,wy
"Grassy Lake",14531,15200,95.6,05/2012,wy
"Grassy Lake",15286,15200,100.6,06/2012,wy
"Grassy Lake",15203,15200,100,07/2012,wy
"Grassy Lake",15160,15200,99.7,08/2012,wy
"Grassy Lake",14335,15200,94.3,09/2012,wy
"Grassy Lake",12040,15200,79.2,10/2012,wy
"Grassy Lake",12084,15200,79.5,11/2012,wy
"Grassy Lake",12391,15200,81.5,12/2012,wy
"Grassy Lake",12589,15200,82.8,01/2013,wy
"Grassy Lake",12777,15200,84.1,02/2013,wy
"Grassy Lake",12955,15200,85.2,03/2013,wy
"Grassy Lake",13175,15200,86.7,04/2013,wy
"Grassy Lake",14472,15200,95.2,05/2013,wy
"Grassy Lake",15244,15200,100.3,06/2013,wy
"Grassy Lake",14019,15200,92.2,07/2013,wy
"Grassy Lake",12315,15200,81,08/2013,wy
"Grassy Lake",12476,15200,82.1,09/2013,wy
"Grassy Lake",12650,15200,83.2,10/2013,wy
"Grassy Lake",12828,15200,84.4,11/2013,wy
"Grassy Lake",13047,15200,85.8,12/2013,wy
"Grassy Lake",13268,15200,87.3,01/2014,wy
"Grassy Lake",13539,15200,89.1,02/2014,wy
"Grassy Lake",13830,15200,91,03/2014,wy
"Grassy Lake",14097,15200,92.7,04/2014,wy
"Grassy Lake",14245,15200,93.7,05/2014,wy
"Grassy Lake",15012,15200,98.8,06/2014,wy
"Grassy Lake",15207,15200,100,07/2014,wy
"Grassy Lake",15161,15200,99.7,08/2014,wy
"Grassy Lake",12648,15200,83.2,09/2014,wy
"Grassy Lake",11805,15200,77.7,10/2014,wy
"Grassy Lake",12012,15200,79,11/2014,wy
"Grassy Lake",12321,15200,81.1,12/2014,wy
"Grassy Lake",12611,15200,83,01/2015,wy
"Grassy Lake",12828,15200,84.4,02/2015,wy
"Grassy Lake",12972,15200,85.3,03/2015,wy
"Grassy Lake",13361,15200,87.9,04/2015,wy
"Grassy Lake",15068,15200,99.1,05/2015,wy
"Grassy Lake",15195,15200,100,06/2015,wy
"Grassy Lake",12718,15200,83.7,07/2015,wy
"Grassy Lake",12339,15200,81.2,08/2015,wy
"Grassy Lake",12020,15200,79.1,09/2015,wy
"Grassy Lake",12160,15200,80,10/2015,wy
"Grassy Lake",12368,15200,81.4,11/2015,wy
"Grassy Lake",12632,15200,83.1,12/2015,wy
"Grassy Lake",12936,15200,85.1,01/2016,wy
"Grassy Lake",13189,15200,86.8,02/2016,wy
"Grassy Lake",13416,15200,88.3,03/2016,wy
"Grassy Lake",13759,15200,90.5,04/2016,wy
"Grassy Lake",14899,15200,98,05/2016,wy
"Grassy Lake",15244,15200,100.3,06/2016,wy
"Grassy Lake",13245,15200,87.1,07/2016,wy
"Grassy Lake",12084,15200,79.5,08/2016,wy
"Grassy Lake",12159,15200,80,09/2016,wy
"Grassy Lake",12503,15200,82.3,10/2016,wy
"Grassy Lake",13073,15200,86,11/2016,wy
"Grassy Lake",13542,15200,89.1,12/2016,wy
"Grassy Lake",13966,15200,91.9,01/2017,wy
"Grassy Lake",14331,15200,94.3,02/2017,wy
"Grassy Lake",14499,15200,95.4,03/2017,wy
"Grassy Lake",12982,15200,85.4,04/2017,wy
"Grassy Lake",14203,15200,93.4,05/2017,wy
"Grassy Lake",15243,15200,100.3,06/2017,wy
"Grassy Lake",14869,15200,97.8,07/2017,wy
"Grassy Lake",12294,15200,80.9,08/2017,wy
"Grassy Lake",11975,15200,78.8,09/2017,wy
"Grassy Lake",12241,15200,80.5,10/2017,wy
"Grassy Lake",12512,15200,82.3,11/2017,wy
"Grassy Lake",12860,15200,84.6,12/2017,wy
"Grassy Lake",13164,15200,86.6,01/2018,wy
"Grassy Lake",13485,15200,88.7,02/2018,wy
"Grassy Lake",13730,15200,90.3,03/2018,wy
"Grassy Lake",14047,15200,92.4,04/2018,wy
"Grassy Lake",15065,15200,99.1,05/2018,wy
"Grassy Lake",15252,15200,100.3,06/2018,wy
"Grassy Lake",14290,15200,94,07/2018,wy
"Grassy Lake",11726,15200,77.1,08/2018,wy
"Grassy Lake",11711,15200,77,09/2018,wy
"Grassy Lake",11875,15200,78.1,10/2018,wy
"Grassy Lake",12125,15200,79.8,11/2018,wy
"Grassy Lake",12388,15200,81.5,12/2018,wy
"Grassy Lake",12634,15200,83.1,01/2019,wy
"Grassy Lake",12930,15200,85.1,02/2019,wy
"Grassy Lake",13222,15200,87,03/2019,wy
"Grassy Lake",13473,15200,88.6,04/2019,wy
"Grassy Lake",14391,15200,94.7,05/2019,wy
"Grassy Lake",15258,15200,100.4,06/2019,wy
"Grassy Lake",14678,15200,96.6,07/2019,wy
"Grassy Lake",11745,15200,77.3,08/2019,wy
"Grassy Lake",11641,15200,76.6,09/2019,wy
"Grassy Lake",11887,15200,78.2,10/2019,wy
"Grassy Lake",12064,15200,79.4,11/2019,wy
"Grassy Lake",12325,15200,81.1,12/2019,wy
"Grassy Lake",12657,15200,83.3,01/2020,wy
"Grassy Lake",12954,15200,85.2,02/2020,wy
"Grassy Lake",13146,15200,86.5,03/2020,wy
"Grassy Lake",13419,15200,88.3,04/2020,wy
"Grassy Lake",14454,15200,95.1,05/2020,wy
"Grassy Lake",15266,15200,100.4,06/2020,wy
"Grassy Lake",14916,15200,98.1,07/2020,wy
"Grassy Lake",11723,15200,77.1,08/2020,wy
"Grassy Lake",11230,15200,73.9,09/2020,wy
"Grassy Lake",11396,15200,75,10/2020,wy
"Grassy Lake",11599,15200,76.3,11/2020,wy
"Grassy Lake",11843,15200,77.9,12/2020,wy
"Grassy Lake",12122,15200,79.8,01/2021,wy
"Grassy Lake",12374,15200,81.4,02/2021,wy
"Grassy Lake",12565,15200,82.7,03/2021,wy
"Grassy Lake",12736,15200,83.8,04/2021,wy
"Grassy Lake",13772,15200,90.6,05/2021,wy
"Grassy Lake",15002,15200,98.7,06/2021,wy
