reservoir,storage,capacity,pct_capacity,date
Drews,0,60000,0,01/2000,
Drews,0,60000,0,02/2000,
Drews,0,60000,0,03/2000,
Drews,0,60000,0,04/2000,
Drews,0,60000,0,05/2000,
Drews,0,60000,0,06/2000,
Drews,0,60000,0,07/2000,
Drews,0,60000,0,08/2000,
Drews,0,60000,0,09/2000,
Drews,0,60000,0,10/2000,
Drews,0,60000,0,11/2000,
Drews,0,60000,0,12/2000,
Drews,0,60000,0,01/2001,
Drews,0,60000,0,02/2001,
Drews,0,60000,0,03/2001,
Drews,0,60000,0,04/2001,
Drews,0,60000,0,05/2001,
Drews,0,60000,0,06/2001,
Drews,0,60000,0,07/2001,
Drews,0,60000,0,08/2001,
Drews,0,60000,0,09/2001,
Drews,0,60000,0,10/2001,
Drews,0,60000,0,11/2001,
Drews,0,60000,0,12/2001,
Drews,0,60000,0,01/2002,
Drews,0,60000,0,02/2002,
Drews,0,60000,0,03/2002,
Drews,0,60000,0,04/2002,
Drews,0,60000,0,05/2002,
Drews,0,60000,0,06/2002,
Drews,0,60000,0,07/2002,
Drews,0,60000,0,08/2002,
Drews,0,60000,0,09/2002,
Drews,0,60000,0,10/2002,
Drews,0,60000,0,11/2002,
Drews,0,60000,0,12/2002,
Drews,0,60000,0,01/2003,
Drews,0,60000,0,02/2003,
Drews,0,60000,0,03/2003,
Drews,0,60000,0,04/2003,
Drews,0,60000,0,05/2003,
Drews,0,60000,0,06/2003,
Drews,0,60000,0,07/2003,
Drews,0,60000,0,08/2003,
Drews,0,60000,0,09/2003,
Drews,0,60000,0,10/2003,
Drews,0,60000,0,11/2003,
Drews,0,60000,0,12/2003,
Drews,0,60000,0,01/2004,
Drews,0,60000,0,02/2004,
Drews,0,60000,0,03/2004,
Drews,0,60000,0,04/2004,
Drews,0,60000,0,05/2004,
Drews,0,60000,0,06/2004,
Drews,0,60000,0,07/2004,
Drews,0,60000,0,08/2004,
Drews,0,60000,0,09/2004,
Drews,0,60000,0,10/2004,
