reservoir,storage,capacity,pct_full,date,state
Scofield,27628,73600,,06/30/2021,UT
Scofield,27758,73600,,06/29/2021,UT
Scofield,27954,73600,,06/28/2021,UT
Scofield,28173,73600,,06/27/2021,UT
Scofield,28370,73600,,06/26/2021,UT
Scofield,28589,73600,,06/25/2021,UT
Scofield,28809,73600,,06/24/2021,UT
Scofield,29007,73600,,06/23/2021,UT
Scofield,29250,73600,,06/22/2021,UT
Scofield,29471,73600,,06/21/2021,UT
Scofield,29715,73600,,06/20/2021,UT
Scofield,29871,73600,,06/19/2021,UT
Scofield,30071,73600,,06/18/2021,UT
Scofield,30272,73600,,06/17/2021,UT
Scofield,30495,73600,,06/16/2021,UT
Scofield,30719,73600,,06/15/2021,UT
Scofield,30921,73600,,06/14/2021,UT
Scofield,31101,73600,,06/13/2021,UT
Scofield,31281,73600,,06/12/2021,UT
Scofield,31439,73600,,06/11/2021,UT
Scofield,31597,73600,,06/10/2021,UT
Scofield,31756,73600,,06/09/2021,UT
Scofield,32005,73600,,06/08/2021,UT
Scofield,32119,73600,,06/07/2021,UT
Scofield,32346,73600,,06/06/2021,UT
Scofield,32529,73600,,06/05/2021,UT
Scofield,32666,73600,,06/04/2021,UT
Scofield,32826,73600,,06/03/2021,UT
Scofield,32986,73600,,06/02/2021,UT
Scofield,33124,73600,,06/01/2021,UT
