reservoir,storage,capacity,pct_full,date,state
"Rifle Gap",4899,12168,,06/30/2021,CO
"Rifle Gap",4947,12168,,06/29/2021,CO
"Rifle Gap",4999,12168,,06/28/2021,CO
"Rifle Gap",5055,12168,,06/27/2021,CO
"Rifle Gap",5111,12168,,06/26/2021,CO
"Rifle Gap",5165,12168,,06/25/2021,CO
"Rifle Gap",5215,12168,,06/24/2021,CO
"Rifle Gap",5265,12168,,06/23/2021,CO
"Rifle Gap",5318,12168,,06/22/2021,CO
"Rifle Gap",5336,12168,,06/21/2021,CO
"Rifle Gap",5343,12168,,06/20/2021,CO
"Rifle Gap",5350,12168,,06/19/2021,CO
"Rifle Gap",5352,12168,,06/18/2021,CO
"Rifle Gap",5364,12168,,06/17/2021,CO
"Rifle Gap",5368,12168,,06/16/2021,CO
"Rifle Gap",5414,12168,,06/15/2021,CO
"Rifle Gap",5484,12168,,06/14/2021,CO
"Rifle Gap",5556,12168,,06/13/2021,CO
"Rifle Gap",5621,12168,,06/12/2021,CO
"Rifle Gap",5689,12168,,06/11/2021,CO
"Rifle Gap",5763,12168,,06/10/2021,CO
"Rifle Gap",5837,12168,,06/09/2021,CO
"Rifle Gap",5904,12168,,06/08/2021,CO
"Rifle Gap",5976,12168,,06/07/2021,CO
"Rifle Gap",6043,12168,,06/06/2021,CO
"Rifle Gap",6111,12168,,06/05/2021,CO
"Rifle Gap",6182,12168,,06/04/2021,CO
"Rifle Gap",6246,12168,,06/03/2021,CO
"Rifle Gap",6308,12168,,06/02/2021,CO
"Rifle Gap",6372,12168,,06/01/2021,CO
