reservoir,storage,capacity,pct_full,date,state
Jordanelle,217882,320300,,04/30/2019,UT
Jordanelle,215706,320300,,04/29/2019,UT
Jordanelle,213447,320300,,04/28/2019,UT
Jordanelle,211108,320300,,04/27/2019,UT
Jordanelle,208809,320300,,04/26/2019,UT
Jordanelle,206807,320300,,04/25/2019,UT
Jordanelle,205192,320300,,04/24/2019,UT
Jordanelle,203770,320300,,04/23/2019,UT
Jordanelle,202586,320300,,04/22/2019,UT
Jordanelle,201452,320300,,04/21/2019,UT
Jordanelle,200208,320300,,04/20/2019,UT
Jordanelle,199152,320300,,04/19/2019,UT
Jordanelle,198396,320300,,04/18/2019,UT
Jordanelle,197825,320300,,04/17/2019,UT
Jordanelle,197323,320300,,04/16/2019,UT
Jordanelle,196708,320300,,04/15/2019,UT
Jordanelle,196299,320300,,04/14/2019,UT
Jordanelle,196004,320300,,04/13/2019,UT
Jordanelle,195663,320300,,04/12/2019,UT
Jordanelle,195323,320300,,04/11/2019,UT
Jordanelle,194893,320300,,04/10/2019,UT
Jordanelle,194238,320300,,04/09/2019,UT
Jordanelle,193539,320300,,04/08/2019,UT
Jordanelle,193134,320300,,04/07/2019,UT
Jordanelle,192729,320300,,04/06/2019,UT
Jordanelle,192303,320300,,04/05/2019,UT
Jordanelle,191989,320300,,04/04/2019,UT
Jordanelle,191698,320300,,04/03/2019,UT
Jordanelle,191451,320300,,04/02/2019,UT
Jordanelle,191250,320300,,04/01/2019,UT
