reservoir,storage,capacity,pct_full,date,state
"Deer Creek",105754,152570,,06/30/2021,UT
"Deer Creek",106238,152570,,06/29/2021,UT
"Deer Creek",106724,152570,,06/28/2021,UT
"Deer Creek",107131,152570,,06/27/2021,UT
"Deer Creek",107518,152570,,06/26/2021,UT
"Deer Creek",107804,152570,,06/25/2021,UT
"Deer Creek",108111,152570,,06/24/2021,UT
"Deer Creek",108398,152570,,06/23/2021,UT
"Deer Creek",108850,152570,,06/22/2021,UT
"Deer Creek",109407,152570,,06/21/2021,UT
"Deer Creek",109862,152570,,06/20/2021,UT
"Deer Creek",110361,152570,,06/19/2021,UT
"Deer Creek",110923,152570,,06/18/2021,UT
"Deer Creek",111383,152570,,06/17/2021,UT
"Deer Creek",111781,152570,,06/16/2021,UT
"Deer Creek",112096,152570,,06/15/2021,UT
"Deer Creek",112454,152570,,06/14/2021,UT
"Deer Creek",112834,152570,,06/13/2021,UT
"Deer Creek",113172,152570,,06/12/2021,UT
"Deer Creek",113533,152570,,06/11/2021,UT
"Deer Creek",113830,152570,,06/10/2021,UT
"Deer Creek",114213,152570,,06/09/2021,UT
"Deer Creek",114640,152570,,06/08/2021,UT
"Deer Creek",115111,152570,,06/07/2021,UT
"Deer Creek",115411,152570,,06/06/2021,UT
"Deer Creek",115927,152570,,06/05/2021,UT
"Deer Creek",116337,152570,,06/04/2021,UT
"Deer Creek",116921,152570,,06/03/2021,UT
"Deer Creek",117420,152570,,06/02/2021,UT
"Deer Creek",117986,152570,,06/01/2021,UT
