reservoir,storage,capacity,pct_full,date,state
"Flaming Gorge",3106435,3788700,,06/30/2021,UT
"Flaming Gorge",3107529,3788700,,06/29/2021,UT
"Flaming Gorge",3108441,3788700,,06/28/2021,UT
"Flaming Gorge",3109535,3788700,,06/27/2021,UT
"Flaming Gorge",3110447,3788700,,06/26/2021,UT
"Flaming Gorge",3111360,3788700,,06/25/2021,UT
"Flaming Gorge",3115012,3788700,,06/24/2021,UT
"Flaming Gorge",3122143,3788700,,06/23/2021,UT
"Flaming Gorge",3130386,3788700,,06/22/2021,UT
"Flaming Gorge",3138646,3788700,,06/21/2021,UT
"Flaming Gorge",3142874,3788700,,06/20/2021,UT
"Flaming Gorge",3143610,3788700,,06/19/2021,UT
"Flaming Gorge",3144346,3788700,,06/18/2021,UT
"Flaming Gorge",3145082,3788700,,06/17/2021,UT
"Flaming Gorge",3145818,3788700,,06/16/2021,UT
"Flaming Gorge",3145818,3788700,,06/15/2021,UT
"Flaming Gorge",3146555,3788700,,06/14/2021,UT
"Flaming Gorge",3146555,3788700,,06/13/2021,UT
"Flaming Gorge",3147291,3788700,,06/12/2021,UT
"Flaming Gorge",3147291,3788700,,06/11/2021,UT
"Flaming Gorge",3148028,3788700,,06/10/2021,UT
"Flaming Gorge",3148028,3788700,,06/09/2021,UT
"Flaming Gorge",3148028,3788700,,06/08/2021,UT
"Flaming Gorge",3148028,3788700,,06/07/2021,UT
"Flaming Gorge",3148028,3788700,,06/06/2021,UT
"Flaming Gorge",3148028,3788700,,06/05/2021,UT
"Flaming Gorge",3148028,3788700,,06/04/2021,UT
"Flaming Gorge",3148764,3788700,,06/03/2021,UT
"Flaming Gorge",3147291,3788700,,06/02/2021,UT
"Flaming Gorge",3148028,3788700,,06/01/2021,UT
