reservoir,storage,capacity,pct_full,date,state
Crystal,16466,17540,,06/30/2021,CO
Crystal,16498,17540,,06/29/2021,CO
Crystal,16617,17540,,06/28/2021,CO
Crystal,17058,17540,,06/27/2021,CO
Crystal,16999,17540,,06/26/2021,CO
Crystal,16905,17540,,06/25/2021,CO
Crystal,16799,17540,,06/24/2021,CO
Crystal,16568,17540,,06/23/2021,CO
Crystal,16504,17540,,06/22/2021,CO
Crystal,16347,17540,,06/21/2021,CO
Crystal,16658,17540,,06/20/2021,CO
Crystal,16641,17540,,06/19/2021,CO
Crystal,17043,17540,,06/18/2021,CO
Crystal,17046,17540,,06/17/2021,CO
Crystal,16928,17540,,06/16/2021,CO
Crystal,17100,17540,,06/15/2021,CO
Crystal,16717,17540,,06/14/2021,CO
Crystal,16137,17540,,06/13/2021,CO
Crystal,16016,17540,,06/12/2021,CO
Crystal,16382,17540,,06/11/2021,CO
Crystal,16304,17540,,06/10/2021,CO
Crystal,16571,17540,,06/09/2021,CO
Crystal,16955,17540,,06/08/2021,CO
Crystal,17094,17540,,06/07/2021,CO
Crystal,17097,17540,,06/06/2021,CO
Crystal,17171,17540,,06/05/2021,CO
Crystal,17388,17540,,06/04/2021,CO
Crystal,17144,17540,,06/03/2021,CO
Crystal,16878,17540,,06/02/2021,CO
Crystal,17070,17540,,06/01/2021,CO
