reservoir,storage,capacity,pct_full,date,state
Pineview,79971,110150,,04/30/2019,UT
Pineview,80870,110150,,04/29/2019,UT
Pineview,81497,110150,,04/28/2019,UT
Pineview,81774,110150,,04/27/2019,UT
Pineview,81522,110150,,04/26/2019,UT
Pineview,80819,110150,,04/25/2019,UT
Pineview,79996,110150,,04/24/2019,UT
Pineview,79450,110150,,04/23/2019,UT
Pineview,78881,110150,,04/22/2019,UT
Pineview,77849,110150,,04/21/2019,UT
Pineview,76557,110150,,04/20/2019,UT
Pineview,75976,110150,,04/19/2019,UT
Pineview,75566,110150,,04/18/2019,UT
Pineview,75134,110150,,04/17/2019,UT
Pineview,74464,110150,,04/16/2019,UT
Pineview,73371,110150,,04/15/2019,UT
Pineview,72687,110150,,04/14/2019,UT
Pineview,73159,110150,,04/13/2019,UT
Pineview,73703,110150,,04/12/2019,UT
Pineview,74107,110150,,04/11/2019,UT
Pineview,74345,110150,,04/10/2019,UT
Pineview,74202,110150,,04/09/2019,UT
Pineview,73940,110150,,04/08/2019,UT
Pineview,74130,110150,,04/07/2019,UT
Pineview,74107,110150,,04/06/2019,UT
Pineview,73655,110150,,04/05/2019,UT
Pineview,73277,110150,,04/04/2019,UT
Pineview,72570,110150,,04/03/2019,UT
Pineview,71656,110150,,04/02/2019,UT
Pineview,71075,110150,,04/01/2019,UT
