reservoir,storage,capacity,pct_full,date,state
Lemon,12541,39792,,04/30/2019,CO
Lemon,12044,39792,,04/29/2019,CO
Lemon,11552,39792,,04/28/2019,CO
Lemon,11096,39792,,04/27/2019,CO
Lemon,10694,39792,,04/26/2019,CO
Lemon,10352,39792,,04/25/2019,CO
Lemon,10075,39792,,04/24/2019,CO
Lemon,9829,39792,,04/23/2019,CO
Lemon,9584,39792,,04/22/2019,CO
Lemon,9337,39792,,04/21/2019,CO
Lemon,9103,39792,,04/20/2019,CO
Lemon,8868,39792,,04/19/2019,CO
Lemon,8674,39792,,04/18/2019,CO
Lemon,8537,39792,,04/17/2019,CO
Lemon,8422,39792,,04/16/2019,CO
Lemon,8316,39792,,04/15/2019,CO
Lemon,8217,39792,,04/14/2019,CO
Lemon,8135,39792,,04/13/2019,CO
Lemon,8063,39792,,04/12/2019,CO
Lemon,7984,39792,,04/11/2019,CO
Lemon,7893,39792,,04/10/2019,CO
Lemon,7772,39792,,04/09/2019,CO
Lemon,7655,39792,,04/08/2019,CO
Lemon,7562,39792,,04/07/2019,CO
Lemon,7496,39792,,04/06/2019,CO
Lemon,7445,39792,,04/05/2019,CO
Lemon,7405,39792,,04/04/2019,CO
Lemon,7378,39792,,04/03/2019,CO
Lemon,7353,39792,,04/02/2019,CO
Lemon,7332,39792,,04/01/2019,CO
