reservoir,storage,capacity,pct_full,date,state
Ridgway,55967,84230,,04/30/2019,CO
Ridgway,55502,84230,,04/29/2019,CO
Ridgway,55212,84230,,04/28/2019,CO
Ridgway,54989,84230,,04/27/2019,CO
Ridgway,54767,84230,,04/26/2019,CO
Ridgway,54463,84230,,04/25/2019,CO
Ridgway,54184,84230,,04/24/2019,CO
Ridgway,53899,84230,,04/23/2019,CO
Ridgway,53484,84230,,04/22/2019,CO
Ridgway,53054,84230,,04/21/2019,CO
Ridgway,52659,84230,,04/20/2019,CO
Ridgway,52273,84230,,04/19/2019,CO
Ridgway,51993,84230,,04/18/2019,CO
Ridgway,51833,84230,,04/17/2019,CO
Ridgway,51745,84230,,04/16/2019,CO
Ridgway,51649,84230,,04/15/2019,CO
Ridgway,51618,84230,,04/14/2019,CO
Ridgway,51498,84230,,04/13/2019,CO
Ridgway,51514,84230,,04/12/2019,CO
Ridgway,51443,84230,,04/11/2019,CO
Ridgway,51331,84230,,04/10/2019,CO
Ridgway,51038,84230,,04/09/2019,CO
Ridgway,50856,84230,,04/08/2019,CO
Ridgway,50667,84230,,04/07/2019,CO
Ridgway,50541,84230,,04/06/2019,CO
Ridgway,50415,84230,,04/05/2019,CO
Ridgway,50297,84230,,04/04/2019,CO
Ridgway,50227,84230,,04/03/2019,CO
Ridgway,50148,84230,,04/02/2019,CO
Ridgway,50070,84230,,04/01/2019,CO
