reservoir,storage,capacity,pct_full,date,state
McPhee,181851,381100,,06/30/2021,CO
McPhee,182213,381100,,06/29/2021,CO
McPhee,182601,381100,,06/28/2021,CO
McPhee,183197,381100,,06/27/2021,CO
McPhee,183691,381100,,06/26/2021,CO
McPhee,184187,381100,,06/25/2021,CO
McPhee,184684,381100,,06/24/2021,CO
McPhee,185288,381100,,06/23/2021,CO
McPhee,185919,381100,,06/22/2021,CO
McPhee,186500,381100,,06/21/2021,CO
McPhee,187030,381100,,06/20/2021,CO
McPhee,187535,381100,,06/19/2021,CO
McPhee,187987,381100,,06/18/2021,CO
McPhee,188468,381100,,06/17/2021,CO
McPhee,188976,381100,,06/16/2021,CO
McPhee,189298,381100,,06/15/2021,CO
McPhee,189620,381100,,06/14/2021,CO
McPhee,189889,381100,,06/13/2021,CO
McPhee,190158,381100,,06/12/2021,CO
McPhee,190347,381100,,06/11/2021,CO
McPhee,190482,381100,,06/10/2021,CO
McPhee,190590,381100,,06/09/2021,CO
McPhee,190536,381100,,06/08/2021,CO
McPhee,190428,381100,,06/07/2021,CO
McPhee,190212,381100,,06/06/2021,CO
McPhee,189862,381100,,06/05/2021,CO
McPhee,189325,381100,,06/04/2021,CO
McPhee,189137,381100,,06/03/2021,CO
McPhee,188976,381100,,06/02/2021,CO
McPhee,188976,381100,,06/01/2021,CO
