"Mormon Flat",34291,57852,59.3,1/2008,AZ
"Mormon Flat",55188,57852,95.4,2/2008,AZ
"Mormon Flat",55910,57852,96.6,3/2008,AZ
"Mormon Flat",54419,57852,94.1,4/2008,AZ
"Mormon Flat",55343,57852,95.7,5/2008,AZ
"Mormon Flat",55385,57852,95.7,6/2008,AZ
"Mormon Flat",55274,57852,95.5,7/2008,AZ
"Mormon Flat",55138,57852,95.3,8/2008,AZ
"Mormon Flat",55211,57852,95.4,9/2008,AZ
"Mormon Flat",55718,57852,96.3,10/2008,AZ
"Mormon Flat",55445,57852,95.8,11/2008,AZ
"Mormon Flat",55507,57852,95.9,12/2008,AZ
"Mormon Flat",55124,57852,95.3,1/2009,AZ
"Mormon Flat",55859,57852,96.6,2/2009,AZ
"Mormon Flat",56428,57852,97.5,3/2009,AZ
"Mormon Flat",56050,57852,96.9,4/2009,AZ
"Mormon Flat",55511,57852,96,5/2009,AZ
"Mormon Flat",55093,57852,95.2,6/2009,AZ
"Mormon Flat",55091,57852,95.2,7/2009,AZ
"Mormon Flat",55080,57852,95.2,8/2009,AZ
"Mormon Flat",55095,57852,95.2,9/2009,AZ
"Mormon Flat",55142,57852,95.3,10/2009,AZ
"Mormon Flat",54957,57852,95,11/2009,AZ
"Mormon Flat",55043,57852,95.1,12/2009,AZ
"Mormon Flat",54962,57852,95,1/2010,AZ
"Mormon Flat",55080,57852,95.2,2/2010,AZ
"Mormon Flat",55002,57852,95.1,3/2010,AZ
"Mormon Flat",55161,57852,95.3,4/2010,AZ
"Mormon Flat",56178,57852,97.1,5/2010,AZ
"Mormon Flat",55393,57852,95.7,6/2010,AZ
"Mormon Flat",55208,57852,95.4,7/2010,AZ
"Mormon Flat",55171,57852,95.4,8/2010,AZ
"Mormon Flat",55035,57852,95.1,9/2010,AZ
"Mormon Flat",54950,57852,95,10/2010,AZ
"Mormon Flat",55296,57852,95.6,11/2010,AZ
"Mormon Flat",55338,57852,95.7,12/2010,AZ
"Mormon Flat",55952,57852,96.7,1/2011,AZ
"Mormon Flat",55979,57852,96.8,2/2011,AZ
"Mormon Flat",55120,57852,95.3,3/2011,AZ
"Mormon Flat",55076,57852,95.2,4/2011,AZ
"Mormon Flat",54650,57852,94.5,5/2011,AZ
"Mormon Flat",55048,57852,95.2,6/2011,AZ
"Mormon Flat",55327,57852,95.6,7/2011,AZ
"Mormon Flat",55246,57852,95.5,8/2011,AZ
"Mormon Flat",54888,57852,94.9,9/2011,AZ
"Mormon Flat",55073,57852,95.2,10/2011,AZ
"Mormon Flat",54801,57852,94.7,11/2011,AZ
"Mormon Flat",55382,57852,95.7,12/2011,AZ
"Mormon Flat",55521,57852,96,1/2012,AZ
"Mormon Flat",55700,57852,96.3,2/2012,AZ
"Mormon Flat",54990,57852,95.1,3/2012,AZ
"Mormon Flat",55068,57852,95.2,4/2012,AZ
"Mormon Flat",54910,57852,94.9,5/2012,AZ
"Mormon Flat",55432,57852,95.8,6/2012,AZ
"Mormon Flat",55762,57852,96.4,7/2012,AZ
"Mormon Flat",56131,57852,97,8/2012,AZ
"Mormon Flat",55479,57852,95.9,9/2012,AZ
"Mormon Flat",55919,57852,96.7,10/2012,AZ
"Mormon Flat",55457,57852,95.9,11/2012,AZ
"Mormon Flat",55317,57852,95.6,12/2012,AZ
"Mormon Flat",55556,57852,96,1/2013,AZ
"Mormon Flat",55923,57852,96.7,2/2013,AZ
"Mormon Flat",56021,57852,96.8,3/2013,AZ
"Mormon Flat",55997,57852,96.8,4/2013,AZ
"Mormon Flat",56046,57852,96.9,5/2013,AZ
"Mormon Flat",55527,57852,96,6/2013,AZ
"Mormon Flat",55689,57852,96.3,7/2013,AZ
"Mormon Flat",55394,57852,95.8,8/2013,AZ
"Mormon Flat",54786,57852,94.7,9/2013,AZ
"Mormon Flat",55176,57852,95.4,10/2013,AZ
"Mormon Flat",55094,57852,95.2,11/2013,AZ
"Mormon Flat",55109,57852,95.3,12/2013,AZ
"Mormon Flat",55353,57852,95.7,1/2014,AZ
"Mormon Flat",54963,57852,95,2/2014,AZ
"Mormon Flat",54984,57852,95,3/2014,AZ
"Mormon Flat",55568,57852,96.1,4/2014,AZ
"Mormon Flat",55003,57852,95.1,5/2014,AZ
"Mormon Flat",54932,57852,95,6/2014,AZ
"Mormon Flat",55118,57852,95.3,7/2014,AZ
"Mormon Flat",55032,57852,95.1,8/2014,AZ
"Mormon Flat",54951,57852,95,9/2014,AZ
"Mormon Flat",54734,57852,94.6,10/2014,AZ
"Mormon Flat",54735,57852,94.6,11/2014,AZ
"Mormon Flat",55048,57852,95.2,12/2014,AZ
"Mormon Flat",55774,57852,96.4,1/2015,AZ
"Mormon Flat",55147,57852,95.3,2/2015,AZ
"Mormon Flat",54631,57852,94.4,3/2015,AZ
"Mormon Flat",55558,57852,96,4/2015,AZ
"Mormon Flat",55759,57852,96.4,5/2015,AZ
"Mormon Flat",56399,57852,97.5,6/2015,AZ
"Mormon Flat",56122,57852,97,7/2015,AZ
"Mormon Flat",56128,57852,97,8/2015,AZ
"Mormon Flat",56427,57852,97.5,9/2015,AZ
"Mormon Flat",56077,57852,96.9,10/2015,AZ
"Mormon Flat",55425,57852,95.8,11/2015,AZ
"Mormon Flat",55606,57852,96.1,12/2015,AZ
"Mormon Flat",54686,57852,94.5,1/2016,AZ
"Mormon Flat",54827,57852,94.8,2/2016,AZ
"Mormon Flat",55697,57852,96.3,3/2016,AZ
"Mormon Flat",54839,57852,94.8,4/2016,AZ
"Mormon Flat",55105,57852,95.3,5/2016,AZ
"Mormon Flat",55200,57852,95.4,6/2016,AZ
"Mormon Flat",54984,57852,95,7/2016,AZ
"Mormon Flat",55044,57852,95.1,8/2016,AZ
"Mormon Flat",54767,57852,94.7,9/2016,AZ
"Mormon Flat",54840,57852,94.8,10/2016,AZ
"Mormon Flat",55001,57852,95.1,11/2016,AZ
"Mormon Flat",55097,57852,95.2,12/2016,AZ
"Mormon Flat",55910,57852,96.6,1/2017,AZ
"Mormon Flat",54137,57852,93.6,2/2017,AZ
"Mormon Flat",56117,57852,97,3/2017,AZ
"Mormon Flat",56056,57852,96.9,4/2017,AZ
"Mormon Flat",54957,57852,95,5/2017,AZ
"Mormon Flat",55094,57852,95.2,6/2017,AZ
"Mormon Flat",54880,57852,94.9,7/2017,AZ
"Mormon Flat",54699,57852,94.5,8/2017,AZ
"Mormon Flat",54848,57852,94.8,9/2017,AZ
"Mormon Flat",54794,57852,94.7,10/2017,AZ
"Mormon Flat",54868,57852,94.8,11/2017,AZ
"Mormon Flat",55634,57852,96.2,12/2017,AZ
"Mormon Flat",55365,57852,95.7,1/2018,AZ
"Mormon Flat",55215,57852,95.4,2/2018,AZ
"Mormon Flat",54860,57852,94.8,5/2018,AZ
"Mormon Flat",54778,57852,94.7,6/2018,AZ
"Mormon Flat",55009,57852,95.1,7/2018,AZ
"Mormon Flat",55062,57852,95.2,8/2018,AZ
"Mormon Flat",54891,57852,94.9,9/2018,AZ
"Mormon Flat",55010,57852,95.1,10/2018,AZ
"Mormon Flat",55089,57852,95.2,11/2018,AZ
"Mormon Flat",55318,57852,95.6,12/2018,AZ
"Mormon Flat",55180,57852,95.4,1/2019,AZ
"Mormon Flat",55041,57852,95.1,2/2019,AZ
"Mormon Flat",55191,57852,95.4,3/2019,AZ
"Mormon Flat",56295,57852,97.3,4/2019,AZ
"Mormon Flat",55584,57852,96.1,5/2019,AZ
"Mormon Flat",55017,57852,95.1,6/2019,AZ
"Mormon Flat",55108,57852,95.3,7/2019,AZ
"Mormon Flat",55012,57852,95.1,8/2019,AZ
"Mormon Flat",55105,57852,95.3,9/2019,AZ
"Mormon Flat",54113,57852,93.5,10/2019,AZ
"Mormon Flat",53204,57852,92,11/2019,AZ
"Mormon Flat",55739,57852,96.3,12/2019,AZ
"Mormon Flat",55865,57852,96.6,1/2020,AZ
"Mormon Flat",55930,57852,96.7,2/2020,AZ
"Mormon Flat",56021,57852,96.8,3/2020,AZ
"Mormon Flat",53948,57852,93.3,4/2020,AZ
"Mormon Flat",55230,57852,95.5,5/2020,AZ
"Mormon Flat",55180,57852,95.4,6/2020,AZ
"Mormon Flat",55086,57852,95.2,7/2020,AZ
"Mormon Flat",54946,57852,95,8/2020,AZ
"Mormon Flat",53053,57852,91.7,9/2020,AZ
"Mormon Flat",54993,57852,95.1,10/2020,AZ
"Mormon Flat",54928,57852,94.9,11/2020,AZ
"Mormon Flat",53355,57852,92.2,12/2020,AZ
"Mormon Flat",54993,57852,95.1,1/2021,AZ
"Mormon Flat",54887,57852,94.9,2/2021,AZ
"Mormon Flat",51149,57852,88.4,3/2021,AZ
"Mormon Flat",55203,57852,95.4,4/2021,AZ
"Mormon Flat",53489,57852,92.5,5/2021,AZ
"Mormon Flat",55122,57852,95.3,6/2021,AZ
