"Horse Mesa",231034,245138,94.2,1/2008,AZ
"Horse Mesa",238524,245138,97.3,2/2008,AZ
"Horse Mesa",239460,245138,97.7,3/2008,AZ
"Horse Mesa",236752,245138,96.6,4/2008,AZ
"Horse Mesa",237403,245138,96.8,5/2008,AZ
"Horse Mesa",236560,245138,96.5,6/2008,AZ
"Horse Mesa",233358,245138,95.2,7/2008,AZ
"Horse Mesa",228022,245138,93,8/2008,AZ
"Horse Mesa",226679,245138,92.5,9/2008,AZ
"Horse Mesa",221204,245138,90.2,10/2008,AZ
"Horse Mesa",222927,245138,90.9,11/2008,AZ
"Horse Mesa",226055,245138,92.2,12/2008,AZ
"Horse Mesa",234087,245138,95.5,1/2009,AZ
"Horse Mesa",239287,245138,97.6,2/2009,AZ
"Horse Mesa",241704,245138,98.6,3/2009,AZ
"Horse Mesa",241159,245138,98.4,4/2009,AZ
"Horse Mesa",238012,245138,97.1,5/2009,AZ
"Horse Mesa",230304,245138,93.9,6/2009,AZ
"Horse Mesa",226580,245138,92.4,7/2009,AZ
"Horse Mesa",225712,245138,92.1,8/2009,AZ
"Horse Mesa",227246,245138,92.7,9/2009,AZ
"Horse Mesa",225324,245138,91.9,10/2009,AZ
"Horse Mesa",221284,245138,90.3,11/2009,AZ
"Horse Mesa",218551,245138,89.2,12/2009,AZ
"Horse Mesa",222561,245138,90.8,1/2010,AZ
"Horse Mesa",223786,245138,91.3,2/2010,AZ
"Horse Mesa",227174,245138,92.7,3/2010,AZ
"Horse Mesa",229391,245138,93.6,4/2010,AZ
"Horse Mesa",240040,245138,97.9,5/2010,AZ
"Horse Mesa",233193,245138,95.1,6/2010,AZ
"Horse Mesa",228940,245138,93.4,7/2010,AZ
"Horse Mesa",230022,245138,93.8,8/2010,AZ
"Horse Mesa",224831,245138,91.7,9/2010,AZ
"Horse Mesa",223533,245138,91.2,10/2010,AZ
"Horse Mesa",227024,245138,92.6,11/2010,AZ
"Horse Mesa",228387,245138,93.2,12/2010,AZ
"Horse Mesa",229140,245138,93.5,1/2011,AZ
"Horse Mesa",229944,245138,93.8,2/2011,AZ
"Horse Mesa",233722,245138,95.3,3/2011,AZ
"Horse Mesa",232811,245138,95,4/2011,AZ
"Horse Mesa",221015,245138,90.2,5/2011,AZ
"Horse Mesa",222653,245138,90.8,6/2011,AZ
"Horse Mesa",231914,245138,94.6,7/2011,AZ
"Horse Mesa",234185,245138,95.5,8/2011,AZ
"Horse Mesa",224756,245138,91.7,9/2011,AZ
"Horse Mesa",225442,245138,92,10/2011,AZ
"Horse Mesa",227498,245138,92.8,11/2011,AZ
"Horse Mesa",228774,245138,93.3,12/2011,AZ
"Horse Mesa",228485,245138,93.2,1/2012,AZ
"Horse Mesa",226641,245138,92.5,2/2012,AZ
"Horse Mesa",226842,245138,92.5,3/2012,AZ
"Horse Mesa",226823,245138,92.5,4/2012,AZ
