"Lyman Lake",6590,27000,24.4,01/2000,AZ
"Lyman Lake",6837,27000,25.3,02/2000,AZ
"Lyman Lake",7039,27000,26.1,03/2000,AZ
"Lyman Lake",7394,27000,27.4,04/2000,AZ
"Lyman Lake",6846,27000,25.4,05/2000,AZ
"Lyman Lake",5026,27000,18.6,06/2000,AZ
"Lyman Lake",3507,27000,13,07/2000,AZ
"Lyman Lake",1999,27000,7.4,08/2000,AZ
"Lyman Lake",1035,27000,3.8,09/2000,AZ
"Lyman Lake",856,27000,3.2,10/2000,AZ
"Lyman Lake",1198,27000,4.4,11/2000,AZ
"Lyman Lake",1444,27000,5.3,12/2000,AZ
"Lyman Lake",1631,27000,6,01/2001,AZ
"Lyman Lake",1821,27000,6.7,02/2001,AZ
"Lyman Lake",2288,27000,8.5,03/2001,AZ
"Lyman Lake",8067,27000,29.9,04/2001,AZ
"Lyman Lake",10381,27000,38.4,05/2001,AZ
"Lyman Lake",9179,27000,34,06/2001,AZ
"Lyman Lake",7339,27000,27.2,07/2001,AZ
"Lyman Lake",6408,27000,23.7,08/2001,AZ
"Lyman Lake",5352,27000,19.8,09/2001,AZ
"Lyman Lake",4897,27000,18.1,10/2001,AZ
"Lyman Lake",4816,27000,17.8,11/2001,AZ
"Lyman Lake",4858,27000,18,12/2001,AZ
"Lyman Lake",5067,27000,18.8,01/2002,AZ
"Lyman Lake",5203,27000,19.3,02/2002,AZ
"Lyman Lake",5198,27000,19.3,03/2002,AZ
"Lyman Lake",5074,27000,18.8,04/2002,AZ
"Lyman Lake",4462,27000,16.5,05/2002,AZ
"Lyman Lake",3259,27000,12.1,06/2002,AZ
"Lyman Lake",2142,27000,7.9,07/2002,AZ
"Lyman Lake",1434,27000,5.3,08/2002,AZ
"Lyman Lake",1607,27000,6,09/2002,AZ
"Lyman Lake",1877,27000,7,10/2002,AZ
"Lyman Lake",1862,27000,6.9,11/2002,AZ
"Lyman Lake",2001,27000,7.4,12/2002,AZ
"Lyman Lake",2157,27000,8,01/2003,AZ
"Lyman Lake",2242,27000,8.3,02/2003,AZ
"Lyman Lake",2421,27000,9,03/2003,AZ
"Lyman Lake",3234,27000,12,04/2003,AZ
"Lyman Lake",3451,27000,12.8,05/2003,AZ
"Lyman Lake",2788,27000,10.3,06/2003,AZ
"Lyman Lake",1777,27000,6.6,07/2003,AZ
"Lyman Lake",1793,27000,6.6,08/2003,AZ
"Lyman Lake",2120,27000,7.9,09/2003,AZ
"Lyman Lake",2075,27000,7.7,10/2003,AZ
"Lyman Lake",1995,27000,7.4,11/2003,AZ
"Lyman Lake",2024,27000,7.5,12/2003,AZ
"Lyman Lake",2077,27000,7.7,01/2004,AZ
"Lyman Lake",2150,27000,8,02/2004,AZ
"Lyman Lake",2906,27000,10.8,03/2004,AZ
"Lyman Lake",5850,27000,21.7,04/2004,AZ
"Lyman Lake",6630,27000,24.6,05/2004,AZ
"Lyman Lake",5024,27000,18.6,06/2004,AZ
"Lyman Lake",3615,27000,13.4,07/2004,AZ
"Lyman Lake",2802,27000,10.4,08/2004,AZ
"Lyman Lake",1993,27000,7.4,09/2004,AZ
"Lyman Lake",1798,27000,6.7,10/2004,AZ
"Lyman Lake",1970,27000,7.3,11/2004,AZ
