reservoir,storage,capacity,pct_capacity,date,state
"Cleveland Lake",4200,5400,77.8,11/2011,UT
"Cleveland Lake",4200,5400,77.8,12/2011,UT
"Cleveland Lake",4100,5400,75.9,01/2012,UT
"Cleveland Lake",4100,5400,75.9,02/2012,UT
"Cleveland Lake",4200,5400,77.8,03/2012,UT
"Cleveland Lake",4300,5400,79.6,04/2012,UT
"Cleveland Lake",4200,5400,77.8,05/2012,UT
"Cleveland Lake",5300,5400,98.1,06/2012,UT
"Cleveland Lake",4300,5400,79.6,07/2012,UT
"Cleveland Lake",3600,5400,66.7,08/2012,UT
"Cleveland Lake",2600,5400,48.1,09/2012,UT
"Cleveland Lake",2800,5400,51.9,10/2012,UT
"Cleveland Lake",2200,5400,40.7,11/2012,UT
"Cleveland Lake",2300,5400,42.6,12/2012,UT
"Cleveland Lake",2389,5400,44.2,01/2013,UT
"Cleveland Lake",2470,5400,45.7,02/2013,UT
"Cleveland Lake",2541,5400,47.1,03/2013,UT
"Cleveland Lake",2624,5400,48.6,04/2013,UT
"Cleveland Lake",2830,5400,52.4,05/2013,UT
"Cleveland Lake",4098,5400,75.9,06/2013,UT
"Cleveland Lake",4403,5400,81.5,07/2013,UT
"Cleveland Lake",3201,5400,59.3,08/2013,UT
"Cleveland Lake",2780,5400,51.5,09/2013,UT
"Cleveland Lake",2683,5400,49.7,10/2013,UT
"Cleveland Lake",2707,5400,50.1,11/2013,UT
"Cleveland Lake",2793,5400,51.7,12/2013,UT
"Cleveland Lake",2905,5400,53.8,01/2014,UT
"Cleveland Lake",2955,5400,54.7,02/2014,UT
"Cleveland Lake",3071,5400,56.9,03/2014,UT
"Cleveland Lake",3201,5400,59.3,04/2014,UT
"Cleveland Lake",3696,5400,68.4,05/2014,UT
"Cleveland Lake",5377,5400,99.6,06/2014,UT
"Cleveland Lake",5259,5400,97.4,07/2014,UT
"Cleveland Lake",3135,5400,58.1,08/2014,UT
"Cleveland Lake",4112,5400,76.1,09/2014,UT
"Cleveland Lake",3669,5400,67.9,10/2014,UT
"Cleveland Lake",3614,5400,66.9,11/2014,UT
"Cleveland Lake",3737,5400,69.2,12/2014,UT
"Cleveland Lake",3902,5400,72.3,01/2015,UT
"Cleveland Lake",3985,5400,73.8,02/2015,UT
"Cleveland Lake",4027,5400,74.6,03/2015,UT
"Cleveland Lake",4157,5400,77,04/2015,UT
"Cleveland Lake",4672,5400,86.5,05/2015,UT
"Cleveland Lake",5400,5400,100,06/2015,UT
"Cleveland Lake",5137,5400,95.1,07/2015,UT
"Cleveland Lake",3985,5400,73.8,08/2015,UT
"Cleveland Lake",3411,5400,63.2,09/2015,UT
"Cleveland Lake",2062,5400,38.2,10/2015,UT
"Cleveland Lake",1487,5400,27.5,11/2015,UT
"Cleveland Lake",1593,5400,29.5,12/2015,UT
"Cleveland Lake",1759,5400,32.6,01/2016,UT
"Cleveland Lake",1919,5400,35.5,02/2016,UT
"Cleveland Lake",2028,5400,37.6,03/2016,UT
"Cleveland Lake",2162,5400,40,04/2016,UT
"Cleveland Lake",2577,5400,47.7,05/2016,UT
"Cleveland Lake",3833,5400,71,06/2016,UT
"Cleveland Lake",4840,5400,89.6,07/2016,UT
"Cleveland Lake",3071,5400,56.9,08/2016,UT
"Cleveland Lake",1908,5400,35.3,09/2016,UT
"Cleveland Lake",1514,5400,28,10/2016,UT
"Cleveland Lake",1180,5400,21.9,11/2016,UT
"Cleveland Lake",1288,5400,23.9,12/2016,UT
"Cleveland Lake",1428,5400,26.4,01/2017,UT
"Cleveland Lake",1573,5400,29.1,02/2017,UT
"Cleveland Lake",1738,5400,32.2,03/2017,UT
"Cleveland Lake",1908,5400,35.3,04/2017,UT
"Cleveland Lake",2719,5400,50.4,05/2017,UT
"Cleveland Lake",5416,5400,100.3,06/2017,UT
"Cleveland Lake",5421,5400,100.4,07/2017,UT
"Cleveland Lake",3819,5400,70.7,08/2017,UT
"Cleveland Lake",3546,5400,65.7,09/2017,UT
"Cleveland Lake",2697,5400,49.9,10/2017,UT
"Cleveland Lake",2389,5400,44.2,11/2017,UT
"Cleveland Lake",2482,5400,46,12/2017,UT
"Cleveland Lake",2612,5400,48.4,01/2018,UT
"Cleveland Lake",2671,5400,49.5,02/2018,UT
"Cleveland Lake",2768,5400,51.3,03/2018,UT
"Cleveland Lake",2855,5400,52.9,04/2018,UT
"Cleveland Lake",3300,5400,61.1,05/2018,UT
"Cleveland Lake",4432,5400,82.1,06/2018,UT
"Cleveland Lake",3985,5400,73.8,07/2018,UT
"Cleveland Lake",2095,5400,38.8,08/2018,UT
"Cleveland Lake",1554,5400,28.8,09/2018,UT
"Cleveland Lake",1119,5400,20.7,10/2018,UT
"Cleveland Lake",1208,5400,22.4,11/2018,UT
"Cleveland Lake",1288,5400,23.9,12/2018,UT
"Cleveland Lake",1334,5400,24.7,01/2019,UT
"Cleveland Lake",1381,5400,25.6,02/2019,UT
"Cleveland Lake",1466,5400,27.1,03/2019,UT
