reservoir,storage,capacity,pct_capacity,date,state
"Santiago Creek Res",4810,25000,19.2,01/2000,ca
"Santiago Creek Res",4960,25000,19.8,02/2000,ca
"Santiago Creek Res",6000,25000,24,03/2000,ca
"Santiago Creek Res",10125,25000,40.5,04/2000,ca
"Santiago Creek Res",9885,25000,39.5,05/2000,ca
"Santiago Creek Res",8425,25000,33.7,06/2000,ca
"Santiago Creek Res",6085,25000,24.3,07/2000,ca
"Santiago Creek Res",6060,25000,24.2,08/2000,ca
"Santiago Creek Res",6310,25000,25.2,09/2000,ca
"Santiago Creek Res",6125,25000,24.5,10/2000,ca
"Santiago Creek Res",6060,25000,24.2,11/2000,ca
"Santiago Creek Res",6000,25000,24,12/2000,ca
"Santiago Creek Res",5795,25000,23.2,01/2001,ca
"Santiago Creek Res",6150,25000,24.6,02/2001,ca
"Santiago Creek Res",11665,25000,46.7,03/2001,ca
"Santiago Creek Res",15490,25000,62,04/2001,ca
"Santiago Creek Res",13695,25000,54.8,05/2001,ca
"Santiago Creek Res",11470,25000,45.9,06/2001,ca
"Santiago Creek Res",9305,25000,37.2,07/2001,ca
"Santiago Creek Res",6980,25000,27.9,08/2001,ca
"Santiago Creek Res",5005,25000,20,09/2001,ca
"Santiago Creek Res",5525,25000,22.1,10/2001,ca
"Santiago Creek Res",5360,25000,21.4,11/2001,ca
"Santiago Creek Res",5360,25000,21.4,12/2001,ca
"Santiago Creek Res",5400,25000,21.6,01/2002,ca
"Santiago Creek Res",5755,25000,23,02/2002,ca
"Santiago Creek Res",9445,25000,37.8,03/2002,ca
"Santiago Creek Res",12715,25000,50.9,04/2002,ca
"Santiago Creek Res",10970,25000,43.9,05/2002,ca
"Santiago Creek Res",8855,25000,35.4,06/2002,ca
"Santiago Creek Res",8965,25000,35.9,07/2002,ca
"Santiago Creek Res",10515,25000,42.1,08/2002,ca
"Santiago Creek Res",10850,25000,43.4,09/2002,ca
"Santiago Creek Res",11095,25000,44.4,10/2002,ca
"Santiago Creek Res",11000,25000,44,11/2002,ca
"Santiago Creek Res",13325,25000,53.3,12/2002,ca
"Santiago Creek Res",13993,25000,56,01/2003,ca
"Santiago Creek Res",13772,25000,55.1,02/2003,ca
"Santiago Creek Res",15570,25000,62.3,03/2003,ca
"Santiago Creek Res",20177,25000,80.7,04/2003,ca
"Santiago Creek Res",19421,25000,77.7,05/2003,ca
"Santiago Creek Res",18775,25000,75.1,06/2003,ca
"Santiago Creek Res",17123,25000,68.5,07/2003,ca
"Santiago Creek Res",14438,25000,57.8,08/2003,ca
"Santiago Creek Res",12769,25000,51.1,09/2003,ca
"Santiago Creek Res",11289,25000,45.2,10/2003,ca
"Santiago Creek Res",10753,25000,43,11/2003,ca
"Santiago Creek Res",11414,25000,45.7,12/2003,ca
"Santiago Creek Res",10712,25000,42.8,01/2004,ca
"Santiago Creek Res",10753,25000,43,02/2004,ca
"Santiago Creek Res",13994,25000,56,03/2004,ca
"Santiago Creek Res",17123,25000,68.5,04/2004,ca
"Santiago Creek Res",14620,25000,58.5,05/2004,ca
"Santiago Creek Res",12595,25000,50.4,06/2004,ca
"Santiago Creek Res",10102,25000,40.4,07/2004,ca
"Santiago Creek Res",7913,25000,31.7,08/2004,ca
"Santiago Creek Res",5753,25000,23,09/2004,ca
"Santiago Creek Res",6900,25000,27.6,10/2004,ca
