reservoir,storage,capacity,pct_capacity,date,state
Beulah,34415,59200,58.1,01/2000,or
Beulah,40131,59200,67.8,02/2000,or
Beulah,51866,59200,87.6,03/2000,or
Beulah,58995,59200,99.7,04/2000,or
Beulah,56778,59200,95.9,05/2000,or
Beulah,48754,59200,82.4,06/2000,or
Beulah,34235,59200,57.8,07/2000,or
Beulah,19427,59200,32.8,08/2000,or
Beulah,12252,59200,20.7,09/2000,or
Beulah,11292,59200,19.1,10/2000,or
Beulah,14699,59200,24.8,11/2000,or
Beulah,18534,59200,31.3,12/2000,or
Beulah,22554,59200,38.1,01/2001,or
Beulah,26547,59200,44.8,02/2001,or
Beulah,31846,59200,53.8,03/2001,or
Beulah,38832,59200,65.6,04/2001,or
Beulah,34244,59200,57.8,05/2001,or
Beulah,24899,59200,42.1,06/2001,or
Beulah,12672,59200,21.4,07/2001,or
Beulah,2715,59200,4.6,08/2001,or
Beulah,1905,59200,3.2,09/2001,or
Beulah,2870,59200,4.8,10/2001,or
Beulah,5775,59200,9.8,11/2001,or
Beulah,9304,59200,15.7,12/2001,or
Beulah,13249,59200,22.4,01/2002,or
Beulah,16948,59200,28.6,02/2002,or
Beulah,23811,59200,40.2,03/2002,or
Beulah,40748,59200,68.8,04/2002,or
Beulah,42401,59200,71.6,05/2002,or
Beulah,31501,59200,53.2,06/2002,or
Beulah,14871,59200,25.1,07/2002,or
Beulah,924,59200,1.6,08/2002,or
Beulah,0,59200,0,09/2002,or
Beulah,690,59200,1.2,10/2002,or
Beulah,3357,59200,5.7,11/2002,or
Beulah,6265,59200,10.6,12/2002,or
Beulah,10281,59200,17.4,01/2003,or
Beulah,15990,59200,27,02/2003,or
Beulah,21662,59200,36.6,03/2003,or
Beulah,32505,59200,54.9,04/2003,or
Beulah,32872,59200,55.5,05/2003,or
Beulah,26209,59200,44.3,06/2003,or
Beulah,12105,59200,20.4,07/2003,or
Beulah,733,59200,1.2,08/2003,or
Beulah,0,59200,0,09/2003,or
Beulah,340,59200,0.6,10/2003,or
Beulah,2726,59200,4.6,11/2003,or
Beulah,6074,59200,10.3,12/2003,or
Beulah,9451,59200,16,01/2004,or
Beulah,13267,59200,22.4,02/2004,or
Beulah,25325,59200,42.8,03/2004,or
Beulah,48988,59200,82.8,04/2004,or
Beulah,46821,59200,79.1,05/2004,or
Beulah,42428,59200,71.7,06/2004,or
Beulah,28850,59200,48.7,07/2004,or
Beulah,10198,59200,17.2,08/2004,or
Beulah,133,59200,0.2,09/2004,or
Beulah,868,59200,1.5,10/2004,or
Beulah,4159,59200,7,11/2004,or
Beulah,8162,59200,13.8,12/2004,or
Beulah,12169,59200,20.6,01/2005,or
Beulah,15994,59200,27,02/2005,or
Beulah,24273,59200,41,03/2005,or
Beulah,40748,59200,68.8,04/2005,or
Beulah,56854,59200,96,05/2005,or
Beulah,54543,59200,92.1,06/2005,or
Beulah,40604,59200,68.6,07/2005,or
Beulah,24636,59200,41.6,08/2005,or
Beulah,12094,59200,20.4,09/2005,or
Beulah,8970,59200,15.2,10/2005,or
Beulah,12298,59200,20.8,11/2005,or
Beulah,16011,59200,27,12/2005,or
Beulah,26335,59200,44.5,01/2006,or
Beulah,34824,59200,58.8,02/2006,or
Beulah,46074,59200,77.8,03/2006,or
Beulah,54645,59200,92.3,04/2006,or
Beulah,58222,59200,98.3,05/2006,or
Beulah,55417,59200,93.6,06/2006,or
Beulah,41804,59200,70.6,07/2006,or
Beulah,27984,59200,47.3,08/2006,or
