reservoir,storage,capacity,pct_capacity,date,state
"Lexington Reservoir",4964,21400,23.2,01/2000,ca
"Lexington Reservoir",17588,21400,82.2,02/2000,ca
"Lexington Reservoir",19424,21400,90.8,03/2000,ca
"Lexington Reservoir",17535,21400,81.9,04/2000,ca
"Lexington Reservoir",14552,21400,68,05/2000,ca
"Lexington Reservoir",12964,21400,60.6,06/2000,ca
"Lexington Reservoir",11969,21400,55.9,07/2000,ca
"Lexington Reservoir",8775,21400,41,08/2000,ca
"Lexington Reservoir",6504,21400,30.4,09/2000,ca
"Lexington Reservoir",4915,21400,23,10/2000,ca
"Lexington Reservoir",2823,21400,13.2,11/2000,ca
"Lexington Reservoir",1508,21400,7,12/2000,ca
"Lexington Reservoir",2414,21400,11.3,01/2001,ca
"Lexington Reservoir",11887,21400,55.5,02/2001,ca
"Lexington Reservoir",7442,21400,34.8,03/2001,ca
"Lexington Reservoir",7703,21400,36,04/2001,ca
"Lexington Reservoir",7415,21400,34.6,05/2001,ca
"Lexington Reservoir",6794,21400,31.7,06/2001,ca
"Lexington Reservoir",6150,21400,28.7,07/2001,ca
"Lexington Reservoir",5501,21400,25.7,08/2001,ca
"Lexington Reservoir",3854,21400,18,09/2001,ca
"Lexington Reservoir",2202,21400,10.3,10/2001,ca
"Lexington Reservoir",2120,21400,9.9,11/2001,ca
"Lexington Reservoir",3461,21400,16.2,12/2001,ca
"Lexington Reservoir",3523,21400,16.5,01/2002,ca
"Lexington Reservoir",2985,21400,13.9,02/2002,ca
"Lexington Reservoir",4047,21400,18.9,03/2002,ca
"Lexington Reservoir",4332,21400,20.2,04/2002,ca
"Lexington Reservoir",4473,21400,20.9,05/2002,ca
"Lexington Reservoir",4464,21400,20.9,06/2002,ca
"Lexington Reservoir",4224,21400,19.7,07/2002,ca
"Lexington Reservoir",3896,21400,18.2,08/2002,ca
"Lexington Reservoir",1558,21400,7.3,09/2002,ca
"Lexington Reservoir",473,21400,2.2,10/2002,ca
"Lexington Reservoir",955,21400,4.5,11/2002,ca
"Lexington Reservoir",11397,21400,53.3,12/2002,ca
"Lexington Reservoir",12516,21400,58.5,01/2003,ca
"Lexington Reservoir",12348,21400,57.7,02/2003,ca
"Lexington Reservoir",12978,21400,60.6,03/2003,ca
"Lexington Reservoir",12090,21400,56.5,04/2003,ca
"Lexington Reservoir",12118,21400,56.6,05/2003,ca
"Lexington Reservoir",10398,21400,48.6,06/2003,ca
