reservoir,storage,capacity,pct_capacity,date
"Fish Lake",6399,7836,81.7,01/2000,or
"Fish Lake",6467,7836,82.5,02/2000,or
"Fish Lake",6642,7836,84.8,03/2000,or
"Fish Lake",7078,7836,90.3,04/2000,or
"Fish Lake",7450,7836,95.1,05/2000,or
"Fish Lake",7406,7836,94.5,06/2000,or
"Fish Lake",6365,7836,81.2,07/2000,or
"Fish Lake",4897,7836,62.5,08/2000,or
"Fish Lake",4569,7836,58.3,09/2000,or
"Fish Lake",4566,7836,58.3,10/2000,or
"Fish Lake",4972,7836,63.5,11/2000,or
"Fish Lake",5184,7836,66.2,12/2000,or
"Fish Lake",5287,7836,67.5,01/2001,or
"Fish Lake",5407,7836,69,02/2001,or
"Fish Lake",5460,7836,69.7,03/2001,or
"Fish Lake",5642,7836,72,04/2001,or
"Fish Lake",5653,7836,72.1,05/2001,or
"Fish Lake",5333,7836,68.1,06/2001,or
"Fish Lake",4335,7836,55.3,07/2001,or
"Fish Lake",2677,7836,34.2,08/2001,or
"Fish Lake",1392,7836,17.8,09/2001,or
"Fish Lake",1759,7836,22.4,10/2001,or
"Fish Lake",2379,7836,30.4,11/2001,or
"Fish Lake",2970,7836,37.9,12/2001,or
"Fish Lake",3270,7836,41.7,01/2002,or
"Fish Lake",3398,7836,43.4,02/2002,or
"Fish Lake",3531,7836,45.1,03/2002,or
"Fish Lake",4065,7836,51.9,04/2002,or
"Fish Lake",4743,7836,60.5,05/2002,or
"Fish Lake",4878,7836,62.3,06/2002,or
"Fish Lake",4044,7836,51.6,07/2002,or
"Fish Lake",3131,7836,40,08/2002,or
"Fish Lake",2010,7836,25.7,09/2002,or
"Fish Lake",1865,7836,23.8,10/2002,or
"Fish Lake",2545,7836,32.5,11/2002,or
"Fish Lake",3000,7836,38.3,12/2002,or
"Fish Lake",3334,7836,42.5,01/2003,or
"Fish Lake",3535,7836,45.1,02/2003,or
"Fish Lake",3689,7836,47.1,03/2003,or
"Fish Lake",4154,7836,53,04/2003,or
"Fish Lake",4560,7836,58.2,05/2003,or
"Fish Lake",4221,7836,53.9,06/2003,or
"Fish Lake",3239,7836,41.3,07/2003,or
"Fish Lake",2251,7836,28.7,08/2003,or
"Fish Lake",1251,7836,16,09/2003,or
"Fish Lake",1156,7836,14.8,10/2003,or
"Fish Lake",1870,7836,23.9,11/2003,or
"Fish Lake",2680,7836,34.2,12/2003,or
"Fish Lake",3188,7836,40.7,01/2004,or
"Fish Lake",3487,7836,44.5,02/2004,or
"Fish Lake",3767,7836,48.1,03/2004,or
"Fish Lake",4351,7836,55.5,04/2004,or
"Fish Lake",5015,7836,64,05/2004,or
"Fish Lake",5481,7836,69.9,06/2004,or
"Fish Lake",4657,7836,59.4,07/2004,or
"Fish Lake",3152,7836,40.2,08/2004,or
"Fish Lake",1930,7836,24.6,09/2004,or
"Fish Lake",1979,7836,25.3,10/2004,or
"Fish Lake",2827,7836,36.1,11/2004,or
"Fish Lake",3480,7836,44.4,12/2004,or
"Fish Lake",3799,7836,48.5,01/2005,or
"Fish Lake",3903,7836,49.8,02/2005,or
"Fish Lake",3913,7836,49.9,03/2005,or
"Fish Lake",4034,7836,51.5,04/2005,or
"Fish Lake",4346,7836,55.5,05/2005,or
"Fish Lake",4516,7836,57.6,06/2005,or
"Fish Lake",3644,7836,46.5,07/2005,or
"Fish Lake",2208,7836,28.2,08/2005,or
"Fish Lake",1051,7836,13.4,09/2005,or
"Fish Lake",1067,7836,13.6,10/2005,or
"Fish Lake",1780,7836,22.7,11/2005,or
"Fish Lake",2542,7836,32.4,12/2005,or
"Fish Lake",3349,7836,42.7,01/2006,or
"Fish Lake",3906,7836,49.8,02/2006,or
"Fish Lake",4177,7836,53.3,03/2006,or
"Fish Lake",4439,7836,56.6,04/2006,or
"Fish Lake",5409,7836,69,05/2006,or
"Fish Lake",6501,7836,83,06/2006,or
"Fish Lake",6608,7836,84.3,07/2006,or
"Fish Lake",6237,7836,79.6,08/2006,or
"Fish Lake",5755,7836,73.4,09/2006,or
"Fish Lake",5261,7836,67.1,10/2006,or
"Fish Lake",5694,7836,72.7,11/2006,or
"Fish Lake",5894,7836,75.2,12/2006,or
"Fish Lake",6050,7836,77.2,01/2007,or
"Fish Lake",6144,7836,78.4,02/2007,or
"Fish Lake",6425,7836,82,03/2007,or
"Fish Lake",6833,7836,87.2,04/2007,or
"Fish Lake",7238,7836,92.4,05/2007,or
"Fish Lake",7758,7836,99,06/2007,or
"Fish Lake",6700,7836,85.5,07/2007,or
"Fish Lake",5457,7836,69.6,08/2007,or
"Fish Lake",4454,7836,56.8,09/2007,or
"Fish Lake",3934,7836,50.2,10/2007,or
"Fish Lake",4282,7836,54.6,11/2007,or
"Fish Lake",4555,7836,58.1,12/2007,or
"Fish Lake",4782,7836,61,01/2008,or
"Fish Lake",4816,7836,61.5,02/2008,or
"Fish Lake",4856,7836,62,03/2008,or
"Fish Lake",4994,7836,63.7,04/2008,or
"Fish Lake",5813,7836,74.2,05/2008,or
"Fish Lake",7528,7836,96.1,06/2008,or
"Fish Lake",7694,7836,98.2,07/2008,or
"Fish Lake",6218,7836,79.4,08/2008,or
"Fish Lake",5318,7836,67.9,09/2008,or
"Fish Lake",5332,7836,68,10/2008,or
"Fish Lake",5845,7836,74.6,11/2008,or
"Fish Lake",6093,7836,77.8,12/2008,or
"Fish Lake",6388,7836,81.5,01/2009,or
"Fish Lake",6285,7836,80.2,02/2009,or
"Fish Lake",6263,7836,79.9,03/2009,or
"Fish Lake",6415,7836,81.9,04/2009,or
"Fish Lake",6919,7836,88.3,05/2009,or
"Fish Lake",7702,7836,98.3,06/2009,or
"Fish Lake",7082,7836,90.4,07/2009,or
"Fish Lake",5833,7836,74.4,08/2009,or
"Fish Lake",4130,7836,52.7,09/2009,or
"Fish Lake",3805,7836,48.6,10/2009,or
"Fish Lake",4443,7836,56.7,11/2009,or
"Fish Lake",4804,7836,61.3,12/2009,or
"Fish Lake",5008,7836,63.9,01/2010,or
"Fish Lake",5063,7836,64.6,02/2010,or
"Fish Lake",5013,7836,64,03/2010,or
"Fish Lake",5012,7836,64,04/2010,or
"Fish Lake",5206,7836,66.4,05/2010,or
"Fish Lake",5550,7836,70.8,06/2010,or
"Fish Lake",5343,7836,68.2,07/2010,or
"Fish Lake",3784,7836,48.3,08/2010,or
"Fish Lake",2880,7836,36.8,09/2010,or
"Fish Lake",2612,7836,33.3,10/2010,or
"Fish Lake",3016,7836,38.5,11/2010,or
"Fish Lake",3387,7836,43.2,12/2010,or
"Fish Lake",3766,7836,48.1,01/2011,or
"Fish Lake",4133,7836,52.7,02/2011,or
"Fish Lake",4435,7836,56.6,03/2011,or
"Fish Lake",5022,7836,64.1,04/2011,or
"Fish Lake",5890,7836,75.2,05/2011,or
"Fish Lake",6990,7836,89.2,06/2011,or
"Fish Lake",7796,7836,99.5,07/2011,or
"Fish Lake",7128,7836,91,08/2011,or
"Fish Lake",5712,7836,72.9,09/2011,or
"Fish Lake",5558,7836,70.9,10/2011,or
"Fish Lake",6078,7836,77.6,11/2011,or
"Fish Lake",6036,7836,77,12/2011,or
"Fish Lake",6102,7836,77.9,01/2012,or
"Fish Lake",6160,7836,78.6,02/2012,or
"Fish Lake",6218,7836,79.4,03/2012,or
"Fish Lake",6359,7836,81.2,04/2012,or
"Fish Lake",7064,7836,90.1,05/2012,or
"Fish Lake",7566,7836,96.6,06/2012,or
"Fish Lake",6439,7836,82.2,07/2012,or
"Fish Lake",4516,7836,57.6,08/2012,or
"Fish Lake",3477,7836,44.4,09/2012,or
"Fish Lake",3171,7836,40.5,10/2012,or
"Fish Lake",3922,7836,50.1,11/2012,or
"Fish Lake",4627,7836,59,12/2012,or
"Fish Lake",4942,7836,63.1,01/2013,or
"Fish Lake",4989,7836,63.7,02/2013,or
"Fish Lake",4982,7836,63.6,03/2013,or
"Fish Lake",5456,7836,69.6,04/2013,or
"Fish Lake",6013,7836,76.7,05/2013,or
"Fish Lake",6498,7836,82.9,06/2013,or
"Fish Lake",4996,7836,63.8,07/2013,or
"Fish Lake",2512,7836,32.1,08/2013,or
"Fish Lake",1522,7836,19.4,09/2013,or
"Fish Lake",2077,7836,26.5,10/2013,or
"Fish Lake",2708,7836,34.6,11/2013,or
"Fish Lake",3225,7836,41.2,12/2013,or
"Fish Lake",3533,7836,45.1,01/2014,or
"Fish Lake",3903,7836,49.8,02/2014,or
"Fish Lake",4484,7836,57.2,03/2014,or
"Fish Lake",4824,7836,61.6,04/2014,or
"Fish Lake",5357,7836,68.4,05/2014,or
"Fish Lake",5355,7836,68.3,06/2014,or
"Fish Lake",3790,7836,48.4,07/2014,or
"Fish Lake",1689,7836,21.6,08/2014,or
"Fish Lake",1053,7836,13.4,09/2014,or
"Fish Lake",1372,7836,17.5,10/2014,or
"Fish Lake",1925,7836,24.6,11/2014,or
"Fish Lake",2708,7836,34.6,12/2014,or
"Fish Lake",3458,7836,44.1,01/2015,or
"Fish Lake",4026,7836,51.4,02/2015,or
"Fish Lake",4411,7836,56.3,03/2015,or
"Fish Lake",4721,7836,60.2,04/2015,or
"Fish Lake",4833,7836,61.7,05/2015,or
"Fish Lake",4706,7836,60.1,06/2015,or
"Fish Lake",3196,7836,40.8,07/2015,or
"Fish Lake",1374,7836,17.5,08/2015,or
"Fish Lake",0,7836,0,09/2015,or
"Fish Lake",615,7836,7.8,10/2015,or
"Fish Lake",1685,7836,21.5,11/2015,or
"Fish Lake",2268,7836,28.9,12/2015,or
"Fish Lake",2632,7836,33.6,01/2016,or
"Fish Lake",2968,7836,37.9,02/2016,or
"Fish Lake",3726,7836,47.5,03/2016,or
"Fish Lake",4702,7836,60,04/2016,or
"Fish Lake",5596,7836,71.4,05/2016,or
"Fish Lake",5503,7836,70.2,06/2016,or
"Fish Lake",4725,7836,60.3,07/2016,or
"Fish Lake",3419,7836,43.6,08/2016,or
"Fish Lake",2000,7836,25.5,09/2016,or
"Fish Lake",1800,7836,23,10/2016,or
"Fish Lake",2796,7836,35.7,11/2016,or
"Fish Lake",3522,7836,44.9,12/2016,or
"Fish Lake",3882,7836,49.5,01/2017,or
"Fish Lake",4044,7836,51.6,02/2017,or
"Fish Lake",4368,7836,55.7,03/2017,or
"Fish Lake",5073,7836,64.7,04/2017,or
"Fish Lake",5897,7836,75.3,05/2017,or
"Fish Lake",6591,7836,84.1,06/2017,or
"Fish Lake",6354,7836,81.1,07/2017,or
"Fish Lake",5246,7836,66.9,08/2017,or
"Fish Lake",4281,7836,54.6,09/2017,or
"Fish Lake",4231,7836,54,10/2017,or
"Fish Lake",4895,7836,62.5,11/2017,or
"Fish Lake",5304,7836,67.7,12/2017,or
"Fish Lake",5534,7836,70.6,01/2018,or
"Fish Lake",5701,7836,72.8,02/2018,or
"Fish Lake",5882,7836,75.1,03/2018,or
"Fish Lake",6181,7836,78.9,04/2018,or
"Fish Lake",6415,7836,81.9,05/2018,or
"Fish Lake",6224,7836,79.4,06/2018,or
"Fish Lake",4508,7836,57.5,07/2018,or
"Fish Lake",2399,7836,30.6,08/2018,or
"Fish Lake",735,7836,9.4,09/2018,or
"Fish Lake",1230,7836,15.7,10/2018,or
"Fish Lake",2069,7836,26.4,11/2018,or
"Fish Lake",2810,7836,35.9,12/2018,or
"Fish Lake",3264,7836,41.7,01/2019,or
"Fish Lake",3615,7836,46.1,02/2019,or
"Fish Lake",3802,7836,48.5,03/2019,or
"Fish Lake",4346,7836,55.5,04/2019,or
